edition	paragraph	grammar	target	patient	patient_form	status	prior_mentions	prior_actions	following_actions	following_qualities	following_mentions	take_debts	row_status
ZL3b	f6v|f6v.6-f6v.21	B	f6v.8:1	f6v.8:2	chor	NO_PRIOR_WRITTEN_SAME_FORM			f6v.8:3;f6v.8:4;f6v.9:1;f6v.14:1;f6v.21:3		f6v.9:3;f6v.13:4;f6v.21:2		recorded
ZL3b	f6v|f6v.6-f6v.21	J	f6v.8:1	f6v.8:2	chor	NO_PRIOR_WRITTEN_SAME_FORM			f6v.8:3;f6v.8:4;f6v.9:1;f6v.21:3		f6v.9:3;f6v.13:4;f6v.21:2		recorded
ZL3b	f6v|f6v.6-f6v.21	M	f6v.8:1	f6v.8:2	chor	NO_PRIOR_WRITTEN_SAME_FORM			f6v.8:3;f6v.8:4;f6v.9:1;f6v.21:3		f6v.9:3;f6v.13:4;f6v.21:2		recorded
ZL3b	f9v|f9v.5-f9v.12	B	f9v.11:1	f9v.11:2	chshoty	NO_PRIOR_WRITTEN_SAME_FORM				f9v.11:3			recorded
ZL3b	f9v|f9v.5-f9v.12	J	f9v.11:1	f9v.11:2	chshoty	NO_PRIOR_WRITTEN_SAME_FORM				f9v.11:3			recorded
ZL3b	f9v|f9v.5-f9v.12	M	f9v.11:1	f9v.11:2	chshoty	NO_PRIOR_WRITTEN_SAME_FORM				f9v.11:3			recorded
ZL3b	f17v|f17v.1-f17v.23	B	f17v.15:1	f17v.15:2	cthy	NO_PRIOR_WRITTEN_SAME_FORM					f17v.22:7		recorded
ZL3b	f17v|f17v.1-f17v.23	J	f17v.15:1	f17v.15:2	cthy	NO_PRIOR_WRITTEN_SAME_FORM					f17v.22:7		recorded
ZL3b	f17v|f17v.1-f17v.23	M	f17v.15:1	f17v.15:2	cthy	NO_PRIOR_WRITTEN_SAME_FORM					f17v.22:7		recorded
ZL3b	f19v|f19v.8-f19v.14	B	f19v.9:1	f19v.9:3	chor	NO_PRIOR_WRITTEN_SAME_FORM			f19v.9:5	f19v.9:2;f19v.9:6	f19v.10:2		recorded
ZL3b	f19v|f19v.8-f19v.14	J	f19v.9:1	f19v.9:3	chor	NO_PRIOR_WRITTEN_SAME_FORM			f19v.9:5	f19v.9:2;f19v.9:6	f19v.10:2		recorded
ZL3b	f19v|f19v.8-f19v.14	M	f19v.9:1	f19v.9:3	chor	NO_PRIOR_WRITTEN_SAME_FORM			f19v.9:5	f19v.9:2;f19v.9:6	f19v.10:2		recorded
ZL3b	f22v|f22v.6-f22v.16	B	f22v.7:1	f22v.7:2	chor	NO_PRIOR_WRITTEN_SAME_FORM							recorded
ZL3b	f22v|f22v.6-f22v.16	J	f22v.7:1	f22v.7:2	chor	NO_PRIOR_WRITTEN_SAME_FORM							recorded
ZL3b	f22v|f22v.6-f22v.16	M	f22v.7:1	f22v.7:2	chor	NO_PRIOR_WRITTEN_SAME_FORM							recorded
ZL3b	f23r|f23r.4-f23r.5	B	f23r.5:1	f23r.5:2	qokchol	NO_PRIOR_WRITTEN_SAME_FORM			f23r.5:4;f23r.5:6				recorded
ZL3b	f23r|f23r.4-f23r.5	J	f23r.5:1	f23r.5:2	qokchol	NO_PRIOR_WRITTEN_SAME_FORM			f23r.5:4;f23r.5:6				recorded
ZL3b	f23r|f23r.4-f23r.5	M	f23r.5:1	f23r.5:2	qokchol	NO_PRIOR_WRITTEN_SAME_FORM			f23r.5:4;f23r.5:6				recorded
ZL3b	f24r|f24r.1-f24r.20	B	f24r.8:1	f24r.8:6	qokeol	NO_PRIOR_WRITTEN_SAME_FORM						UNREAD_BETWEEN:f24r.8:3;UNREAD_BETWEEN:f24r.8:4	recorded
ZL3b	f24r|f24r.1-f24r.20	J	f24r.8:1	f24r.8:6	qokeol	NO_PRIOR_WRITTEN_SAME_FORM						UNREAD_BETWEEN:f24r.8:3;UNREAD_BETWEEN:f24r.8:4	recorded
ZL3b	f24r|f24r.1-f24r.20	M	f24r.8:1	f24r.8:6	qokeol	NO_PRIOR_WRITTEN_SAME_FORM						UNREAD_BETWEEN:f24r.8:3;UNREAD_BETWEEN:f24r.8:4	recorded
ZL3b	f45v|f45v.5-f45v.11	B	f45v.9:1	f45v.9:2	cthy	NO_PRIOR_WRITTEN_SAME_FORM			f45v.9:3;f45v.9:4				recorded
ZL3b	f45v|f45v.5-f45v.11	J	f45v.9:1	f45v.9:2	cthy	NO_PRIOR_WRITTEN_SAME_FORM			f45v.9:3;f45v.9:4				recorded
ZL3b	f45v|f45v.5-f45v.11	M	f45v.9:1	f45v.9:2	cthy	NO_PRIOR_WRITTEN_SAME_FORM			f45v.9:3;f45v.9:4				recorded
ZL3b	f86v5|f86v5.18-f86v5.25	B	f86v5.20:1	f86v5.20:5	otaiin	NO_PRIOR_WRITTEN_SAME_FORM					f86v5.24:7;f86v5.24:9	UNREAD_BETWEEN:f86v5.20:4	recorded
