exact_card_id	component_recipe	meaning_de	learning_mode	scribe	chosen_surface	registered	same_card_and_meaning
PROC001	CH+E+Y	ENTNEHMEN · KURZ · POSTEN	COMPOSE_COMPONENTS	S1_BARE	dchey	YES	YES
PROC001	CH+E+Y	ENTNEHMEN · KURZ · POSTEN	COMPOSE_COMPONENTS	S2_CH	dchey	YES	YES
PROC001	CH+E+Y	ENTNEHMEN · KURZ · POSTEN	COMPOSE_COMPONENTS	S3_Q_SH	dchey	YES	YES
PROC001	CH+E+Y	ENTNEHMEN · KURZ · POSTEN	COMPOSE_COMPONENTS	S4_D_T	dchey	YES	YES
PROC002	CTH+O+OR	BEREITEN · ARBEITSGANG · ANSATZ	COMPOSE_COMPONENTS	S1_BARE	cthoor	YES	YES
PROC002	CTH+O+OR	BEREITEN · ARBEITSGANG · ANSATZ	COMPOSE_COMPONENTS	S2_CH	cthoor	YES	YES
PROC002	CTH+O+OR	BEREITEN · ARBEITSGANG · ANSATZ	COMPOSE_COMPONENTS	S3_Q_SH	cthoor	YES	YES
PROC002	CTH+O+OR	BEREITEN · ARBEITSGANG · ANSATZ	COMPOSE_COMPONENTS	S4_D_T	cthoor	YES	YES
PROC003	AR	QUELLE	COMPOSE_COMPONENTS	S1_BARE	dar	YES	YES
PROC003	AR	QUELLE	COMPOSE_COMPONENTS	S2_CH	char	YES	YES
PROC003	AR	QUELLE	COMPOSE_COMPONENTS	S3_Q_SH	sar	YES	YES
PROC003	AR	QUELLE	COMPOSE_COMPONENTS	S4_D_T	dar	YES	YES
PROC004	T+Y	BEARBEITEN · POSTEN	COMPOSE_COMPONENTS	S1_BARE	chty	YES	YES
PROC004	T+Y	BEARBEITEN · POSTEN	COMPOSE_COMPONENTS	S2_CH	chety	YES	YES
PROC004	T+Y	BEARBEITEN · POSTEN	COMPOSE_COMPONENTS	S3_Q_SH	chty	YES	YES
PROC004	T+Y	BEARBEITEN · POSTEN	COMPOSE_COMPONENTS	S4_D_T	chty	YES	YES
PROC005	OS	DAZU	MEMORIZE_WHOLE_CARD	S1_BARE	os	YES	YES
PROC005	OS	DAZU	MEMORIZE_WHOLE_CARD	S2_CH	os	YES	YES
