page	row_id	source_ordinal	x0	y0	x1	y1	row_core_y
f76r	f76r:R001	1	559	350	2095	402	376
f76r	f76r:R002	2	559	416	2095	468	442
f76r	f76r:R003	3	559	480	2095	532	506
f76r	f76r:R004	4	559	538	2095	590	564
f76r	f76r:R005	5	559	609	2095	653	631
f76r	f76r:R006	6	559	658	2095	702	680
f76r	f76r:R007	7	559	709	2095	759	734
f76r	f76r:R008	8	559	774	2095	822	798
f76r	f76r:R009	9	559	826	2095	874	850
f76r	f76r:R010	10	559	889	2095	935	912
f76r	f76r:R011	11	559	939	2095	985	962
f76r	f76r:R012	12	559	992	2095	1032	1012
f76r	f76r:R013	13	559	1037	2095	1077	1057
f76r	f76r:R014	14	559	1088	2095	1136	1112
f76r	f76r:R015	15	559	1141	2095	1189	1165
f76r	f76r:R016	16	559	1195	2095	1247	1221
f76r	f76r:R017	17	559	1254	2095	1300	1277
f76r	f76r:R018	18	559	1305	2095	1351	1328
f76r	f76r:R019	19	559	1356	2095	1402	1379
f76r	f76r:R020	20	559	1407	2095	1455	1431
f76r	f76r:R021	21	559	1462	2095	1508	1485
f76r	f76r:R022	22	559	1513	2095	1559	1536
f76r	f76r:R023	23	559	1569	2095	1611	1590
f76r	f76r:R024	24	559	1616	2095	1658	1637
f76r	f76r:R025	25	559	1666	2095	1714	1690
f76r	f76r:R026	26	559	1723	2095	1769	1746
f76r	f76r:R027	27	559	1774	2095	1820	1797
f77r	f77r:R001	1	670	638	1955	686	662
f77r	f77r:R002	2	670	692	1955	738	715
f77r	f77r:R003	3	670	743	1955	789	766
f77r	f77r:R004	4	670	810	1955	862	836
f77r	f77r:R005	5	670	866	1955	918	892
f77r	f77r:R006	6	670	922	1955	974	948
f77r	f77r:R007	7	670	983	1955	1035	1009
f77r	f77r:R008	8	670	1044	1955	1094	1069
f77r	f77r:R009	9	670	1099	1955	1149	1124
f77r	f77r:R010	10	670	1160	1955	1212	1186
f77r	f77r:R011	11	670	1228	1955	1280	1254
f77r	f77r:R012	12	670	1286	1955	1338	1312
f77r	f77r:R013	13	670	1346	1955	1390	1368
f77r	f77r:R014	14	670	1395	1955	1439	1417
f81r	f81r:R001	1	611	856	1360	898	877
f81r	f81r:R002	2	611	903	1360	945	924
f81r	f81r:R003	3	611	952	1360	1000	976
f81r	f81r:R004	4	611	1007	1360	1059	1033
f81r	f81r:R005	5	611	1127	1360	1179	1153
f81r	f81r:R006	6	611	1187	1360	1239	1213
f81r	f81r:R007	7	611	1257	1360	1309	1283
f81r	f81r:R008	8	611	1315	1360	1367	1341
f81r	f81r:R009	9	611	1375	1360	1427	1401
f81r	f81r:R010	10	611	1435	1360	1487	1461
f81r	f81r:R011	11	611	1498	1360	1546	1522
f81r	f81r:R012	12	611	1550	1360	1598	1574
f81r	f81r:R013	13	611	1614	1360	1666	1640
f81r	f81r:R014	14	611	1772	1360	1820	1796
f81r	f81r:R015	15	611	1825	1360	1871	1848
f81r	f81r:R016	16	611	1875	1360	1921	1898
f81r	f81r:R017	17	611	1927	1360	1975	1951
f81r	f81r:R018	18	611	2005	1360	2043	2024
f81r	f81r:R019	19	611	2048	1360	2086	2067
f81r	f81r:R020	20	611	2109	1360	2161	2135
f81r	f81r:R021	21	611	2166	1360	2218	2192
f81r	f81r:R022	22	611	2232	1360	2276	2254
f81r	f81r:R023	23	611	2281	1360	2325	2303
f81r	f81r:R024	24	611	2343	1360	2395	2369
f81r	f81r:R025	25	611	2402	1360	2452	2427
f81r	f81r:R026	26	611	2457	1360	2507	2482
f81r	f81r:R027	27	611	2513	1360	2565	2539
f83r	f83r:R001	1	743	357	2092	409	383
f83r	f83r:R002	2	743	418	2092	470	444
f83r	f83r:R003	3	743	493	2092	545	519
f83r	f83r:R004	4	743	549	2092	601	575
f83r	f83r:R005	5	743	618	2092	670	644
f83r	f83r:R006	6	743	686	2092	738	712
f83r	f83r:R007	7	743	898	2092	950	924
f83r	f83r:R008	8	743	954	2092	1006	980
f83r	f83r:R009	9	743	1015	2092	1067	1041
f83r	f83r:R010	10	743	1091	2092	1143	1117
f83r	f83r:R011	11	743	1152	2092	1204	1178
f83r	f83r:R012	12	743	1211	2092	1263	1237
f83r	f83r:R013	13	743	1270	2092	1322	1296
f83r	f83r:R014	14	743	1504	2092	1556	1530
f83r	f83r:R015	15	743	1571	2092	1623	1597
f83r	f83r:R016	16	743	1629	2092	1681	1655
f83r	f83r:R017	17	743	1702	2092	1754	1728
f83r	f83r:R018	18	743	1767	2092	1819	1793
