fold	surface	truth_recipe	candidate_count_capped	truth_generated	gdt521_rank	gdt522_rank	gdt521_top1	gdt522_top1	truth_analogy_bonus	top1_analogy_bonus	truth_analogy_trace	top1_analogy_trace
0	aiiny	AIIN+Y	21	YES	1	1	AIIN+Y	AIIN+Y	0.972816889	0.972816889	aiin+y=>Y@RIGHT/RIGHT;n=34/36;p=0.932432;r=0.944444;b=0.972817	aiin+y=>Y@RIGHT/RIGHT;n=34/36;p=0.932432;r=0.944444;b=0.972817
0	ain	AIN	7	YES	1	1	AIN	AIN	0.000000000	0.000000000	NO_NEAR_OLD_BASE	NO_NEAR_OLD_BASE
0	air	AIR	13	YES	1	1	AIR	AIR	0.000000000	0.000000000	NO_SUPPORTED_TRANSFORMATION;base=ar	NO_SUPPORTED_TRANSFORMATION;base=ar
0	alchdy	AL+CHD+DY	37	YES	2	2	AL+CHD+Y	AL+CHD+Y	0.000000000	0.855555556	NO_SUPPORTED_TRANSFORMATION;base=aly	aly+chd=>CHD@INNER/INNER;n=7/7;p=1.000000;r=0.777778;b=0.855556
0	aldy	AL+D_ADDR+Y	13	YES	3	3	AL+DY	AL+DY	0.232875483	0.000000000	aly+d=>D_ADDR@INNER/INNER;n=13/29;p=0.435484;r=0.866667;b=0.232875	NO_SUPPORTED_TRANSFORMATION;base=aly
0	alkain	AL+K+AIN	32	YES	1	1	AL+K+AIN	AL+K+AIN	0.000000000	0.000000000	NO_SUPPORTED_TRANSFORMATION;base=lkain	NO_SUPPORTED_TRANSFORMATION;base=lkain
0	alo	AL+O	4	YES	1	1	AL+O	AL+O	0.855555556	0.855555556	al+o=>O@RIGHT/RIGHT;n=7/7;p=1.000000;r=0.777778;b=0.855556	al+o=>O@RIGHT/RIGHT;n=7/7;p=1.000000;r=0.777778;b=0.855556
0	alsy	AL+S+Y	8	YES	1	1	AL+S+Y	AL+S+Y	0.518076108	0.518076108	aly+s=>S@INNER/INNER;n=5/7;p=0.687500;r=0.714286;b=0.518076	aly+s=>S@INNER/INNER;n=5/7;p=0.687500;r=0.714286;b=0.518076
0	aroly	AR+OL+Y	12	YES	1	1	AR+OL+Y	AR+OL+Y	0.972816889	0.972816889	arol+y=>Y@RIGHT/RIGHT;n=34/36;p=0.932432;r=0.944444;b=0.972817	arol+y=>Y@RIGHT/RIGHT;n=34/36;p=0.932432;r=0.944444;b=0.972817
0	ase	A_ADDR+S+E	3	YES	1	1	A_ADDR+S+E	A_ADDR+S+E	0.366666667	0.366666667	as+e=>E@RIGHT/RIGHT;n=1/1;p=1.000000;r=0.333333;b=0.366667	as+e=>E@RIGHT/RIGHT;n=1/1;p=1.000000;r=0.333333;b=0.366667
0	ashyteed	A_ADDR+SH+Y+T+EE+D_ADDR	100	YES	1	1	A_ADDR+SH+Y+T+EE+D_ADDR	A_ADDR+SH+Y+T+EE+D_ADDR	0.000000000	0.000000000	NO_NEAR_OLD_BASE	NO_NEAR_OLD_BASE
0	atchor	A_ADDR+T+CH+OR	20	YES	1	1	A_ADDR+T+CH+OR	A_ADDR+T+CH+OR	0.733333333	0.733333333	tchor+a=>A_ADDR@LEFT/LEFT;n=4/4;p=1.000000;r=0.666667;b=0.733333	tchor+a=>A_ADDR@LEFT/LEFT;n=4/4;p=1.000000;r=0.666667;b=0.733333
0	cfholdy	CH+LOCAL_CHAR_F+OL+DY	42	YES	1	1	CH+LOCAL_CHAR_F+OL+DY	CH+LOCAL_CHAR_F+OL+DY	0.000000000	0.000000000	NO_SUPPORTED_TRANSFORMATION;base=choldy	NO_SUPPORTED_TRANSFORMATION;base=choldy
0	cfhy	CH+LOCAL_CHAR_F+Y	3	YES	1	1	CH+LOCAL_CHAR_F+Y	CH+LOCAL_CHAR_F+Y	-0.034657601	-0.034657601	chy+f=>CH+LOCAL_CHAR_F@INNER/LEFT;n=1/4;p=0.300000;r=0.333333;b=-0.034658	chy+f=>CH+LOCAL_CHAR_F@INNER/LEFT;n=1/4;p=0.300000;r=0.333333;b=-0.034658
0	chal	CH+AL	7	YES	1	1	CH+AL	CH+AL	0.000000000	0.000000000	NO_SUPPORTED_TRANSFORMATION;base=cha	NO_SUPPORTED_TRANSFORMATION;base=cha
0	chals	CH+AL+S	21	YES	1	1	CH+AL+S	CH+AL+S	0.212931282	0.212931282	chs+al=>AL@INNER/INNER;n=9/19;p=0.431818;r=0.818182;b=0.212931	chs+al=>AL@INNER/INNER;n=9/19;p=0.431818;r=0.818182;b=0.212931
0	chas	CH+A_ADDR+S	8	YES	1	1	CH+A_ADDR+S	CH+A_ADDR+S	0.643371088	0.643371088	cha+s=>S@RIGHT/RIGHT;n=9/12;p=0.730769;r=0.818182;b=0.643371	cha+s=>S@RIGHT/RIGHT;n=9/12;p=0.730769;r=0.818182;b=0.643371
0	chchky	CH+K+Y	7	YES	1	1	CH+K+Y	CH+K+Y	0.000000000	0.000000000	NO_SUPPORTED_TRANSFORMATION;base=chy	NO_SUPPORTED_TRANSFORMATION;base=chy
0	chchs	CH+CH+S	14	YES	1	1	CH+CH+S	CH+CH+S	0.521111051	0.521111051	chs+ch=>CH@INNER/INNER;n=21/35;p=0.589041;r=0.913043;b=0.521111	chs+ch=>CH@INNER/INNER;n=21/35;p=0.589041;r=0.913043;b=0.521111
0	chckheed	CH+CH+K+E+Y	100	YES	10	10	CH+K+EE+D_ADDR	CH+K+EE+D_ADDR	0.000000000	0.366666667	NO_SUPPORTED_TRANSFORMATION;base=chckh	chckh+eed=>EE+D_ADDR@RIGHT/RIGHT;n=1/1;p=1.000000;r=0.333333;b=0.366667
0	chcthykedy	CH+CH+T+Y+K+E+DY	63	YES	1	1	CH+CH+T+Y+K+E+DY	CH+CH+T+Y+K+E+DY	0.000000000	0.000000000	NO_SUPPORTED_TRANSFORMATION;base=chcthedy	NO_SUPPORTED_TRANSFORMATION;base=chcthedy
0	chdy	CHD+Y	12	YES	1	1	CHD+Y	CHD+Y	-0.648734542	-0.648734542	chy+d=>CHD@INNER/LEFT;n=3/29;p=0.112903;r=0.600000;b=-0.648735	chy+d=>CHD@INNER/LEFT;n=3/29;p=0.112903;r=0.600000;b=-0.648735
0	cheal	AL	10	YES	2	2	CH+E+AL	CH+E+AL	0.000000000	0.797954297	NO_SUPPORTED_TRANSFORMATION;base=che	che+al=>AL@RIGHT/RIGHT;n=14/16;p=0.828571;r=0.875000;b=0.797954
0	cheamy	CH+AM_ADDR	12	NO	0	0	CH+E+AM_ADDR+Y	NONE	NONE	NONE	NONE	NONE
0	checkhy	CH+E+CH+K+Y	27	YES	1	1	CH+E+CH+K+Y	CH+E+CH+K+Y	-0.904680866	-0.904680866	chckhy+e=>E+CH@INNER/INNER;n=1/63;p=0.022059;r=0.333333;b=-0.904681	chckhy+e=>E+CH@INNER/INNER;n=1/63;p=0.022059;r=0.333333;b=-0.904681
0	chedar	CHD+AR	60	YES	1	1	CHD+AR	CHD+AR	0.000000000	0.000000000	NO_SUPPORTED_TRANSFORMATION;base=chear	NO_SUPPORTED_TRANSFORMATION;base=chear
0	chedchy	CHD+Y	42	YES	2	2	CHD+CH+Y	CHD+CH+Y	0.024356900	0.521111051	chedy+ch=>NULL@INNER/NULL;n=12/35;p=0.342466;r=0.857143;b=0.024357	chedy+ch=>CH@INNER/INNER;n=21/35;p=0.589041;r=0.913043;b=0.521111
0	chedol	CHD+OL	25	YES	1	1	CHD+OL	CHD+OL	-0.508953481	-0.508953481	chdol+e=>NULL@INNER/NULL;n=12/63;p=0.183824;r=0.857143;b=-0.508953	chdol+e=>NULL@INNER/NULL;n=12/63;p=0.183824;r=0.857143;b=-0.508953
0	chedyqokam	CHD+Y+OK+AM_ADDR	100	YES	1	1	CHD+Y+OK+AM_ADDR	CHD+Y+OK+AM_ADDR	0.000000000	0.000000000	NO_SUPPORTED_TRANSFORMATION;base=cheokam	NO_SUPPORTED_TRANSFORMATION;base=cheokam
0	cheedy	CH+EE+D_ADDR+Y	46	YES	2	2	CH+EE+DY	CH+EE+DY	0.000000000	0.000000000	NO_SUPPORTED_TRANSFORMATION;base=chedy|cheey	NO_SUPPORTED_TRANSFORMATION;base=chedy|cheey
