scope	model_stage	missing_relation_cost	analogy_weight	target_count	truth_generated_count	top1_exact_count	top2_exact_count	top3_exact_count	top5_exact_count	rank_sum	deepest_truth_rank
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	GDT521_BASE	0.0	0.0	1558	1441	1090	1325	1387	1418	2118	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C00_W03	0.0	0.3	1558	1441	1088	1324	1387	1417	2125	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C00_W07	0.0	0.7	1558	1441	1090	1321	1383	1416	2134	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C00_W10	0.0	1.0	1558	1441	1085	1317	1381	1416	2147	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C05_W03	0.5	0.3	1558	1441	1093	1324	1388	1418	2118	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C05_W05	0.5	0.5	1558	1441	1093	1323	1388	1417	2120	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C05_W07	0.5	0.7	1558	1441	1094	1321	1389	1416	2122	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C05_W10	0.5	1.0	1558	1441	1098	1321	1384	1416	2127	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C05_W15	0.5	1.5	1558	1441	1097	1321	1378	1416	2136	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C060_W025	0.6	0.25	1558	1441	1091	1324	1388	1418	2119	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C060_W030	0.6	0.3	1558	1441	1094	1324	1388	1418	2117	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C060_W035	0.6	0.35	1558	1441	1090	1326	1388	1418	2119	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C060_W040	0.6	0.4	1558	1441	1091	1326	1388	1417	2119	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C070_W025	0.7	0.25	1558	1441	1092	1325	1388	1418	2117	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C070_W030	0.7	0.3	1558	1441	1093	1325	1388	1418	2117	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C070_W035	0.7	0.35	1558	1441	1092	1325	1388	1418	2118	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C070_W040	0.7	0.4	1558	1441	1092	1325	1388	1417	2119	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C075_W03	0.75	0.3	1558	1441	1094	1324	1388	1418	2116	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C075_W05	0.75	0.5	1558	1441	1095	1324	1386	1417	2119	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C075_W07	0.75	0.7	1558	1441	1099	1325	1387	1417	2113	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C075_W10	0.75	1.0	1558	1441	1101	1323	1383	1416	2121	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C080_W025	0.8	0.25	1558	1441	1092	1324	1388	1418	2118	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C080_W030	0.8	0.3	1558	1441	1093	1324	1388	1418	2117	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C080_W035	0.8	0.35	1558	1441	1093	1325	1388	1418	2116	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C080_W040	0.8	0.4	1558	1441	1095	1325	1387	1417	2117	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C090_W025	0.9	0.25	1558	1441	1093	1324	1388	1418	2117	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C090_W030	0.9	0.3	1558	1441	1094	1324	1387	1418	2117	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C090_W035	0.9	0.35	1558	1441	1095	1325	1386	1418	2116	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C090_W040	0.9	0.4	1558	1441	1094	1325	1386	1418	2117	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C10_W02	1.0	0.2	1558	1441	1092	1325	1388	1418	2117	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C10_W03	1.0	0.3	1558	1441	1094	1323	1386	1418	2119	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C10_W05	1.0	0.5	1558	1441	1101	1327	1387	1417	2108	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C10_W07	1.0	0.7	1558	1441	1100	1327	1387	1417	2110	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C10_W10	1.0	1.0	1558	1441	1108	1323	1386	1417	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C110_W025	1.1	0.25	1558	1441	1094	1323	1387	1418	2118	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C110_W030	1.1	0.3	1558	1441	1095	1324	1386	1418	2117	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C110_W035	1.1	0.35	1558	1441	1094	1326	1386	1418	2116	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C110_W040	1.1	0.4	1558	1441	1096	1327	1386	1418	2113	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C120_W025	1.2	0.25	1558	1441	1096	1324	1386	1418	2116	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C120_W030	1.2	0.3	1558	1441	1094	1324	1386	1418	2118	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C120_W035	1.2	0.35	1558	1441	1096	1327	1386	1418	2113	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C120_W040	1.2	0.4	1558	1441	1098	1327	1386	1418	2111	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C125_W03	1.25	0.3	1558	1441	1094	1325	1386	1418	2117	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C125_W05	1.25	0.5	1558	1441	1101	1328	1387	1417	2107	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C125_W07	1.25	0.7	1558	1441	1102	1326	1387	1417	2108	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C130_W025	1.3	0.25	1558	1441	1095	1324	1386	1418	2117	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C130_W030	1.3	0.3	1558	1441	1094	1325	1386	1418	2117	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C130_W035	1.3	0.35	1558	1441	1095	1327	1386	1418	2114	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C130_W040	1.3	0.4	1558	1441	1099	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C15_W02	1.5	0.2	1558	1441	1096	1325	1386	1418	2115	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C15_W03	1.5	0.3	1558	1441	1096	1326	1386	1418	2114	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C15_W05	1.5	0.5	1558	1441	1101	1326	1387	1418	2108	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C20_W03	2.0	0.3	1558	1441	1101	1325	1386	1418	2110	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C20_W05	2.0	0.5	1558	1441	1104	1326	1387	1418	2104	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C20_W07	2.0	0.7	1558	1441	1108	1326	1387	1419	2099	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C20_W10	2.0	1.0	1558	1441	1110	1322	1386	1418	2104	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C20_W15	2.0	1.5	1558	1441	1104	1322	1381	1418	2119	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C25_W07	2.5	0.7	1558	1441	1110	1323	1387	1419	2100	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C25_W10	2.5	1.0	1558	1441	1105	1324	1385	1418	2108	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C25_W15	2.5	1.5	1558	1441	1083	1315	1378	1417	2154	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C30_W07	3.0	0.7	1558	1441	1111	1321	1385	1419	2105	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C30_W10	3.0	1.0	1558	1441	1098	1321	1383	1418	2121	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COND_C30_W15	3.0	1.5	1558	1441	1067	1306	1373	1418	2181	22
CURRENT_159_OLD26_TO_NEW4	GDT521_BASE	0.0	0.0	159	159	140	154	158	158	189	9
CURRENT_159_OLD26_TO_NEW4	COND_C00_W03	0.0	0.3	159	159	140	154	158	158	189	9
CURRENT_159_OLD26_TO_NEW4	COND_C00_W07	0.0	0.7	159	159	136	154	158	158	193	9
CURRENT_159_OLD26_TO_NEW4	COND_C00_W10	0.0	1.0	159	159	135	155	158	158	193	9
CURRENT_159_OLD26_TO_NEW4	COND_C05_W03	0.5	0.3	159	159	141	154	158	158	188	9
CURRENT_159_OLD26_TO_NEW4	COND_C05_W05	0.5	0.5	159	159	142	154	158	158	187	9
CURRENT_159_OLD26_TO_NEW4	COND_C05_W07	0.5	0.7	159	159	141	154	158	158	188	9
CURRENT_159_OLD26_TO_NEW4	COND_C05_W10	0.5	1.0	159	159	140	154	158	158	189	9
CURRENT_159_OLD26_TO_NEW4	COND_C05_W15	0.5	1.5	159	159	139	153	157	158	192	9
CURRENT_159_OLD26_TO_NEW4	COND_C060_W025	0.6	0.25	159	159	141	154	158	158	188	9
CURRENT_159_OLD26_TO_NEW4	COND_C060_W030	0.6	0.3	159	159	141	154	158	158	188	9
CURRENT_159_OLD26_TO_NEW4	COND_C060_W035	0.6	0.35	159	159	142	154	158	158	187	9
CURRENT_159_OLD26_TO_NEW4	COND_C060_W040	0.6	0.4	159	159	142	154	158	158	187	9
CURRENT_159_OLD26_TO_NEW4	COND_C070_W025	0.7	0.25	159	159	141	154	158	158	188	9
CURRENT_159_OLD26_TO_NEW4	COND_C070_W030	0.7	0.3	159	159	141	154	158	158	188	9
CURRENT_159_OLD26_TO_NEW4	COND_C070_W035	0.7	0.35	159	159	142	154	158	158	187	9
CURRENT_159_OLD26_TO_NEW4	COND_C070_W040	0.7	0.4	159	159	142	154	158	158	187	9
CURRENT_159_OLD26_TO_NEW4	COND_C075_W03	0.75	0.3	159	159	142	154	158	158	187	9
CURRENT_159_OLD26_TO_NEW4	COND_C075_W05	0.75	0.5	159	159	142	154	158	158	187	9
CURRENT_159_OLD26_TO_NEW4	COND_C075_W07	0.75	0.7	159	159	140	154	158	158	189	9
CURRENT_159_OLD26_TO_NEW4	COND_C075_W10	0.75	1.0	159	159	138	154	158	158	191	9
CURRENT_159_OLD26_TO_NEW4	COND_C080_W025	0.8	0.25	159	159	141	154	158	158	188	9
CURRENT_159_OLD26_TO_NEW4	COND_C080_W030	0.8	0.3	159	159	142	154	158	158	187	9
CURRENT_159_OLD26_TO_NEW4	COND_C080_W035	0.8	0.35	159	159	142	154	158	158	187	9
CURRENT_159_OLD26_TO_NEW4	COND_C080_W040	0.8	0.4	159	159	142	154	158	158	187	9
CURRENT_159_OLD26_TO_NEW4	COND_C090_W025	0.9	0.25	159	159	141	154	158	158	188	9
CURRENT_159_OLD26_TO_NEW4	COND_C090_W030	0.9	0.3	159	159	142	154	158	158	187	9
CURRENT_159_OLD26_TO_NEW4	COND_C090_W035	0.9	0.35	159	159	142	154	158	158	187	9
CURRENT_159_OLD26_TO_NEW4	COND_C090_W040	0.9	0.4	159	159	142	154	158	158	187	9
CURRENT_159_OLD26_TO_NEW4	COND_C10_W02	1.0	0.2	159	159	140	154	158	158	189	9
CURRENT_159_OLD26_TO_NEW4	COND_C10_W03	1.0	0.3	159	159	142	154	158	158	187	9
CURRENT_159_OLD26_TO_NEW4	COND_C10_W05	1.0	0.5	159	159	140	154	158	158	189	9
CURRENT_159_OLD26_TO_NEW4	COND_C10_W07	1.0	0.7	159	159	139	154	158	158	190	9
CURRENT_159_OLD26_TO_NEW4	COND_C10_W10	1.0	1.0	159	159	138	155	158	158	190	9
CURRENT_159_OLD26_TO_NEW4	COND_C110_W025	1.1	0.25	159	159	141	154	158	158	188	9
CURRENT_159_OLD26_TO_NEW4	COND_C110_W030	1.1	0.3	159	159	142	154	158	158	187	9
CURRENT_159_OLD26_TO_NEW4	COND_C110_W035	1.1	0.35	159	159	142	154	158	158	187	9
CURRENT_159_OLD26_TO_NEW4	COND_C110_W040	1.1	0.4	159	159	142	154	158	158	187	9
CURRENT_159_OLD26_TO_NEW4	COND_C120_W025	1.2	0.25	159	159	141	154	158	158	188	9
CURRENT_159_OLD26_TO_NEW4	COND_C120_W030	1.2	0.3	159	159	142	154	158	158	187	9
CURRENT_159_OLD26_TO_NEW4	COND_C120_W035	1.2	0.35	159	159	142	154	158	158	187	9
CURRENT_159_OLD26_TO_NEW4	COND_C120_W040	1.2	0.4	159	159	141	154	158	158	188	9
CURRENT_159_OLD26_TO_NEW4	COND_C125_W03	1.25	0.3	159	159	142	154	158	158	187	9
CURRENT_159_OLD26_TO_NEW4	COND_C125_W05	1.25	0.5	159	159	140	154	158	158	189	9
CURRENT_159_OLD26_TO_NEW4	COND_C125_W07	1.25	0.7	159	159	139	155	158	158	189	9
CURRENT_159_OLD26_TO_NEW4	COND_C130_W025	1.3	0.25	159	159	141	154	158	158	188	9
CURRENT_159_OLD26_TO_NEW4	COND_C130_W030	1.3	0.3	159	159	142	154	158	158	187	9
CURRENT_159_OLD26_TO_NEW4	COND_C130_W035	1.3	0.35	159	159	141	154	158	158	188	9
CURRENT_159_OLD26_TO_NEW4	COND_C130_W040	1.3	0.4	159	159	140	154	158	158	189	9
CURRENT_159_OLD26_TO_NEW4	COND_C15_W02	1.5	0.2	159	159	141	154	158	158	188	9
CURRENT_159_OLD26_TO_NEW4	COND_C15_W03	1.5	0.3	159	159	141	154	158	158	188	9
CURRENT_159_OLD26_TO_NEW4	COND_C15_W05	1.5	0.5	159	159	140	154	158	158	189	9
CURRENT_159_OLD26_TO_NEW4	COND_C20_W03	2.0	0.3	159	159	139	154	158	158	190	9
CURRENT_159_OLD26_TO_NEW4	COND_C20_W05	2.0	0.5	159	159	139	154	158	158	190	9
CURRENT_159_OLD26_TO_NEW4	COND_C20_W07	2.0	0.7	159	159	138	154	158	158	191	9
CURRENT_159_OLD26_TO_NEW4	COND_C20_W10	2.0	1.0	159	159	138	153	158	158	192	9
CURRENT_159_OLD26_TO_NEW4	COND_C20_W15	2.0	1.5	159	159	135	153	158	158	195	9
