unit_id	section_axis	page	unit_title_or_inventory	group_count	locus_count	field_count	statement_count	technical_default_complete_German	selected_iatromedical_comparator_complete_German	technical_weighted_assumption_cost	medical_weighted_assumption_cost	local_comparison_summary	page_fit_contract	historical_mechanism_comparison	teachability	model_verdict	content_contract
H1	HERBAL_MATERIAL	f10r	skabiosen-/Teufelsabbiss-naher Wiesenpflanzen-Wurzelstock -> H1-P01/H1-P02 Wurzelauszug für Materialprüfung + H1-R02 Trockenreserve	14	2	2	2	Vom sichtbaren Wiesenpflanzen-Los den unteren Wurzelstock sammeln, gründlich waschen, auslesen und schneiden. Das Schnittgut in Wasser mazerieren. Eine aktive Prüfportion am Musterstreifen einsetzen und das vorgesehene Maß buchen; den trockenen Rest als Reserve verwahren. Für die zweite Buchung den gelagerten Rest aufnehmen, den Auszug gelinde erwärmen, formal an den laufenden Arbeitsstand verknüpfen und als bereit freigeben.	[IMAGE:Vom Teufelsabbiss.] [GENRE:Nimm] [IMAGE:den unteren Wurzelstock], [GENRE:säubere und zerschneide ihn], [GENRE:gib ihn mit Quellwasser in den Brennhafen] [GENRE:und fange den ersten Lauf in einem Glas auf]. [CARD:ANWENDEN?=Wende den aktiven Lauf an] [GENRE:innerlich] [CARD:MASS?=nach Maß] [EXEMPLAR:in kleiner Gabe] [GENRE:gegen Stechen im Leib]; [GENRE:verwahre den Rest verschlossen]. [EXEMPLAR:Nimm für frischen Gebrauch den ersten Lauf], [GENRE:erwärme ihn gelinde], [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN; ohne Wortbedeutung] [REGISTER:H1:I001 fortgeführt], [CARD:BEREIT?=bis bereit] [EXEMPLAR:nach örtlichem Kriterium].	14	17	TECHNICAL=0;IATROMEDICAL=1;TIE=1	VISIBLE_PLANT_OWNER_FITS_BOTH;TECHNICAL_PRODUCT_AND_MEDICAL_USE_BOTH_LOCAL	TECH:PLANT_STOCK_OR_CRAFT_BATCH_REGISTER;MED:MATERIA_MEDICA_ARTICLE	SAME_V67_MASTER_EXEMPLAR_COMPILER;FORMAL_776_PASS;STANDALONE_SOURCE_0	IATROMEDICAL	COMPLETE_LOCAL_EDITION;NO_NEW_CARD;TECHNICAL_NOUNS_LOCAL;MEDICAL_COMPARATOR_SEPARATE
H2	HERBAL_MATERIAL	f10r	obere Teile derselben skabiosenartigen Bildpflanze -> H2-P01 Pressauszug + H2-P02/H2-P03 frühe/späte Vergleichsserie	24	3	3	3	Obere Pflanzenteile als Rohlos sammeln, quetschen und pressen; die Flüssigkeit als aktiven Ansatz führen, mit Wasser nachziehen und nach Sollmenge buchen. Eine frühe Fraktion an den laufenden Ansatz binden, die vorige Charge wieder aufnehmen und als Vergleich mazerieren. Eine späte Fraktion parallel führen, beide Auszüge gleich seihen, Farbe und Bodensatz vergleichen und das Paar verschlossen lagern.	[IMAGE:Von derselben Teufelsabbiss-Pflanze.] [GENRE:Nimm] [IMAGE:Blütenköpfe und junge Blätter] [CARD:BEREIT?] [EXEMPLAR:wenn sie eben aufgehen], [CARD:ANSATZ?=führe sie als frischen Ansatz], [GENRE:zerstoße sie und presse den Saft durch ein Tuch]. [EXEMPLAR:Fange die erste Fraktion auf], [GENRE:gib Olivenöl hinzu], [CARD:MASS?=nach Maß] [EXEMPLAR:in örtlicher Menge], [GENRE:und erwärme gelinde]. [IMAGE:Nimm vor voller Blüte eine zweite Portion der Spitzen], [CARD:ANSATZ?] [REGISTER:H2:I001 fortgeführt]; [EXEMPLAR:eine Handvoll]. [CARD:VORIGES?=Nimm den vorigen H2-Posten wieder auf] [REGISTER:H2:I001], [CARD:MASS?=in gleichem örtlichem Maß], [GENRE:und verbinde beide Fraktionen]. [GENRE:Gib sie in ein glasiertes Gefäß], [CARD:ANSATZ?] [CARD:ANSATZ?] [REGISTER:H2:I003 mit sichtbarer Doppelbelegung], [GENRE:rühre bei kleinem Feuer] [EXEMPLAR:bis eine weiche Salbe entsteht], [GENRE:bewahre sie bedeckt] [GENRE:und lege sie äußerlich auf ein Geschwür oder eine harte Schwellung].	17	16	TECHNICAL=2;IATROMEDICAL=0;TIE=1	VISIBLE_PLANT_OWNER_FITS_BOTH;TECHNICAL_PRODUCT_AND_MEDICAL_USE_BOTH_LOCAL	TECH:PLANT_STOCK_OR_CRAFT_BATCH_REGISTER;MED:MATERIA_MEDICA_ARTICLE	SAME_V67_MASTER_EXEMPLAR_COMPILER;FORMAL_776_PASS;STANDALONE_SOURCE_0	TECHNICAL_INTERNAL_ONLY	COMPLETE_LOCAL_EDITION;NO_NEW_CARD;TECHNICAL_NOUNS_LOCAL;MEDICAL_COMPARATOR_SEPARATE
H3	HERBAL_MATERIAL	f11r	kleine Schattenpflanze, Veilchen als Leitbild -> H3-P01 geklärte Probenserie + H3-P02 Blattauszug + H3-R02 Referenzblüte	17	3	4	4	Junge oberirdische Teile der sichtbaren Schattenpflanze sammeln, Blüten und Blätter trennen, die Krautfraktion quetschen, in Wasser mazerieren und zweimal seihen. Am Klarheitsgate das Filtrat schließen und absetzen lassen. Einen Blütenkopf als Referenz zurücklegen. Das Filtrat auf gleiche Probengläser verteilen und je Sollmaß buchen. Die Blattfraktion warm ausziehen, als bereit markieren und getrennt verwahren.	[IMAGE:Vom Duftveilchen.] [GENRE:Nimm im ersten Frühjahr] [IMAGE:Blüten und junge Blätter], [GENRE:koche sie in reinem Wein], [GENRE:wringe sie durch ein feines Tuch], [GENRE:lasse den Auszug stehen und seihe ihn nochmals] [CARD:KLAR?=bis klar] [EXEMPLAR:nach örtlicher Prüfung], [GENRE:dann lasse ihn abkühlen]. [EXEMPLAR:Behalte einen Teil der frischen Blüten für die zweite Arznei zurück]. [GENRE:Nimm vom ersten Auszug und gib ihn als Trank] [GENRE:bei bedrücktem Gemüt und beschwerter Brust] [CARD:MASS?=in einem Maß] [EXEMPLAR:kleiner örtlicher Größe]. [EXEMPLAR:Nimm die zurückbehaltenen Blüten], [GENRE:erwärme sie in Olivenöl] [CARD:BEREIT?=bis bereit] [EXEMPLAR:nach örtlichem Kriterium], [GENRE:und streiche das Öl äußerlich um die Lider, ohne das Auge zu berühren].	24	22	TECHNICAL=1;IATROMEDICAL=2;TIE=1	VISIBLE_PLANT_OWNER_FITS_BOTH;TECHNICAL_PRODUCT_AND_MEDICAL_USE_BOTH_LOCAL	TECH:PLANT_STOCK_OR_CRAFT_BATCH_REGISTER;MED:MATERIA_MEDICA_ARTICLE	SAME_V67_MASTER_EXEMPLAR_COMPILER;FORMAL_776_PASS;STANDALONE_SOURCE_0	IATROMEDICAL	COMPLETE_LOCAL_EDITION;NO_NEW_CARD;TECHNICAL_NOUNS_LOCAL;MEDICAL_COMPARATOR_SEPARATE
H4	HERBAL_MATERIAL	f55v	breitblättriges Kraut; Allium/Wegerich unentschieden -> H4-P01/H4-P03 Blattflotten + H4-P02 Presskuchen, als H4-P04 Paarposten	18	2	4	4	Einen Standardposten breiter Blätter und sein Sollmaß buchen, die Blätter waschen, schneiden und in Wasser mazerieren; die erste Flotte absetzen und schließen. Eine Sollmenge abteilen, den weichen Rest pressen und die Flüssigkeit seihen. Eine zweite Blattfraktion parallel waschen, warm mazerieren, seihen und schließen. Danach die zweite Sollmenge, einen opaken Relationsslot und den aktiven Ansatz buchen, beide Fraktionen vergleichen, etikettieren und bedeckt lagern.	[IMAGE:Vom breiten Lauch.] [EXEMPLAR:Setze den ersten Posten an], [CARD:MASS?=nimm nach Maß] [EXEMPLAR:ein örtliches Maß] [IMAGE:breiter Blätter], [GENRE:zerstoße sie], [GENRE:füge Weißwein hinzu], [GENRE:verschließe das Gefäß und lasse es kühl stehen]. [CARD:MASS?=Miss eine Portion ab], [GENRE:wringe sie durch Leinwand und lasse sie klar absetzen], [GENRE:verwahre den klaren Auszug]. [GENRE:Wasche damit eine unreine äußere Wunde] [EXEMPLAR:einmal oder nach örtlicher Vorschrift]. [CARD:MASS?=Nimm nach Maß] [EXEMPLAR:eine Portion der zurückbehaltenen Blätter], [EXEMPLAR:lege sie an die bezeichnete äußere Stelle], [GENRE:erwärme sie gelinde], [CARD:ANSATZ?=führe sie als zweiten Ansatz], [GENRE:mische sie mit Honig] [GENRE:und lege den warmen Umschlag frisch auf].	25	20	TECHNICAL=3;IATROMEDICAL=0;TIE=1	VISIBLE_PLANT_OWNER_FITS_BOTH;TECHNICAL_PRODUCT_AND_MEDICAL_USE_BOTH_LOCAL	TECH:PLANT_STOCK_OR_CRAFT_BATCH_REGISTER;MED:MATERIA_MEDICA_ARTICLE	SAME_V67_MASTER_EXEMPLAR_COMPILER;FORMAL_776_PASS;STANDALONE_SOURCE_0	TECHNICAL_INTERNAL_ONLY	COMPLETE_LOCAL_EDITION;NO_NEW_CARD;TECHNICAL_NOUNS_LOCAL;MEDICAL_COMPARATOR_SEPARATE
H5	HERBAL_MATERIAL	f56r	feuchtlandliebende drüsige/borstige Pflanze; Sonnentau als enger Rivale -> H5-P01 Mucilage-Beschichtungsprobe + H5-P02 frische Klebmasse + trockene Teile-/Referenzlose	27	7	7	6	Eine kleine Probe des sichtbaren drüsigen Feuchtlandmaterials sammeln, Wurzel und Kraut trennen und die Krautmenge buchen. Das Kraut in wenig Wasser einweichen und quetschen, die klebrige Flüssigkeit als Prüfcharge auffangen, auf eine Prüffläche einsetzen und danach die Zieladresse eintragen. Eine zweite Beschichtung ausführen und trocknend schließen. Kopf und Blatt getrennt trocknen und das Blatt einem Lagerfach zuweisen. Frischen Rest zu einer Klebmasse arbeiten und bedeckt lagern. Schließlich die bezeichnete Blütenfraktion wählen und ihr Sollmaß buchen.	[IMAGE:Vom rundblättrigen Sonnentau.] [GENRE:Sammle] [IMAGE:das ganze oberirdische Kraut im feuchten Moor] [EXEMPLAR:zu Beginn der Blüte] [CARD:MASS?=in einem Maß] [EXEMPLAR:nur eine kleine örtliche Menge]. [GENRE:Zerstoße die frischen klebrigen Blätter und lege sie auf] [EXEMPLAR:eine einzelne Warze oder ein Hühnerauge]; [CARD:ANWENDEN?=wende sie an] [EXEMPLAR:nur kurz] [CARD:ZIEL?=an der Zielstelle] [EXEMPLAR:der bezeichneten Haut]. [GENRE:Nimm die Auflage wieder ab und wasche die Stelle mit Wasser]; [CARD:ANWENDEN?=wiederhole den Gebrauch] [EXEMPLAR:nur falls vertragen], [GENRE:dann beende ihn]. [IMAGE:Nimm vom übrigen Kraut die blühenden Stiele], [GENRE:trockne sie im Schatten, zerreibe sie grob und verwahre sie trocken]. [GENRE:Setze daraus mit mildem Wein einen schwachen Auszug an und seihe ihn durch ein Tuch]. [GENRE:Füge Honig hinzu, erwärme gelinde und gib den Auszug als Brusttrank] [GENRE:bei trockenem Husten]. [CARD:ANTEIL?=Wähle davon einen Anteil] [EXEMPLAR:je Gabe] [CARD:MASS?=nach Maß] [EXEMPLAR:in kleiner örtlicher Menge].	33	32	TECHNICAL=2;IATROMEDICAL=2;TIE=2	VISIBLE_PLANT_OWNER_FITS_BOTH;TECHNICAL_PRODUCT_AND_MEDICAL_USE_BOTH_LOCAL	TECH:PLANT_STOCK_OR_CRAFT_BATCH_REGISTER;MED:MATERIA_MEDICA_ARTICLE	SAME_V67_MASTER_EXEMPLAR_COMPILER;FORMAL_776_PASS;STANDALONE_SOURCE_0	TIE	COMPLETE_LOCAL_EDITION;NO_NEW_CARD;TECHNICAL_NOUNS_LOCAL;MEDICAL_COMPARATOR_SEPARATE
B1	BIO_PROCESS	f81v	Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0	66	7	24	21	Grundkreis A zuerst spülen, dann Beckenrand, Zulauf und Filteraufnahme prüfen. Eine gemessene Wassercharge einlassen, mit dem vorhandenen Rücklauf verknüpfen und über die sichtbaren Rinnen führen. Die Charge an W1 gelinde erwärmen, über Gefälle zirkulieren, stehen und klären lassen und durch den Filter zurückführen. Teilgänge an der Station einsetzen, Leitungen erneut spülen, unteren Lauf ablassen und reinigen. Den verbleibenden Bestand über R0 zurückgeben und die fertige Charge an die nächste Station übergeben.	[IMAGE:A002+A003:Becken und verbindende Läufe liefern nur die sichtbare Apparaturkulisse.] [GENRE:A005+A007+A020:Spüle den ersten Arbeitsort, setze eine Kräuter-Badeflotte an und führe mehrere recordlokale Posten zusammen.] [EXEMPLAR:A008+A009+A012:Temperiere, lasse stehen und prüfe den Arbeitszustand.] [GENRE:A001+A005+A015:Verwende einen Teil als äußere Badewaschung und spüle danach Arbeitsort oder Gefäß.] [EXEMPLAR:A006+A013+A014:Nachfüllen, absetzen, durch Tuch klären und an die nächste im Exemplar bezeichnete Station übergeben.]	132	129	TECHNICAL=2;IATROMEDICAL=6;TIE=13	TECH_EXPLAINS_APPARATUS;MEDICAL_HYBRID_ALSO_EXPLAINS_VISIBLE_HUMANS;B5_B6_HAVE_WEAKER_HUMAN_BINDING	TECH:BATHHOUSE_OR_WATERWORK_OPERATIONS;MED:THERAPEUTIC_BALNEOLOGY_PLUS_APPARATUS	SAME_V67_MASTER_EXEMPLAR_COMPILER;FORMAL_776_PASS;STANDALONE_SOURCE_0	IATROMEDICAL	COMPLETE_LOCAL_EDITION;NO_NEW_CARD;TECHNICAL_NOUNS_LOCAL;MEDICAL_COMPARATOR_SEPARATE
B2	BIO_PROCESS	f82r	Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2	62	8	26	22	Teilbecken B und seine drei Zugänge prüfen, Filter F2 einsetzen und eine gemessene Charge zuführen. Die Charge abwechselnd über Z1-Z3 führen, an W2 temperieren, durch F2 klären und an der gebuchten Arbeitsstation einsetzen. Nach jedem Durchgang Rückstand und Filtrat trennen, unten über A2 ablassen, warm nachfüllen und den Rücklauf kontrollieren. Zum Ende Filter und Zugänge warten, den Leitungsweg spülen, Restwasser ablassen und den offenen Stationsposten übergeben.	[IMAGE:A004:Die Figuren- und Zonenkomposition erlaubt Badende, jedoch keine textlich identifizierte Krankheit.] [GENRE:A001+A005+A021:Reinige das Gefäß, bereite eine temperierte Kräuterflotte und führe die Badende in ein örtliches Teil- oder Sitzbad.] [EXEMPLAR:A006+A008+A009+A013:Kläre durch Tuch, halte die Charge warm, benutze sie am bezeichneten Bereich und lasse sie ab.] [GENRE:A015+A021:Bereite einen zweiten kühleren oder wieder erwärmten Waschgang und schließe mit örtlicher Waschung oder warmer Tuchauflage.]	135	132	TECHNICAL=2;IATROMEDICAL=5;TIE=15	TECH_EXPLAINS_APPARATUS;MEDICAL_HYBRID_ALSO_EXPLAINS_VISIBLE_HUMANS;B5_B6_HAVE_WEAKER_HUMAN_BINDING	TECH:BATHHOUSE_OR_WATERWORK_OPERATIONS;MED:THERAPEUTIC_BALNEOLOGY_PLUS_APPARATUS	SAME_V67_MASTER_EXEMPLAR_COMPILER;FORMAL_776_PASS;STANDALONE_SOURCE_0	IATROMEDICAL	COMPLETE_LOCAL_EDITION;NO_NEW_CARD;TECHNICAL_NOUNS_LOCAL;MEDICAL_COMPARATOR_SEPARATE
B3	BIO_PROCESS	f83r	Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3	86	10	38	34	Hauptbecken C öffnen, Altbestand absetzen und über U3 ablassen. Neue gemessene Chargen über L1-L4 zuführen, am Vorwärmer W3 temperieren und an den gebuchten Stationen einsetzen. Jeden Stationsgang über Rinne und Gefälle zirkulieren, durch F3 klären, Rückstand halten und den Unterlauf getrennt ablassen. Zwischen den Gängen Leitungen spülen, Filter warten und Rückläufe R3 erneut zuführen. Nach mehreren solchen Schleifen die letzte Charge absetzen, Filter und Ausgänge reinigen und den verbleibenden Arbeitsstand an die Folgestation übergeben.	[GENRE:A001+A005+A022:Setze eine Bade- oder Waschflotte ab, teile einen Posten zu und führe ihn an den Arbeitsort.] [EXEMPLAR:A008+A010+A013:Nachfüllen, mischen, temperieren und den bezeichneten Körper- oder Beckenbereich benetzen.] [GENRE:A015+A022:Als äußere Lavage oder Badewaschung gebrauchen, danach spülen und ablassen.] [EXEMPLAR:A009+A012+A018:Eine zweite Charge bis zum örtlichen Prüfzustand führen und den Wasch-/Ablassgang wiederholen.] [IMAGE:A002+A003:Die Schlussfolge wird an sichtbaren Auslass- und Beckenformen vollzogen, ohne ihnen Kartenwörter zuzuschreiben.]	188	184	TECHNICAL=4;IATROMEDICAL=8;TIE=22	TECH_EXPLAINS_APPARATUS;MEDICAL_HYBRID_ALSO_EXPLAINS_VISIBLE_HUMANS;B5_B6_HAVE_WEAKER_HUMAN_BINDING	TECH:BATHHOUSE_OR_WATERWORK_OPERATIONS;MED:THERAPEUTIC_BALNEOLOGY_PLUS_APPARATUS	SAME_V67_MASTER_EXEMPLAR_COMPILER;FORMAL_776_PASS;STANDALONE_SOURCE_0	IATROMEDICAL	COMPLETE_LOCAL_EDITION;NO_NEW_CARD;TECHNICAL_NOUNS_LOCAL;MEDICAL_COMPARATOR_SEPARATE
B4	BIO_PROCESS	f83r	Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4	47	10	20	16	Nachklärbecken D prüfen und den Warmzulauf W4 spülen. Eine bezeichnete Teilcharge temperieren, am technischen Ziel einsetzen und über R4 in den laufenden Ansatz zurücknehmen. Den Bestand durch F4 führen, Filtertuch und Gefäßrand reinigen und einen zweiten Spülgang schließen. Danach gemessene Nachfüllung zuführen, stehen lassen, unten über U4 ablassen und erneut ansetzen. Letzten Rücklauf, Zieladresse und Übergabe als offenen Nachgang buchen.	[GENRE:A006+A007+A023:Tauche ein Tuch oder eine Auflage in den vorbereiteten Waschzusatz.] [EXEMPLAR:A008+A010:Temperiere einen ausgewählten Anteil und führe den aktiven Posten weiter.] [GENRE:A004+A005+A015+A023:Wasche eine äußere Haut- oder Wundstelle und lege das warme Tuch auf.] [EXEMPLAR:A006+A012+A013:Seihe den Rest, spüle den Arbeitsort, lasse die verbrauchte Flüssigkeit ab und fülle eine Schlussportion nach.]	106	103	TECHNICAL=3;IATROMEDICAL=5;TIE=8	TECH_EXPLAINS_APPARATUS;MEDICAL_HYBRID_ALSO_EXPLAINS_VISIBLE_HUMANS;B5_B6_HAVE_WEAKER_HUMAN_BINDING	TECH:BATHHOUSE_OR_WATERWORK_OPERATIONS;MED:THERAPEUTIC_BALNEOLOGY_PLUS_APPARATUS	SAME_V67_MASTER_EXEMPLAR_COMPILER;FORMAL_776_PASS;STANDALONE_SOURCE_0	IATROMEDICAL	COMPLETE_LOCAL_EDITION;NO_NEW_CARD;TECHNICAL_NOUNS_LOCAL;MEDICAL_COMPARATOR_SEPARATE
B5	BIO_PROCESS	f83r	Übergabebecken E mit Wärmeschale W5 und Leitung L5	11	3	5	3	Den Altbestand aus Übergabebecken E abziehen, eine Restcharge in W5 einmal erwärmen und für den gebuchten Zeitraum stehen lassen. Danach Ziel L5 setzen, den vorigen Arbeitsstand verknüpfen, die vorgeschriebene Menge nachtragen und die Charge an die nächste Station übergeben.	[EXEMPLAR:A008+A009+A024:Ziehe den recordlokalen Restposten ab, erwärme ihn einmal und halte ihn für die örtliche Frist.] [EXEMPLAR:A010+A013+A014+A024:Führe ihn nach örtlichem Maß an die nächste Station.]	22	23	TECHNICAL=1;IATROMEDICAL=1;TIE=1	TECH_EXPLAINS_APPARATUS;MEDICAL_HYBRID_ALSO_EXPLAINS_VISIBLE_HUMANS;B5_B6_HAVE_WEAKER_HUMAN_BINDING	TECH:BATHHOUSE_OR_WATERWORK_OPERATIONS;MED:THERAPEUTIC_BALNEOLOGY_PLUS_APPARATUS	SAME_V67_MASTER_EXEMPLAR_COMPILER;FORMAL_776_PASS;STANDALONE_SOURCE_0	TECHNICAL	COMPLETE_LOCAL_EDITION;NO_NEW_CARD;TECHNICAL_NOUNS_LOCAL;MEDICAL_COMPARATOR_SEPARATE
