unit_id	page	section	rival_role	complete_rival_text	complete_iatromedical_text	rival_cost	iatromedical_cost	standardized_unit_verdict	strongest_rival_contradiction
H1	f10r	HERBAL_MATERIAL	PLANT_RAW_MATERIAL_AND_PRODUCT_BATCH	Vom sichtbaren Wiesenpflanzen-Los den unteren Wurzelstock sammeln, gründlich waschen, auslesen und schneiden. Das Schnittgut in Wasser mazerieren. Eine aktive Prüfportion am Musterstreifen einsetzen und das vorgesehene Maß buchen; den trockenen Rest als Reserve verwahren. Für die zweite Buchung den gelagerten Rest aufnehmen, den Auszug gelinde erwärmen, formal an den laufenden Arbeitsstand verknüpfen und als bereit freigeben.	Von der abgebildeten Pflanze den unteren Wurzelstock nehmen, reinigen und zerkleinern. Mit gutem Wasser eine Arznei bereiten, davon ein vorgeschriebenes Mass verwenden und den Rest verwahren. Fuer einen zweiten Gebrauch die frische Bereitung mit dem vorigen Arbeitsstand verbinden und nur gelinde waermen.	14	17	IATROMEDICAL	Kein sichtbares Arbeitsgerät oder Produktziel weist auf Färben oder Materialprüfung.
H2	f10r	HERBAL_MATERIAL	PLANT_RAW_MATERIAL_AND_PRODUCT_BATCH	Obere Pflanzenteile als Rohlos sammeln, quetschen und pressen; die Flüssigkeit als aktiven Ansatz führen, mit Wasser nachziehen und nach Sollmenge buchen. Eine frühe Fraktion an den laufenden Ansatz binden, die vorige Charge wieder aufnehmen und als Vergleich mazerieren. Eine späte Fraktion parallel führen, beide Auszüge gleich seihen, Farbe und Bodensatz vergleichen und das Paar verschlossen lagern.	Die oberen Teile vor voller Bluete sammeln, zerquetschen und Saft oder Sud bereiten. Ein Mass davon mit der zuvor gewonnenen Zubereitung verbinden, mit Oel sanft bearbeiten und als aeusserliche Arznei verwahren.	17	16	RIVAL	Früh/spät, Wasser und Farbvergleich sind nicht aus Karten oder Bild sicher abzulesen.
H3	f11r	HERBAL_MATERIAL	PLANT_RAW_MATERIAL_AND_PRODUCT_BATCH	Junge oberirdische Teile der sichtbaren Schattenpflanze sammeln, Blüten und Blätter trennen, die Krautfraktion quetschen, in Wasser mazerieren und zweimal seihen. Am Klarheitsgate das Filtrat schließen und absetzen lassen. Einen Blütenkopf als Referenz zurücklegen. Das Filtrat auf gleiche Probengläser verteilen und je Sollmaß buchen. Die Blattfraktion warm ausziehen, als bereit markieren und getrennt verwahren.	Blueten und junge Teile im Fruehjahr nehmen, in Wein oder Wasser gelinde ausziehen, durch ein Tuch pressen und nochmals klaeren. Einen Teil zurueckbehalten; aus dem uebrigen Material eine warme Auflage bereiten und massweise gebrauchen.	24	22	IATROMEDICAL	Nur KLAR?, MASS? und BEREIT? sind lizenziert; selbst die Produktklasse bleibt unbestimmt.
H4	f55v	HERBAL_MATERIAL	PLANT_RAW_MATERIAL_AND_PRODUCT_BATCH	Einen Standardposten breiter Blätter und sein Sollmaß buchen, die Blätter waschen, schneiden und in Wasser mazerieren; die erste Flotte absetzen und schließen. Eine Sollmenge abteilen, den weichen Rest pressen und die Flüssigkeit seihen. Eine zweite Blattfraktion parallel waschen, warm mazerieren, seihen und schließen. Danach die zweite Sollmenge, einen opaken Relationsslot und den aktiven Ansatz buchen, beide Fraktionen vergleichen, etikettieren und bedeckt lagern.	Ein Mass frischer Blaetter zerkleinern, in Wein oder Wasser ausziehen und durch Tuch geben; die betroffene Stelle mit der Fluessigkeit waschen. Fuer eine zweite Bereitung die warmen Blaetter mit wenig Honig oder Oel verbinden und frisch auflegen.	25	20	RIVAL	Nutzfunktion von Blattflotte und Presskuchen sowie Wasser, Wärme und Gefäß sind nicht sichtbar festgelegt.
H5	f56r	HERBAL_MATERIAL	PLANT_RAW_MATERIAL_AND_PRODUCT_BATCH	Eine kleine Probe des sichtbaren drüsigen Feuchtlandmaterials sammeln, Wurzel und Kraut trennen und die Krautmenge buchen. Das Kraut in wenig Wasser einweichen und quetschen, die klebrige Flüssigkeit als Prüfcharge auffangen, auf eine Prüffläche einsetzen und danach die Zieladresse eintragen. Eine zweite Beschichtung ausführen und trocknend schließen. Kopf und Blatt getrennt trocknen und das Blatt einem Lagerfach zuweisen. Frischen Rest zu einer Klebmasse arbeiten und bedeckt lagern. Schließlich die bezeichnete Blütenfraktion wählen und ihr Sollmaß buchen.	Eine kleine Menge des frischen ganzen Krauts sammeln, in mildem Wein oder Wasser ausziehen und mit wenig Honig bereiten. Blaetter Koepfe und Bluetenschaft getrennt trocknen; den frischen Auszug massweise bei Brust- oder Hustenbeschwerden verwenden.	33	32	TIE	Mucilage, Klebmasse und Prüfflächen sind unbebilderte Produktannahmen; ACTION_APPLY steht vor TARGET_ASSIGN.
B1	f81v	BATHHOUSE_WATERWORK	BASIN_FILTER_CONDUIT_RETURN_OPERATION	Grundkreis A zuerst spülen, dann Beckenrand, Zulauf und Filteraufnahme prüfen. Eine gemessene Wassercharge einlassen, mit dem vorhandenen Rücklauf verknüpfen und über die sichtbaren Rinnen führen. Die Charge an W1 gelinde erwärmen, über Gefälle zirkulieren, stehen und klären lassen und durch den Filter zurückführen. Teilgänge an der Station einsetzen, Leitungen erneut spülen, unteren Lauf ablassen und reinigen. Den verbleibenden Bestand über R0 zurückgeben und die fertige Charge an die nächste Station übergeben.	Den vorbereiteten Zusatz im unteren Becken ansetzen, mehrere gemessene Portionen mit dem vorhandenen Arbeitsstand verbinden und durch die sichtbaren Laeufe fuehren. Warm halten, mischen, stehen und klaeren lassen; nachfuellen und die fertige Portion ueber die erste Station weitergeben.	132	129	IATROMEDICAL	Figuren werden zu Bedienern oder Maßmarken herabgestuft; ein geschlossener hydraulischer Kreis ist nicht vollständig sichtbar.
B2	f82r	BATHHOUSE_WATERWORK	BASIN_FILTER_CONDUIT_RETURN_OPERATION	Teilbecken B und seine drei Zugänge prüfen, Filter F2 einsetzen und eine gemessene Charge zuführen. Die Charge abwechselnd über Z1-Z3 führen, an W2 temperieren, durch F2 klären und an der gebuchten Arbeitsstation einsetzen. Nach jedem Durchgang Rückstand und Filtrat trennen, unten über A2 ablassen, warm nachfüllen und den Rücklauf kontrollieren. Zum Ende Filter und Zugänge warten, den Leitungsweg spülen, Restwasser ablassen und den offenen Stationsposten übergeben.	Eine gemessene Portion in ein temperiertes Teilbad oder Gefaess geben, zwischen mehreren Zugaengen bewegen, durch Tuch klaeren, ablassen und warm nachfuellen. Die bezeichnete Portion als Waschung Bad oder Auflage verwenden und die Schlussvarianten nacheinander buchen.	135	132	IATROMEDICAL	Die zahlreichen Figuren passen als Benutzer eines Bades besser als als bloße Bedien- oder Maßzeichen einer Anlage.
B3	f83r	BATHHOUSE_WATERWORK	BASIN_FILTER_CONDUIT_RETURN_OPERATION	Hauptbecken C öffnen, Altbestand absetzen und über U3 ablassen. Neue gemessene Chargen über L1-L4 zuführen, am Vorwärmer W3 temperieren und an den gebuchten Stationen einsetzen. Jeden Stationsgang über Rinne und Gefälle zirkulieren, durch F3 klären, Rückstand halten und den Unterlauf getrennt ablassen. Zwischen den Gängen Leitungen spülen, Filter warten und Rückläufe R3 erneut zuführen. Nach mehreren solchen Schleifen die letzte Charge absetzen, Filter und Ausgänge reinigen und den verbleibenden Arbeitsstand an die Folgestation übergeben.	Die Fluessigkeit absetzen, warm nachfuellen, mischen, eintauchen oder baden, unten ablassen, wieder klaeren und am markierten Ort verwenden. Oeffnungen und Intervalle wechseln, Rueckstand behalten und Bad Filterung und Spuelung in mehreren Stationsgaengen wiederholen.	188	184	IATROMEDICAL	Menschenfiguren und wiederholte Anwendungen bleiben für einen rein unpersönlichen Wasserwerksplan überschüssig.
B4	f83r	BATHHOUSE_WATERWORK	BASIN_FILTER_CONDUIT_RETURN_OPERATION	Nachklärbecken D prüfen und den Warmzulauf W4 spülen. Eine bezeichnete Teilcharge temperieren, am technischen Ziel einsetzen und über R4 in den laufenden Ansatz zurücknehmen. Den Bestand durch F4 führen, Filtertuch und Gefäßrand reinigen und einen zweiten Spülgang schließen. Danach gemessene Nachfüllung zuführen, stehen lassen, unten über U4 ablassen und erneut ansetzen. Letzten Rücklauf, Zieladresse und Übergabe als offenen Nachgang buchen.	Den bezeichneten Teil lauwarm spuelen, einen Anteil entnehmen, durch Tuch fuehren und als Auflage oder Waschung verwenden. Gefaess und unteren Lauf reinigen, ablassen, erneut ansetzen und warmes Wasser nachgiessen.	106	103	IATROMEDICAL	Auflage, Waschung oder Bad erklären die figurennahe Anwendung natürlicher; der technische Zielowner bleibt still.
B5	f83r	BATHHOUSE_WATERWORK	BASIN_FILTER_CONDUIT_RETURN_OPERATION	Den Altbestand aus Übergabebecken E abziehen, eine Restcharge in W5 einmal erwärmen und für den gebuchten Zeitraum stehen lassen. Danach Ziel L5 setzen, den vorigen Arbeitsstand verknüpfen, die vorgeschriebene Menge nachtragen und die Charge an die nächste Station übergeben.	Den Arbeitsbestand abziehen, einmal erwaermen, einen Zeitraum halten und mit dem vorigen Posten im vorgeschriebenen Mass zur naechsten sichtbaren Station weiterfuehren.	22	23	RIVAL	Nur vier von elf Ereignissen tragen lizenzierte Prompts; Wärmedauer und Übergabeinhalt bleiben lokale Exemplare.
