unit_id	section	rival_claim	contradiction	damage	repair_allowed
H1	HERBAL_MATERIAL	PLANT_RAW_MATERIAL_AND_PRODUCT_BATCH	Kein sichtbares Arbeitsgerät oder Produktziel weist auf Färben oder Materialprüfung.	MATERIAL	KEEP_AS_EXPLICIT_COST;DO_NOT_CHANGE_CARD_MEANING
H2	HERBAL_MATERIAL	PLANT_RAW_MATERIAL_AND_PRODUCT_BATCH	Früh/spät, Wasser und Farbvergleich sind nicht aus Karten oder Bild sicher abzulesen.	LOCAL	KEEP_AS_EXPLICIT_COST;DO_NOT_CHANGE_CARD_MEANING
H3	HERBAL_MATERIAL	PLANT_RAW_MATERIAL_AND_PRODUCT_BATCH	Nur KLAR?, MASS? und BEREIT? sind lizenziert; selbst die Produktklasse bleibt unbestimmt.	MATERIAL	KEEP_AS_EXPLICIT_COST;DO_NOT_CHANGE_CARD_MEANING
H4	HERBAL_MATERIAL	PLANT_RAW_MATERIAL_AND_PRODUCT_BATCH	Nutzfunktion von Blattflotte und Presskuchen sowie Wasser, Wärme und Gefäß sind nicht sichtbar festgelegt.	LOCAL	KEEP_AS_EXPLICIT_COST;DO_NOT_CHANGE_CARD_MEANING
H5	HERBAL_MATERIAL	PLANT_RAW_MATERIAL_AND_PRODUCT_BATCH	Mucilage, Klebmasse und Prüfflächen sind unbebilderte Produktannahmen; ACTION_APPLY steht vor TARGET_ASSIGN.	LOCAL	KEEP_AS_EXPLICIT_COST;DO_NOT_CHANGE_CARD_MEANING
B1	BATHHOUSE_WATERWORK	BASIN_FILTER_CONDUIT_RETURN_OPERATION	Figuren werden zu Bedienern oder Maßmarken herabgestuft; ein geschlossener hydraulischer Kreis ist nicht vollständig sichtbar.	MATERIAL	KEEP_AS_EXPLICIT_COST;DO_NOT_CHANGE_CARD_MEANING
B2	BATHHOUSE_WATERWORK	BASIN_FILTER_CONDUIT_RETURN_OPERATION	Die zahlreichen Figuren passen als Benutzer eines Bades besser als als bloße Bedien- oder Maßzeichen einer Anlage.	MATERIAL	KEEP_AS_EXPLICIT_COST;DO_NOT_CHANGE_CARD_MEANING
B3	BATHHOUSE_WATERWORK	BASIN_FILTER_CONDUIT_RETURN_OPERATION	Menschenfiguren und wiederholte Anwendungen bleiben für einen rein unpersönlichen Wasserwerksplan überschüssig.	MATERIAL	KEEP_AS_EXPLICIT_COST;DO_NOT_CHANGE_CARD_MEANING
B4	BATHHOUSE_WATERWORK	BASIN_FILTER_CONDUIT_RETURN_OPERATION	Auflage, Waschung oder Bad erklären die figurennahe Anwendung natürlicher; der technische Zielowner bleibt still.	MATERIAL	KEEP_AS_EXPLICIT_COST;DO_NOT_CHANGE_CARD_MEANING
B5	BATHHOUSE_WATERWORK	BASIN_FILTER_CONDUIT_RETURN_OPERATION	Nur vier von elf Ereignissen tragen lizenzierte Prompts; Wärmedauer und Übergabeinhalt bleiben lokale Exemplare.	LOCAL	KEEP_AS_EXPLICIT_COST;DO_NOT_CHANGE_CARD_MEANING
B6	BATHHOUSE_WATERWORK	BASIN_FILTER_CONDUIT_RETURN_OPERATION	Sechs von neun Ereignissen sind opak; Filter, Kälte und Zielstation sind lokale Apparatewerte.	LOCAL	KEEP_AS_EXPLICIT_COST;DO_NOT_CHANGE_CARD_MEANING
A1	WORK_CALENDAR_LOOKUP	7x12_GENERIC_WORK_SELECTOR	Die Seite zeigt weder eine vollstaendige 7x12-Matrix noch identifizierte Planeten Zeichen oder Koerperteile.	LOCAL	KEEP_AS_EXPLICIT_COST;DO_NOT_CHANGE_CARD_MEANING
A2	WORK_CALENDAR_LOOKUP	CENTER_PLUS_28_SPATIAL_ADDRESS_CATALOGUE	Achtundzwanzig passt zu Mondstationen, aber Start Richtung und historische Namen fehlen.	LOCAL	KEEP_AS_EXPLICIT_COST;DO_NOT_CHANGE_CARD_MEANING
A3	WORK_CALENDAR_LOOKUP	SEPARATE_28_WORK_RULE_SCHEDULE	Es gibt weder extern verankerte Regelbedeutungen noch einen sichtbaren Schluessel zu f68.	LOCAL	KEEP_AS_EXPLICIT_COST;DO_NOT_CHANGE_CARD_MEANING
