endpoint	pca_dimensions	held_folio	gain_bits	reason
LEAF_MARGIN_BINARY	2	f18	-0.524663634758	WORST_HELD_FOLIO_COUNTEREXAMPLE
LEAF_MARGIN_BINARY	2	f22	-0.509420320485	WORST_HELD_FOLIO_COUNTEREXAMPLE
LEAF_MARGIN_BINARY	2	f13	-0.456539917102	WORST_HELD_FOLIO_COUNTEREXAMPLE
LEAF_MARGIN_BINARY	2	f53	-0.357922881408	WORST_HELD_FOLIO_COUNTEREXAMPLE
LEAF_MARGIN_BINARY	2	f10	-0.318746806077	WORST_HELD_FOLIO_COUNTEREXAMPLE
LEAF_MARGIN_BINARY	4	f87	-0.745529527901	WORST_HELD_FOLIO_COUNTEREXAMPLE
LEAF_MARGIN_BINARY	4	f10	-0.414821337919	WORST_HELD_FOLIO_COUNTEREXAMPLE
LEAF_MARGIN_BINARY	4	f48	-0.414717991733	WORST_HELD_FOLIO_COUNTEREXAMPLE
LEAF_MARGIN_BINARY	4	f96	-0.405780943542	WORST_HELD_FOLIO_COUNTEREXAMPLE
LEAF_MARGIN_BINARY	4	f18	-0.390707685652	WORST_HELD_FOLIO_COUNTEREXAMPLE
LEAF_MARGIN_BINARY	8	f53	-1.924793333034	WORST_HELD_FOLIO_COUNTEREXAMPLE
LEAF_MARGIN_BINARY	8	f23	-0.873913508471	WORST_HELD_FOLIO_COUNTEREXAMPLE
LEAF_MARGIN_BINARY	8	f28	-0.637350158436	WORST_HELD_FOLIO_COUNTEREXAMPLE
LEAF_MARGIN_BINARY	8	f9	-0.627090400098	WORST_HELD_FOLIO_COUNTEREXAMPLE
LEAF_MARGIN_BINARY	8	f38	-0.522969234177	WORST_HELD_FOLIO_COUNTEREXAMPLE
REPRODUCTIVE_THREE_CLASS	2	f25	-0.817054887546	WORST_HELD_FOLIO_COUNTEREXAMPLE
REPRODUCTIVE_THREE_CLASS	2	f96	-0.550692108591	WORST_HELD_FOLIO_COUNTEREXAMPLE
REPRODUCTIVE_THREE_CLASS	2	f11	-0.538999711067	WORST_HELD_FOLIO_COUNTEREXAMPLE
REPRODUCTIVE_THREE_CLASS	2	f30	-0.372694702208	WORST_HELD_FOLIO_COUNTEREXAMPLE
REPRODUCTIVE_THREE_CLASS	2	f42	-0.295729845335	WORST_HELD_FOLIO_COUNTEREXAMPLE
REPRODUCTIVE_THREE_CLASS	4	f93	-1.686037899321	WORST_HELD_FOLIO_COUNTEREXAMPLE
REPRODUCTIVE_THREE_CLASS	4	f42	-1.426237609856	WORST_HELD_FOLIO_COUNTEREXAMPLE
REPRODUCTIVE_THREE_CLASS	4	f11	-0.367029818066	WORST_HELD_FOLIO_COUNTEREXAMPLE
REPRODUCTIVE_THREE_CLASS	4	f32	-0.261902347410	WORST_HELD_FOLIO_COUNTEREXAMPLE
REPRODUCTIVE_THREE_CLASS	4	f17	-0.251452799608	WORST_HELD_FOLIO_COUNTEREXAMPLE
REPRODUCTIVE_THREE_CLASS	8	f93	-1.995906803011	WORST_HELD_FOLIO_COUNTEREXAMPLE
REPRODUCTIVE_THREE_CLASS	8	f8	-1.841964554376	WORST_HELD_FOLIO_COUNTEREXAMPLE
REPRODUCTIVE_THREE_CLASS	8	f42	-1.391898503975	WORST_HELD_FOLIO_COUNTEREXAMPLE
REPRODUCTIVE_THREE_CLASS	8	f11	-1.357017364509	WORST_HELD_FOLIO_COUNTEREXAMPLE
REPRODUCTIVE_THREE_CLASS	8	f35	-0.886103533756	WORST_HELD_FOLIO_COUNTEREXAMPLE
