occurrence_id	source_cell_id	source_experiment	form	opaque_head_id	eva_transcription_label	sta_code	sta_family	body	body_role_de	semantic_family	page	locus	section	language	hand	token_index	token_ordinal	line_length	line_position	normalized_position	paragraph_start_line	paragraph_first_token	page_line1_first	line_end	previous_surface	previous_target_head	next_surface	next_target_head	all_readers_exact	split_normalized_all_readers	reader_status	record_location_axis	free_form_proxy_axis	body_affinity_axis	selected_formal_role	structural_render_de	aggressive_pharmaceutical_renderer_de	physical_attachment	literal_head_lexeme	eva_initial_credit	sound_credit	component_export_credit
G736-O0001	G735-C022	GDT636_RESIDUAL	sar	H2	s	C2	C	ar	Teil- oder Fraktionsstufe I	PART_SERIES	f100r	f100r.5	P	A	1	1	1	3	FIRST	0.000000	0	0	0	0	NONE	NONE	char	NONE	0	0	OTHER_VARIANT_OR_OMISSION	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Posten: Teil- oder Fraktionsstufe I	Material-/Wertposten: Teil- oder Fraktionsstufe I	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0002	G735-C003	GDT635_CORE	raiin	H3	r	C1	C	aiin	Ordinalstufe III	ORDINAL_VALUE	f100r	f100r.14	P	A	1	8	8	10	MIDDLE	0.777778	0	0	0	0	so	NONE	otal	NONE	1	1	EXACT	INTERNAL_OR_FINAL	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinalstufe III [interner Bezug]	Ordinalstufe III; interner Zutaten-/Wertbezug	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0003	G735-C046	GDT636_RESIDUAL	soiin	H2	s	C2	C	oiin	Zubereitungsform III	PREPARATION_CLASS	f100r	f100r.23	P	A	1	1	1	12	FIRST	0.000000	0	0	0	0	NONE	NONE	chol	NONE	1	1	EXACT	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Posten: Zubereitungsform III	Material-/Wertposten: Zubereitungsform III	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0004	G735-C003	GDT635_CORE	raiin	H3	r	C1	C	aiin	Ordinalstufe III	ORDINAL_VALUE	f100r	f100r.24	P	A	1	10	10	10	LAST	1.000000	0	0	0	1	cheol	NONE	NONE	NONE	0	0	OTHER_VARIANT_OR_OMISSION	INTERNAL_OR_FINAL	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LATE_REFERENCE_OR_ITEM_CLOSE	Ordinalstufe III [interner Bezug]	Ordinalstufe III; interner Zutaten-/Wertbezug	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0005	G735-C018	GDT635_CORE	sor	H2	s	C2	C	or	Teil- oder Portionsträger	PART_OR_PORTION_CARRIER	f100v	f100v.15	P	A	1	1	1	11	FIRST	0.000000	0	0	0	0	NONE	NONE	cheey	NONE	1	1	EXACT	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Posten: Teil- oder Portionsträger	Material-/Wertposten: Teil- oder Portionsträger	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0006	G735-C030	GDT636_RESIDUAL	sal	H2	s	C2	C	al	Rohstoff- oder Materialstufe I	MATERIAL_SERIES	f100v	f100v.18	P	A	1	11	11	11	LAST	1.000000	0	0	0	1	qokeol	NONE	NONE	NONE	1	1	EXACT	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Posten: Rohstoff- oder Materialstufe I	Material-/Wertposten: Rohstoff- oder Materialstufe I	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0007	G735-C094	GDT636_RESIDUAL	soral	H2	s	C2	C	oral	Rohstoff- oder Zutatenportion	PORTIONED_MATERIAL	f100v	f100v.21	P	A	1	1	1	10	FIRST	0.000000	0	0	0	0	NONE	NONE	okor	NONE	1	1	EXACT	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Posten: Rohstoff- oder Zutatenportion	Material-/Wertposten: Rohstoff- oder Zutatenportion	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0008	G735-C036	GDT636_RESIDUAL	ly	H4	l	B2	B	y	unmarkierte Grund- oder Schlussform	BASE_OR_CLOSE	f100v	f100v.21	P	A	1	5	5	10	MIDDLE	0.444444	0	0	0	0	choy	NONE	araroy	NONE	1	1	EXACT	INTERNAL_OR_FINAL	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	INTERNAL_BOUND_FIELD_OPERATOR	internes Feld: unmarkierte Grund- oder Schlussform	internes Form-/Zustandsfeld: unmarkierte Grund- oder Schlussform	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0009	G735-C034	GDT636_RESIDUAL	sy	H2	s	C2	C	y	unmarkierte Grund- oder Schlussform	BASE_OR_CLOSE	f102r1	f102r1.9	P	A	1	7	7	7	LAST	1.000000	0	0	0	1	qokshdy	NONE	NONE	NONE	1	1	EXACT	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Posten: unmarkierte Grund- oder Schlussform	Material-/Wertposten: unmarkierte Grund- oder Schlussform	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0010	G735-C014	GDT635_CORE	sol	H2	s	C2	C	ol	Stoff- oder Materialträger	MATERIAL_CARRIER	f102r1	f102r1.11	P	A	1	3	3	8	MIDDLE	0.285714	0	0	0	0	qockhy	NONE	sheey	NONE	1	1	EXACT	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Posten: Stoff- oder Materialträger	Material-/Wertposten: Stoff- oder Materialträger	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0011	G735-C078	GDT636_RESIDUAL	soraiin	H2	s	C2	C	oraiin	Teil oder Portion: Wert III	PORTION_VALUE	f102r1	f102r1.16	P	A	1	3	3	10	MIDDLE	0.222222	0	0	0	0	chordam	NONE	ykeey	NONE	1	1	EXACT	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Posten: Teil oder Portion: Wert III	Material-/Wertposten: Teil oder Portion: Wert III	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0012	G735-C082	GDT636_RESIDUAL	sody	H2	s	C2	C	ody	fertig aufbereitete Grundform	PREPARED_RESULT	f102r1	f102r1.17	P	A	1	4	4	6	MIDDLE	0.600000	0	0	0	0	oldaiin	NONE	chockhy	NONE	1	1	EXACT	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Posten: fertig aufbereitete Grundform	Material-/Wertposten: fertig aufbereitete Grundform	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0013	G735-C089	GDT636_RESIDUAL	poaiin	H1	p	P1	P	oaiin	Zubereitung: Index III	PREPARATION_VALUE	f102v1	f102v1.7	P	A	1	1	1	8	FIRST	0.000000	1	1	0	0	NONE	NONE	ockhey	NONE	0	0	OTHER_VARIANT_OR_OMISSION	ENTRY	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	PARAGRAPH_OR_RECORD_OPENER	Eintrag: Zubereitung: Index III	Form-/Zustandseintrag: Zubereitung: Index III	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0014	G735-C069	GDT636_RESIDUAL	pchol	H1	p	P1	P	chol	Trockenmaterial	DRY_MATERIAL	f102v1	f102v1.7	P	A	1	3	3	8	MIDDLE	0.285714	1	0	0	0	ockhey	NONE	doiin	NONE	1	1	EXACT	ENTRY	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	PARAGRAPH_OR_RECORD_OPENER	Eintrag: Trockenmaterial	Form-/Zustandseintrag: Trockenmaterial	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0015	G735-C071	GDT636_RESIDUAL	rchol	H3	r	C1	C	chol	Trockenmaterial	DRY_MATERIAL	f102v1	f102v1.9	P	A	1	8	8	10	MIDDLE	0.777778	0	0	0	0	cheo	NONE	qoteor	NONE	0	1	SPLIT_ONLY	INTERNAL_OR_FINAL	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LATE_REFERENCE_OR_ITEM_CLOSE	Trockenmaterial [interner Bezug]	Trockenmaterial; interner Zutaten-/Wertbezug	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0016	G735-C014	GDT635_CORE	sol	H2	s	C2	C	ol	Stoff- oder Materialträger	MATERIAL_CARRIER	f102v1	f102v1.11	P	A	1	1	1	10	FIRST	0.000000	0	0	0	0	NONE	NONE	chol	NONE	0	1	SPLIT_ONLY	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Posten: Stoff- oder Materialträger	Material-/Wertposten: Stoff- oder Materialträger	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0017	G735-C046	GDT636_RESIDUAL	soiin	H2	s	C2	C	oiin	Zubereitungsform III	PREPARATION_CLASS	f102v1	f102v1.20	P	A	1	1	1	9	FIRST	0.000000	0	0	0	0	NONE	NONE	shey	NONE	1	1	EXACT	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Posten: Zubereitungsform III	Material-/Wertposten: Zubereitungsform III	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0018	G735-C055	GDT636_RESIDUAL	ram	H3	r	C1	C	am	Eintragsabschluss I	ENTRY_CLOSE	f102v1	f102v1.21	P	A	1	8	8	8	LAST	1.000000	0	0	0	1	cheody	NONE	NONE	NONE	0	0	OTHER_VARIANT_OR_OMISSION	INTERNAL_OR_FINAL	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LATE_REFERENCE_OR_ITEM_CLOSE	Eintragsabschluss I [interner Bezug]	Eintragsabschluss I; interner Zutaten-/Wertbezug	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0019	G735-C002	GDT635_CORE	saiin	H2	s	C2	C	aiin	Ordinalstufe III	ORDINAL_VALUE	f102v2	f102v2.21	P	A	1	13	13	14	MIDDLE	0.923077	0	0	0	0	keey	NONE	oteo	NONE	0	1	SPLIT_ONLY	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Posten: Ordinalstufe III	Material-/Wertposten: Ordinalstufe III	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0020	G735-C034	GDT636_RESIDUAL	sy	H2	s	C2	C	y	unmarkierte Grund- oder Schlussform	BASE_OR_CLOSE	f102v2	f102v2.32	P	A	1	12	12	12	LAST	1.000000	0	0	0	1	daiin	NONE	NONE	NONE	1	1	EXACT	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Posten: unmarkierte Grund- oder Schlussform	Material-/Wertposten: unmarkierte Grund- oder Schlussform	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0021	G735-C030	GDT636_RESIDUAL	sal	H2	s	C2	C	al	Rohstoff- oder Materialstufe I	MATERIAL_SERIES	f102v2	f102v2.34	P	A	1	8	8	8	LAST	1.000000	0	0	0	1	okey	NONE	NONE	NONE	1	1	EXACT	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Posten: Rohstoff- oder Materialstufe I	Material-/Wertposten: Rohstoff- oder Materialstufe I	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0022	G735-C017	GDT635_CORE	por	H1	p	P1	P	or	Teil- oder Portionsträger	PART_OR_PORTION_CARRIER	f102v2	f102v2.35	P	A	1	3	3	10	MIDDLE	0.222222	0	0	0	0	sheol	NONE	sheeor	NONE	1	1	EXACT	ENTRY	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	PARAGRAPH_OR_RECORD_OPENER	Eintrag: Teil- oder Portionsträger	Form-/Zustandseintrag: Teil- oder Portionsträger	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0023	G735-C018	GDT635_CORE	sor	H2	s	C2	C	or	Teil- oder Portionsträger	PART_OR_PORTION_CARRIER	f102v2	f102v2.36	P	A	1	4	4	9	MIDDLE	0.375000	0	0	0	0	okeey	NONE	eeey	NONE	0	0	OTHER_VARIANT_OR_OMISSION	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Posten: Teil- oder Portionsträger	Material-/Wertposten: Teil- oder Portionsträger	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0024	G735-C022	GDT636_RESIDUAL	sar	H2	s	C2	C	ar	Teil- oder Fraktionsstufe I	PART_SERIES	f102v2	f102v2.37	P	A	1	10	10	10	LAST	1.000000	0	0	0	1	okeoroly	NONE	NONE	NONE	1	1	EXACT	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Posten: Teil- oder Fraktionsstufe I	Material-/Wertposten: Teil- oder Fraktionsstufe I	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0025	G735-C052	GDT636_RESIDUAL	lshey	H4	l	B2	B	shey	feuchte oder angeweichte Form I	MOIST_STATE	f103r	f103r.1	S	B	3	5	5	12	MIDDLE	0.363636	1	0	0	0	otey	NONE	qoteey	NONE	0	0	OTHER_VARIANT_OR_OMISSION	INTERNAL_OR_FINAL	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	INTERNAL_BOUND_FIELD_OPERATOR	internes Feld: feuchte oder angeweichte Form I	internes Form-/Zustandsfeld: feuchte oder angeweichte Form I	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0026	G735-C030	GDT636_RESIDUAL	sal	H2	s	C2	C	al	Rohstoff- oder Materialstufe I	MATERIAL_SERIES	f103r	f103r.2	S	B	3	10	10	15	MIDDLE	0.642857	0	0	0	0	otchy	NONE	lkeey	NONE	1	1	EXACT	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Posten: Rohstoff- oder Materialstufe I	Material-/Wertposten: Rohstoff- oder Materialstufe I	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0027	G735-C022	GDT636_RESIDUAL	sar	H2	s	C2	C	ar	Teil- oder Fraktionsstufe I	PART_SERIES	f103r	f103r.2	S	B	3	12	12	15	MIDDLE	0.785714	0	0	0	0	lkeey	NONE	ain	NONE	1	1	EXACT	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Posten: Teil- oder Fraktionsstufe I	Material-/Wertposten: Teil- oder Fraktionsstufe I	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0028	G735-C002	GDT635_CORE	saiin	H2	s	C2	C	aiin	Ordinalstufe III	ORDINAL_VALUE	f103r	f103r.7	S	B	3	1	1	9	FIRST	0.000000	0	0	0	0	NONE	NONE	chey	NONE	0	0	OTHER_VARIANT_OR_OMISSION	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Posten: Ordinalstufe III	Material-/Wertposten: Ordinalstufe III	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0029	G735-C018	GDT635_CORE	sor	H2	s	C2	C	or	Teil- oder Portionsträger	PART_OR_PORTION_CARRIER	f103r	f103r.10	S	B	3	13	13	14	MIDDLE	0.923077	0	0	0	0	oteedy	NONE	ain	NONE	0	0	OTHER_VARIANT_OR_OMISSION	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Posten: Teil- oder Portionsträger	Material-/Wertposten: Teil- oder Portionsträger	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0030	G735-C041	GDT636_RESIDUAL	pchdy	H1	p	P1	P	chdy	getrocknetes Ergebnis, Grundform	DRY_RESULT	f103r	f103r.13	S	B	3	9	9	12	MIDDLE	0.727273	1	0	0	0	chedy	NONE	tshdy	NONE	1	1	EXACT	ENTRY	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	PARAGRAPH_OR_RECORD_OPENER	Eintrag: getrocknetes Ergebnis, Grundform	Form-/Zustandseintrag: getrocknetes Ergebnis, Grundform	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0031	G735-C016	GDT635_CORE	lol	H4	l	B2	B	ol	Stoff- oder Materialträger	MATERIAL_CARRIER	f103r	f103r.14	S	B	3	7	7	13	MIDDLE	0.500000	0	0	0	0	shey	NONE	s	NONE	1	1	EXACT	INTERNAL_OR_FINAL	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	INTERNAL_BOUND_FIELD_OPERATOR	internes Feld: Stoff- oder Materialträger	internes Form-/Zustandsfeld: Stoff- oder Materialträger	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0032	G735-C023	GDT636_RESIDUAL	rar	H3	r	C1	C	ar	Teil- oder Fraktionsstufe I	PART_SERIES	f103r	f103r.16	S	B	3	5	5	11	MIDDLE	0.400000	1	0	0	0	cheey	NONE	okeey	NONE	1	1	EXACT	INTERNAL_OR_FINAL	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LATE_REFERENCE_OR_ITEM_CLOSE	Teil- oder Fraktionsstufe I [interner Bezug]	Teil- oder Fraktionsstufe I; interner Zutaten-/Wertbezug	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0033	G735-C022	GDT636_RESIDUAL	sar	H2	s	C2	C	ar	Teil- oder Fraktionsstufe I	PART_SERIES	f103r	f103r.17	S	B	3	1	1	10	FIRST	0.000000	0	0	0	0	NONE	NONE	shey	NONE	1	1	EXACT	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Posten: Teil- oder Fraktionsstufe I	Material-/Wertposten: Teil- oder Fraktionsstufe I	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0034	G735-C065	GDT636_RESIDUAL	polchedy	H1	p	P1	P	olchedy	Materialträger, getrocknetes Ergebnis I	DRIED_MATERIAL	f103r	f103r.18	S	B	3	1	1	9	FIRST	0.000000	1	1	0	0	NONE	NONE	qokeol	NONE	0	0	OTHER_VARIANT_OR_OMISSION	ENTRY	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	PARAGRAPH_OR_RECORD_OPENER	Eintrag: Materialträger, getrocknetes Ergebnis I	Form-/Zustandseintrag: Materialträger, getrocknetes Ergebnis I	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0035	G735-C005	GDT635_CORE	pchedy	H1	p	P1	P	chedy	getrocknetes Ergebnis, Form I	DRY_RESULT	f103r	f103r.21	S	B	3	9	9	12	MIDDLE	0.727273	1	0	0	0	qoky	NONE	okaly	NONE	0	0	OTHER_VARIANT_OR_OMISSION	ENTRY	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	PARAGRAPH_OR_RECORD_OPENER	Eintrag: getrocknetes Ergebnis, Form I	Form-/Zustandseintrag: getrocknetes Ergebnis, Form I	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
G736-O0036	G735-C020	GDT635_CORE	lor	H4	l	B2	B	or	Teil- oder Portionsträger	PART_OR_PORTION_CARRIER	f103r	f103r.21	S	B	3	12	12	12	LAST	1.000000	1	0	0	1	qokeedy	NONE	NONE	NONE	1	1	EXACT	INTERNAL_OR_FINAL	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	INTERNAL_BOUND_FIELD_OPERATOR	internes Feld: Teil- oder Portionsträger	internes Form-/Zustandsfeld: Teil- oder Portionsträger	UNKNOWN__NO_DIPLOMATIC_SHAPE_DESCRIPTOR_IN_ADMITTED_CACHE	UNRESOLVED	0	0	0
