candidate_id	target_surfaces	normalized_expression	working_gloss_de	candidate_kind	historical_register_family	required_all_axes	preferred_axes	source_ids	source_works	date_bands	primary_urls	attested_form	locator	attestation_scope	evidence_note	voynich_spelling_match_scored	historical_expression_identified_with_target
E001	ar	ii partes	zwei Teile oder Anteile	FORMULAIC_QUANTITY	MEASURE_FRACTION_OR_DEGREE_REGISTER	PART|LEVEL_II	AMOUNT	HX005|HX007	BnF lat.8651 fourteenth-century ink recipe || Alphita medico-botanical glossary	14th century || medieval tradition; 1887 edition	https://www.persee.fr/doc/bec_0373-6237_1925_num_86_1_460583 || https://wellcomecollection.org/works/e45my5w6	ii partes aque	Alphita Idromel recipe; BnF lat.8651 f88v	DIRECT_EXPRESSION	A two-part quantity is explicit in edited medieval materia text and a fourteenth-century technical recipe.	0	0
E002	ar	parte	Teil oder Anteil	FORMULAIC_PART	MEASURE_FRACTION_OR_DEGREE_REGISTER	PART	AMOUNT|LEVEL_I|LEVEL_II|LEVEL_III	HX006	Aligned John of Burgundy plague-tract abbreviation corpus	1450s to 1490s	https://academic.oup.com/dsh/article/37/3/765/6401180	parte	aligned recipe table 4	CORPUS_EXPRESSION	Parte is among forms abbreviated consistently across the five later recipe witnesses.	0	0
E004	odol|s	drachma i	eine Drachme	FORMULAIC_MEASURE	MEASURE_FRACTION_OR_DEGREE_REGISTER	AMOUNT	LEVEL_I	HX006|HX009	Aligned John of Burgundy plague-tract abbreviation corpus || Abbreviations in Medieval Medical Manuscripts	1450s to 1490s || late 14th to 15th century	https://academic.oup.com/dsh/article/37/3/765/6401180 || https://reunido.uniovi.es/index.php/SELIM/article/view/13301	drachm logogram	aligned recipe table 4	CORPUS_FORMULA	The dram sign is the most frequent uniformly abbreviated recipe item in the aligned corpus.	0	0
E005	odol|s	uncia i	eine Unze	FORMULAIC_MEASURE	MEASURE_FRACTION_OR_DEGREE_REGISTER	AMOUNT	LEVEL_I	HX004|HX006|HX009	Durham Cathedral MS B.III.12 endleaf recipes || Aligned John of Burgundy plague-tract abbreviation corpus || Abbreviations in Medieval Medical Manuscripts	14th to 15th centuries || 1450s to 1490s || late 14th to 15th century	https://reed.dur.ac.uk/xtf/view?docId=ark/32150_s18623hx81c.xml || https://academic.oup.com/dsh/article/37/3/765/6401180 || https://reunido.uniovi.es/index.php/SELIM/article/view/13301	sex vncias; vnam ... quartam vncie	Durham f83v recipe 1	DIRECT_EXPRESSION	Ounce vocabulary and values occur explicitly in a period recipe and as a recurrent abbreviation class.	0	0
E006	s	ana	zu gleichen Teilen	FORMULAIC_QUANTITY	MEASURE_FRACTION_OR_DEGREE_REGISTER	NONE	AMOUNT|PART|PROCESS	HX006|HX009|HX010	Aligned John of Burgundy plague-tract abbreviation corpus || Abbreviations in Medieval Medical Manuscripts || Wellcome MS.307 recipe collection	1450s to 1490s || late 14th to 15th century || late 14th century	https://academic.oup.com/dsh/article/37/3/765/6401180 || https://reunido.uniovi.es/index.php/SELIM/article/view/13301 || https://wellcomecollection.org/works/rexwctzt	ana	Wellcome MS.307 f44r-f45v; aligned recipe table 4	DIRECT_PLUS_CORPUS_FORMULA	Ana is a real compact equal-amount formula, but no target spelling is implied.	0	0
E008	oky	calide in primo gradu	heiss im ersten Grad	QUALITY_DEGREE	QUALITY_STATE_OR_DEGREE_REGISTER	HOT|BEGIN_STAGE	LEVEL_I	HX001	Vatican Pal.lat.1234 degrees of simples	circa 1400	https://digi.vatlib.it/iiif/MSS_Pal.lat.1234/manifest.json	Calide in primo gradu	Pal.lat.1234 f1r	DIRECT_EXPRESSION	A period rubric directly attests hot quality plus first degree.	0	0
E011	chshoty	frigida in primo gradu	kalt im ersten Grad	QUALITY_DEGREE	QUALITY_STATE_OR_DEGREE_REGISTER	COLD|BEGIN_STAGE|LEVEL_I	NONE	HX001	Vatican Pal.lat.1234 degrees of simples	circa 1400	https://digi.vatlib.it/iiif/MSS_Pal.lat.1234/manifest.json	Frigida in primo gradu	Pal.lat.1234 f1v	DIRECT_EXPRESSION	A period rubric directly attests cold quality plus first degree.	0	0
E012	qokchol	calidum et siccum in primo gradu	heiss und trocken im ersten Grad	QUALITY_DEGREE	QUALITY_STATE_OR_DEGREE_REGISTER	HOT|DRY|BEGIN_STAGE	LEVEL_I	HX001|HX002	Vatican Pal.lat.1234 degrees of simples || Wellcome MS.542 medical miscellany and glossary	circa 1400 || early 15th century	https://digi.vatlib.it/iiif/MSS_Pal.lat.1234/manifest.json || https://wellcomecollection.org/works/n674z2xd	Calide in primo gradu; calidum et siccum in ii gradu	Pal.lat.1234 f1r; Wellcome MS.542 f118r	NORMALIZED_ATTESTED_FIELD_COMBINATION	Every element and the quality-plus-degree syntax are attested, but this exact combined clause is a normalized class rather than one quoted row.	0	0
E014	qokchol	calidum et siccum in tertio gradu	heiss und trocken im dritten Grad	QUALITY_DEGREE	QUALITY_STATE_OR_DEGREE_REGISTER	HOT|DRY|LEVEL_III	NONE	HX002	Wellcome MS.542 medical miscellany and glossary	early 15th century	https://wellcomecollection.org/works/n674z2xd	Eleborus radix c. et s. in iii gradu	Wellcome MS.542 f119v	DIRECT_EXPRESSION	An early-fifteenth-century entry uses compact hot-dry notation with third degree.	0	0
E015	chol|chshoty	siccum	trocken oder getrocknet	QUALITY_STATE	QUALITY_STATE_OR_DEGREE_REGISTER	DRY	MATERIAL|PREPARATION|END_STAGE	HX002|HX007	Wellcome MS.542 medical miscellany and glossary || Alphita medico-botanical glossary	early 15th century || medieval tradition; 1887 edition	https://wellcomecollection.org/works/n674z2xd || https://wellcomecollection.org/works/e45my5w6	siccum	Wellcome MS.542 f118r and Alphita entries	DIRECT_EXPRESSION_CLASS	Dry is a normal descriptive state; verbal drying remains a separate candidate.	0	0
E020	chshoty	refrigeretur	lasse abkuehlen	PROCESS_VERB	RECIPE_ACTION_OR_COMMAND_REGISTER	COLD	PREPARATION	HX004	Durham Cathedral MS B.III.12 endleaf recipes	14th to 15th centuries	https://reed.dur.ac.uk/xtf/view?docId=ark/32150_s18623hx81c.xml	refrigeretur	Durham f83v recipe 2	DIRECT_EXPRESSION	A period butter-oil recipe explicitly orders cooling before the clear oil result.	0	0
E022	ols	cola	seihe oder filtere	PROCESS_VERB	RECIPE_ACTION_OR_COMMAND_REGISTER	PROCESS	LIQUID|CLOSE	HX005	BnF lat.8651 fourteenth-century ink recipe	14th century	https://www.persee.fr/doc/bec_0373-6237_1925_num_86_1_460583	deinde cola	BnF lat.8651 f88v	DIRECT_EXPRESSION	Straining is directly attested three times in one fourteenth-century technical recipe.	0	0
E023	sheol	temperando usque ad mane	weiche ueber Nacht ein	PROCESS_VERB	RECIPE_ACTION_OR_COMMAND_REGISTER	MOIST|PROCESS	PASS|MATERIAL	HX005	BnF lat.8651 fourteenth-century ink recipe	14th century	https://www.persee.fr/doc/bec_0373-6237_1925_num_86_1_460583	temperando usque ad mane	BnF lat.8651 f88v	DIRECT_EXPRESSION	Galls are put into rainwater and left while tempering until morning.	0	0
E025	odol	preparatio	Zubereitung	PREPARATION_NOUN	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	PREPARATION|MATERIAL	CLOSE	HX004|HX008	Durham Cathedral MS B.III.12 endleaf recipes || Wellcome MS.491 Pseudo-Mesue Grabadin	14th to 15th centuries || 1418	https://reed.dur.ac.uk/xtf/view?docId=ark/32150_s18623hx81c.xml || https://wellcomecollection.org/works/p395vx7a	Preparationes; Preparatio	Durham f83v recipes 6-7	DIRECT_EXPRESSION	Preparation is an explicit nominal recipe heading in a period witness.	0	0
E028	ols	oleum	Oel	CONTENT_NOUN	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	OIL|LIQUID	PREPARATION	HX004|HX007	Durham Cathedral MS B.III.12 endleaf recipes || Alphita medico-botanical glossary	14th to 15th centuries || medieval tradition; 1887 edition	https://reed.dur.ac.uk/xtf/view?docId=ark/32150_s18623hx81c.xml || https://wellcomecollection.org/works/e45my5w6	Oleum de butero; oleum clarum	Durham f83v recipe 2; Alphita Ydroleon	DIRECT_EXPRESSION_CLASS	Oil is abundant historical content vocabulary but requires a liquid or oil slot before target assignment.	0	0
E029	sheol	aqua	Wasser	CONTENT_NOUN	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	WATER|LIQUID	PREPARATION	HX004|HX005|HX007	Durham Cathedral MS B.III.12 endleaf recipes || BnF lat.8651 fourteenth-century ink recipe || Alphita medico-botanical glossary	14th to 15th centuries || 14th century || medieval tradition; 1887 edition	https://reed.dur.ac.uk/xtf/view?docId=ark/32150_s18623hx81c.xml || https://www.persee.fr/doc/bec_0373-6237_1925_num_86_1_460583 || https://wellcomecollection.org/works/e45my5w6	aqua pluviali; aqua vitae	Durham f83v; BnF lat.8651 f88v	DIRECT_EXPRESSION_CLASS	Water is directly attested across technical and medical recipes but no top-24 role contains a liquid axis.	0	0
