page	page_order	locus	line_number	code	relation	kind	subtype	section	language	hand	quire	folio_type	paragraph_start	paragraph_end	token_count	eva_clean
f1r	1	f1r.1	1	@P0	@	P	0	T	A	1	A	a	1	0	10	fachys ykal ar ataiin shol shory cthres y kor sholdy
f1r	1	f1r.2	2	+P0	+	P	0	T	A	1	A	a	0	0	11	sory ckhar or y kair chtaiin shar ase cthar cthar dan
f1r	1	f1r.3	3	+P0	+	P	0	T	A	1	A	a	0	0	9	syaiir sheky or ykaiin shod cthoary cthes daraiin sy
f1r	1	f1r.4	4	+P0	+	P	0	T	A	1	A	a	0	0	9	soiin oteey oteos roloty cthiar daiin okaiin or okan
f1r	1	f1r.5	5	+P0	+	P	0	T	A	1	A	a	0	0	6	sair y chear cthaiin cphar cfhaiin
f1r	1	f1r.6	6	=Pt	=	P	t	T	A	1	A	a	0	1	1	ydaraishy
f1r	1	f1r.7	7	*P0	*	P	0	T	A	1	A	a	1	0	8	odar shol cphoy oydar sh s cfhoaiin shodary
f1r	1	f1r.8	8	+P0	+	P	0	T	A	1	A	a	0	0	10	yshey shody okchoy otchol chocthy os chy dain chor kos
f1r	1	f1r.9	9	+P0	+	P	0	T	A	1	A	a	0	0	4	daiin shos cfhol shody
f1r	1	f1r.10	10	=Pt	=	P	t	T	A	1	A	a	0	1	3	dain os teody
f1r	1	f1r.11	11	*P0	*	P	0	T	A	1	A	a	1	0	8	ydain cphesaiin ols cphey ytain shoshy cphodal es
f1r	1	f1r.12	12	+P0	+	P	0	T	A	1	A	a	0	0	8	oksho kshoy otairin oteol okan shodain sckhey daiin
f1r	1	f1r.13	13	+P0	+	P	0	T	A	1	A	a	0	0	9	shoy ckhey kodaiin cphy cphodaiils cthey sho oldain d
f1r	1	f1r.14	14	+P0	+	P	0	T	A	1	A	a	0	0	10	dain oiin chol odaiin chodain chdy okain dn cthy kod
f1r	1	f1r.15	15	+P0	+	P	0	T	A	1	A	a	0	0	11	daiin shckhey eo r char shey kol chol chol kor chal
f1r	1	f1r.16	16	+P0	+	P	0	T	A	1	A	a	0	0	10	sho chol shodan kshy kchy d or chodaiin sho koeam
f1r	1	f1r.17	17	+P0	+	P	0	T	A	1	A	a	0	0	8	ycho tchey chekain sheo pshol dydyd cthy daiy
f1r	1	f1r.18	18	+P0	+	P	0	T	A	1	A	a	0	0	9	yto shol she kodshey cphealy dar ain dain ckhyds
f1r	1	f1r.19	19	+P0	+	P	0	T	A	1	A	a	0	0	8	dchar shcthaiin okaiir chey chy tol cthols dloo
f1r	1	f1r.20	20	+P0	+	P	0	T	A	1	A	a	0	0	5	shok chor chey dain ckhey
f1r	1	f1r.21	21	=Pt	=	P	t	T	A	1	A	a	0	1	2	otol daiiin
f1r	1	f1r.22	22	*P0	*	P	0	T	A	1	A	a	1	0	10	cpho shaiin shokcheey chol tshodeesy shey pydeey cha ro dar
f1r	1	f1r.23	23	+P0	+	P	0	T	A	1	A	a	0	0	10	ydoin chol dain cthal dar shear kaiin dar shey cthar
f1r	1	f1r.24	24	+P0	+	P	0	T	A	1	A	a	0	0	10	cho o kaiin shoaiin okol daiin far cthol daiin ctholdar
f1r	1	f1r.25	25	+P0	+	P	0	T	A	1	A	a	0	0	9	ycheey okeey oky daiin okchey kokaiin ochol kdchy dal
f1r	1	f1r.26	26	+P0	+	P	0	T	A	1	A	a	0	0	10	dcheo shody koshey cthy ok chey keey keey dal chtor
f1r	1	f1r.27	27	+P0	+	P	0	T	A	1	A	a	0	0	5	eo chol chok choty chotey
