event_id	physical_page	source_page_value	locus	line_number	paragraph_start	paragraph_end	card_ordinal_in_line	surface	register	prose_block_id	owner_id	owner_evidence	owner_subblock	statement_id	card_ordinal_in_statement	surface_status	visible_recipe	literal_core_reading_de	recipe_support	candidate_recipe_count	admission_color	stop_reason_code
G404-E0001	f1r	f1r	f1r.1	1	1	0	1	fachys	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	VISIBLE_RUBRICATED_TEXT_BLOCK	no_object_owner	G404-S001	1	NEW_MICROFORM_OLD_FACTORS	LOCAL_CHAR_F+A_ADDR+CH+Y+S	HIER · HIER · NEHMEN · AKTIVER POSTEN · WÄHLEN	DIRECT_VISIBLE_SEGMENTATION	1	AMBER	NEW_MICROFORM_OLD_FACTORS
G404-E0002	f1r	f1r	f1r.1	1	1	0	2	ykal	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	VISIBLE_RUBRICATED_TEXT_BLOCK	no_object_owner	G404-S001	2	NEW_VISIBLE_COMPOSITION	Y+K+AL	AKTIVER POSTEN · GEBEN · ZIELORT	kal|skal|ykar|ykol|ytal	1	GREEN	NONE
G404-E0003	f1r	f1r	f1r.1	1	1	0	3	ar	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	VISIBLE_RUBRICATED_TEXT_BLOCK	no_object_owner	G404-S001	3	EXACT_SURFACE_ONE_RECIPE	AR	AUSGANG	PASS1026::ar::30_events	1	GREEN	NONE
G404-E0004	f1r	f1r	f1r.1	1	1	0	4	ataiin	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	VISIBLE_RUBRICATED_TEXT_BLOCK	no_object_owner	G404-S001	4	NEW_VISIBLE_COMPOSITION	A_ADDR+T+AIIN	HIER · EINSTELLEN · WERT	ltaiin|taiin	1	GREEN	NONE
G404-E0005	f1r	f1r	f1r.1	1	1	0	5	shol	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	VISIBLE_RUBRICATED_TEXT_BLOCK	no_object_owner	G404-S001	5	EXACT_SURFACE_ONE_RECIPE	SH+OL	HALTEN · FORTSETZEN	PASS1026::shol::12_events	1	GREEN	NONE
G404-E0006	f1r	f1r	f1r.1	1	1	0	6	shory	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	VISIBLE_RUBRICATED_TEXT_BLOCK	no_object_owner	G404-S001	6	NEW_VISIBLE_COMPOSITION	SH+OR+Y	HALTEN · EINHEIT · AKTIVER POSTEN	shor	1	GREEN	NONE
G404-E0007	f1r	f1r	f1r.1	1	1	0	7	cthres	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	VISIBLE_RUBRICATED_TEXT_BLOCK	no_object_owner	G404-S001	7	NEW_MICROFORM_OLD_FACTORS	CH+T+R+E+S	NEHMEN · EINSTELLEN · MARKIEREN · GRAD I · WÄHLEN	DIRECT_VISIBLE_SEGMENTATION	1	AMBER	NEW_MICROFORM_OLD_FACTORS
G404-E0008	f1r	f1r	f1r.1	1	1	0	8	y	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	VISIBLE_RUBRICATED_TEXT_BLOCK	no_object_owner	G404-S001	8	EXACT_SURFACE_ONE_RECIPE	Y	AKTIVER POSTEN	PASS1026::y::31_events	1	GREEN	NONE
G404-E0009	f1r	f1r	f1r.1	1	1	0	9	kor	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	VISIBLE_RUBRICATED_TEXT_BLOCK	no_object_owner	G404-S001	9	EXACT_SURFACE_ONE_RECIPE	K+OR	GEBEN · EINHEIT	PASS1026::kor::1_events	1	GREEN	NONE
G404-E0010	f1r	f1r	f1r.1	1	1	0	10	sholdy	SOURCE_SECTION_T	F1R_PROSE_01	F1R_TEXT_BLOCK_A	VISIBLE_RUBRICATED_TEXT_BLOCK	no_object_owner	G404-S001	10	EXACT_SURFACE_ONE_RECIPE	SH+OL+D_ADDR+Y	HALTEN · FORTSETZEN · HIER · AKTIVER POSTEN	PASS1026::sholdy::2_events	1	GREEN	NONE
