semantic_item_id	action_case_id	page	locus	action_ordinal	action_surface	action_gloss_de	rank	ordinal	surface	gloss_de	completion_stems	material_heads	lexical_terminal_material	first_lexical_terminal	later_lexical_terminal_blocked	operator_terminal	manual_endpoint_member	path_class	strict_decision	exploratory_decision	word_delta	status
T001	A002	f104v	f104v.2	2	qoteed	Auszug vollständig abkühlen und abziehen	1	3	chockhy	trockene Arzneizubereitung, Gradanfang	NONE	zubereitung	0	0	0	0	0	NO_COHERENT_PRODUCT_PATH	STOP	STOP_NO_PATH	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T002	A002	f104v	f104v.2	2	qoteed	Auszug vollständig abkühlen und abziehen	2	4	otaiin	kalter Ansatz, Grad III	NONE	ansatz	0	0	0	0	0	NO_COHERENT_PRODUCT_PATH	STOP	STOP_NO_PATH	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T003	A002	f104v	f104v.2	2	qoteed	Auszug vollständig abkühlen und abziehen	3	5	ydaiin	davon drei Maße	NONE	NONE	0	0	0	0	0	NO_COHERENT_PRODUCT_PATH	STOP	STOP_NO_PATH	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T004	A003	f104v	f104v.2	6	qokamdy	ein Maß nehmen und erhitzen	1	7	otarar	Unteranteil I des Anteils I des kalten Ansatzes	NONE	ansatz	0	0	0	0	0	EARLIER_COMPLETION_BLOCKS_LONGER	STOP	STOP_EARLY_CONFLICT	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T005	A003	f104v	f104v.2	6	qokamdy	ein Maß nehmen und erhitzen	2	8	alched	Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen	abgeschlossen	droge	1	1	0	1	1	EARLIER_COMPLETION_BLOCKS_LONGER	STOP	STOP_EARLY_CONFLICT	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T006	A003	f104v	f104v.2	6	qokamdy	ein Maß nehmen und erhitzen	3	9	otair	Anteil II des kalten Ansatzes	NONE	ansatz	0	0	0	0	0	EARLIER_COMPLETION_BLOCKS_LONGER	STOP	STOP_EARLY_CONFLICT	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T007	A003	f104v	f104v.2	6	qokamdy	ein Maß nehmen und erhitzen	4	10	oram	eine Maßportion Ansatz	NONE	ansatz|portion	0	0	0	0	0	EARLIER_COMPLETION_BLOCKS_LONGER	STOP	STOP_EARLY_CONFLICT	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T008	A004	f105r	f105r.2	6	qodor	eine Portion des Ansatzes abmessen	1	7	ches	trockenes Drogenmaterial, Mittelstufe	NONE	droge	0	0	0	0	0	RESET_OR_BREAK_BEFORE_ATTRACTION	STOP	PRESERVE_SHORTER_HOLD	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T009	A004	f105r	f105r.2	6	qodor	eine Portion des Ansatzes abmessen	2	8	or	Drogenportion	NONE	droge|portion	0	0	0	0	0	RESET_OR_BREAK_BEFORE_ATTRACTION	STOP	PRESERVE_SHORTER_HOLD	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T010	A004	f105r	f105r.2	6	qodor	eine Portion des Ansatzes abmessen	3	9	cheey	trocken am Ende des Grades	NONE	NONE	0	0	0	0	0	RESET_OR_BREAK_BEFORE_ATTRACTION	STOP	PRESERVE_SHORTER_HOLD	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T011	A004	f105r	f105r.2	6	qodor	eine Portion des Ansatzes abmessen	4	10	okees	Charge vollständig erhitzten Ansatzes	vollständig	ansatz|charge	1	1	0	0	0	RESET_OR_BREAK_BEFORE_ATTRACTION	STOP	PRESERVE_SHORTER_HOLD	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T012	A005	f105r	f105r.2	11	odar	Anteil I des Ansatzes abmessen	1	12	cheody	getrocknete Masse	NONE	masse	0	0	0	0	1	LOCALLY_READABLE_PRODUCT_ENDPOINT	HOLD	HOLD_COHERENT_ENDPOINT	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T013	A005	f105r	f105r.2	11	odar	Anteil I des Ansatzes abmessen	2	13	qody	fertige Zubereitung	fertig	zubereitung	1	1	0	1	1	LOCALLY_READABLE_PRODUCT_ENDPOINT	HOLD	HOLD_COHERENT_ENDPOINT	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T014	A006	f105r	f105r.31	5	aiijy	in drei Bündel abfüllen und schließen	1	6	cpheesy	vollständig bereitetes und abgeschlossenes Arzneikompositum	vollständig|abgeschlossen	arzneikompositum	1	1	0	1	1	EARLIER_COMPLETION_BLOCKS_LONGER	HOLD	PRESERVE_PRIOR_HOLD	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T015	A006	f105r	f105r.31	5	aiijy	in drei Bündel abfüllen und schließen	2	7	okal	Rohstoffklasse I im heißen Ansatz, Gradanfang	NONE	ansatz	0	0	0	0	0	EARLIER_COMPLETION_BLOCKS_LONGER	HOLD	PRESERVE_PRIOR_HOLD	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T016	A006	f105r	f105r.31	5	aiijy	in drei Bündel abfüllen und schließen	3	8	lkedy	bis zur mittleren Heizstufe erhitztes Holz	NONE	holz	0	0	0	0	0	EARLIER_COMPLETION_BLOCKS_LONGER	HOLD	PRESERVE_PRIOR_HOLD	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T017	A006	f105r	f105r.31	5	aiijy	in drei Bündel abfüllen und schließen	4	9	lkar	Anteil I der erhitzten Holzdroge	NONE	droge|holz	0	0	0	0	0	EARLIER_COMPLETION_BLOCKS_LONGER	HOLD	PRESERVE_PRIOR_HOLD	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T018	A006	f105r	f105r.31	5	aiijy	in drei Bündel abfüllen und schließen	5	10	chedy	mittlere Trockenstufe erreicht	NONE	NONE	0	0	0	0	0	EARLIER_COMPLETION_BLOCKS_LONGER	HOLD	PRESERVE_PRIOR_HOLD	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T019	A006	f105r	f105r.31	5	aiijy	in drei Bündel abfüllen und schließen	6	11	qokaiin	heiß, Grad III	NONE	NONE	0	0	0	0	0	EARLIER_COMPLETION_BLOCKS_LONGER	HOLD	PRESERVE_PRIOR_HOLD	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T020	A006	f105r	f105r.31	5	aiijy	in drei Bündel abfüllen und schließen	7	12	or	Drogenportion	NONE	droge|portion	0	0	0	0	0	EARLIER_COMPLETION_BLOCKS_LONGER	HOLD	PRESERVE_PRIOR_HOLD	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
T021	A006	f105r	f105r.31	5	aiijy	in drei Bündel abfüllen und schließen	8	13	fchoky	heiß-trockene Blütenzubereitung in Grundform	NONE	zubereitung	0	0	0	0	0	EARLIER_COMPLETION_BLOCKS_LONGER	HOLD	PRESERVE_PRIOR_HOLD	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
