event_id	record_unit_id	page	statement_id	surface	atomic_value_de	program_id	program_name_de	visible_owner	preparation_role
E001	H1	f10r	H1-S001	dchey	Wurzelteil	P12_BESTAND_REFERENZIEREN	Bestand referenzieren	Wurzel und übrige Teile der abgebildeten Pflanze	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E002	H1	f10r	H1-S001	cthoor	Bereitansatz	P11_BEREITEN_SCHLIESSEN	Bereitstellen und schließen	Wurzel und übrige Teile der abgebildeten Pflanze	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E003	H1	f10r	H1-S001	char	Quelle	P12_BESTAND_REFERENZIEREN	Bestand referenzieren	Wurzel und übrige Teile der abgebildeten Pflanze	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E004	H1	f10r	H1-S001	chty	Zerkleinern	P02_MATERIAL_GEBEN	Material geben oder teilen	Wurzel und übrige Teile der abgebildeten Pflanze	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E005	H1	f10r	H1-S001	os	Gefäß	P12_BESTAND_REFERENZIEREN	Bestand referenzieren	Wurzel und übrige Teile der abgebildeten Pflanze	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E006	H1	f10r	H1-S001	chair	Wasserzulauf	P08_DURCHLASSEN	Durchlassen und waschen	Wurzel und übrige Teile der abgebildeten Pflanze	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E007	H1	f10r	H1-S001	otytchol	Folgeteilfortsetzung	P06_FORTSETZEN	Fortsetzen und folgen	Wurzel und übrige Teile der abgebildeten Pflanze	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E008	H1	f10r	H1-S001	oky	Einsetzen	P03_AM_ZIEL_EINSETZEN	Am Ziel einsetzen	Wurzel und übrige Teile der abgebildeten Pflanze	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E009	H1	f10r	H1-S001	daiin	Sollmaß	P01_DOSIEREN	Dosieren und einstellen	Wurzel und übrige Teile der abgebildeten Pflanze	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E010	H1	f10r	H1-S001	etyd	Kurzrest	P11_BEREITEN_SCHLIESSEN	Bereitstellen und schließen	Wurzel und übrige Teile der abgebildeten Pflanze	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E011	H1	f10r	H1-S002	qokchy	Einsetzen	P03_AM_ZIEL_EINSETZEN	Am Ziel einsetzen	Wurzel und übrige Teile der abgebildeten Pflanze	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E012	H1	f10r	H1-S002	qotchol	Folgefortsetzung	P06_FORTSETZEN	Fortsetzen und folgen	Wurzel und übrige Teile der abgebildeten Pflanze	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E013	H1	f10r	H1-S002	chol	Fortsetzung	P06_FORTSETZEN	Fortsetzen und folgen	Wurzel und übrige Teile der abgebildeten Pflanze	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E014	H1	f10r	H1-S002	cthy	Bereit	P11_BEREITEN_SCHLIESSEN	Bereitstellen und schließen	Wurzel und übrige Teile der abgebildeten Pflanze	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E015	H2	f10r	H2-S001	ycheor	Auszugsansatz	P12_BESTAND_REFERENZIEREN	Bestand referenzieren	zweiter Arbeitsartikel unter demselben Pflanzenbild	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E016	H2	f10r	H2-S001	cthy	Bereit	P11_BEREITEN_SCHLIESSEN	Bereitstellen und schließen	zweiter Arbeitsartikel unter demselben Pflanzenbild	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E017	H2	f10r	H2-S001	chor	Ansatz	P12_BESTAND_REFERENZIEREN	Bestand referenzieren	zweiter Arbeitsartikel unter demselben Pflanzenbild	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E018	H2	f10r	H2-S001	cthaiin	Bereitsollmaß	P01_DOSIEREN	Dosieren und einstellen	zweiter Arbeitsartikel unter demselben Pflanzenbild	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E019	H2	f10r	H2-S001	qoctholy	Folgefortsetzungsposten	P06_FORTSETZEN	Fortsetzen und folgen	zweiter Arbeitsartikel unter demselben Pflanzenbild	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E020	H2	f10r	H2-S001	dy	Diesposten	P12_BESTAND_REFERENZIEREN	Bestand referenzieren	zweiter Arbeitsartikel unter demselben Pflanzenbild	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E021	H2	f10r	H2-S001	chy	Diesposten	P12_BESTAND_REFERENZIEREN	Bestand referenzieren	zweiter Arbeitsartikel unter demselben Pflanzenbild	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E022	H2	f10r	H2-S001	taiin	Sollmaß	P01_DOSIEREN	Dosieren und einstellen	zweiter Arbeitsartikel unter demselben Pflanzenbild	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E023	H2	f10r	H2-S001	shy	Diesposten	P12_BESTAND_REFERENZIEREN	Bestand referenzieren	zweiter Arbeitsartikel unter demselben Pflanzenbild	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E024	H2	f10r	H2-S002	qotchor	Folgeansatz	P06_FORTSETZEN	Fortsetzen und folgen	zweiter Arbeitsartikel unter demselben Pflanzenbild	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E025	H2	f10r	H2-S002	chor	Ansatz	P12_BESTAND_REFERENZIEREN	Bestand referenzieren	zweiter Arbeitsartikel unter demselben Pflanzenbild	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E026	H2	f10r	H2-S002	otol	Folgefortsetzung	P06_FORTSETZEN	Fortsetzen und folgen	zweiter Arbeitsartikel unter demselben Pflanzenbild	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E027	H2	f10r	H2-S002	chol	Fortsetzung	P06_FORTSETZEN	Fortsetzen und folgen	zweiter Arbeitsartikel unter demselben Pflanzenbild	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E028	H2	f10r	H2-S002	cholor	Fortsetzungsansatz	P06_FORTSETZEN	Fortsetzen und folgen	zweiter Arbeitsartikel unter demselben Pflanzenbild	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E029	H2	f10r	H2-S002	chol	Fortsetzung	P06_FORTSETZEN	Fortsetzen und folgen	zweiter Arbeitsartikel unter demselben Pflanzenbild	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E030	H2	f10r	H2-S002	daiin	Sollmaß	P01_DOSIEREN	Dosieren und einstellen	zweiter Arbeitsartikel unter demselben Pflanzenbild	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E031	H2	f10r	H2-S002	dar	Quelle	P12_BESTAND_REFERENZIEREN	Bestand referenzieren	zweiter Arbeitsartikel unter demselben Pflanzenbild	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E032	H2	f10r	H2-S003	oykchor	Gefäßansatz	P12_BESTAND_REFERENZIEREN	Bestand referenzieren	zweiter Arbeitsartikel unter demselben Pflanzenbild	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E033	H2	f10r	H2-S003	shor	Ansatz	P12_BESTAND_REFERENZIEREN	Bestand referenzieren	zweiter Arbeitsartikel unter demselben Pflanzenbild	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E034	H2	f10r	H2-S003	chor	Ansatz	P12_BESTAND_REFERENZIEREN	Bestand referenzieren	zweiter Arbeitsartikel unter demselben Pflanzenbild	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E035	H2	f10r	H2-S003	chy	Diesposten	P12_BESTAND_REFERENZIEREN	Bestand referenzieren	zweiter Arbeitsartikel unter demselben Pflanzenbild	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E036	H2	f10r	H2-S003	kaiiin	Bindestufe	P11_BEREITEN_SCHLIESSEN	Bereitstellen und schließen	zweiter Arbeitsartikel unter demselben Pflanzenbild	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E037	H2	f10r	H2-S003	dy	Diesposten	P12_BESTAND_REFERENZIEREN	Bestand referenzieren	zweiter Arbeitsartikel unter demselben Pflanzenbild	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E038	H2	f10r	H2-S003	chodaiin	Zutatsollmaß	P01_DOSIEREN	Dosieren und einstellen	zweiter Arbeitsartikel unter demselben Pflanzenbild	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
E039	H3	f11r	H3-S001	tshol	Blütenkraut	P12_BESTAND_REFERENZIEREN	Bestand referenzieren	Blütenkraut der abgebildeten Pflanze	BEGINS_PROGRAM_DURING_HERBAL_PREPARATION
