audit_id	round	surface	mode	page	locus	section	language	hand	token_ordinal	line_position	previous	following	zl3b_line	it2a_line	rf1b_line	reader_support	reader_exact	split_normalized	before_gloss_de	after_gloss_de	known_other_tokens	v32_line_de	v33_line_de	hard_collision	verdict
G656-A01-0001	1	chal	NEW_EXACT_WHOLE	f103r	f103r.29	S	B	3	5	MEDIAL	qokeey	chedy	qokeeechy shokeey qochey qokeey chal chedy	qokechchy shokeey qochey qokeey chal chedy	qokeeechy shokeey qochey qokeey chal chedy	ALL_THREE_EXACT	1	1	[chal:?]	Rohstoffklasse I, trocken am Gradanfang	3	[qokeeechy:?] | heiß-feuchter Ansatz am Gradende | [qochey:?] | heiß am Ende des Grades | [chal:?] | trocken in der Mitte des Grades, abgeschlossen	[qokeeechy:?] | heiß-feuchter Ansatz am Gradende | [qochey:?] | heiß am Ende des Grades | Rohstoffklasse I, trocken am Gradanfang | trocken in der Mitte des Grades, abgeschlossen	0	CONCRETE_CONTEXT_COMPATIBLE
G656-A01-0002	1	chal	NEW_EXACT_WHOLE	f103r	f103r.3	S	B	3	14	FINAL	otar	<EOS>	yshdain sheek cheoty eeokal chedy chckhy or orol okaiin eeal ot kar otar chal	yshdain sheek cheoty chokal chedy chckhy or orol okain chal ot kar ot chym	yshdain eek cheoty chokal che y chckhy or rol okaiin chal ot shkar otar chal	ALL_THREE_EXACT	1	1	[chal:?]	Rohstoffklasse I, trocken am Gradanfang	2	[yshdain:?] | [sheek:?] | [cheoty:?] | [eeokal:?] | trocken in der Mitte des Grades, abgeschlossen | Arzneikompositum: trocken, Gradanfang | Drogenportion | Drogenstoffportion | heiß, Grad III, im Ansatzrahmen | [eeal:?] | [ot:?] | heiße Drogenfraktion I | kalte Drogenfraktion I im Ansatz | [chal:?]	[yshdain:?] | [sheek:?] | [cheoty:?] | [eeokal:?] | trocken in der Mitte des Grades, abgeschlossen | Arzneikompositum: trocken, Gradanfang | Drogenportion | Drogenstoffportion | heiß, Grad III, im Ansatzrahmen | [eeal:?] | [ot:?] | heiße Drogenfraktion I | kalte Drogenfraktion I im Ansatz | Rohstoffklasse I, trocken am Gradanfang	0	CONCRETE_CONTEXT_COMPATIBLE
G656-A01-0003	1	chal	NEW_EXACT_WHOLE	f103r	f103r.31	S	B	3	4	MEDIAL	kaiin	okaiin	soiin chol kaiin chal okaiin shckhy qokal shdar shchdy okaiin chty	soiin eeol kaiin chal okaiin shckhy qokal shdar shchdy okaiin chty	saiin chol kaiin chal okaiin shckhy qokal shdar shchdy okaiin chty	ALL_THREE_EXACT	1	1	[chal:?]	Rohstoffklasse I, trocken am Gradanfang	5	Samen/Saatgutzubereitung, Form III | trocken; nominal trockenes Gut/Material | heiß, Grad III | [chal:?] | heiß, Grad III, im Ansatzrahmen | Arzneikompositum: feucht, Gradanfang | heiße Substanz | [shdar:?] | [shchdy:?] | heiß, Grad III, im Ansatzrahmen | [chty:?]	Samen/Saatgutzubereitung, Form III | trocken; nominal trockenes Gut/Material | heiß, Grad III | Rohstoffklasse I, trocken am Gradanfang | heiß, Grad III, im Ansatzrahmen | Arzneikompositum: feucht, Gradanfang | heiße Substanz | [shdar:?] | [shchdy:?] | heiß, Grad III, im Ansatzrahmen | [chty:?]	0	CONCRETE_CONTEXT_COMPATIBLE
G656-A01-0004	1	chal	NEW_EXACT_WHOLE	f104r	f104r.24	S	B	3	8	MEDIAL	lkaiin	keeedy	daiin char qotal okechol olkeeor olkeeodal lkaiin chal keeedy qokam	daiin char qotal okechol olkeeor olkeeodal lkaiin chalkeeedy qokam	daiin char qotal okechol olkeeor ol keeodal lkaiin chal keee y qokam	READER_VARIANT	0	0	[chal:?]	Rohstoffklasse I, trocken am Gradanfang	1	Grad-/Maßwert III | [char:?] | [qotal:?] | [okechol:?] | [olkeeor:?] | [olkeeodal:?] | [lkaiin:?] | [chal:?] | [keeedy:?] | [qokam:?]	Grad-/Maßwert III | [char:?] | [qotal:?] | [okechol:?] | [olkeeor:?] | [olkeeodal:?] | [lkaiin:?] | Rohstoffklasse I, trocken am Gradanfang | [keeedy:?] | [qokam:?]	0	READER_VARIANT_WARNING
G656-A01-0005	1	chal	NEW_EXACT_WHOLE	f106r	f106r.29	S	B	3	2	MEDIAL	saiin	chlal	saiin chal chlal okal ykalaiin okain qokain ar okaiin char aiiny		saiin chal chlal okal ykalaiin okain qokain ar okaiin chor aiiny	READER_VARIANT	0	0	[chal:?]	Rohstoffklasse I, trocken am Gradanfang	0	Samen/Saatgut, Typ/Charge III | [chal:?] | [chlal:?] | Ansatz aus heißem Rohstoff, Form I | [ykalaiin:?] | heiß im Zubereitungsrahmen, Grad II | heiß, Grad II | Drogenfraktion I | heiß, Grad III, im Ansatzrahmen | [char:?] | [aiiny:?]	Samen/Saatgut, Typ/Charge III | Rohstoffklasse I, trocken am Gradanfang | [chlal:?] | Ansatz aus heißem Rohstoff, Form I | [ykalaiin:?] | heiß im Zubereitungsrahmen, Grad II | heiß, Grad II | Drogenfraktion I | heiß, Grad III, im Ansatzrahmen | [char:?] | [aiiny:?]	0	READER_VARIANT_WARNING
G656-A01-0006	1	chal	NEW_EXACT_WHOLE	f106v	f106v.42	S	B	3	2	MEDIAL	py	shedy	py chal shedy qoteedy cheyky okedaiin otedy odaiin chdy chy keedy lkey	pychal shedy qoteedy cheyky okedaiin otedy odaiin chdy chy keedy lkey	py chal shedy qotee y cheyky okedaiin ote y odaiin chdy chy kee y lkey	READER_VARIANT	0	0	[chal:?]	Rohstoffklasse I, trocken am Gradanfang	4	Pulver in Grundform | [chal:?] | feucht in der Mitte des Grades, abgeschlossen | kalt am Ende des Grades, abgeschlossen | [cheyky:?] | [okedaiin:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | Zubereitungsdosis III | trocken am Anfang des Grades, abgeschlossen | trocken am Anfang des Grades | heiß am Ende des Grades, abgeschlossen | [lkey:?]	Pulver in Grundform | Rohstoffklasse I, trocken am Gradanfang | feucht in der Mitte des Grades, abgeschlossen | kalt am Ende des Grades, abgeschlossen | [cheyky:?] | [okedaiin:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | Zubereitungsdosis III | trocken am Anfang des Grades, abgeschlossen | trocken am Anfang des Grades | heiß am Ende des Grades, abgeschlossen | [lkey:?]	0	READER_VARIANT_WARNING
G656-A01-0007	1	chal	NEW_EXACT_WHOLE	f107r	f107r.25	S	B	3	2	MEDIAL	ycheain	kal	ycheain chal kal chedy qokaiin chody qokchdy qokal char chdalal om	ycheain chal kal chedy qokaiin chody qokchdy qokal char chdalal om	ycheain chal kal che y qokaiin chody qokchdy qokal char chdalal om	ALL_THREE_EXACT	1	1	[chal:?]	Rohstoffklasse I, trocken am Gradanfang	3	[ycheain:?] | [chal:?] | [kal:?] | trocken in der Mitte des Grades, abgeschlossen | heiß, Grad III | [chody:?] | heiß und trocken am Anfang des Grades, abgeschlossen | heiße Substanz | [char:?] | [chdalal:?] | [om:?]	[ycheain:?] | Rohstoffklasse I, trocken am Gradanfang | [kal:?] | trocken in der Mitte des Grades, abgeschlossen | heiß, Grad III | [chody:?] | heiß und trocken am Anfang des Grades, abgeschlossen | heiße Substanz | [char:?] | [chdalal:?] | [om:?]	0	CONCRETE_CONTEXT_COMPATIBLE
G656-A01-0008	1	chal	NEW_EXACT_WHOLE	f107r	f107r.40	S	B	3	4	MEDIAL	qokaiin	aiin	lolkaiin chey qokaiin chal aiin okaiin olkar otair okal okal	lolkaiin chey qokaiin chal aiin okaiin olkar otair okal okal	lolkaiin chey qokaiin chal aiin otaiin olkar otair kal okal	ALL_THREE_EXACT	1	1	[chal:?]	Rohstoffklasse I, trocken am Gradanfang	4	[lolkaiin:?] | trocken in der Mitte des Grades | heiß, Grad III | [chal:?] | Menge III | heiß, Grad III, im Ansatzrahmen | [olkar:?] | [otair:?] | Ansatz aus heißem Rohstoff, Form I | Ansatz aus heißem Rohstoff, Form I	[lolkaiin:?] | trocken in der Mitte des Grades | heiß, Grad III | Rohstoffklasse I, trocken am Gradanfang | Menge III | heiß, Grad III, im Ansatzrahmen | [olkar:?] | [otair:?] | Ansatz aus heißem Rohstoff, Form I | Ansatz aus heißem Rohstoff, Form I	0	CONCRETE_CONTEXT_COMPATIBLE
G656-A01-0009	1	chal	NEW_EXACT_WHOLE	f108r	f108r.19	S	B	3	7	MEDIAL	okeedy	raiin	dchedy okeedar shchy okol kedy okeedy chal raiin otedy chtal om	dchedy okeedar shchy okol kedy okeedy chal raiin otedy chtal om	dchedy okee ar shchy okol kedy okeedy chalraiin otedy chtal om	READER_VARIANT	0	0	[chal:?]	Rohstoffklasse I, trocken am Gradanfang	3	[dchedy:?] | [okeedar:?] | [shchy:?] | [okol:?] | heiß in der Mitte des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen | [chal:?] | Wurzel, Typ/Charge III | kalter Ansatz in der Mitte des Grades, abgeschlossen | [chtal:?] | [om:?]	[dchedy:?] | [okeedar:?] | [shchy:?] | [okol:?] | heiß in der Mitte des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen | Rohstoffklasse I, trocken am Gradanfang | Wurzel, Typ/Charge III | kalter Ansatz in der Mitte des Grades, abgeschlossen | [chtal:?] | [om:?]	0	READER_VARIANT_WARNING
G656-A01-0010	1	chal	NEW_EXACT_WHOLE	f108v	f108v.36	S	B	3	6	MEDIAL	chor	chal	daiin shechy qokedy qokain chor chal chal chedy dain alal keedy otalys	daiin shechy qokedy qokain chor chal chal chedy dain al al keedy otal ys	daiin shechy qokedy qokain chor chal chal chedy dain al al kee y otal ys	ALL_THREE_EXACT	1	1	[chal:?]	Rohstoffklasse I, trocken am Gradanfang	6	Grad-/Maßwert III | [shechy:?] | heiß in der Mitte des Grades, abgeschlossen | heiß, Grad II | Pflanzen-/Reproduktionsteil | [chal:?] | [chal:?] | trocken in der Mitte des Grades, abgeschlossen | Grad-/Maßwert II | [alal:?] | heiß am Ende des Grades, abgeschlossen | [otalys:?]	Grad-/Maßwert III | [shechy:?] | heiß in der Mitte des Grades, abgeschlossen | heiß, Grad II | Pflanzen-/Reproduktionsteil | Rohstoffklasse I, trocken am Gradanfang | Rohstoffklasse I, trocken am Gradanfang | trocken in der Mitte des Grades, abgeschlossen | Grad-/Maßwert II | [alal:?] | heiß am Ende des Grades, abgeschlossen | [otalys:?]	0	CONCRETE_CONTEXT_COMPATIBLE
