candidate_id	candidate_order	surface	mode	v32_meaning_de	v33_meaning_de	composition	rival_de	occurrences	pages	reader_exact_occurrences	split_normalized_occurrences	reader_variant_occurrences	decision	decision_basis	strongest_counterargument
G656-C01	1	chal	NEW_EXACT_WHOLE	OPEN	Rohstoffklasse I, trocken am Gradanfang	CH_DRY_START+AL_CLASS_I	trockene Rohstoffform I	42	26	35	35	7	ACCEPT_V33_EXACT_WHOLE	42 occurrences, 35 exact; direct CH AL/CHAL split and complete CH/CHE/CHEE ladder	CHAL can remain a learned dry materia whole
G656-C02	2	cheal	NEW_EXACT_WHOLE	OPEN	Rohstoffklasse I, trocken in der Gradmitte	CH_DRY_MIDDLE+AL_CLASS_I	trocken gebundene Rohstoffform I	26	13	25	25	1	ACCEPT_V33_EXACT_WHOLE	26 occurrences, 25 exact; direct CHE AL split and contrasts with CHAL	E may be an attributive binder instead of the middle position
G656-C03	3	cheeal	NEW_EXACT_WHOLE	OPEN	Rohstoffklasse I, trocken am Gradende	CH_DRY_END+AL_CLASS_I	erweitert gebundene trockene Rohstoffform I	3	3	2	2	1	ACCEPT_V33_EXACT_WHOLE	three occurrences, two exact; fills the observed EE endpoint beside CHAL/CHEAL	low support and the EEE sister show that E length is not automatically global
G656-C04	4	shal	NEW_EXACT_WHOLE	OPEN	Rohstoffklasse I, feucht am Gradanfang	SH_MOIST_START+AL_CLASS_I	feuchte Rohstoffform I	15	12	11	11	4	ACCEPT_V33_EXACT_WHOLE	15 occurrences, 11 exact; zero-E moist sister of SHEAL/SHEEAL	SHAL can remain a learned moist materia whole
G656-C05	5	sheal	NEW_EXACT_WHOLE	OPEN	Rohstoffklasse I, feucht in der Gradmitte	SH_MOIST_MIDDLE+AL_CLASS_I	angefeuchtete Rohstoffform I	14	12	13	13	1	ACCEPT_V33_EXACT_WHOLE	14 occurrences, 13 exact; directly contrasts with CHAL on f58v.18	E may be an attributive binder instead of the middle position
G656-C06	6	sheeal	NEW_EXACT_WHOLE	OPEN	Rohstoffklasse I, feucht am Gradende	SH_MOIST_END+AL_CLASS_I	stark angefeuchtete Rohstoffform I	2	2	1	1	1	ACCEPT_V33_EXACT_WHOLE	two occurrences, one exact; closes f108v.40 and completes the observed moist endpoint	one reader-stable anchor is weak support for the EE endpoint
G656-C07	7	kal	NEW_EXACT_WHOLE	OPEN	Rohstoffklasse I, heiß am Gradanfang	K_HOT_START+AL_CLASS_I	heiße Rohstoffform I	25	21	14	14	11	ACCEPT_V33_EXACT_WHOLE	25 occurrences, 14 exact; hot start cell recurs under O and QO	bare KAL is reader-variable and can be an indivisible learned whole
G656-C08	8	tal	NEW_EXACT_WHOLE	OPEN	Rohstoffklasse I, kalt am Gradanfang	T_COLD_START+AL_CLASS_I	kalte Rohstoffform I	20	13	14	14	6	ACCEPT_V33_EXACT_WHOLE	20 occurrences, 14 exact; cold start cell recurs under O and QO	bare TAL is reader-variable and can be an indivisible learned whole
G656-C09	9	oal	NEW_EXACT_WHOLE	OPEN	Rohstoffklasse I im Ansatz	O_PREP+AL_CLASS_I	Rohstoffform I im Ansatz	2	2	2	2	0	ACCEPT_V33_EXACT_WHOLE	two occurrences, both exact; direct O AL/OAL boundary witness	two occurrences cannot establish whether O is semantic or orthographic
G656-C10	10	oeeal	NEW_EXACT_WHOLE_LOCAL_ANALOGY	OPEN	Rohstoffklasse I im Ansatz, am Gradende	OEEAL_EXACT_WHOLE_LOCAL_ANALOGY;O_AL_PARALLEL;EE_END_RIVAL	gelerntes OEEAL-Ganzwort oder Rohstoffauszug der Klasse I	2	2	2	2	0	ACCEPT_V33_EXACT_WHOLE	two occurrences, both exact; f104r.14 places QOTAL ... OTAL ... OEEAL, f112v.43 places OOEEOR immediately before OEEAL and AL later in the line, and OEEAR has three exact material-context sisters	there is no OEAL middle cell, no O|EE|AL boundary and no visible quality head, so the EE reading is licensed only for this exact whole
G656-C11	11	okal	REVISE_AL_QUALITY_MODEL	Ansatz aus heißem Rohstoff, Form I	Rohstoffklasse I im Ansatz, heiß am Gradanfang	O_PREP+K_HOT_START+AL_CLASS_I	Ansatz aus heißem Rohstoff, Form I	123	64	102	102	21	ACCEPT_V33_EXACT_WHOLE	123 occurrences, 102 exact; three O KAL/OKAL boundaries and the completed AL model	the old fluent preparation reading remains viable
G656-C12	12	okeal	NEW_EXACT_WHOLE	OPEN	Rohstoffklasse I im Ansatz, heiß in der Gradmitte	O_PREP+K_HOT_MIDDLE+AL_CLASS_I	heiß gebundene Rohstoffform I im Ansatz	10	8	8	8	2	ACCEPT_V33_EXACT_WHOLE	ten occurrences, eight exact; E-marked sister of OKAL	E may be binding rather than a middle-position marker
G656-C13	13	otal	REVISE_AL_QUALITY_MODEL	Ansatz aus kaltem Rohstoff, Form I	Rohstoffklasse I im Ansatz, kalt am Gradanfang	O_PREP+T_COLD_START+AL_CLASS_I	Ansatz aus kaltem Rohstoff, Form I	119	57	109	109	10	ACCEPT_V33_EXACT_WHOLE	119 occurrences, 109 exact; direct OT AL/OTAL split and the completed AL model	the old fluent preparation reading remains viable
G656-C14	14	oteal	NEW_EXACT_WHOLE	OPEN	Rohstoffklasse I im Ansatz, kalt in der Gradmitte	O_PREP+T_COLD_MIDDLE+AL_CLASS_I	kalt gebundene Rohstoffform I im Ansatz	5	4	5	5	0	ACCEPT_V33_EXACT_WHOLE	five occurrences, all exact; E-marked sister of OTAL	low support leaves a learned whole possible
G656-C15	15	oteeal	NEW_EXACT_WHOLE	OPEN	Rohstoffklasse I im Ansatz, kalt am Gradende	O_PREP+T_COLD_END+AL_CLASS_I	erweitert gebundene kalte Rohstoffform I im Ansatz	1	1	1	1	0	ACCEPT_V33_EXACT_WHOLE	one all-reader exact occurrence fills the observed EE endpoint	a singleton cannot independently identify the endpoint meaning
