statement_id	record_unit_id	page	field_ids	field_count	anchored_field_count	parse_class	template_sequence	pre_state	post_state	creative_source_clause	backward_rule	strongest_rival	status
H1-S001	H1	f10r	F001	1	1	FULLY_ANCHORED	APPLY_ACTIVE > REQUEST_STANDARD_PARAMETER > PARAMETER_VALUE	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	Nimm die faserige untere Wurzel ; wasche sie in fließendem Wasser ; Daraus, aus demselben Ansatz ; Gleichmäßig bearbeiten ; zerstoße sie zu grobem Pulver ; gib Rotwein hinzu ; trinke es bei Magenschmerz ; Die aktive Portion verwenden ; Ein vorgeschriebenes Maß ; bewahre die übrige Wurzel trocken auf	templates + anonymous register transition + exemplar tail	UNORDERED_SELECTED_MNEMONIC_BAG	SLOT_PARSE_NOT_LANGUAGE_GRAMMAR
H1-S002	H1	f10r	F002	1	1	FULLY_ANCHORED	FORMAL_LINK_ACTIVE_STATE > TEST_READY_STATE	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	gebrauche die frisch bereitete Arznei ; wende sie warm an ; Mit der vorigen Zubereitung weiter ; Sobald die Zubereitung gebrauchsfertig ist	templates + anonymous register transition + exemplar tail	UNORDERED_SELECTED_MNEMONIC_BAG	SLOT_PARSE_NOT_LANGUAGE_GRAMMAR
H2-S001	H2	f10r	F003	1	1	FULLY_ANCHORED	TEST_READY_STATE > BIND_WORKING_BATCH > PARAMETER_VALUE	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	sie wächst auf feuchtem Wiesengrund ; Sobald die Zubereitung gebrauchsfertig ist ; Die bereitete Arbeitsflüssigkeit ; gib den ausgepressten Saft hinzu ; koche es sanft ; Diese aktive Portion ; Diese aktive Portion ; Ein vorgeschriebenes Maß ; Diese aktive Portion	templates + anonymous register transition + exemplar tail	UNORDERED_SELECTED_MNEMONIC_BAG	SLOT_PARSE_NOT_LANGUAGE_GRAMMAR
H2-S002	H2	f10r	F004	1	1	FULLY_ANCHORED	BIND_WORKING_BATCH > FORMAL_LINK_ACTIVE_STATE > SELECT_PREVIOUS > FORMAL_LINK_ACTIVE_STATE > REQUEST_STANDARD_PARAMETER > PARAMETER_VALUE	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	vor der Blüte gesammelt ; Die bereitete Arbeitsflüssigkeit ; eine Handvoll ; Mit der vorigen Zubereitung weiter ; Aus dem vorigen Ansatz entnehmen ; Mit der vorigen Zubereitung weiter ; Ein vorgeschriebenes Maß ; Daraus, aus demselben Ansatz	templates + anonymous register transition + exemplar tail	UNORDERED_SELECTED_MNEMONIC_BAG	SLOT_PARSE_NOT_LANGUAGE_GRAMMAR
H2-S003	H2	f10r	F005	1	1	FULLY_ANCHORED	BIND_WORKING_BATCH > BIND_WORKING_BATCH	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I002	wenn sich die Blüte geöffnet hat ; Die bereitete Arbeitsflüssigkeit ; Die bereitete Arbeitsflüssigkeit ; Diese aktive Portion ; bis ein bitterer Geschmack bleibt ; Diese aktive Portion ; bewahre diesen Anteil unter Öl	templates + anonymous register transition + exemplar tail	UNORDERED_SELECTED_MNEMONIC_BAG	SLOT_PARSE_NOT_LANGUAGE_GRAMMAR
H3-S001	H3	f11r	F006	1	1	FULLY_ANCHORED	TEST_CLEAR_STATE	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	sammle die Wurzel im Frühjahr ; vom schattigen Waldort ; bevor sich die Blütenkrone öffnet ; presse die gequetschte Wurzel durch ein Tuch ; seihe die Flüssigkeit ein zweites Mal ; Bis die Flüssigkeit klar abläuft ; lasse die geseihte Flüssigkeit offen abkühlen	templates + anonymous register transition + exemplar tail	UNORDERED_SELECTED_MNEMONIC_BAG	SLOT_PARSE_NOT_LANGUAGE_GRAMMAR
H3-S002	H3	f11r	F007	1	0	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	behalte die Blütenkrone zurück	templates + anonymous register transition + exemplar tail	UNORDERED_SELECTED_MNEMONIC_BAG	SLOT_PARSE_NOT_LANGUAGE_GRAMMAR
H3-S003	H3	f11r	F008	1	1	FULLY_ANCHORED	REQUEST_STANDARD_PARAMETER > PARAMETER_VALUE	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	von diesem abgebildeten Simplex ; Diese aktive Portion ; binde es auf die geschwollene Stelle ; Diese aktive Portion ; Ein vorgeschriebenes Maß	templates + anonymous register transition + exemplar tail	UNORDERED_SELECTED_MNEMONIC_BAG	SLOT_PARSE_NOT_LANGUAGE_GRAMMAR
H3-S004	H3	f11r	F009	1	1	FULLY_ANCHORED	TEST_READY_STATE	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=H3:I001	bereite aus den Blättern einen warmen Umschlag ; lege ihn warm auf ; Sobald die Zubereitung gebrauchsfertig ist ; Diese aktive Portion	templates + anonymous register transition + exemplar tail	UNORDERED_SELECTED_MNEMONIC_BAG	SLOT_PARSE_NOT_LANGUAGE_GRAMMAR
H4-S001	H4	f55v	F010	1	1	FULLY_ANCHORED	FORMAL_SET_STANDARD_SLOT > PARAMETER_VALUE	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=H4:O01;ACTIVE_ITEM/PREPARATION=H4:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	beginne den nächsten abgemessenen Posten ; Ein vorgeschriebenes Maß ; koche das breite Blatt sanft ; in Weißwein ; lasse es ziehen, bis die Flüssigkeit klar ist	templates + anonymous register transition + exemplar tail	UNORDERED_SELECTED_MNEMONIC_BAG	SLOT_PARSE_NOT_LANGUAGE_GRAMMAR
