edge_id	locus	source_ordinals	target_action_ordinal	support_tier	relation_class	origin	portability	v73_change	status
C001	f105v.1	3	4	A_STRONG_LICENSED	WRITTEN_MATERIAL_OBJECT	GDT697_INHERITED	INHERITED_OCCURRENCE_BOUND	NONE	PASS_V73_10_ANA_WINDOWS__1_EXACT_STATE_ONLY_2_WORKING_STATE_LIKE_2_DEICTIC__1_UNIQUE_CANDIDATE_1_NEW_B_EDGE__C011_OCCURRENCE_BOUND__ZERO_WORD_DELTA
C002	f113v.17	6	7	A_STRONG_LICENSED	PORTION_SUBSET_CARRY	GDT697_INHERITED	INHERITED_OCCURRENCE_BOUND	NONE	PASS_V73_10_ANA_WINDOWS__1_EXACT_STATE_ONLY_2_WORKING_STATE_LIKE_2_DEICTIC__1_UNIQUE_CANDIDATE_1_NEW_B_EDGE__C011_OCCURRENCE_BOUND__ZERO_WORD_DELTA
C003	f75r.3	3	4	A_STRONG_LICENSED	EXPLICIT_PRECEDING_PORTION	GDT697_INHERITED	INHERITED_OCCURRENCE_BOUND	NONE	PASS_V73_10_ANA_WINDOWS__1_EXACT_STATE_ONLY_2_WORKING_STATE_LIKE_2_DEICTIC__1_UNIQUE_CANDIDATE_1_NEW_B_EDGE__C011_OCCURRENCE_BOUND__ZERO_WORD_DELTA
C004	f80v.35	3	5	A_STRONG_LICENSED	WRITTEN_DESTINATION_REFERENCE	GDT697_INHERITED	INHERITED_OCCURRENCE_BOUND	NONE	PASS_V73_10_ANA_WINDOWS__1_EXACT_STATE_ONLY_2_WORKING_STATE_LIKE_2_DEICTIC__1_UNIQUE_CANDIDATE_1_NEW_B_EDGE__C011_OCCURRENCE_BOUND__ZERO_WORD_DELTA
C005	f77r.38	5	6	A_STRONG_LICENSED	LEFT_WRITTEN_OBJECT	GDT697_INHERITED	INHERITED_OCCURRENCE_BOUND	NONE	PASS_V73_10_ANA_WINDOWS__1_EXACT_STATE_ONLY_2_WORKING_STATE_LIKE_2_DEICTIC__1_UNIQUE_CANDIDATE_1_NEW_B_EDGE__C011_OCCURRENCE_BOUND__ZERO_WORD_DELTA
C006	f86v6.25	4	5	A_MINUS_EXPLICIT_OUTPUT	MEASURED_SHARE_OUTPUT_CARRY	GDT697_INHERITED	INHERITED_OCCURRENCE_BOUND	NONE	PASS_V73_10_ANA_WINDOWS__1_EXACT_STATE_ONLY_2_WORKING_STATE_LIKE_2_DEICTIC__1_UNIQUE_CANDIDATE_1_NEW_B_EDGE__C011_OCCURRENCE_BOUND__ZERO_WORD_DELTA
C007	f86v6.25	2|3	4	B_WORKING_LOCAL	OUTPUT_LABEL_PLUS_SOURCE_TO_MEASURE	GDT697_INHERITED	INHERITED_OCCURRENCE_BOUND	NONE	PASS_V73_10_ANA_WINDOWS__1_EXACT_STATE_ONLY_2_WORKING_STATE_LIKE_2_DEICTIC__1_UNIQUE_CANDIDATE_1_NEW_B_EDGE__C011_OCCURRENCE_BOUND__ZERO_WORD_DELTA
C008	f80v.35	3	6	B_WORKING_LOCAL	REPEATED_QOL_DESTINATION_CARRY	GDT697_INHERITED	INHERITED_OCCURRENCE_BOUND	NONE	PASS_V73_10_ANA_WINDOWS__1_EXACT_STATE_ONLY_2_WORKING_STATE_LIKE_2_DEICTIC__1_UNIQUE_CANDIDATE_1_NEW_B_EDGE__C011_OCCURRENCE_BOUND__ZERO_WORD_DELTA
C009	f104v.2	4|5	6	B_WORKING_LOCAL	MEASURE_SUBSET_CARRY	GDT697_INHERITED	INHERITED_OCCURRENCE_BOUND	NONE	PASS_V73_10_ANA_WINDOWS__1_EXACT_STATE_ONLY_2_WORKING_STATE_LIKE_2_DEICTIC__1_UNIQUE_CANDIDATE_1_NEW_B_EDGE__C011_OCCURRENCE_BOUND__ZERO_WORD_DELTA
C010	f86v5.24	1	3	B_WORKING_LOCAL	YKA_DEGREE_SISTER_TYPED_MATERIAL_CARRY	GDT699_INHERITED	OCCURRENCE_BOUND_ONLY	NONE	PASS_V73_10_ANA_WINDOWS__1_EXACT_STATE_ONLY_2_WORKING_STATE_LIKE_2_DEICTIC__1_UNIQUE_CANDIDATE_1_NEW_B_EDGE__C011_OCCURRENCE_BOUND__ZERO_WORD_DELTA
C011	f26r.2	4	6	B_WORKING_LOCAL	ACTION_OUTPUT_ACROSS_ONE_STATE_CHECKPOINT	NEW_GDT700	OCCURRENCE_BOUND_ONLY	ADD_ONE_EDGE	PASS_V73_10_ANA_WINDOWS__1_EXACT_STATE_ONLY_2_WORKING_STATE_LIKE_2_DEICTIC__1_UNIQUE_CANDIDATE_1_NEW_B_EDGE__C011_OCCURRENCE_BOUND__ZERO_WORD_DELTA
