rank	folio_a	folio_b	sign_a	sign_b	cosine	reason
1	f9	f93	-1	-1	0.286557035014	NULL_DELTA_PAIR_AT_LEAST_AS_ALIGNED_AS_VISUAL_PAIR
2	f9	f93	1	1	0.286557035014	NULL_DELTA_PAIR_AT_LEAST_AS_ALIGNED_AS_VISUAL_PAIR
3	f8	f44	-1	-1	0.283459593138	NULL_DELTA_PAIR_AT_LEAST_AS_ALIGNED_AS_VISUAL_PAIR
4	f8	f44	1	1	0.283459593138	NULL_DELTA_PAIR_AT_LEAST_AS_ALIGNED_AS_VISUAL_PAIR
5	f2	f36	-1	-1	0.266378032766	NULL_DELTA_PAIR_AT_LEAST_AS_ALIGNED_AS_VISUAL_PAIR
6	f2	f36	1	1	0.266378032766	NULL_DELTA_PAIR_AT_LEAST_AS_ALIGNED_AS_VISUAL_PAIR
7	f23	f30	-1	-1	0.265314868473	NULL_DELTA_PAIR_AT_LEAST_AS_ALIGNED_AS_VISUAL_PAIR
8	f23	f30	1	1	0.265314868473	NULL_DELTA_PAIR_AT_LEAST_AS_ALIGNED_AS_VISUAL_PAIR
9	f15	f87	-1	1	0.235801014765	NULL_DELTA_PAIR_AT_LEAST_AS_ALIGNED_AS_VISUAL_PAIR
10	f15	f87	1	-1	0.235801014765	NULL_DELTA_PAIR_AT_LEAST_AS_ALIGNED_AS_VISUAL_PAIR
11	f9	f52	-1	1	0.235298018683	NULL_DELTA_PAIR_AT_LEAST_AS_ALIGNED_AS_VISUAL_PAIR
12	f9	f52	1	-1	0.235298018683	NULL_DELTA_PAIR_AT_LEAST_AS_ALIGNED_AS_VISUAL_PAIR
13	f10	f44	-1	-1	0.234291855402	NULL_DELTA_PAIR_AT_LEAST_AS_ALIGNED_AS_VISUAL_PAIR
14	f10	f44	1	1	0.234291855402	NULL_DELTA_PAIR_AT_LEAST_AS_ALIGNED_AS_VISUAL_PAIR
15	f51	f96	-1	1	0.228692804005	NULL_DELTA_PAIR_AT_LEAST_AS_ALIGNED_AS_VISUAL_PAIR
16	f51	f96	1	-1	0.228692804005	NULL_DELTA_PAIR_AT_LEAST_AS_ALIGNED_AS_VISUAL_PAIR
17	f6	f19	-1	-1	0.227146262814	NULL_DELTA_PAIR_AT_LEAST_AS_ALIGNED_AS_VISUAL_PAIR
18	f6	f19	1	1	0.227146262814	NULL_DELTA_PAIR_AT_LEAST_AS_ALIGNED_AS_VISUAL_PAIR
19	f18	f45	-1	-1	0.226085546916	NULL_DELTA_PAIR_AT_LEAST_AS_ALIGNED_AS_VISUAL_PAIR
20	f18	f45	1	1	0.226085546916	NULL_DELTA_PAIR_AT_LEAST_AS_ALIGNED_AS_VISUAL_PAIR
