event_id	page	record	statement_id	card_no	surface	component_parse	atomic_card_value_de	section_local_partition	semantic_learning_rule	event_reading_complete
E001	f10r	H1	H1-S001	PROC001	dchey	CH+E+Y	diesen Posten kurz abziehen	LOCAL_SINGLETON_COMPOSITION	GENERATE_FROM_COMPONENTS	YES
E002	f10r	H1	H1-S001	PROC002	cthoor	CTH+O+OR	bereit · Arbeitsgang · Ansatz	LOCAL_SINGLETON_COMPOSITION	GENERATE_FROM_COMPONENTS	YES
E005	f10r	H1	H1-S001	PROC005	os	OS	Arbeitsfach	LOCAL_SPECIALIST_WHOLE_OR_ATOM	LEARN_ONE_SPECIALIST_VALUE	YES
E006	f10r	H1	H1-S001	PROC006	chair	CH+AIR	den laufenden Posten durch laufender Bestand abziehen	LOCAL_SINGLETON_COMPOSITION	GENERATE_FROM_COMPONENTS	YES
E007	f10r	H1	H1-S001	PROC007	otytchol	OT+Y+T+CH+OL	danach fortsetzen diesen Posten eintragen und abziehen	LOCAL_SINGLETON_COMPOSITION	GENERATE_FROM_COMPONENTS	YES
E010	f10r	H1	H1-S001	PROC010	etyd	E+T+Y	diesen Posten kurz eintragen	LOCAL_SINGLETON_COMPOSITION	GENERATE_FROM_COMPONENTS	YES
E011	f10r	H1	H1-S002	PROC011	qokchy	OK+Y	den aktuellen Posten in Einsatz bringen	LOCAL_RECURRENT_COMPOSITION	GENERATE_FROM_COMPONENTS	YES
E012	f10r	H1	H1-S002	PROC012	qotchol	OT+CH+OL	danach fortsetzen den laufenden Posten abziehen	LOCAL_SINGLETON_COMPOSITION	GENERATE_FROM_COMPONENTS	YES
E015	f10r	H2	H2-S001	PROC015	ycheor	Y+CH+E+OR	diesen Posten kurz abziehen	LOCAL_SINGLETON_COMPOSITION	GENERATE_FROM_COMPONENTS	YES
E018	f10r	H2	H2-S001	PROC017	cthaiin	CTH+AIIN	bereit · vorgeschriebenes Maß	LOCAL_SINGLETON_COMPOSITION	GENERATE_FROM_COMPONENTS	YES
E019	f10r	H2	H2-S001	PROC018	qoctholy	O+CTH+OL+Y	Arbeitsgang · bereit · fortsetzen · dieser Posten	LOCAL_SINGLETON_COMPOSITION	GENERATE_FROM_COMPONENTS	YES
E024	f10r	H2	H2-S002	PROC020	qotchor	OT+CH+OR	danach den Ansatz abziehen	LOCAL_RECURRENT_COMPOSITION	GENERATE_FROM_COMPONENTS	YES
E026	f10r	H2	H2-S002	PROC021	otol	OT+OL	danach · fortsetzen	LOCAL_SINGLETON_COMPOSITION	GENERATE_FROM_COMPONENTS	YES
E032	f10r	H2	H2-S003	PROC023	oykchor	O+Y+K+OR	diesen Posten zuführen	LOCAL_SINGLETON_COMPOSITION	GENERATE_FROM_COMPONENTS	YES
E036	f10r	H2	H2-S003	PROC024	kaiiin	K+IIN	den laufenden Posten zuführen bis Sollstufe	LOCAL_SINGLETON_COMPOSITION	GENERATE_FROM_COMPONENTS	YES
E038	f10r	H2	H2-S003	PROC025	chodaiin	CH+O+AIIN	den Arbeitsgang nach vorgeschriebenes Maß abziehen	LOCAL_SINGLETON_COMPOSITION	GENERATE_FROM_COMPONENTS	YES
E039	f11r	H3	H3-S001	PROC026	tshol	T+SH+OL	fortsetzen den laufenden Posten eintragen und halten	LOCAL_SINGLETON_COMPOSITION	GENERATE_FROM_COMPONENTS	YES
E040	f11r	H3	H3-S001	PROC027	schoal	SH+O+AL	den Arbeitsgang an bezeichnete Stelle halten	LOCAL_SINGLETON_COMPOSITION	GENERATE_FROM_COMPONENTS	YES
E041	f11r	H3	H3-S001	PROC028	cfhy	CFH+Y	diesen Posten auswringen	LOCAL_SPECIALIST_WHOLE_OR_ATOM	LEARN_ONE_SPECIALIST_VALUE	YES
E042	f11r	H3	H3-S001	PROC029	shfydaiin	SH+Y+AIIN	diesen Posten nach vorgeschriebenes Maß halten	LOCAL_SINGLETON_COMPOSITION	GENERATE_FROM_COMPONENTS	YES
E043	f11r	H3	H3-S001	PROC030	cphy	P+Y	diesen Posten hineingeben	LOCAL_SINGLETON_COMPOSITION	GENERATE_FROM_COMPONENTS	YES
