replay_id	neighbor_id	context_id	source_recipe	mutation_family	target_recipe	target_is_exact_catalog_key	neutral_identity_route	context_identity_route	identity_route_unchanged	incoming_action	incoming_argument	scope_incoming_action	next_recipe	context_occurrence_count	context_event_ids	neutral_factor_gate_status	context_factor_gate_status	neutral_execution_decision	context_execution_decision	decision_transition	neutral_blocked_factor_rules	context_blocked_factor_rules	context_execution_route	outgoing_action	outgoing_argument	stop_preserves_state	source_identity_used_for_target	meaning_revision	surface_prediction	occurrence_prediction
G448-R055001	G447-N16521	G448-C2204	OK+EE+AL	SAME_CLASS_SUBSTITUTION	OK+EE+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	S	AIIN	S	OK+E+D_ADDR	1	G407-E1898	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	OK	AIIN	YES	NO	NO	NO	NO
G448-R055002	G447-N16522	G448-C2203	OK+EE+AL	SAME_CLASS_SUBSTITUTION	OK+EE+L	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	K	AIIN	K	AIIN	1	G407-E2990	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	OK	AIIN	YES	NO	NO	NO	NO
G448-R055003	G447-N16522	G448-C2204	OK+EE+AL	SAME_CLASS_SUBSTITUTION	OK+EE+L	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	S	AIIN	S	OK+E+D_ADDR	1	G407-E1898	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	OK	AIIN	YES	NO	NO	NO	NO
G448-R055004	G447-N16523	G448-C2203	OK+EE+AL	SAME_CLASS_SUBSTITUTION	OK+EEE+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	K	AIIN	K	AIIN	1	G407-E2990	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	OK	AIIN	YES	NO	NO	NO	NO
G448-R055005	G447-N16523	G448-C2204	OK+EE+AL	SAME_CLASS_SUBSTITUTION	OK+EEE+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	S	AIIN	S	OK+E+D_ADDR	1	G407-E1898	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	OK	AIIN	YES	NO	NO	NO	NO
G448-R055006	G447-N16537	G448-C2205	OK+EE+DY	SAME_CLASS_SUBSTITUTION	OK+E+DY	YES	IDENTITY_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	YES	CH	AIIN	CH	NONE	1	G407-E2485	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	OK	AIIN	YES	NO	NO	NO	NO
G448-R055007	G447-N16537	G448-C2206	OK+EE+DY	SAME_CLASS_SUBSTITUTION	OK+E+DY	YES	IDENTITY_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	YES	CH	Y	CH	NONE	2	G407-E2617|G407-E2806	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	OK	Y	YES	NO	NO	NO	NO
G448-R055008	G447-N16537	G448-C2207	OK+EE+DY	SAME_CLASS_SUBSTITUTION	OK+E+DY	YES	IDENTITY_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	YES	CHD	AIIN	CHD	NONE	1	G407-E2429	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	OK	AIIN	YES	NO	NO	NO	NO
G448-R055009	G447-N16537	G448-C2208	OK+EE+DY	SAME_CLASS_SUBSTITUTION	OK+E+DY	YES	IDENTITY_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	YES	CHD	OR	NONE	NONE	1	G407-E2544	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	OK	OR	YES	NO	NO	NO	NO
G448-R055010	G447-N16537	G448-C2209	OK+EE+DY	SAME_CLASS_SUBSTITUTION	OK+E+DY	YES	IDENTITY_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	YES	CHD	Y	CHD	NONE	6	G407-E1884|G407-E3209|G407-E3292|G407-E3508|G407-E3579|G407-E3688	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	READ	READ	UNCHANGED	NONE	NONE	EXECUTE_KNOWN_FACTORS_GREEN	OK	Y	YES	NO	NO	NO	NO
