replay_id	neighbor_id	context_id	source_recipe	mutation_family	target_recipe	target_is_exact_catalog_key	neutral_identity_route	context_identity_route	identity_route_unchanged	incoming_action	incoming_argument	scope_incoming_action	next_recipe	context_occurrence_count	context_event_ids	neutral_factor_gate_status	context_factor_gate_status	neutral_execution_decision	context_execution_decision	decision_transition	neutral_blocked_factor_rules	context_blocked_factor_rules	context_execution_route	outgoing_action	outgoing_argument	stop_preserves_state	source_identity_used_for_target	meaning_revision	surface_prediction	occurrence_prediction
G448-R020001	G447-N02532	G448-C0527	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	CH+T+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	K	Y	K	SH+OL	1	G407-E0650	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:T>T	PAIR:T>T	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	K	Y	YES	NO	NO	NO	NO
G448-R020002	G447-N02532	G448-C0528	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	CH+T+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	OK	AIIN	NONE	NONE	1	G407-E4576	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:T>T	PAIR:T>T	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	OK	AIIN	YES	NO	NO	NO	NO
G448-R020003	G447-N02532	G448-C0529	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	CH+T+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	OK	AIIN	OK	L+CHD+DY	1	G407-E2546	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:T>T	PAIR:T>T	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	OK	AIIN	YES	NO	NO	NO	NO
G448-R020004	G447-N02532	G448-C0530	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	CH+T+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	OK	AIN	OK	OK+EE+DY	1	G407-E1474	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:T>T	PAIR:T>T	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	OK	AIN	YES	NO	NO	NO	NO
G448-R020005	G447-N02532	G448-C0531	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	CH+T+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	OK	AIN	OK	OT+E+Y	1	G407-E2762	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:T>T	PAIR:T>T	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	OK	AIN	YES	NO	NO	NO	NO
G448-R020006	G447-N02532	G448-C0532	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	CH+T+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	OK	AIN	OK	Y+K+EE+D_ADDR+Y	1	G407-E2741	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:T>T	PAIR:T>T	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	OK	AIN	YES	NO	NO	NO	NO
G448-R020007	G447-N02532	G448-C0533	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	CH+T+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	OK	Y	OK	OK+E+OL	1	G407-E2172	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:T>T	PAIR:T>T	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	OK	Y	YES	NO	NO	NO	NO
G448-R020008	G447-N02532	G448-C0534	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	CH+T+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	SH	Y	NONE	Y+T+AR	1	G407-E2901	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:T>T	PAIR:T>T	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	SH	Y	YES	NO	NO	NO	NO
G448-R020009	G447-N02532	G448-C0535	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	CH+T+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	T	Y	T	D_ADDR+AR	1	G407-E0561	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:T>T	PAIR:T>T	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	T	Y	YES	NO	NO	NO	NO
G448-R020010	G447-N02533	G448-C0523	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	CHD+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	CH	AIIN	CH	CH+T+O	1	G407-E0246	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:CHD>CH	PAIR:CHD>CH	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	CH	AIIN	YES	NO	NO	NO	NO
G448-R020011	G447-N02533	G448-C0524	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	CHD+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	CHD	Y	CHD	CH+K+Y	1	G407-E2178	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:CHD>CH	PAIR:CHD>CH	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	CHD	Y	YES	NO	NO	NO	NO
G448-R020012	G447-N02533	G448-C0525	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	CHD+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	CHD	Y	NONE	L+O	1	G407-E1495	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:CHD>CH	PAIR:CHD>CH	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	CHD	Y	YES	NO	NO	NO	NO
G448-R020013	G447-N02533	G448-C0526	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	CHD+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	K	AIIN	K	OK+AIIN	1	G407-E2965	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:CHD>CH	PAIR:CHD>CH	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	K	AIIN	YES	NO	NO	NO	NO
G448-R020014	G447-N02533	G448-C0527	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	CHD+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	K	Y	K	SH+OL	1	G407-E0650	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:CHD>CH	PAIR:CHD>CH	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	K	Y	YES	NO	NO	NO	NO
G448-R020015	G447-N02533	G448-C0528	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	CHD+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	OK	AIIN	NONE	NONE	1	G407-E4576	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:CHD>CH	PAIR:CHD>CH	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	OK	AIIN	YES	NO	NO	NO	NO
G448-R020016	G447-N02533	G448-C0529	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	CHD+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	OK	AIIN	OK	L+CHD+DY	1	G407-E2546	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:CHD>CH	PAIR:CHD>CH	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	OK	AIIN	YES	NO	NO	NO	NO
G448-R020017	G447-N02533	G448-C0530	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	CHD+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	OK	AIN	OK	OK+EE+DY	1	G407-E1474	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:CHD>CH	PAIR:CHD>CH	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	OK	AIN	YES	NO	NO	NO	NO
G448-R020018	G447-N02533	G448-C0531	CH+CH+T+Y	SAME_CLASS_SUBSTITUTION	CHD+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	IDENTITY_NEW_VISIBLE_RECIPE	YES	OK	AIN	OK	OT+E+Y	1	G407-E2762	STOP__UNLICENSED_FACTOR	STOP__UNLICENSED_FACTOR	STOP	STOP	UNCHANGED	PAIR:CHD>CH	PAIR:CHD>CH	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	OK	AIN	YES	NO	NO	NO	NO
