record	locus	position	source	word	version	role	qualification	render	row_status
F83_P1	f83r.1	1	f83r.1:1	tchedy	K	OPEN	NA	[tchedy — offen]	recorded
F83_P1	f83r.1	2	f83r.1:2	lpchedy	K	OPEN	NA	[lpchedy — offen]	recorded
F83_P1	f83r.1	3	f83r.1:3	opedy	K	OPEN	NA	[opedy — offen]	recorded
F83_P1	f83r.1	4	f83r.1:4	chepol	K	OPEN	NA	[chepol — offen]	recorded
F83_P1	f83r.1	5	f83r.1:5	pchedar	K	OPEN	NA	[pchedar — offen]	recorded
F83_P1	f83r.1	6	f83r.1:6	shedy	K	MATERIAL	UNKNOWN	Flüssigkeit	recorded
F83_P1	f83r.1	7	f83r.1:7	qopchedy	K	OPEN	NA	[qopchedy — offen]	recorded
F83_P1	f83r.2	1	f83r.2:1	sol	K	MATERIAL	UNKNOWN	Ansatz [Qualifikation offen]	recorded
F83_P1	f83r.2	2	f83r.2:2	cheey	K	OPEN	NA	[cheey — offen]	recorded
F83_P1	f83r.2	3	f83r.2:3	qokaiin	K	DESTINATION	NA	Gefäß	recorded
F83_P1	f83r.2	4	f83r.2:4	shol	K	OPEN	NA	[shol — offen]	recorded
F83_P1	f83r.2	5	f83r.2:5	lchs	K	OPEN	NA	[lchs — offen]	recorded
F83_P1	f83r.2	6	f83r.2:6	shey	K	OPEN	NA	[shey — offen]	recorded
F83_P1	f83r.2	7	f83r.2:7	qoteedy	K	OPEN	NA	[qoteedy — offen]	recorded
F83_P1	f83r.2	8	f83r.2:8	rches	K	OPEN	NA	[rches — offen]	recorded
F83_P1	f83r.2	9	f83r.2:9	ar	K	OPEN	NA	[ar — offen]	recorded
F83_P1	f83r.2	10	f83r.2:10	chedy	K	ACTION	NA	erwärme Ansatz [Qualifikation offen]	recorded
F83_P1	f83r.2	11	f83r.2:11	dor	K	OPEN	NA	[dor — offen]	recorded
F83_P1	f83r.3	1	f83r.3:1	olkeedy	K	OPEN	NA	[olkeedy — offen]	recorded
F83_P1	f83r.3	2	f83r.3:2	qotal	K	OPEN	NA	[qotal — offen]	recorded
F83_P1	f83r.3	3	f83r.3:3	chkeedy	K	OPEN	NA	[chkeedy — offen]	recorded
F83_P1	f83r.3	4	f83r.3:4	chey	K	OPEN	NA	[chey — offen]	recorded
F83_P1	f83r.3	5	f83r.3:5	daiin	K	OPEN	NA	[daiin — offen]	recorded
F83_P1	f83r.3	6	f83r.3:6	chey	K	OPEN	NA	[chey — offen]	recorded
F83_P1	f83r.3	7	f83r.3:7	lchedy	K	MATERIAL	UNKNOWN	Zusatzstoff	recorded
F83_P1	f83r.3	8	f83r.3:8	qokaiin	K	DESTINATION	NA	Gefäß	recorded
