event_id	page	record	locus	card_no	component_parse	renderer_source	renderer_rule	final_surface	surface_roundtrip	free_choice
E001	f10r	H1	f10r.2	PROC001	CH+E+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	dchey	YES	NO
E002	f10r	H1	f10r.2	PROC002	CTH+O+OR	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cthoor	YES	NO
E003	f10r	H1	f10r.2	PROC003	AR	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	char	YES	NO
E004	f10r	H1	f10r.2	PROC004	T+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chty	YES	NO
E005	f10r	H1	f10r.2	PROC005	OS	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	os	YES	NO
E006	f10r	H1	f10r.2	PROC006	CH+AIR	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chair	YES	NO
E007	f10r	H1	f10r.2	PROC007	OT+Y+T+CH+OL	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	otytchol	YES	NO
E008	f10r	H1	f10r.2	PROC008	OK+Y	UNIFORM_LOCUS_STAMP	WP17	oky	YES	NO
E009	f10r	H1	f10r.2	PROC009	AIIN	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	daiin	YES	NO
E010	f10r	H1	f10r.2	PROC010	E+T+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	etyd	YES	NO
E011	f10r	H1	f10r.5	PROC011	OK+Y	UNIFORM_LOCUS_STAMP	WP11	qokchy	YES	NO
E012	f10r	H1	f10r.5	PROC012	OT+CH+OL	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qotchol	YES	NO
E013	f10r	H1	f10r.5	PROC013	OL	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chol	YES	NO
E014	f10r	H1	f10r.5	PROC014	CTH+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cthy	YES	NO
E015	f10r	H2	f10r.6	PROC015	Y+CH+E+OR	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ycheor	YES	NO
E016	f10r	H2	f10r.6	PROC014	CTH+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cthy	YES	NO
E017	f10r	H2	f10r.6	PROC016	OR	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chor	YES	NO
E018	f10r	H2	f10r.6	PROC017	CTH+AIIN	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cthaiin	YES	NO
E019	f10r	H2	f10r.6	PROC018	O+CTH+OL+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qoctholy	YES	NO
E020	f10r	H2	f10r.6	PROC019	Y	FORMULA_CADENCE_RULE	FC01	dy	YES	NO
E021	f10r	H2	f10r.6	PROC019	Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chy	YES	NO
E022	f10r	H2	f10r.6	PROC009	AIIN	FORMULA_CADENCE_RULE	FC01	taiin	YES	NO
E023	f10r	H2	f10r.6	PROC019	Y	FORMULA_CADENCE_RULE	FC01	shy	YES	NO
E024	f10r	H2	f10r.8	PROC020	OT+CH+OR	FORMULA_CADENCE_RULE	FC02	qotchor	YES	NO
E025	f10r	H2	f10r.8	PROC016	OR	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chor	YES	NO
E026	f10r	H2	f10r.8	PROC021	OT+OL	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	otol	YES	NO
E027	f10r	H2	f10r.8	PROC013	OL	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chol	YES	NO
E028	f10r	H2	f10r.8	PROC022	OL+OR	FORMULA_CADENCE_RULE	FC02	cholor	YES	NO
E029	f10r	H2	f10r.8	PROC013	OL	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chol	YES	NO
E030	f10r	H2	f10r.8	PROC009	AIIN	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	daiin	YES	NO
E031	f10r	H2	f10r.8	PROC003	AR	AUTOMATIC_CONTEXT_RULE	WR04	dar	YES	NO
E032	f10r	H2	f10r.9	PROC023	O+Y+K+OR	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	oykchor	YES	NO
E033	f10r	H2	f10r.9	PROC016	OR	FORMULA_CADENCE_RULE	FC03	shor	YES	NO
E034	f10r	H2	f10r.9	PROC016	OR	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chor	YES	NO
E035	f10r	H2	f10r.9	PROC019	Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chy	YES	NO
E036	f10r	H2	f10r.9	PROC024	K+IIN	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	kaiiin	YES	NO
E037	f10r	H2	f10r.9	PROC019	Y	FORMULA_CADENCE_RULE	FC03	dy	YES	NO
E038	f10r	H2	f10r.9	PROC025	CH+O+AIIN	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chodaiin	YES	NO
E039	f11r	H3	f11r.1	PROC026	T+SH+OL	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	tshol	YES	NO
E040	f11r	H3	f11r.1	PROC027	SH+O+AL	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	schoal	YES	NO
E041	f11r	H3	f11r.1	PROC028	CFH+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cfhy	YES	NO
E042	f11r	H3	f11r.1	PROC029	SH+Y+AIIN	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	shfydaiin	YES	NO
E043	f11r	H3	f11r.1	PROC030	P+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cphy	YES	NO
E044	f11r	H3	f11r.1	PROC031	SH+EE+Y	AUTOMATIC_CONTEXT_RULE	WR03	shey	YES	NO
E045	f11r	H3	f11r.1	PROC032	T+CH+O+DY	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	tchody	YES	NO
E046	f11r	H3	f11r.1	PROC033	SH+O+Y+T+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	shoyty	YES	NO
E047	f11r	H3	f11r.4	PROC034	OL	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	dchol	YES	NO
E048	f11r	H3	f11r.4	PROC019	Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chy	YES	NO
E049	f11r	H3	f11r.4	PROC035	K+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	kchy	YES	NO
E050	f11r	H3	f11r.4	PROC019	Y	UNIFORM_LOCUS_STAMP	WP08	dy	YES	NO
E051	f11r	H3	f11r.4	PROC009	AIIN	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	daiin	YES	NO
E052	f11r	H3	f11r.7	PROC036	OT+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qotchy	YES	NO
E053	f11r	H3	f11r.7	PROC037	OK+OL	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	okchol	YES	NO
E054	f11r	H3	f11r.7	PROC014	CTH+Y	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cthy	YES	NO
E055	f11r	H3	f11r.7	PROC019	Y	UNIFORM_LOCUS_STAMP	WP08	dy	YES	NO
