tile_id	page	role	label_id	label	x	y	annotator	note
f76r_B1L	f76r	calibration	f76r_B1L_I1	ink	42	34	visual_A	Visually clear writing-core centerpixel; not a patch label.
f76r_B1L	f76r	calibration	f76r_B1L_I2	ink	116	45	visual_A	Visually clear writing-core centerpixel; not a patch label.
f76r_B1L	f76r	calibration	f76r_B1L_I3	ink	161	92	visual_A	Visually clear writing-core centerpixel; not a patch label.
f76r_B1L	f76r	calibration	f76r_B1L_I4	ink	82	165	visual_A	Visually clear writing-core centerpixel; not a patch label.
f76r_B1L	f76r	calibration	f76r_B1L_P1	paper	70	40	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f76r_B1L	f76r	calibration	f76r_B1L_P2	paper	136	70	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f76r_B1L	f76r	calibration	f76r_B1L_P3	paper	113	117	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f76r_B1L	f76r	calibration	f76r_B1L_P4	paper	132	170	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f76r_B1R	f76r	calibration	f76r_B1R_I1	ink	34	43	visual_A	Visually clear writing-core centerpixel; not a patch label.
f76r_B1R	f76r	calibration	f76r_B1R_I2	ink	85	44	visual_A	Visually clear writing-core centerpixel; not a patch label.
f76r_B1R	f76r	calibration	f76r_B1R_I3	ink	98	104	visual_A	Visually clear writing-core centerpixel; not a patch label.
f76r_B1R	f76r	calibration	f76r_B1R_I4	ink	162	167	visual_A	Visually clear writing-core centerpixel; not a patch label.
f76r_B1R	f76r	calibration	f76r_B1R_P1	paper	62	23	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f76r_B1R	f76r	calibration	f76r_B1R_P2	paper	136	63	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f76r_B1R	f76r	calibration	f76r_B1R_P3	paper	66	128	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f76r_B1R	f76r	calibration	f76r_B1R_P4	paper	119	175	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f76r_B2L	f76r	calibration	f76r_B2L_I1	ink	35	45	visual_A	Visually clear writing-core centerpixel; not a patch label.
f76r_B2L	f76r	calibration	f76r_B2L_I2	ink	155	51	visual_A	Visually clear writing-core centerpixel; not a patch label.
f76r_B2L	f76r	calibration	f76r_B2L_I3	ink	132	102	visual_A	Visually clear writing-core centerpixel; not a patch label.
f76r_B2L	f76r	calibration	f76r_B2L_I4	ink	72	175	visual_A	Visually clear writing-core centerpixel; not a patch label.
f76r_B2L	f76r	calibration	f76r_B2L_P1	paper	88	35	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f76r_B2L	f76r	calibration	f76r_B2L_P2	paper	143	70	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f76r_B2L	f76r	calibration	f76r_B2L_P3	paper	98	136	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f76r_B2L	f76r	calibration	f76r_B2L_P4	paper	96	165	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f76r_B2R	f76r	calibration	f76r_B2R_I1	ink	49	54	visual_A	Visually clear writing-core centerpixel; not a patch label.
f76r_B2R	f76r	calibration	f76r_B2R_I2	ink	89	60	visual_A	Visually clear writing-core centerpixel; not a patch label.
f76r_B2R	f76r	calibration	f76r_B2R_I3	ink	138	110	visual_A	Visually clear writing-core centerpixel; not a patch label.
f76r_B2R	f76r	calibration	f76r_B2R_I4	ink	86	174	visual_A	Visually clear writing-core centerpixel; not a patch label.
f76r_B2R	f76r	calibration	f76r_B2R_P1	paper	70	22	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f76r_B2R	f76r	calibration	f76r_B2R_P2	paper	120	71	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f76r_B2R	f76r	calibration	f76r_B2R_P3	paper	109	137	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f76r_B2R	f76r	calibration	f76r_B2R_P4	paper	136	159	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f76r_B3L	f76r	calibration	f76r_B3L_I1	ink	59	53	visual_A	Visually clear writing-core centerpixel; not a patch label.
f76r_B3L	f76r	calibration	f76r_B3L_I2	ink	85	95	visual_A	Visually clear writing-core centerpixel; not a patch label.
f76r_B3L	f76r	calibration	f76r_B3L_I3	ink	67	151	visual_A	Visually clear writing-core centerpixel; not a patch label.
f76r_B3L	f76r	calibration	f76r_B3L_I4	ink	123	163	visual_A	Visually clear writing-core centerpixel; not a patch label.
f76r_B3L	f76r	calibration	f76r_B3L_P1	paper	29	45	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f76r_B3L	f76r	calibration	f76r_B3L_P2	paper	143	72	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f76r_B3L	f76r	calibration	f76r_B3L_P3	paper	89	127	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f76r_B3L	f76r	calibration	f76r_B3L_P4	paper	150	144	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f76r_B3R	f76r	calibration	f76r_B3R_I1	ink	76	57	visual_A	Visually clear writing-core centerpixel; not a patch label.
f76r_B3R	f76r	calibration	f76r_B3R_I2	ink	102	42	visual_A	Visually clear writing-core centerpixel; not a patch label.
f76r_B3R	f76r	calibration	f76r_B3R_I3	ink	27	86	visual_A	Visually clear writing-core centerpixel; not a patch label.
f76r_B3R	f76r	calibration	f76r_B3R_I4	ink	167	148	visual_A	Visually clear writing-core centerpixel; not a patch label.
f76r_B3R	f76r	calibration	f76r_B3R_P1	paper	20	22	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f76r_B3R	f76r	calibration	f76r_B3R_P2	paper	127	67	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f76r_B3R	f76r	calibration	f76r_B3R_P3	paper	93	109	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f76r_B3R	f76r	calibration	f76r_B3R_P4	paper	79	158	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f77r_B1L	f77r	calibration	f77r_B1L_I1	ink	42	43	visual_A	Visually clear writing-core centerpixel; not a patch label.
f77r_B1L	f77r	calibration	f77r_B1L_I2	ink	91	51	visual_A	Visually clear writing-core centerpixel; not a patch label.
f77r_B1L	f77r	calibration	f77r_B1L_I3	ink	158	106	visual_A	Visually clear writing-core centerpixel; not a patch label.
f77r_B1L	f77r	calibration	f77r_B1L_I4	ink	72	148	visual_A	Visually clear writing-core centerpixel; not a patch label.
f77r_B1L	f77r	calibration	f77r_B1L_P1	paper	49	19	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f77r_B1L	f77r	calibration	f77r_B1L_P2	paper	81	71	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f77r_B1L	f77r	calibration	f77r_B1L_P3	paper	70	116	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f77r_B1L	f77r	calibration	f77r_B1L_P4	paper	124	156	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f77r_B1R	f77r	calibration	f77r_B1R_I1	ink	29	59	visual_A	Visually clear writing-core centerpixel; not a patch label.
f77r_B1R	f77r	calibration	f77r_B1R_I2	ink	123	73	visual_A	Visually clear writing-core centerpixel; not a patch label.
f77r_B1R	f77r	calibration	f77r_B1R_I3	ink	60	124	visual_A	Visually clear writing-core centerpixel; not a patch label.
f77r_B1R	f77r	calibration	f77r_B1R_I4	ink	57	175	visual_A	Visually clear writing-core centerpixel; not a patch label.
f77r_B1R	f77r	calibration	f77r_B1R_P1	paper	71	25	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f77r_B1R	f77r	calibration	f77r_B1R_P2	paper	96	84	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f77r_B1R	f77r	calibration	f77r_B1R_P3	paper	130	121	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f77r_B1R	f77r	calibration	f77r_B1R_P4	paper	125	173	visual_A	Visibly blank local parchment centerpixel; ordinary texture retained.
f77r_B2L	f77r	calibration	f77r_B2L_I1	ink	43	37	visual_A	Visually clear writing-core centerpixel; not a patch label.
