tile_id	page	role	label_id	label	x	y	annotator	note
f81r_B1L	f81r	held_labels	f81r_B1L_I1	ink	28	42	visual_B	Visually selected dense writing core; center pixel only.
f81r_B1L	f81r	held_labels	f81r_B1L_I2	ink	104	48	visual_B	Visually selected dense writing core; center pixel only.
f81r_B1L	f81r	held_labels	f81r_B1L_I3	ink	140	106	visual_B	Visually selected dense writing core; center pixel only.
f81r_B1L	f81r	held_labels	f81r_B1L_I4	ink	160	158	visual_B	Visually selected dense writing core; center pixel only.
f81r_B1L	f81r	held_labels	f81r_B1L_P1	paper	35	53	visual_B	Visually selected nearby paper with native texture; center pixel only.
f81r_B1L	f81r	held_labels	f81r_B1L_P2	paper	110	61	visual_B	Visually selected nearby paper with native texture; center pixel only.
f81r_B1L	f81r	held_labels	f81r_B1L_P3	paper	126	109	visual_B	Visually selected nearby paper with native texture; center pixel only.
f81r_B1L	f81r	held_labels	f81r_B1L_P4	paper	150	170	visual_B	Visually selected nearby paper with native texture; center pixel only.
f81r_B1R	f81r	held_labels	f81r_B1R_I1	ink	63	14	visual_B	Visually selected dense writing core; center pixel only.
f81r_B1R	f81r	held_labels	f81r_B1R_I2	ink	42	53	visual_B	Visually selected dense writing core; center pixel only.
f81r_B1R	f81r	held_labels	f81r_B1R_I3	ink	100	60	visual_B	Visually selected dense writing core; center pixel only.
f81r_B1R	f81r	held_labels	f81r_B1R_I4	ink	32	115	visual_B	Visually selected dense writing core; center pixel only.
f81r_B1R	f81r	held_labels	f81r_B1R_P1	paper	73	29	visual_B	Visually selected nearby paper with native texture; center pixel only.
f81r_B1R	f81r	held_labels	f81r_B1R_P2	paper	53	48	visual_B	Visually selected nearby paper with native texture; center pixel only.
f81r_B1R	f81r	held_labels	f81r_B1R_P3	paper	112	74	visual_B	Visually selected nearby paper with native texture; center pixel only.
f81r_B1R	f81r	held_labels	f81r_B1R_P4	paper	45	119	visual_B	Visually selected nearby paper with native texture; center pixel only.
f81r_B2L	f81r	held_labels	f81r_B2L_I1	ink	128	30	visual_B	Visually selected dense writing core; center pixel only.
f81r_B2L	f81r	held_labels	f81r_B2L_I2	ink	28	85	visual_B	Visually selected dense writing core; center pixel only.
f81r_B2L	f81r	held_labels	f81r_B2L_I3	ink	104	75	visual_B	Visually selected dense writing core; center pixel only.
f81r_B2L	f81r	held_labels	f81r_B2L_I4	ink	58	143	visual_B	Visually selected dense writing core; center pixel only.
f81r_B2L	f81r	held_labels	f81r_B2L_P1	paper	117	44	visual_B	Visually selected nearby paper with native texture; center pixel only.
f81r_B2L	f81r	held_labels	f81r_B2L_P2	paper	39	92	visual_B	Visually selected nearby paper with native texture; center pixel only.
f81r_B2L	f81r	held_labels	f81r_B2L_P3	paper	116	81	visual_B	Visually selected nearby paper with native texture; center pixel only.
f81r_B2L	f81r	held_labels	f81r_B2L_P4	paper	68	145	visual_B	Visually selected nearby paper with native texture; center pixel only.
f81r_B2R	f81r	held_labels	f81r_B2R_I1	ink	80	28	visual_B	Visually selected dense writing core; center pixel only.
f81r_B2R	f81r	held_labels	f81r_B2R_I2	ink	97	47	visual_B	Visually selected dense writing core; center pixel only.
f81r_B2R	f81r	held_labels	f81r_B2R_I3	ink	90	91	visual_B	Visually selected dense writing core; center pixel only.
f81r_B2R	f81r	held_labels	f81r_B2R_I4	ink	172	160	visual_B	Visually selected dense writing core; center pixel only.
f81r_B2R	f81r	held_labels	f81r_B2R_P1	paper	88	29	visual_B	Visually selected nearby paper with native texture; center pixel only.
f81r_B2R	f81r	held_labels	f81r_B2R_P2	paper	103	58	visual_B	Visually selected nearby paper with native texture; center pixel only.
f81r_B2R	f81r	held_labels	f81r_B2R_P3	paper	112	91	visual_B	Visually selected nearby paper with native texture; center pixel only.
f81r_B2R	f81r	held_labels	f81r_B2R_P4	paper	157	174	visual_B	Visually selected nearby paper with native texture; center pixel only.
f81r_B3L	f81r	held_labels	f81r_B3L_I1	ink	49	37	visual_B	Visually selected dense writing core; center pixel only.
f81r_B3L	f81r	held_labels	f81r_B3L_I2	ink	128	35	visual_B	Visually selected dense writing core; center pixel only.
f81r_B3L	f81r	held_labels	f81r_B3L_I3	ink	94	105	visual_B	Visually selected dense writing core; center pixel only.
f81r_B3L	f81r	held_labels	f81r_B3L_I4	ink	75	150	visual_B	Visually selected dense writing core; center pixel only.
f81r_B3L	f81r	held_labels	f81r_B3L_P1	paper	60	34	visual_B	Visually selected nearby paper with native texture; center pixel only.
f81r_B3L	f81r	held_labels	f81r_B3L_P2	paper	145	38	visual_B	Visually selected nearby paper with native texture; center pixel only.
f81r_B3L	f81r	held_labels	f81r_B3L_P3	paper	111	101	visual_B	Visually selected nearby paper with native texture; center pixel only.
f81r_B3L	f81r	held_labels	f81r_B3L_P4	paper	90	149	visual_B	Visually selected nearby paper with native texture; center pixel only.
f81r_B3R	f81r	held_labels	f81r_B3R_I1	ink	17	45	visual_B	Visually selected dense writing core; center pixel only.
f81r_B3R	f81r	held_labels	f81r_B3R_I2	ink	74	48	visual_B	Visually selected dense writing core; center pixel only.
f81r_B3R	f81r	held_labels	f81r_B3R_I3	ink	108	115	visual_B	Visually selected dense writing core; center pixel only.
f81r_B3R	f81r	held_labels	f81r_B3R_I4	ink	58	168	visual_B	Visually selected dense writing core; center pixel only.
f81r_B3R	f81r	held_labels	f81r_B3R_P1	paper	31	50	visual_B	Visually selected nearby paper with native texture; center pixel only.
f81r_B3R	f81r	held_labels	f81r_B3R_P2	paper	88	50	visual_B	Visually selected nearby paper with native texture; center pixel only.
f81r_B3R	f81r	held_labels	f81r_B3R_P3	paper	117	108	visual_B	Visually selected nearby paper with native texture; center pixel only.
f81r_B3R	f81r	held_labels	f81r_B3R_P4	paper	51	159	visual_B	Visually selected nearby paper with native texture; center pixel only.
f83r_B1L	f83r	held_labels	f83r_B1L_I1	ink	48	38	visual_B	Visually selected dense writing core; center pixel only.
f83r_B1L	f83r	held_labels	f83r_B1L_I2	ink	105	42	visual_B	Visually selected dense writing core; center pixel only.
f83r_B1L	f83r	held_labels	f83r_B1L_I3	ink	36	96	visual_B	Visually selected dense writing core; center pixel only.
f83r_B1L	f83r	held_labels	f83r_B1L_I4	ink	60	165	visual_B	Visually selected dense writing core; center pixel only.
f83r_B1L	f83r	held_labels	f83r_B1L_P1	paper	60	46	visual_B	Visually selected nearby paper with native texture; center pixel only.
f83r_B1L	f83r	held_labels	f83r_B1L_P2	paper	114	37	visual_B	Visually selected nearby paper with native texture; center pixel only.
f83r_B1L	f83r	held_labels	f83r_B1L_P3	paper	53	88	visual_B	Visually selected nearby paper with native texture; center pixel only.
f83r_B1L	f83r	held_labels	f83r_B1L_P4	paper	53	158	visual_B	Visually selected nearby paper with native texture; center pixel only.
f83r_B1R	f83r	held_labels	f83r_B1R_I1	ink	11	30	visual_B	Visually selected dense writing core; center pixel only.
f83r_B1R	f83r	held_labels	f83r_B1R_I2	ink	83	43	visual_B	Visually selected dense writing core; center pixel only.
f83r_B1R	f83r	held_labels	f83r_B1R_I3	ink	94	95	visual_B	Visually selected dense writing core; center pixel only.
f83r_B1R	f83r	held_labels	f83r_B1R_I4	ink	133	98	visual_B	Visually selected dense writing core; center pixel only.
f83r_B1R	f83r	held_labels	f83r_B1R_P1	paper	19	27	visual_B	Visually selected nearby paper with native texture; center pixel only.
f83r_B1R	f83r	held_labels	f83r_B1R_P2	paper	64	36	visual_B	Visually selected nearby paper with native texture; center pixel only.
f83r_B1R	f83r	held_labels	f83r_B1R_P3	paper	110	88	visual_B	Visually selected nearby paper with native texture; center pixel only.
f83r_B1R	f83r	held_labels	f83r_B1R_P4	paper	143	99	visual_B	Visually selected nearby paper with native texture; center pixel only.
f83r_B2L	f83r	held_labels	f83r_B2L_I1	ink	57	24	visual_B	Visually selected dense writing core; center pixel only.
f83r_B2L	f83r	held_labels	f83r_B2L_I2	ink	171	33	visual_B	Visually selected dense writing core; center pixel only.
f83r_B2L	f83r	held_labels	f83r_B2L_I3	ink	42	95	visual_B	Visually selected dense writing core; center pixel only.
f83r_B2L	f83r	held_labels	f83r_B2L_I4	ink	91	156	visual_B	Visually selected dense writing core; center pixel only.
f83r_B2L	f83r	held_labels	f83r_B2L_P1	paper	63	38	visual_B	Visually selected nearby paper with native texture; center pixel only.
f83r_B2L	f83r	held_labels	f83r_B2L_P2	paper	162	42	visual_B	Visually selected nearby paper with native texture; center pixel only.
f83r_B2L	f83r	held_labels	f83r_B2L_P3	paper	48	88	visual_B	Visually selected nearby paper with native texture; center pixel only.
