replay_id	surface	content_class	source_status	source_function_mask	cold_function_mask	mask_relation	recovered_function_character_count	missing_function_character_count	extra_function_character_count	selected_channel_trace	observed_route	cold_disposition	observed_reading_de
G466-C001	oteeeon	PICTURED_PLANT	FUNCTION_SHELL_PLUS_LEARNED_CORE	1100000	1100000	EXACT	2	0	0	0:2:ot=OT@G466-C11	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	DANACH · [PFLANZENNAME:eeeon]
G466-C002	oiil	PICTURED_PLANT	WHOLE_LEARNED_LABEL	0000	0000	EXACT	0	0	0	NONE	WHOLE_LEARNED_OWNER_NAME	GENERAL_CHANNEL_REPLAY	[PFLANZENNAME:oiil]
G466-C003	arom	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	1100	1100	EXACT	2	0	0	0:2:ar=AR@G466-C06	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	AUSGANG · [STERNSTELLENNAME:om]
G466-C004	chfaly	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	000111	000111	EXACT	3	0	0	3:6:aly=AL+Y@G466-C23	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	[STERNSTELLENNAME:chf] · ZIELORT · POSTEN
G466-C005	okolar	STAR_BEARING_RING_POSITION	FULL_FUNCTION_FORMULA	111111	111111	EXACT	6	0	0	0:2:ok=OK@G466-C08|2:4:ol=OL@G466-C42|4:6:ar=AR@G466-C33	CALIBRATED_FULL_FUNCTION_FORMULA	GENERAL_CHANNEL_REPLAY	SETZEN · FORTSETZEN · AUSGANG
G466-C006	otchody	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	1100000	1100000	EXACT	2	0	0	0:2:ot=OT@G466-C11	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	DANACH · [STERNSTELLENNAME:chody]
G466-C007	alcphy	STAR_BEARING_RING_POSITION	FULL_FUNCTION_FORMULA	111111	111111	EXACT	6	0	0	0:2:al=AL@G466-C05|2:6:cphy=CH+P+Y@G466-C19	CALIBRATED_FULL_FUNCTION_FORMULA	GENERAL_CHANNEL_REPLAY	ZIELORT · NEHMEN · EINSETZEN · POSTEN
G466-C008	okaraiin	STAR_BEARING_RING_POSITION	FULL_FUNCTION_FORMULA	11111111	11111111	EXACT	8	0	0	0:2:ok=OK@G466-C08|2:4:ar=AR@G466-C40|4:8:aiin=AIIN@G466-C15	CALIBRATED_FULL_FUNCTION_FORMULA	GENERAL_CHANNEL_REPLAY	SETZEN · AUSGANG · WERT
G466-C009	opalar	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	001111	001111	EXACT	4	0	0	2:4:al=AL@G466-C39|4:6:ar=AR@G466-C33	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	[STERNSTELLENNAME:op] · ZIELORT · AUSGANG
G466-C010	opalor	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	001111	001111	EXACT	4	0	0	2:6:alor=AL+OR@G466-C17	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	[STERNSTELLENNAME:op] · ZIELORT · EINHEIT
G466-C011	ofaom	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	11000	11000	EXACT	2	0	0	0:2:of=O+LOCAL_CHAR_F@G466-C07	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	AUSFÜHRUNG · HIER · [STERNSTELLENNAME:aom]
G466-C012	otalody	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	1111000	1111000	EXACT	4	0	0	0:4:otal=OT+AL@G466-C01	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	DANACH · ZIELORT · [STERNSTELLENNAME:ody]
G466-C013	otalaiin	STAR_BEARING_RING_POSITION	FULL_FUNCTION_FORMULA	11111111	11111111	EXACT	8	0	0	0:4:otal=OT+AL@G466-C01|4:8:aiin=AIIN@G466-C15	CALIBRATED_FULL_FUNCTION_FORMULA	GENERAL_CHANNEL_REPLAY	DANACH · ZIELORT · WERT
G466-C014	sholshdy	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	11111100	11111100	EXACT	6	0	0	0:2:sh=SH@G466-C12|2:4:ol=OL@G466-C42|4:6:sh=SH@G466-C44	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	HALTEN · FORTSETZEN · HALTEN · [STERNSTELLENNAME:dy]
G466-C015	oshodady	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	01100000	01100000	EXACT	2	0	0	1:3:sh=SH@G466-C44	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	[STERNSTELLENNAME:o] · HALTEN · [STERNSTELLENNAME:odady]
G466-C016	chdaiirdainy	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	000000001111	000000001111	EXACT	4	0	0	8:12:ainy=AIN+Y@G466-C16	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	[STERNSTELLENNAME:chdaiird] · ANTEIL · POSTEN
G466-C017	okalam	STAR_BEARING_RING_POSITION	FULL_FUNCTION_FORMULA	111111	111111	EXACT	6	0	0	0:2:ok=OK@G466-C08|2:4:al=AL@G466-C39|4:6:am=AM_ADDR@G466-C32	CALIBRATED_FULL_FUNCTION_FORMULA	GENERAL_CHANNEL_REPLAY	SETZEN · ZIELORT · HIER
G466-C018	ytalshdy	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	00111100	00111100	EXACT	4	0	0	2:4:al=AL@G466-C39|4:6:sh=SH@G466-C44	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	[STERNSTELLENNAME:yt] · ZIELORT · HALTEN · [STERNSTELLENNAME:dy]
G466-C019	alif	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	1100	1100	EXACT	2	0	0	0:2:al=AL@G466-C05	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	ZIELORT · [STERNSTELLENNAME:if]
G466-C020	otalef	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	111100	111100	EXACT	4	0	0	0:4:otal=OT+AL@G466-C01	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	GENERAL_CHANNEL_REPLAY	DANACH · ZIELORT · [STERNSTELLENNAME:ef]
G466-C021	sharam	STAR_BEARING_RING_POSITION	FULL_FUNCTION_FORMULA	111111	111111	EXACT	6	0	0	0:2:sh=SH@G466-C12|2:4:ar=AR@G466-C40|4:6:am=AM_ADDR@G466-C32	CALIBRATED_FULL_FUNCTION_FORMULA	GENERAL_CHANNEL_REPLAY	HALTEN · AUSGANG · HIER
G466-C022	ofaralar	STAR_BEARING_RING_POSITION	FULL_FUNCTION_FORMULA	11111111	11111111	EXACT	8	0	0	0:2:of=O+LOCAL_CHAR_F@G466-C07|2:4:ar=AR@G466-C40|4:6:al=AL@G466-C39|6:8:ar=AR@G466-C33	CALIBRATED_FULL_FUNCTION_FORMULA	GENERAL_CHANNEL_REPLAY	AUSFÜHRUNG · HIER · AUSGANG · ZIELORT · AUSGANG
