parallel_id	template_sequence	register_count	registers	global_statement_id	physical_page	register	owner_de	portable_core_reading_de	imperative_reading_de
TEMPLATE-001	ACTION_ONLY	2	HERBAL|BIOLOGICAL	G407-S017	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	HIER · HALTEN · AUSFÜHRUNG · SCHLUSS	Halte; als Ausführung; an der bezeichneten Stelle; schließe den Schritt.
TEMPLATE-001	ACTION_ONLY	2	HERBAL|BIOLOGICAL	G407-S304	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	HALTEN · SCHLUSS	Halte die Stationseinheit [wie zuvor]; schließe den Schritt.
TEMPLATE-001	ACTION_ONLY	2	HERBAL|BIOLOGICAL	G407-S706	f95v	HERBAL	F95V_WHOLE_PLANT	HIER · NEHMEN · AUSFÜHRUNG · SCHLUSS	Nimm den Materialanteil [wie zuvor]; als Ausführung; an der bezeichneten Stelle; schließe den Schritt.
TEMPLATE-002	GRADED_ACTION	3	HERBAL|BIOLOGICAL|PHARMA	G407-S092	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	SETZEN · GRAD II · SCHLUSS	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.
TEMPLATE-002	GRADED_ACTION	3	HERBAL|BIOLOGICAL|PHARMA	G407-S098	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	SETZEN · GRAD II · SCHLUSS	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.
TEMPLATE-002	GRADED_ACTION	3	HERBAL|BIOLOGICAL|PHARMA	G407-S103	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	GEBEN · GRAD II · SCHLUSS	Führe den Stationsposten [wie zuvor] zu; auf Grad II; schließe den Schritt.
TEMPLATE-002	GRADED_ACTION	3	HERBAL|BIOLOGICAL|PHARMA	G407-S104	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	SETZEN · GRAD I · SCHLUSS	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.
TEMPLATE-002	GRADED_ACTION	3	HERBAL|BIOLOGICAL|PHARMA	G407-S105	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	SETZEN · GRAD I · SCHLUSS	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.
TEMPLATE-002	GRADED_ACTION	3	HERBAL|BIOLOGICAL|PHARMA	G407-S106	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	SETZEN · GRAD I · SCHLUSS	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.
TEMPLATE-002	GRADED_ACTION	3	HERBAL|BIOLOGICAL|PHARMA	G407-S107	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	SETZEN · GRAD I · SCHLUSS	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.
TEMPLATE-002	GRADED_ACTION	3	HERBAL|BIOLOGICAL|PHARMA	G407-S127	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	SETZEN · GRAD II · SCHLUSS	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad II; schließe den Schritt.
