sensitivity	root_pool	root_fields	remainder_fields	side_balanced	occurrence_weighted	subset	types	scored_occurrences	additive_macro_distance	additive_macro_similarity	root_only_macro_distance	root_only_macro_similarity	remainder_only_macro_distance	remainder_only_macro_similarity	family_loto_macro_distance	family_loto_macro_similarity	whole_backoff_macro_distance	whole_backoff_macro_similarity	same_x_null_macro_distance	same_x_null_macro_similarity	len_freq_null_macro_distance	len_freq_null_macro_similarity	additive_advantage_over_family_loto	additive_wins_over_family_loto	additive_ties_family_loto	additive_vs_family_loto_exact_sign_flip_p	additive_advantage_over_family_loto_jackknife_min	additive_advantage_over_family_loto_jackknife_max	additive_advantage_over_whole_backoff	additive_wins_over_whole_backoff	additive_ties_whole_backoff	additive_vs_whole_backoff_exact_sign_flip_p	additive_advantage_over_whole_backoff_jackknife_min	additive_advantage_over_whole_backoff_jackknife_max	additive_advantage_over_same_x_null	additive_wins_over_same_x_null	additive_ties_same_x_null	additive_vs_same_x_null_exact_sign_flip_p	additive_advantage_over_same_x_null_jackknife_min	additive_advantage_over_same_x_null_jackknife_max	additive_advantage_over_len_freq_null	additive_wins_over_len_freq_null	additive_ties_len_freq_null	additive_vs_len_freq_null_exact_sign_flip_p	additive_advantage_over_len_freq_null_jackknife_min	additive_advantage_over_len_freq_null_jackknife_max
FULL_STRICT	air|cho|dam|kar|lol|lor|ody|sal|sar|sor|tar|tol	section|language|hand|line_pos|line_len_bin|pstart_line|pend_line|true_pstart|true_pend|norm_pos|left_dist|left_status|left_len|left_freq	right_dist|right_status|right_len|right_freq	0	0	ALL	10	12	0.555076037598	0.444923962402	0.570577820048	0.429422179952	0.559357508544	0.440642491456	0.570580540858	0.429419459142	0.598764777104	0.401235222896	0.559079832419	0.440920167581	0.568809676945	0.431190323055	0.015504503260	5	0	0.247070312500	0.002256301811	0.024839093045	0.043688739506	7	0	0.090820312500	0.029365599255	0.063315917938	0.004003794821	5	0	0.444335937500	-0.012257760845	0.019221534954	0.013733639346	5	0	0.142578125000	0.006434117363	0.019408267340
SIDE_BALANCED	air|cho|dam|kar|lol|lor|ody|sal|sar|sor|tar|tol	section|language|hand|line_pos|line_len_bin|pstart_line|pend_line|true_pstart|true_pend|norm_pos|left_dist|left_status|left_len|left_freq	right_dist|right_status|right_len|right_freq	1	0	ALL	10	12	0.592202401944	0.407797598056	0.627081412455	0.372918587545	0.594954776124	0.405045223876	0.643091458806	0.356908541194	0.669440923178	0.330559076822	0.620745889293	0.379254110707	0.625322699282	0.374677300718	0.050889056862	7	0	0.015625000000	0.040063318254	0.060626235138	0.077238521234	7	0	0.050781250000	0.049340710851	0.098795114884	0.028543487349	5	0	0.287109375000	-0.004764882355	0.044689521679	0.033120297337	8	0	0.022460937500	0.015965988692	0.039190505439
NO_REGISTER	air|cho|dam|kar|lol|lor|ody|sal|sar|sor|tar|tol	line_pos|line_len_bin|pstart_line|pend_line|true_pstart|true_pend|norm_pos|left_dist|left_status|left_len|left_freq	right_dist|right_status|right_len|right_freq	0	0	ALL	10	12	0.534576093603	0.465423906397	0.553178232542	0.446821767458	0.559154344628	0.440845655372	0.555067019400	0.444932980600	0.599281621414	0.400718378586	0.559539317421	0.440460682579	0.556776639091	0.443223360909	0.020490925798	6	0	0.194335937500	0.009602215108	0.031844505269	0.064705527811	8	0	0.045898437500	0.042195248474	0.083898574028	0.024963223818	6	0	0.270507812500	-0.001962867073	0.039740458481	0.022200545488	7	0	0.019531250000	0.012888731984	0.027403858925
PLACEMENT_ONLY	air|cho|dam|kar|lol|lor|ody|sal|sar|sor|tar|tol	line_pos|line_len_bin|pstart_line|pend_line|true_pstart|true_pend|norm_pos|left_dist	right_dist	0	0	ALL	10	12	0.428836940049	0.571163059951	0.436946885886	0.563053114114	0.433417154428	0.566582845572	0.448568489124	0.551431510876	0.462228628282	0.537771371718	0.430497627801	0.569502372199	0.441199425179	0.558800574821	0.019731549075	7	0	0.092773437500	0.013805265321	0.029175950739	0.033391688233	7	0	0.094726562500	0.019856715135	0.045281889120	0.001660687752	5	0	0.478515625000	-0.015399952066	0.011579010477	0.012362485130	8	0	0.048828125000	0.007579590473	0.016782864668
FLANK_ONLY	air|cho|dam|kar|lol|lor|ody|sal|sar|sor|tar|tol	left_status|left_len|left_freq	right_status|right_len|right_freq	0	0	ALL	10	12	0.693184823934	0.306815176066	0.727525252525	0.272474747475	0.747760129928	0.252239870072	0.714814814815	0.285185185185	0.804861111111	0.195138888889	0.753101851852	0.246898148148	0.730142459959	0.269857540041	0.021629990881	5	0	0.305664062500	0.002506988141	0.044532932085	0.111676287177	8	0	0.038085937500	0.075703048482	0.144069969122	0.059917027918	6	1	0.173828125000	0.018192760416	0.086559681056	0.036957636025	7	0	0.039062500000	0.020852444251	0.045731337859
EXPANDED_ROOTS_20_50	air|chl|cho|dam|dor|kar|kol|lol|lor|ody|oly|sal|sar|sol|sor|tar|tol	section|language|hand|line_pos|line_len_bin|pstart_line|pend_line|true_pstart|true_pend|norm_pos|left_dist|left_status|left_len|left_freq	right_dist|right_status|right_len|right_freq	0	0	ALL	10	12	0.555076037598	0.444923962402	0.570577820048	0.429422179952	0.559357508544	0.440642491456	0.570580540858	0.429419459142	0.565949931456	0.434050068544	0.526983180614	0.473016819386	0.568809676945	0.431190323055	0.015504503260	5	0	0.247070312500	0.002256301811	0.024839093045	0.010873893857	6	0	0.386718750000	-0.007095340354	0.033750204237	-0.028092856984	4	0	0.824218750000	-0.047920707295	-0.009546185587	0.013733639346	5	0	0.142578125000	0.006434117363	0.019408267340
OCCURRENCE_WEIGHTED	air|cho|dam|kar|lol|lor|ody|sal|sar|sor|tar|tol	section|language|hand|line_pos|line_len_bin|pstart_line|pend_line|true_pstart|true_pend|norm_pos|left_dist|left_status|left_len|left_freq	right_dist|right_status|right_len|right_freq	0	1	ALL	10	12	0.555076037598	0.444923962402	0.570577820048	0.429422179952	0.559357508544	0.440642491456	0.573250120250	0.426749879750	0.598255166275	0.401744833725	0.562331671493	0.437668328507	0.568809676945	0.431190323055	0.018174082652	6	0	0.179687500000	0.006225847354	0.025668793733	0.043179128677	6	0	0.097656250000	0.028799365001	0.061010948066	0.007255633895	4	0	0.393554687500	-0.008644606318	0.021095953864	0.013733639346	5	0	0.142578125000	0.006434117363	0.019408267340
NO_SINGLE_SURFACE	air|cho|dam|kar|lol|lor|ody|sal|sar|sor|tar|tol	section|language|hand|line_pos|line_len_bin|pstart_line|pend_line|true_pstart|true_pend|norm_pos|left_dist|left_status|left_len|left_freq	right_dist|right_status|right_len|right_freq	0	0	NO_SINGLE_SURFACE	7	8	0.555231171746	0.444768828254	0.565316663856	0.434683336144	0.558483454057	0.441516545943	0.579336734694	0.420663265306	0.558827543831	0.441172456169	0.531565982641	0.468434017359	0.559778142821	0.440221857179	0.024105562948	4	0	0.210937500000	0.007363689202	0.040716124143	0.003596372085	4	0	0.460937500000	-0.015337194461	0.026355078497	-0.023665189105	3	0	0.804687500000	-0.036172429558	-0.005450076225	0.004546971075	3	0	0.367187500000	-0.004884295762	0.011527801687
NO_SINGLE_OCCURRENCE	air|cho|dam|kar|lol|lor|ody|sal|sar|sor|tar|tol	section|language|hand|line_pos|line_len_bin|pstart_line|pend_line|true_pstart|true_pend|norm_pos|left_dist|left_status|left_len|left_freq	right_dist|right_status|right_len|right_freq	0	0	NO_SINGLE_OCCURRENCE	8	9	0.554271229611	0.445728770389	0.562464722076	0.437535277924	0.559289398535	0.440710601465	0.583675962669	0.416324037331	0.582145397148	0.417854602852	0.523073277139	0.476926722861	0.556563237679	0.443436762321	0.029404733058	5	0	0.144531250000	0.014357078308	0.043392095609	0.027874167537	5	0	0.234375000000	0.003596372085	0.050849886668	-0.031197952473	3	0	0.890625000000	-0.042994553342	-0.016661107628	0.002292008068	3	0	0.421875000000	-0.006114072509	0.007953439591
NO_REPEATED_TYPE	air|cho|dam|kar|lol|lor|ody|sal|sar|sor|tar|tol	section|language|hand|line_pos|line_len_bin|pstart_line|pend_line|true_pstart|true_pend|norm_pos|left_dist|left_status|left_len|left_freq	right_dist|right_status|right_len|right_freq	0	0	NO_REPEATED_TYPE	8	8	0.551580637025	0.448419362975	0.571006716698	0.428993283302	0.556919949299	0.443080050701	0.563343253968	0.436656746032	0.569967214766	0.430032785234	0.569967214766	0.430032785234	0.566509479888	0.433490520112	0.011762616943	4	0	0.375000000000	-0.007832509001	0.028446146497	0.018386577741	5	0	0.289062500000	-0.000466453412	0.040006926902	0.018386577741	5	0	0.289062500000	-0.000466453412	0.040006926902	0.014928842863	4	0	0.171875000000	0.005714486530	0.022395536500
