surface	remainder	surface_exact_occurrences	scored_occurrences	same_x_control_types	same_x_control_surfaces	additive_distance	additive_similarity	root_only_distance	root_only_similarity	remainder_only_distance	remainder_only_similarity	family_loto_distance	family_loto_similarity	same_x_null_distance	same_x_null_similarity	whole_backoff_distance	whole_backoff_similarity	len_freq_null_distance	len_freq_null_similarity	exact_whole_distance	exact_whole_similarity
salal	al	1	1	6	airal|karal|loral|saral|soral|taral	0.567522089932	0.432477910068	0.583621204833	0.416378795167	0.586064198240	0.413935801760	0.499015285126	0.500984714874	0.595398428732	0.404601571268	0.595398428732	0.404601571268	0.559423352000	0.440576648000	NA	NA
salar	ar	1	1	4	choar|karar|sarar|tarar	0.627086157389	0.372913842611	0.629075750288	0.370924249712	0.635392516925	0.364607483075	0.560743680188	0.439256319812	0.494130291005	0.505869708995	0.494130291005	0.505869708995	0.607344423177	0.392655576823	NA	NA
saldal	dal	1	1	2	chodal|toldal	0.599070482187	0.400929517813	0.602540557086	0.397459442914	0.538857276301	0.461142723699	0.684817754262	0.315182245738	0.641898148148	0.358101851852	0.641898148148	0.358101851852	0.561732469595	0.438267530405	NA	NA
saldam	dam	1	1	1	chodam	0.532975537521	0.467024462479	0.609779614325	0.390220385675	0.538893059726	0.461106940274	0.542225161670	0.457774838330	0.683333333333	0.316666666667	0.683333333333	0.316666666667	0.612404874717	0.387595125283	NA	NA
saldy	dy	1	1	3	chody|loldy|toldy	0.558393267637	0.441606732363	0.562641567187	0.437358432813	0.619684875362	0.380315124638	0.529879482657	0.470120517343	0.647151260519	0.352848739481	0.647151260519	0.352848739481	0.594950937457	0.405049062543	NA	NA
salkeedy	keedy	1	1	1	chokeedy	0.512914134126	0.487085865874	0.549951171163	0.450048828837	0.505397044033	0.494602955967	0.505188124633	0.494811875367	0.450617283951	0.549382716049	0.450617283951	0.549382716049	0.510801864390	0.489198135610	NA	NA
salo	o	2	2	1	saro	0.572773368607	0.427226631393	0.576140371974	0.423859628026	0.525612971951	0.474387028049	0.536522633745	0.463477366255	0.539351851852	0.460648148148	0.745370370370	0.254629629630	0.562293957526	0.437706042474	0.745370370370	0.254629629630
salol	ol	1	1	4	airol|sarol|tarol|tolol	0.534445259292	0.465554740708	0.540104690483	0.459895309517	0.520330321270	0.479669678730	0.599235743680	0.400764256320	0.585823512907	0.414176487093	0.585823512907	0.414176487093	0.544045177552	0.455954822448	NA	NA
saltar	tar	1	1	1	chotar	0.480238168117	0.519761831883	0.490339178218	0.509660821782	0.510740302533	0.489259697467	0.614976484421	0.385023515579	0.461385459534	0.538614540466	0.461385459534	0.538614540466	0.541372740219	0.458627259781	NA	NA
saly	y	2	2	6	airy|choy|kary|loly|lory|sary	0.565341911175	0.434658088825	0.561584094917	0.438415905083	0.612602519101	0.387397480899	0.633201058201	0.366798941799	0.491708754209	0.508291245791	0.682539682540	0.317460317460	0.593726972814	0.406273027186	0.682539682540	0.317460317460
