joint_tuple_id	surfaces	events	values_de	status
04a3877f0fc81b7597c9	ldy	1	abziehen; Ende	B2_LOCAL_WHOLE_CARD
0ab57b7166de99db3a55	lchy	1	den laufenden Posten abziehen	B2_LOCAL_WHOLE_CARD
0f15effeca7ab10bb026	lchedar	1	aus der Quelle hinausführen	B2_LOCAL_WHOLE_CARD
29e0eb222ef2fb99523a	lar	1	unterer Ablauf	B2_LOCAL_WHOLE_CARD
2d2e37ccb2dacc53ee5a	solkaiin	1	Seihtuch	B2_LOCAL_WHOLE_CARD
3ae9a121ba0045b913e8	qokar	1	daraus in den Arbeitsgang nehmen	B2_LOCAL_WHOLE_CARD
4a7a6326ac95a8809302	qokaly	1	Posten zur Stelle setzen	B2_LOCAL_WHOLE_CARD
54d0e228ca346110af05	sotaiin	1	Folgemaß	B2_LOCAL_WHOLE_CARD
5d5e0b288cf36864ed9d	oteey	2	längerer Folgeposten	B2_LOCAL_WHOLE_CARD
5eff216ba51fbfb21f22	ls	1	erste Öffnung	B2_LOCAL_WHOLE_CARD
5fca8fc3dee57e1d8c1f	lcheey	1	benetzte Stelle	B2_LOCAL_WHOLE_CARD
65df3cd9e59060042d47	pchedy	1	hineinführen; Schluss	B2_LOCAL_WHOLE_CARD
6b89d6dd70635bc60fe0	qcthey	1	kurz bereithalten	B2_LOCAL_WHOLE_CARD
78b3b3140714da19090d	daldy	1	zweite Öffnung; Ende	B2_LOCAL_WHOLE_CARD
7d25241b0e56c836372a	qokeedy	5	länger ansetzen; Schluss	B2_LOCAL_WHOLE_CARD
7f68f60279efe6b28cd7	rshedy	1	Waschung; Schluss	B2_LOCAL_WHOLE_CARD
98bdc4244c84cbef3321	rsheal	1	Warmwasser	B2_LOCAL_WHOLE_CARD
a8f891de626fc00028e9	octheol	1	gleiche Einstellung	B2_LOCAL_WHOLE_CARD
b5df9126607030b95175	cheey	2	Klarauszug	B2_LOCAL_WHOLE_CARD
ba8142680851f24c9ff2	lched	1	hinausführen	B2_LOCAL_WHOLE_CARD
c1913ec4ff84148da6d3	sheckhy	1	dies kurz durchführen	NEW_PRODUCTIVE_PREDICTION
c1db6b0a28d5cbb5d3d2	lcheckhedy	1	klar seihen; Schluss	B2_LOCAL_WHOLE_CARD
cbb42a4fe68068325d6b	dshedy	1	Frischwasser; Schluss	B2_LOCAL_WHOLE_CARD
d25110e0d8488927278f	qokeeedy	1	vollständig ansetzen; Schluss	B2_LOCAL_WHOLE_CARD
d4a31dbcf1ed6d9e5aa9	tshey	1	Spülwasser	B2_LOCAL_WHOLE_CARD
daa1347f456415fe8737	solshedy	1	mit Vorigem absetzen; Schluss	B2_LOCAL_WHOLE_CARD
db729b598e89e11452e0	ches	1	gleiche Anteile	B2_LOCAL_WHOLE_CARD
de7321bface5628e35d6	lchedy	1	hinausführen; Schluss	B2_LOCAL_WHOLE_CARD
f0db6d30cd34f4cb2a4d	chkeey	1	länger wärmen	B2_LOCAL_WHOLE_CARD
f2af6326898fb5b490a4	lochedy	1	den Rest hinausführen; Schluss	B2_LOCAL_WHOLE_CARD
f329f2051370174e9a38	lcheckhy	1	zweite Öffnung	B2_LOCAL_WHOLE_CARD
ff178343c18e287ce3b7	qoteedy	1	längerer Folgeschritt; Schluss	B2_LOCAL_WHOLE_CARD
