joint_tuple_id	surfaces	events	event_ids	B1_drawer	fixed_value_de
0275fbf14e07935b0a45	qokeey	3	E175|E194|E205	PRODUCTIVE_COMPOSITION	länger ansetzen
08bd5ca0c2ad137a056d	okey	1	E220	PRODUCTIVE_COMPOSITION	kurz ansetzen
1645e612504fcef59ced	okain|qokain	3	E169|E198|E200	PORTABLE_RECURRENT_WHOLE_CARD	eine Portion zugeben
259b2b3b0bf859882e2c	dchedy	1	E167	PRODUCTIVE_COMPOSITION	überführen; Schluss
276a7c2d74d1143446f4	qoky	2	E188|E195	PRODUCTIVE_COMPOSITION	verwende dies
28ffbc88b97772a75f1e	qolchedy	1	E168	PRODUCTIVE_COMPOSITION	weiterführen; Schluss
2cc8bb3c2af19607888f	chckhy	1	E179	PRODUCTIVE_COMPOSITION	durchführen
2f1c5e56e8f0ff459065	aiin|daiin	2	E207|E217	PRODUCTIVE_COMPOSITION	Mass
308e8ea2d5d190c498e8	qokal	2	E172|E186	PRODUCTIVE_COMPOSITION	an die Stelle setzen
4d4559019a961b834aa1	char	1	E199	PORTABLE_RECURRENT_WHOLE_CARD	dasselbe
b5fcea1eaed06b2f2291	qokaiin	3	E180|E181|E219	PRODUCTIVE_COMPOSITION	bemessen
b921a237be883a820352	chey|dy	2	E170|E208	PRODUCTIVE_COMPOSITION	dies
bc4f1f5c006c74a4d26d	shedy	1	E192	PRODUCTIVE_COMPOSITION	kurz absetzen; Schluss
dd0ecaf5e27d81befffc	cheal	1	E214	PRODUCTIVE_COMPOSITION	Stelle
