clause_id	physical_page	register	start_event	end_event	events	end_reason	portable_core_clause_de	owner_filled_clause_de	event_ids
P915-C001	f10r	PORTABLE_CORE_PLUS_VISIBLE_REGISTER	P912-E0001	P912-E0039	39	LICENSED_DY_CLOSE	EINSETZEN · NEHMEN · AUSFÜHREN · BEREIT · DIES ; HALTEN · SATZ ; AUSFÜHREN · BEREIT · AUSFÜHREN · TEIL · DIES ; NEHMEN · SATZ · NEHMEN · DIES ; EINSETZEN · NEHMEN · AUSFÜHREN · TEIL · FORTSETZEN ; NEHMEN · AUSFÜHREN · EINSETZEN · NEHMEN · ZIEL ; DIES · EINSETZEN · NEHMEN ; GEBEN · AUSFÜHREN · MITTE ; NEHMEN · KURZ · DIES ; BEREIT · AUSFÜHREN · SATZ ; QUELLE ; NEHMEN · EINSTELLEN · DIES ; DAZU ; NEHMEN · LAUF ; DANACH · DIES · EINSTELLEN · NEHMEN · FORTSETZEN ; SETZEN · DIES ; SOLLWERT ; KURZ · EINSTELLEN · DIES ; DANACH · SATZ ; AUSFÜHREN ; EINSTELLEN · DIES ; SOLLWERT ; NEHMEN · AUSFÜHREN · BEREIT · DIES ; DANACH · DIES ; FORTSETZEN ; SATZ ; DIES · EINSTELLEN · DIES ; DIES ; DIES ; AUSWÄHLEN · SATZ ; NEHMEN · SOLLWERT ; NEHMEN · BEREIT · DIES ; BEREIT · AUSFÜHREN ; DURCHLASS · DIES ; SATZ ; SOLLWERT ; NEHMEN · EINSTELLEN · NEHMEN · SATZ ; TEIL · AUSFÜHREN · STUFE · MARKIEREN ; AUSFÜHREN · SCHLIESSEN. TEILGANG GESCHLOSSEN.	EINSETZEN · ENTNEHMEN · AUSFÜHREN · BEREIT · DIES ; HALTEN · ANSATZ ; AUSFÜHREN · BEREIT · AUSFÜHREN · TEIL · DIES ; ENTNEHMEN · ANSATZ · ENTNEHMEN · DIES ; EINSETZEN · ENTNEHMEN · AUSFÜHREN · TEIL · FORTSETZEN ; ENTNEHMEN · AUSFÜHREN · EINSETZEN · ENTNEHMEN · ZIELSTELLE ; DIES · EINSETZEN · ENTNEHMEN ; ZUGEBEN · AUSFÜHREN · MITTE ; ENTNEHMEN · KURZ · DIES ; BEREIT · AUSFÜHREN · ANSATZ ; VORRAT ; ENTNEHMEN · EINSTELLEN · DIES ; DAZU ; ENTNEHMEN · FLÜSSIGKEITSLAUF ; DANACH · DIES · EINSTELLEN · ENTNEHMEN · FORTSETZEN ; ANSETZEN · DIES ; SOLLMASS ; KURZ · EINSTELLEN · DIES ; DANACH · ANSATZ ; AUSFÜHREN ; EINSTELLEN · DIES ; SOLLMASS ; ENTNEHMEN · AUSFÜHREN · BEREIT · DIES ; DANACH · DIES ; FORTSETZEN ; ANSATZ ; DIES · EINSTELLEN · DIES ; DIES ; DIES ; AUSWÄHLEN · ANSATZ ; ENTNEHMEN · SOLLMASS ; ENTNEHMEN · BEREIT · DIES ; BEREIT · AUSFÜHREN ; DURCHLASS · DIES ; ANSATZ ; SOLLMASS ; ENTNEHMEN · EINSTELLEN · ENTNEHMEN · ANSATZ ; TEIL · AUSFÜHREN · STUFE · MARKIEREN ; AUSFÜHREN · SCHLIESSEN. TEILGANG GESCHLOSSEN.	P912-E0001|P912-E0002|P912-E0003|P912-E0004|P912-E0005|P912-E0006|P912-E0007|P912-E0008|P912-E0009|P912-E0010|P912-E0011|P912-E0012|P912-E0013|P912-E0014|P912-E0015|P912-E0016|P912-E0017|P912-E0018|P912-E0019|P912-E0020|P912-E0021|P912-E0022|P912-E0023|P912-E0024|P912-E0025|P912-E0026|P912-E0027|P912-E0028|P912-E0029|P912-E0030|P912-E0031|P912-E0032|P912-E0033|P912-E0034|P912-E0035|P912-E0036|P912-E0037|P912-E0038|P912-E0039
P915-C002	f10r	PORTABLE_CORE_PLUS_VISIBLE_REGISTER	P912-E0040	P912-E0092	53	PAGE_END_OPEN	SETZEN · DIES ; DANACH · NEHMEN · FORTSETZEN ; FORTSETZEN ; BEREIT · DIES ; DIES · AUSZUG · MARKIEREN ; BEREIT · DIES ; NEHMEN · SATZ ; BEREIT · SOLLWERT ; BEGINNEN · AUSFÜHREN · BEREIT · FORTSETZEN · DIES ; DIES ; DIES ; EINSTELLEN · SOLLWERT ; DIES ; TEIL · DIES ; SETZEN · FORTSETZEN ; DIES ; GEBEN · NEHMEN · SOLLWERT ; DIES · EINSTELLEN · DIES ; SOLLWERT ; BEREIT ; EINHEIT ; TEIL · LAUF ; INNEN ; DANACH · NEHMEN · SATZ ; NEHMEN · SATZ ; DANACH · FORTSETZEN ; FORTSETZEN ; FORTSETZEN · SATZ ; FORTSETZEN ; SOLLWERT ; TEIL · QUELLE ; AUSFÜHREN · DIES · GEBEN · NEHMEN · SATZ ; HALTEN · SATZ ; NEHMEN · SATZ ; DIES ; GEBEN · ORT · UNTERSTUFE · STUFE ; DIES ; NEHMEN · AUSFÜHREN · TEIL · SOLLWERT ; AUSFÜHREN · DANACH · SATZ ; DANACH · SATZ ; TRENNEN · DIES ; BEREIT · SATZ ; AUSFÜHREN · AUSWÄHLEN · EINHEIT ; DIES · EINSTELLEN · AUSFÜHREN · STUFE ; DANACH · NEHMEN · AUSFÜHREN · HALTEN · SATZ ; DANACH · DIES ; DANACH · SATZ ; BEREIT · DIES · TEIL ; DANACH · QUELLE ; AUSFÜHREN · TEIL · SOLLWERT ; SOLLWERT ; DANACH · DIES ; DANACH · SATZ. FORTSETZUNG OFFEN.	ANSETZEN · DIES ; DANACH · ENTNEHMEN · FORTSETZEN ; FORTSETZEN ; BEREIT · DIES ; DIES · AUSZUG · MARKIEREN ; BEREIT · DIES ; ENTNEHMEN · ANSATZ ; BEREIT · SOLLMASS ; BEGINNEN · AUSFÜHREN · BEREIT · FORTSETZEN · DIES ; DIES ; DIES ; EINSTELLEN · SOLLMASS ; DIES ; TEIL · DIES ; ANSETZEN · FORTSETZEN ; DIES ; ZUGEBEN · ENTNEHMEN · SOLLMASS ; DIES · EINSTELLEN · DIES ; SOLLMASS ; BEREIT ; PORTION ; TEIL · FLÜSSIGKEITSLAUF ; INNEN ; DANACH · ENTNEHMEN · ANSATZ ; ENTNEHMEN · ANSATZ ; DANACH · FORTSETZEN ; FORTSETZEN ; FORTSETZEN · ANSATZ ; FORTSETZEN ; SOLLMASS ; TEIL · VORRAT ; AUSFÜHREN · DIES · ZUGEBEN · ENTNEHMEN · ANSATZ ; HALTEN · ANSATZ ; ENTNEHMEN · ANSATZ ; DIES ; ZUGEBEN · ORT · UNTERSTUFE · STUFE ; DIES ; ENTNEHMEN · AUSFÜHREN · TEIL · SOLLMASS ; AUSFÜHREN · DANACH · ANSATZ ; DANACH · ANSATZ ; TRENNEN · DIES ; BEREIT · ANSATZ ; AUSFÜHREN · AUSWÄHLEN · PORTION ; DIES · EINSTELLEN · AUSFÜHREN · STUFE ; DANACH · ENTNEHMEN · AUSFÜHREN · HALTEN · ANSATZ ; DANACH · DIES ; DANACH · ANSATZ ; BEREIT · DIES · TEIL ; DANACH · VORRAT ; AUSFÜHREN · TEIL · SOLLMASS ; SOLLMASS ; DANACH · DIES ; DANACH · ANSATZ. FORTSETZUNG OFFEN.	P912-E0040|P912-E0041|P912-E0042|P912-E0043|P912-E0044|P912-E0045|P912-E0046|P912-E0047|P912-E0048|P912-E0049|P912-E0050|P912-E0051|P912-E0052|P912-E0053|P912-E0054|P912-E0055|P912-E0056|P912-E0057|P912-E0058|P912-E0059|P912-E0060|P912-E0061|P912-E0062|P912-E0063|P912-E0064|P912-E0065|P912-E0066|P912-E0067|P912-E0068|P912-E0069|P912-E0070|P912-E0071|P912-E0072|P912-E0073|P912-E0074|P912-E0075|P912-E0076|P912-E0077|P912-E0078|P912-E0079|P912-E0080|P912-E0081|P912-E0082|P912-E0083|P912-E0084|P912-E0085|P912-E0086|P912-E0087|P912-E0088|P912-E0089|P912-E0090|P912-E0091|P912-E0092
P915-C003	f11r	PORTABLE_CORE_PLUS_VISIBLE_REGISTER	P912-E0093	P912-E0099	7	LICENSED_DY_CLOSE	EINSTELLEN · HALTEN · FORTSETZEN ; HALTEN · AUSFÜHREN · ZIEL ; TRENNEN · DIES ; HALTEN · DIES · SOLLWERT ; UMLEITEN · DIES ; HALTEN · KURZ · DIES ; EINSTELLEN · NEHMEN · AUSFÜHREN · SCHLIESSEN. TEILGANG GESCHLOSSEN.	EINSTELLEN · HALTEN · FORTSETZEN ; HALTEN · AUSFÜHREN · ZIELSTELLE ; TRENNEN · DIES ; HALTEN · DIES · SOLLMASS ; UMLEITEN · DIES ; HALTEN · KURZ · DIES ; EINSTELLEN · ENTNEHMEN · AUSFÜHREN · SCHLIESSEN. TEILGANG GESCHLOSSEN.	P912-E0093|P912-E0094|P912-E0095|P912-E0096|P912-E0097|P912-E0098|P912-E0099
P915-C004	f11r	PORTABLE_CORE_PLUS_VISIBLE_REGISTER	P912-E0100	P912-E0151	52	PAGE_END_OPEN	HALTEN · AUSFÜHREN · DIES · EINSTELLEN · DIES ; AUSWÄHLEN · AUSFÜHREN · BEREIT · AUSFÜHREN · TEIL · DIES ; BEGINNEN · AUSFÜHREN · TEIL · SATZ ; DIES ; GEBEN · HALTEN · DIES ; SOLLWERT ; DIES · EINSTELLEN · DIES ; DIES · EINSTELLEN · SETZEN · DIES ; GEBEN · FORTSETZEN ; SOLLWERT ; DANACH · DIES ; FORTSETZEN ; BEREIT · DIES ; TEIL · SATZ ; DIES · GEBEN · DIES · NEHMEN · DIES ; NEHMEN · DANACH · DIES ; EINHEIT ; NEHMEN · SOLLWERT ; SOLLWERT ; TEIL · AUSFÜHREN · TEIL ; TEIL · FORTSETZEN ; DIES ; GEBEN · DIES ; DIES ; SOLLWERT ; EINSTELLEN · FORTSETZEN ; HALTEN · SATZ ; HALTEN · SATZ ; TEIL · GEBEN · DIES ; DIES ; SOLLWERT ; BEREIT · DIES ; TEIL ; DIES ; NEHMEN · AUSFÜHREN · TEIL · LEITEN ; SOLLWERT ; AUSFÜHREN · TEIL · LEITEN ; TEIL ; AUSWÄHLEN ; DIES ; DANACH · FORTSETZEN ; NEHMEN · SOLLWERT ; DIES · GEBEN · NEHMEN · SATZ ; TEIL · LAUF ; NEHMEN · AUSFÜHREN · TEIL · DIES ; BEREIT · DIES ; AUSWÄHLEN ; SOLLWERT ; DANACH · DIES ; SETZEN · FORTSETZEN ; BEREIT · DIES ; DIES. FORTSETZUNG OFFEN.	HALTEN · AUSFÜHREN · DIES · EINSTELLEN · DIES ; AUSWÄHLEN · AUSFÜHREN · BEREIT · AUSFÜHREN · TEIL · DIES ; BEGINNEN · AUSFÜHREN · TEIL · ANSATZ ; DIES ; ZUGEBEN · HALTEN · DIES ; SOLLMASS ; DIES · EINSTELLEN · DIES ; DIES · EINSTELLEN · ANSETZEN · DIES ; ZUGEBEN · FORTSETZEN ; SOLLMASS ; DANACH · DIES ; FORTSETZEN ; BEREIT · DIES ; TEIL · ANSATZ ; DIES · ZUGEBEN · DIES · ENTNEHMEN · DIES ; ENTNEHMEN · DANACH · DIES ; PORTION ; ENTNEHMEN · SOLLMASS ; SOLLMASS ; TEIL · AUSFÜHREN · TEIL ; TEIL · FORTSETZEN ; DIES ; ZUGEBEN · DIES ; DIES ; SOLLMASS ; EINSTELLEN · FORTSETZEN ; HALTEN · ANSATZ ; HALTEN · ANSATZ ; TEIL · ZUGEBEN · DIES ; DIES ; SOLLMASS ; BEREIT · DIES ; TEIL ; DIES ; ENTNEHMEN · AUSFÜHREN · TEIL · LEITEN ; SOLLMASS ; AUSFÜHREN · TEIL · LEITEN ; TEIL ; AUSWÄHLEN ; DIES ; DANACH · FORTSETZEN ; ENTNEHMEN · SOLLMASS ; DIES · ZUGEBEN · ENTNEHMEN · ANSATZ ; TEIL · FLÜSSIGKEITSLAUF ; ENTNEHMEN · AUSFÜHREN · TEIL · DIES ; BEREIT · DIES ; AUSWÄHLEN ; SOLLMASS ; DANACH · DIES ; ANSETZEN · FORTSETZEN ; BEREIT · DIES ; DIES. FORTSETZUNG OFFEN.	P912-E0100|P912-E0101|P912-E0102|P912-E0103|P912-E0104|P912-E0105|P912-E0106|P912-E0107|P912-E0108|P912-E0109|P912-E0110|P912-E0111|P912-E0112|P912-E0113|P912-E0114|P912-E0115|P912-E0116|P912-E0117|P912-E0118|P912-E0119|P912-E0120|P912-E0121|P912-E0122|P912-E0123|P912-E0124|P912-E0125|P912-E0126|P912-E0127|P912-E0128|P912-E0129|P912-E0130|P912-E0131|P912-E0132|P912-E0133|P912-E0134|P912-E0135|P912-E0136|P912-E0137|P912-E0138|P912-E0139|P912-E0140|P912-E0141|P912-E0142|P912-E0143|P912-E0144|P912-E0145|P912-E0146|P912-E0147|P912-E0148|P912-E0149|P912-E0150|P912-E0151
P915-C005	f13r	PORTABLE_CORE_PLUS_VISIBLE_REGISTER	P912-E0152	P912-E0193	42	LICENSED_DY_CLOSE	EINSTELLEN · SATZ · HALTEN · SATZ ; AUSFÜHREN · EINSETZEN · DIES ; HALTEN · FORTSETZEN ; DIES ; AUSFÜHREN · EINSETZEN · DIES ; HALTEN · FORTSETZEN ; AUSFÜHREN · EINSETZEN · NEHMEN · SATZ ; TEIL · DIES · EINSETZEN · DIES ; TEIL · NEHMEN · EINMAL ; TEIL · FORTSETZEN ; FORTSETZEN ; TEIL · FORTSETZEN ; HALTEN · GEBEN · DIES ; DIES · ZIEL ; DIES ; DIES · GEBEN · DIES ; DANACH · DIES ; SOLLWERT ; AUSWÄHLEN ; DIES ; AUSWÄHLEN ; DIES ; TEIL · NEHMEN · SATZ ; HALTEN · SOLLWERT ; AUSFÜHREN · VOLL · AUSWÄHLEN ; DIES · GEBEN · SATZ ; NEHMEN · SATZ ; DIES · EINSTELLEN · DIES ; DIES · GEBEN · DIES ; GEBEN · DIES ; TEIL · QUELLE ; AUSFÜHREN · TEIL · DIES ; DIES · EINSTELLEN · DIES ; DANACH · NEHMEN · SATZ ; HALTEN · SATZ · AUSFÜHREN · TEIL · AUSFÜHREN ; DIES ; EINSTELLEN · DIES ; GEBEN · FORTSETZEN ; TEIL · EINSETZEN · DIES ; AUSFÜHREN · EINSETZEN · DIES ; DANACH · NEHMEN · FORTSETZEN ; TRENNEN · FORTSETZEN · SCHLIESSEN. TEILGANG GESCHLOSSEN.	EINSTELLEN · ANSATZ · HALTEN · ANSATZ ; AUSFÜHREN · EINSETZEN · DIES ; HALTEN · FORTSETZEN ; DIES ; AUSFÜHREN · EINSETZEN · DIES ; HALTEN · FORTSETZEN ; AUSFÜHREN · EINSETZEN · ENTNEHMEN · ANSATZ ; TEIL · DIES · EINSETZEN · DIES ; TEIL · ENTNEHMEN · EINMAL ; TEIL · FORTSETZEN ; FORTSETZEN ; TEIL · FORTSETZEN ; HALTEN · ZUGEBEN · DIES ; DIES · ZIELSTELLE ; DIES ; DIES · ZUGEBEN · DIES ; DANACH · DIES ; SOLLMASS ; AUSWÄHLEN ; DIES ; AUSWÄHLEN ; DIES ; TEIL · ENTNEHMEN · ANSATZ ; HALTEN · SOLLMASS ; AUSFÜHREN · VOLL · AUSWÄHLEN ; DIES · ZUGEBEN · ANSATZ ; ENTNEHMEN · ANSATZ ; DIES · EINSTELLEN · DIES ; DIES · ZUGEBEN · DIES ; ZUGEBEN · DIES ; TEIL · VORRAT ; AUSFÜHREN · TEIL · DIES ; DIES · EINSTELLEN · DIES ; DANACH · ENTNEHMEN · ANSATZ ; HALTEN · ANSATZ · AUSFÜHREN · TEIL · AUSFÜHREN ; DIES ; EINSTELLEN · DIES ; ZUGEBEN · FORTSETZEN ; TEIL · EINSETZEN · DIES ; AUSFÜHREN · EINSETZEN · DIES ; DANACH · ENTNEHMEN · FORTSETZEN ; TRENNEN · FORTSETZEN · SCHLIESSEN. TEILGANG GESCHLOSSEN.	P912-E0152|P912-E0153|P912-E0154|P912-E0155|P912-E0156|P912-E0157|P912-E0158|P912-E0159|P912-E0160|P912-E0161|P912-E0162|P912-E0163|P912-E0164|P912-E0165|P912-E0166|P912-E0167|P912-E0168|P912-E0169|P912-E0170|P912-E0171|P912-E0172|P912-E0173|P912-E0174|P912-E0175|P912-E0176|P912-E0177|P912-E0178|P912-E0179|P912-E0180|P912-E0181|P912-E0182|P912-E0183|P912-E0184|P912-E0185|P912-E0186|P912-E0187|P912-E0188|P912-E0189|P912-E0190|P912-E0191|P912-E0192|P912-E0193
P915-C006	f13r	PORTABLE_CORE_PLUS_VISIBLE_REGISTER	P912-E0194	P912-E0209	16	LICENSED_DY_CLOSE	EINSTELLEN · NEHMEN · SATZ ; TEIL · SATZ ; SOLLWERT ; DANACH · NEHMEN · FORTSETZEN ; SETZEN · DIES ; SETZEN · NEHMEN · SATZ ; AUSFÜHREN · STUFE ; DURCHLASS · DIES ; TEIL ; TEIL · DIES ; SETZEN · DIES ; FORTSETZEN ; DIES ; AUSFÜHREN · DIES ; TEIL ; FORTSETZEN · SCHLIESSEN. TEILGANG GESCHLOSSEN.	EINSTELLEN · ENTNEHMEN · ANSATZ ; TEIL · ANSATZ ; SOLLMASS ; DANACH · ENTNEHMEN · FORTSETZEN ; ANSETZEN · DIES ; ANSETZEN · ENTNEHMEN · ANSATZ ; AUSFÜHREN · STUFE ; DURCHLASS · DIES ; TEIL ; TEIL · DIES ; ANSETZEN · DIES ; FORTSETZEN ; DIES ; AUSFÜHREN · DIES ; TEIL ; FORTSETZEN · SCHLIESSEN. TEILGANG GESCHLOSSEN.	P912-E0194|P912-E0195|P912-E0196|P912-E0197|P912-E0198|P912-E0199|P912-E0200|P912-E0201|P912-E0202|P912-E0203|P912-E0204|P912-E0205|P912-E0206|P912-E0207|P912-E0208|P912-E0209
P915-C007	f13r	PORTABLE_CORE_PLUS_VISIBLE_REGISTER	P912-E0210	P912-E0219	10	LICENSED_DY_CLOSE	SETZEN · NEHMEN · SATZ ; TEIL · AUSFÜHREN · SOLLWERT ; TEILSTOFF · DIES ; SETZEN · DIES ; EINSTELLEN · SATZ · DIES ; GEBEN ; AUSWÄHLEN ; SETZEN · DIES ; SOLLWERT ; FORTSETZEN · SCHLIESSEN. TEILGANG GESCHLOSSEN.	ANSETZEN · ENTNEHMEN · ANSATZ ; TEIL · AUSFÜHREN · SOLLMASS ; TEILSTOFF · DIES ; ANSETZEN · DIES ; EINSTELLEN · ANSATZ · DIES ; ZUGEBEN ; AUSWÄHLEN ; ANSETZEN · DIES ; SOLLMASS ; FORTSETZEN · SCHLIESSEN. TEILGANG GESCHLOSSEN.	P912-E0210|P912-E0211|P912-E0212|P912-E0213|P912-E0214|P912-E0215|P912-E0216|P912-E0217|P912-E0218|P912-E0219
P915-C008	f13r	PORTABLE_CORE_PLUS_VISIBLE_REGISTER	P912-E0220	P912-E0225	6	LICENSED_DY_CLOSE	HALTEN · KURZ · DIES ; FORTSETZEN ; TEIL · AUSFÜHREN · STUFE ; DIES · GEBEN · FORTSETZEN · DIES ; SETZEN · NEHMEN · ZIEL ; ZIEL · SCHLIESSEN. TEILGANG GESCHLOSSEN.	HALTEN · KURZ · DIES ; FORTSETZEN ; TEIL · AUSFÜHREN · STUFE ; DIES · ZUGEBEN · FORTSETZEN · DIES ; ANSETZEN · ENTNEHMEN · ZIELSTELLE ; ZIELSTELLE · SCHLIESSEN. TEILGANG GESCHLOSSEN.	P912-E0220|P912-E0221|P912-E0222|P912-E0223|P912-E0224|P912-E0225
P915-C009	f13r	PORTABLE_CORE_PLUS_VISIBLE_REGISTER	P912-E0226	P912-E0228	3	PAGE_END_OPEN	AUSWÄHLEN · DANACH · DIES ; GEBEN · DIES ; SETZEN · SATZ · SATZ · DIES. FORTSETZUNG OFFEN.	AUSWÄHLEN · DANACH · DIES ; ZUGEBEN · DIES ; ANSETZEN · ANSATZ · ANSATZ · DIES. FORTSETZUNG OFFEN.	P912-E0226|P912-E0227|P912-E0228
P915-C010	f55v	PORTABLE_CORE_PLUS_VISIBLE_REGISTER	P912-E0229	P912-E0236	8	LICENSED_DY_CLOSE	GEBEN · NEHMEN · LÄNGER · TEIL · UMSETZEN · DIES ; AUSFÜHREN · KURZ · TEIL · EINHEIT ; DURCHLASS · DIES ; DANACH · FORTSETZEN · TEIL · SOLLWERT ; TEIL · AUSFÜHREN · SCHLIESSEN · RAND ; AUSFÜHREN · VOLL · TEIL ; DIES · EINSTELLEN · LÄNGER · DIES ; SETZEN · LÄNGER · SCHLIESSEN. TEILGANG GESCHLOSSEN.	ZUGEBEN · ENTNEHMEN · LÄNGER · TEIL · UMSETZEN · DIES ; AUSFÜHREN · KURZ · TEIL · PORTION ; DURCHLASS · DIES ; DANACH · FORTSETZEN · TEIL · SOLLMASS ; TEIL · AUSFÜHREN · SCHLIESSEN · RAND ; AUSFÜHREN · VOLL · TEIL ; DIES · EINSTELLEN · LÄNGER · DIES ; ANSETZEN · LÄNGER · SCHLIESSEN. TEILGANG GESCHLOSSEN.	P912-E0229|P912-E0230|P912-E0231|P912-E0232|P912-E0233|P912-E0234|P912-E0235|P912-E0236
