edition_id	record_id	physical_page	register	page_record_ordinal	record_start_role	bundle_count	event_count	bundle_ids	surface_sequence	active_model_sequence	strict_template_id	strict_template_record_count	role_shape_id	role_shape_record_count	recurrent_strict_event_count	recurrent_role_event_count	decomposition_class	event_support_tiers	literal_name_slot_count	support_tier_rank	support_tier	support_tier_label_de	support_explanation_de	source_record_reading_de	current_record_reading_de	reading_refined_by_gdt483	all_events_have_default	provenance_complete	source_meaning_preserved
G484-R001	G475-R001	f17r	HERBAL	1	PAGE_START	1	2	G474-B001	oteeeon|oiil	CATALOGUE	G480-T001	1	G480-S001	1	1	1	PARTIAL_STRICT_EVENT_COVERAGE	RECURRENT_STRICT_EVENT|LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	2	4	PARTIAL_STRICT_EVENT_RECURRENT	mindestens ein striktes Parallelevent	1/2 Events besitzen strikte Bedeutungsparallelen.	1. Pflanzenname »eeeon« — Folgevermerk. 2. Pflanzenname »oiil«. Reihenfolge konkret: OT — danach Pflanze »eeeon«.	1. Pflanzenname »eeeon« — Folgevermerk. 2. Pflanzenname »oiil«. Reihenfolge konkret: OT — danach Pflanze »eeeon«.	NO	YES	YES	YES
G484-R002	G475-R002	f71v	CELESTIAL	1	PAGE_START	1	2	G474-B002	char|arom	CATALOGUE	G480-T002	1	G480-S002	2	2	2	FULL_STRICT_EVENT_COVERAGE	RECURRENT_STRICT_EVENT|RECURRENT_STRICT_EVENT	1	2	RECURRENT_ROLE_WHOLE_RECORD	vollständige Rollenform wiederholt sich	Rollenform G480-S002 trägt 2 Records; der genaue Inhalt bleibt lokal.	1. Eintrag »char« — Ausgangszuordnung. 2. Sternstelle »om« — Ausgangszuordnung.	1. Eintrag »char« — Ausgangszuordnung. 2. Sternstelle »om« — Ausgangszuordnung.	NO	YES	YES	YES
G484-R003	G475-R003	f71v	CELESTIAL	2	UNMARKED_NEW_LOCUS	1	1	G474-B003	chfaly	CATALOGUE	G480-T003	2	G480-S003	2	1	1	FULL_STRICT_EVENT_COVERAGE	RECURRENT_STRICT_EVENT	1	1	RECURRENT_STRICT_WHOLE_RECORD	vollständiger Record wiederholt sich bedeutungsgleich	Striktes Ganzrecord-Template G480-T003 trägt 2 Records.	Sternstelle »chf« — Zielzuordnung, Postenangabe.	Sternstelle »chf« — Zielzuordnung, Postenangabe.	NO	YES	YES	YES
G484-R004	G475-R004	f71v	CELESTIAL	3	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	1	1	G474-B004	okolar	INSTRUCTION	G480-T004	1	G480-S004	1	0	0	SINGLETON_FRAGMENT_TAIL	LOCAL_COMPONENT_RECURRENT	0	7	SAME_MODEL_COMPONENT_TILE	vollständig aus Komponenten desselben Modells gebaut	Alle Bedeutungsbausteine haben andere Träger im selben Koordinaten-, Anweisungs- oder Katalogmodell.	Weiter setze den Eintrag von der Ausgangsposition. Reihenfolge konkret: OL — Setzen in Ausgang weiterführen.	Weiter setze den Eintrag von der Ausgangsposition. Reihenfolge konkret: OL — Setzen in Ausgang weiterführen.	NO	YES	YES	YES
G484-R005	G475-R005	f71v	CELESTIAL	4	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B005	otchody	CATALOGUE	G480-T005	4	G480-S005	4	1	1	FULL_STRICT_EVENT_COVERAGE	RECURRENT_STRICT_EVENT	1	1	RECURRENT_STRICT_WHOLE_RECORD	vollständiger Record wiederholt sich bedeutungsgleich	Striktes Ganzrecord-Template G480-T005 trägt 4 Records.	Sternstelle »chody« — Folgevermerk. Reihenfolge konkret: OT — danach Sternstelle »chody«.	Sternstelle »chody« — Folgevermerk. Reihenfolge konkret: OT — danach Sternstelle »chody«.	NO	YES	YES	YES
G484-R006	G475-R006	f71v	CELESTIAL	5	UNMARKED_NEW_LOCUS	1	1	G474-B006	alcphy	INSTRUCTION	G480-T006	1	G480-S006	1	0	0	SINGLETON_FRAGMENT_TAIL	LOCAL_COMPONENT_RECURRENT	0	7	SAME_MODEL_COMPONENT_TILE	vollständig aus Komponenten desselben Modells gebaut	Alle Bedeutungsbausteine haben andere Träger im selben Koordinaten-, Anweisungs- oder Katalogmodell.	Nimm den Positionsposten auf und setze den Positionsposten ein zur Zielposition.	Nimm den Positionsposten auf und setze den Positionsposten ein zur Zielposition.	NO	YES	YES	YES
G484-R007	G475-R007	f71v	CELESTIAL	6	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B007	otaiin	COORDINATE	G480-T007	1	G480-S007	1	1	1	FULL_STRICT_EVENT_COVERAGE	RECURRENT_STRICT_EVENT	0	3	ALL_EVENTS_STRICT_RECURRENT	alle Events besitzen strikte Parallelträger	Alle 1 Events besitzen strikte Bedeutungsparallelen.	Adressspur: danach → Positionswert. Reihenfolge konkret: OT — danach Wert.	Adressspur: danach → Positionswert. Reihenfolge konkret: OT — danach Wert.	NO	YES	YES	YES
G484-R008	G475-R008	f71v	CELESTIAL	7	UNMARKED_NEW_LOCUS	1	1	G474-B008	okaraiin	INSTRUCTION	G480-T008	1	G480-S008	3	0	1	FULL_ROLE_EVENT_COVERAGE	RECURRENT_ROLE_EVENT	0	2	RECURRENT_ROLE_WHOLE_RECORD	vollständige Rollenform wiederholt sich	Rollenform G480-S008 trägt 3 Records; der genaue Inhalt bleibt lokal.	Setze den Positionswert von der Ausgangsposition.	Setze den Positionswert von der Ausgangsposition.	NO	YES	YES	YES
G484-R009	G475-R009	f71v	CELESTIAL	8	EXPLICIT_NEXT_SIBLING_OT	1	3	G474-B009	otar|ar|aly	COORDINATE	G480-T009	1	G480-S009	1	2	3	PARTIAL_STRICT_EVENT_COVERAGE	RECURRENT_STRICT_EVENT|RECURRENT_STRICT_EVENT|RECURRENT_ROLE_EVENT	0	4	PARTIAL_STRICT_EVENT_RECURRENT	mindestens ein striktes Parallelevent	2/3 Events besitzen strikte Bedeutungsparallelen.	1. Adressspur: danach → Ausgangsposition. 2. Adressspur: Ausgangsposition. 3. Adressspur: Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Ausgang.	1. Adressspur: danach → Ausgangsposition. 2. Adressspur: Ausgangsposition. 3. Adressspur: Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Ausgang.	NO	YES	YES	YES
G484-R010	G475-R010	f71v	CELESTIAL	9	UNMARKED_NEW_LOCUS	1	3	G474-B010	opalar|am|dan	COORDINATE	G480-T010	1	G480-S010	1	0	2	PARTIAL_ROLE_FRAGMENT_COVERAGE	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT|RECURRENT_ROLE_EVENT|RECURRENT_ROLE_EVENT	1	6	PARTIAL_ROLE_EVENT_RECURRENT	mindestens ein Rollenparallelevent	2/3 Events besitzen Rollenparallelen.	1. Adressspur: Sternstelle »op« → Zielposition → Ausgangsposition. 2. Adressspur: hier. 3. Adressspur: Sektoranteil.	1. Adressspur: Sternstelle »op« → Zielposition → Ausgangsposition. 2. Adressspur: hier. 3. Adressspur: Sektoranteil.	NO	YES	YES	YES
