page	panel_id	record_id	locus	position	word	mention	model	reading	status
f83r	F83_UPPER_SPRAY	F83_P1	f83r.1	1	tchedy	f83r.1:1	L0	⟦tchedy⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.1	2	lpchedy	f83r.1:2	L0	⟦lpchedy⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.1	3	opedy	f83r.1:3	L0	⟦opedy⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.1	4	chepol	f83r.1:4	L0	⟦chepol⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.1	5	pchedar	f83r.1:5	L0	⟦pchedar⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.1	6	shedy	f83r.1:6	L0	[F83_P1:A: Flüssigkeit]	HYPOTHETICAL_PARTICIPANT
f83r	F83_UPPER_SPRAY	F83_P1	f83r.1	7	qopchedy	f83r.1:7	L0	⟦qopchedy⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.2	1	sol	f83r.2:1	L0	⟦sol⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.2	2	cheey	f83r.2:2	L0	⟦cheey⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.2	3	qokaiin	f83r.2:3	L0	[F83_P1:B: Gefäß]	HYPOTHETICAL_PARTICIPANT
f83r	F83_UPPER_SPRAY	F83_P1	f83r.2	4	shol	f83r.2:4	L0	⟦shol⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.2	5	lchs	f83r.2:5	L0	⟦lchs⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.2	6	shey	f83r.2:6	L0	⟦shey⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.2	7	qoteedy	f83r.2:7	L0	⟦qoteedy⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.2	8	rches	f83r.2:8	L0	⟦rches⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.2	9	ar	f83r.2:9	L0	⟦ar⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.2	10	chedy	f83r.2:10	L0	Erwärme [Gefäß F83_P1:B].	HYPOTHETICAL_ACTION_AND_REFERENCE
f83r	F83_UPPER_SPRAY	F83_P1	f83r.2	11	dor	f83r.2:11	L0	⟦dor⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.3	1	olkeedy	f83r.3:1	L0	⟦olkeedy⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.3	2	qotal	f83r.3:2	L0	⟦qotal⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.3	3	chkeedy	f83r.3:3	L0	⟦chkeedy⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.3	4	chey	f83r.3:4	L0	⟦chey⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.3	5	daiin	f83r.3:5	L0	⟦daiin⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.3	6	chey	f83r.3:6	L0	⟦chey⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.3	7	lchedy	f83r.3:7	L0	[F83_P1:C: Zusatzstoff]	HYPOTHETICAL_PARTICIPANT
f83r	F83_UPPER_SPRAY	F83_P1	f83r.3	8	qokaiin	f83r.3:8	L0	[F83_P1:B: Gefäß]	HYPOTHETICAL_PARTICIPANT
f83r	F83_UPPER_SPRAY	F83_P1	f83r.3	9	qotal	f83r.3:9	L0	⟦qotal⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.3	10	dar	f83r.3:10	L0	⟦dar⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.4	1	qokshedy	f83r.4:1	L0	⟦qokshedy⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.4	2	chedy	f83r.4:2	L0	Erwärme [Gefäß F83_P1:B].	HYPOTHETICAL_ACTION_AND_REFERENCE
f83r	F83_UPPER_SPRAY	F83_P1	f83r.4	3	qokedy	f83r.4:3	L0	⟦qokedy⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.4	4	chkedy	f83r.4:4	L0	⟦chkedy⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.4	5	daiin	f83r.4:5	L0	⟦daiin⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.4	6	shetar	f83r.4:6	L0	⟦shetar⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.4	7	shedy	f83r.4:7	L0	[F83_P1:A: Flüssigkeit]	HYPOTHETICAL_PARTICIPANT
f83r	F83_UPPER_SPRAY	F83_P1	f83r.4	8	qekaiin	f83r.4:8	L0	⟦qekaiin⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.4	9	chedy	f83r.4:9	L0	Erwärme [Flüssigkeit F83_P1:A].	HYPOTHETICAL_ACTION_AND_REFERENCE
f83r	F83_UPPER_SPRAY	F83_P1	f83r.5	1	deey	f83r.5:1	L0	⟦deey⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.5	2	qotaiin	f83r.5:2	L0	⟦qotaiin⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.5	3	checkhy	f83r.5:3	L0	⟦checkhy⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.5	4	qoty	f83r.5:4	L0	⟦qoty⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.5	5	cheg	f83r.5:5	L0	⟦cheg⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.5	6	shedy	f83r.5:6	L0	[F83_P1:A: Flüssigkeit]	HYPOTHETICAL_PARTICIPANT
f83r	F83_UPPER_SPRAY	F83_P1	f83r.5	7	qokeey	f83r.5:7	L0	⟦qokeey⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.5	8	rchedy	f83r.5:8	L0	⟦rchedy⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.5	9	qoteedy	f83r.5:9	L0	⟦qoteedy⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.5	10	lo	f83r.5:10	L0	⟦lo⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.6	1	schedy	f83r.6:1	L0	⟦schedy⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.6	2	chedchy	f83r.6:2	L0	⟦chedchy⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.6	3	qokal	f83r.6:3	L0	⟦qokal⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.6	4	olchedy	f83r.6:4	L0	⟦olchedy⟧	OPEN
f83r	F83_UPPER_SPRAY	F83_P1	f83r.6	5	qokaiin	f83r.6:5	L0	[F83_P1:B: Gefäß]	HYPOTHETICAL_PARTICIPANT
f83r	F83_UPPER_SPRAY	F83_P1	f83r.6	6	chedy	f83r.6:6	L0	Erwärme [Gefäß F83_P1:B].	HYPOTHETICAL_ACTION_AND_REFERENCE
f83r	F83_UPPER_SPRAY	F83_P1	f83r.6	7	qokeedy	f83r.6:7	L0	Fülle [Gefäß F83_P1:B] in [Gefäß F83_P1:B] ein.	HYPOTHETICAL_ACTION_AND_REFERENCE
f83r	F83_UPPER_SPRAY	F83_P1	f83r.6	8	lchedy	f83r.6:8	L0	[F83_P1:C: Zusatzstoff]	HYPOTHETICAL_PARTICIPANT
f83r	F83_UPPER_SPRAY	F83_P1	f83r.6	9	qoky	f83r.6:9	L0	⟦qoky⟧	OPEN
