held_out_page	slot_skeleton	head_or_pair	grade_slot	argument_slot	endpoint_slot	leave_page_replay_status	red_causes	event_count	surfaces	component_recipes
f10r	CH+K|NONE|Y|OPEN	CH+K	NONE	Y	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	1	ckhy	CH+K+Y
f10r	CH+R|E|Y|OPEN	CH+R	E	Y	OPEN	RED_PAGE_PRIVATE_HEAD_OR_SLOT	ARGUMENT_SLOT_PAGE_PRIVATE	1	ycheor	Y+CH+E+O+R
f10r	CH+SH|NONE|OR|OPEN	CH+SH	NONE	OR	OPEN	AMBER_MARGINS_OLD_COMBINATION_NEW	NONE	1	otchoshor	OT+CH+O+SH+OR
f10r	CH+T|NONE|AIIN|OPEN	CH+T	NONE	AIIN	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	1	cthaiin	CH+T+AIIN
f10r	CH+T|NONE|NONE|OPEN	CH+T	NONE	NONE	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	2	cth|ctho	CH+T|CH+T+O
f10r	CH+T|NONE|OR|OPEN	CH+T	NONE	OR	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	2	cthoor|cthor	CH+T+O+OR|CH+T+OR
f10r	CH+T|NONE|Y|OPEN	CH+T	NONE	Y	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	6	chty|cthy|cthyd|octhody|qoctholy	CARRIER_Q+O+CH+T+OL+Y|CH+T+Y|CH+T+Y+D_ADDR|O+CH+T+O+D_ADDR+Y
f10r	CH|E|Y|OPEN	CH	E	Y	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	1	dchey	CH+E+Y
f10r	CH|NONE|AIIN|OPEN	CH	NONE	AIIN	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	2	chaiin|chodaiin	CH+AIIN|CH+O+D_ADDR+AIIN
f10r	CH|NONE|NONE|OPEN	CH	NONE	NONE	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	2	chair|qotchol	CH+AIR|OT+CH+OL
f10r	CH|NONE|OR|OPEN	CH	NONE	OR	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	4	chor|qotchor	CH+OR|OT+CH+OR
f10r	CH|NONE|Y|OPEN	CH	NONE	Y	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	1	cfhy	CH+LOCAL_CHAR_F+Y
f10r	K+CH|NONE|AIIN|OPEN	K+CH	NONE	AIIN	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	1	kchaiin	K+CH+AIIN
f10r	K|NONE|NONE|OPEN	K	NONE	NONE	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	2	kaiiin|kom	K+A_ADDR+LOCAL_CHAR_I+IIN|K+O+M_LOCAL
f10r	OK|NONE|NONE|OPEN	OK	NONE	NONE	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	1	qokchol	OK+OL
f10r	OK|NONE|Y|OPEN	OK	NONE	Y	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	2	oky|qokchy	OK+Y
f10r	P+CH|NONE|NONE|OPEN	P+CH	NONE	NONE	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	1	pchodol	P+CH+O+D_ADDR+OL
f10r	P+CH|NONE|Y|OPEN	P+CH	NONE	Y	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	1	ypch	Y+P+CH
f10r	R|NONE|NONE|OPEN	R	NONE	NONE	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	1	doiir	D_ADDR+O+IIN+R
f10r	SH|NONE|OR|OPEN	SH	NONE	OR	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	2	shor	SH+OR
f10r	S|NONE|AIN|OPEN	S	NONE	AIN	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	1	osain	O+S+AIN
f10r	S|NONE|OR|OPEN	S	NONE	OR	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	1	sor	S+OR
f10r	T+CH|NONE|Y|OPEN	T+CH	NONE	Y	OPEN	AMBER_MARGINS_OLD_COMBINATION_NEW	NONE	1	otytchol	OT+Y+T+CH+OL
f10r	T|E|Y|OPEN	T	E	Y	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	1	etyd	E+T+Y
f10r	T|NONE|AIIN|OPEN	T	NONE	AIIN	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	1	taiin	T+AIIN
f10r	T|NONE|Y|OPEN	T	NONE	Y	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	2	tchy|ytoiin	T+Y|Y+T+O+IIN
f11r	CH+P|NONE|Y|OPEN	CH+P	NONE	Y	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	1	cphy	CH+P+Y
f11r	CH+T|NONE|Y|OPEN	CH+T	NONE	Y	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	4	cthy	CH+T+Y
f11r	CH|NONE|AIIN|OPEN	CH	NONE	AIIN	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	2	chaiin	CH+AIIN
f11r	CH|NONE|NONE|OPEN	CH	NONE	NONE	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	1	chodl	CH+O+D_ADDR+L
f11r	CH|NONE|Y|OPEN	CH	NONE	Y	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	3	cfhy|chody|choty	CH+LOCAL_CHAR_F+Y|CH+O+D_ADDR+Y|CH+OT+Y
f11r	K+SH|NONE|Y|OPEN	K+SH	NONE	Y	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	1	kshy	K+SH+Y
f11r	K|NONE|NONE|OPEN	K	NONE	NONE	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	1	kchol	K+OL
f11r	K|NONE|Y|OPEN	K	NONE	Y	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	2	dky|kchy	D_ADDR+K+Y|K+Y
f11r	OK|NONE|NONE|OPEN	OK	NONE	NONE	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	1	okchol	OK+OL
f11r	SH|E|Y|OPEN	SH	E	Y	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	1	shey	SH+E+Y
f11r	SH|NONE|NONE|OPEN	SH	NONE	NONE	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	1	schoal	SH+O+AL
f11r	SH|NONE|OR|OPEN	SH	NONE	OR	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	2	shor	SH+OR
f11r	S|NONE|NONE|OPEN	S	NONE	NONE	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	2	s	S
f11r	T+CH|NONE|NONE|CLOSE	T+CH	NONE	NONE	CLOSE	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	1	tchody	T+CH+O+DY
f11r	T+SH|NONE|NONE|OPEN	T+SH	NONE	NONE	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	1	tshol	T+SH+OL
f11r	T|NONE|NONE|OPEN	T	NONE	NONE	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	1	tchol	T+OL
f13r	CH+K|NONE|Y|OPEN	CH+K	NONE	Y	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	1	chckhy	CH+K+Y
f13r	CH|NONE|NONE|CLOSE	CH	NONE	NONE	CLOSE	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	1	cfholdy	CH+LOCAL_CHAR_F+OL+DY
f13r	CH|NONE|NONE|OPEN	CH	NONE	NONE	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	3	dchg|otchol|qotchol	D_ADDR+CH+LOCAL_CHAR_G|OT+CH+OL
f13r	CH|NONE|OR|OPEN	CH	NONE	OR	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	3	chor|dchor|otchor	CH+OR|D_ADDR+CH+OR|OT+CH+OR
f13r	K|NONE|NONE|OPEN	K	NONE	NONE	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	2	k|kchol	K|K+OL
f13r	K|NONE|Y|OPEN	K	NONE	Y	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	2	kchy	K+Y
f13r	OK+CH|NONE|NONE|OPEN	OK+CH	NONE	NONE	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	1	okchal	OK+CH+AL
f13r	OK+CH|NONE|OR|OPEN	OK+CH	NONE	OR	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	2	okchor	OK+CH+OR
f13r	OK|NONE|Y|OPEN	OK	NONE	Y	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	4	okchey|okchy|qokchy|qoky	OK+Y
f13r	P+CH|NONE|OR|OPEN	P+CH	NONE	OR	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	1	opchor	O+P+CH+OR
f13r	P|NONE|Y|OPEN	P	NONE	Y	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	4	dpchy|opchy|qopchy	D_ADDR+P+Y|O+P+Y
f13r	SH+K|NONE|Y|OPEN	SH+K	NONE	Y	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	1	shkchy	SH+K+Y
f13r	SH|E|Y|OPEN	SH	E	Y	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	1	shey	SH+E+Y
f13r	SH|NONE|AIIN|OPEN	SH	NONE	AIIN	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	1	shaiin	SH+AIIN
f13r	SH|NONE|NONE|OPEN	SH	NONE	NONE	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	2	shol	SH+OL
f13r	SH|NONE|OR|OPEN	SH	NONE	OR	OPEN	GREEN_EXACT_SLOT_SKELETON_FROM_OTHER_PAGE	NONE	1	shorodo	SH+OR+O+D_ADDR+O
