branch	edition	paragraph	grammar	mention	kind	form	axis	value	patient	patient_form	rule	debts	eligible	row_status
C_A	IT2a	f111r|f111r.6-f111r.35	B	f111r.10:12	STANDALONE	oty	thermal	cold			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_A	IT2a	f111r|f111r.6-f111r.35	B	f111r.17:4	STANDALONE	qoteedy	thermal	cold			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_A	IT2a	f111r|f111r.6-f111r.35	B	f111r.22:6	STANDALONE	okey	thermal	warm			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_A	IT2a	f111r|f111r.6-f111r.35	B	f111r.29:12	STANDALONE	qoteedy	thermal	cold	f111r.29:7	chr	LOCAL_LEFT	UNREAD_BETWEEN:f111r.29:10;UNREAD_BETWEEN:f111r.29:11	False	recorded
C_A	IT2a	f111r|f111r.6-f111r.35	J	f111r.10:12	STANDALONE	oty	thermal	cold			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_A	IT2a	f111r|f111r.6-f111r.35	J	f111r.17:4	STANDALONE	qoteedy	thermal	cold			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_A	IT2a	f111r|f111r.6-f111r.35	J	f111r.22:6	STANDALONE	okey	thermal	warm			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_A	IT2a	f111r|f111r.6-f111r.35	J	f111r.29:12	STANDALONE	qoteedy	thermal	cold	f111r.29:7	chr	LOCAL_LEFT	UNREAD_BETWEEN:f111r.29:10;UNREAD_BETWEEN:f111r.29:11	False	recorded
C_A	IT2a	f111r|f111r.6-f111r.35	M	f111r.10:12	STANDALONE	oty	thermal	cold			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_A	IT2a	f111r|f111r.6-f111r.35	M	f111r.17:4	STANDALONE	qoteedy	thermal	cold			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_A	IT2a	f111r|f111r.6-f111r.35	M	f111r.22:6	STANDALONE	okey	thermal	warm			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_A	IT2a	f111r|f111r.6-f111r.35	M	f111r.29:12	STANDALONE	qoteedy	thermal	cold	f111r.29:7	chr	LOCAL_LEFT	UNREAD_BETWEEN:f111r.29:10;UNREAD_BETWEEN:f111r.29:11	False	recorded
C_A	ZL3b	f111r|f111r.6-f111r.35	B	f111r.10:12	STANDALONE	oty	thermal	cold			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_A	ZL3b	f111r|f111r.6-f111r.35	B	f111r.17:4	STANDALONE	qoteedy	thermal	cold			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_A	ZL3b	f111r|f111r.6-f111r.35	B	f111r.22:7	STANDALONE	okey	thermal	warm			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_A	ZL3b	f111r|f111r.6-f111r.35	B	f111r.29:12	STANDALONE	qoteedy	thermal	cold	f111r.29:7	chr	LOCAL_LEFT	UNREAD_BETWEEN:f111r.29:10;UNREAD_BETWEEN:f111r.29:11	False	recorded
C_A	ZL3b	f111r|f111r.6-f111r.35	J	f111r.10:12	STANDALONE	oty	thermal	cold			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_A	ZL3b	f111r|f111r.6-f111r.35	J	f111r.17:4	STANDALONE	qoteedy	thermal	cold			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_A	ZL3b	f111r|f111r.6-f111r.35	J	f111r.22:7	STANDALONE	okey	thermal	warm			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_A	ZL3b	f111r|f111r.6-f111r.35	J	f111r.29:12	STANDALONE	qoteedy	thermal	cold	f111r.29:7	chr	LOCAL_LEFT	UNREAD_BETWEEN:f111r.29:10;UNREAD_BETWEEN:f111r.29:11	False	recorded
C_A	ZL3b	f111r|f111r.6-f111r.35	M	f111r.10:12	STANDALONE	oty	thermal	cold			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_A	ZL3b	f111r|f111r.6-f111r.35	M	f111r.17:4	STANDALONE	qoteedy	thermal	cold			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_A	ZL3b	f111r|f111r.6-f111r.35	M	f111r.22:7	STANDALONE	okey	thermal	warm			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_A	ZL3b	f111r|f111r.6-f111r.35	M	f111r.29:12	STANDALONE	qoteedy	thermal	cold	f111r.29:7	chr	LOCAL_LEFT	UNREAD_BETWEEN:f111r.29:10;UNREAD_BETWEEN:f111r.29:11	False	recorded
C_Q	IT2a	f111r|f111r.6-f111r.35	B	f111r.10:12	STANDALONE	oty	thermal	cold			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_Q	IT2a	f111r|f111r.6-f111r.35	B	f111r.17:4	STANDALONE	qoteedy	thermal	cold			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_Q	IT2a	f111r|f111r.6-f111r.35	B	f111r.22:6	STANDALONE	okey	thermal	warm			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_Q	IT2a	f111r|f111r.6-f111r.35	B	f111r.29:12	STANDALONE	qoteedy	thermal	cold	f111r.29:7	chr	LOCAL_LEFT	UNREAD_BETWEEN:f111r.29:10;UNREAD_BETWEEN:f111r.29:11	False	recorded
C_Q	IT2a	f111r|f111r.6-f111r.35	J	f111r.10:12	STANDALONE	oty	thermal	cold			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_Q	IT2a	f111r|f111r.6-f111r.35	J	f111r.17:4	STANDALONE	qoteedy	thermal	cold			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_Q	IT2a	f111r|f111r.6-f111r.35	J	f111r.22:6	STANDALONE	okey	thermal	warm			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_Q	IT2a	f111r|f111r.6-f111r.35	J	f111r.29:12	STANDALONE	qoteedy	thermal	cold	f111r.29:7	chr	LOCAL_LEFT	UNREAD_BETWEEN:f111r.29:10;UNREAD_BETWEEN:f111r.29:11	False	recorded
C_Q	IT2a	f111r|f111r.6-f111r.35	M	f111r.10:12	STANDALONE	oty	thermal	cold			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_Q	IT2a	f111r|f111r.6-f111r.35	M	f111r.17:4	STANDALONE	qoteedy	thermal	cold			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_Q	IT2a	f111r|f111r.6-f111r.35	M	f111r.22:6	STANDALONE	okey	thermal	warm			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_Q	IT2a	f111r|f111r.6-f111r.35	M	f111r.29:12	STANDALONE	qoteedy	thermal	cold	f111r.29:7	chr	LOCAL_LEFT	UNREAD_BETWEEN:f111r.29:10;UNREAD_BETWEEN:f111r.29:11	False	recorded
C_Q	ZL3b	f111r|f111r.6-f111r.35	B	f111r.10:12	STANDALONE	oty	thermal	cold			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_Q	ZL3b	f111r|f111r.6-f111r.35	B	f111r.17:4	STANDALONE	qoteedy	thermal	cold			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_Q	ZL3b	f111r|f111r.6-f111r.35	B	f111r.22:7	STANDALONE	okey	thermal	warm			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_Q	ZL3b	f111r|f111r.6-f111r.35	B	f111r.29:12	STANDALONE	qoteedy	thermal	cold	f111r.29:7	chr	LOCAL_LEFT	UNREAD_BETWEEN:f111r.29:10;UNREAD_BETWEEN:f111r.29:11	False	recorded
C_Q	ZL3b	f111r|f111r.6-f111r.35	J	f111r.10:12	STANDALONE	oty	thermal	cold			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_Q	ZL3b	f111r|f111r.6-f111r.35	J	f111r.17:4	STANDALONE	qoteedy	thermal	cold			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_Q	ZL3b	f111r|f111r.6-f111r.35	J	f111r.22:7	STANDALONE	okey	thermal	warm			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_Q	ZL3b	f111r|f111r.6-f111r.35	J	f111r.29:12	STANDALONE	qoteedy	thermal	cold	f111r.29:7	chr	LOCAL_LEFT	UNREAD_BETWEEN:f111r.29:10;UNREAD_BETWEEN:f111r.29:11	False	recorded
C_Q	ZL3b	f111r|f111r.6-f111r.35	M	f111r.10:12	STANDALONE	oty	thermal	cold			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_Q	ZL3b	f111r|f111r.6-f111r.35	M	f111r.17:4	STANDALONE	qoteedy	thermal	cold			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_Q	ZL3b	f111r|f111r.6-f111r.35	M	f111r.22:7	STANDALONE	okey	thermal	warm			MISSING	MISSING_MATERIAL_BINDING	False	recorded
C_Q	ZL3b	f111r|f111r.6-f111r.35	M	f111r.29:12	STANDALONE	qoteedy	thermal	cold	f111r.29:7	chr	LOCAL_LEFT	UNREAD_BETWEEN:f111r.29:10;UNREAD_BETWEEN:f111r.29:11	False	recorded
