order	event_id	locus	field_id	statement_id	surface	joint_tuple_id	small_value_de	owner_zone	lexicon_source
1	E229	f83r.3	F071	B3-S001	olkeedy	3b70942557b3a40e8030	länger auffangen; Schluss	B3_ZONE_A_UPPER_PAIRED_STATION	B1_EXACT_CARD_TRANSFER
2	E230	f83r.3	F072	B3-S002	qotal	90bcf0a9ec0ef56399e6	Folgestelle	B3_ZONE_A_UPPER_PAIRED_STATION	B3_LOCAL_LEARNED_CARD
3	E231	f83r.3	F072	B3-S002	chkeedy	a84fbe3ad380df345b97	länger wärmen; Schluss	B3_ZONE_A_UPPER_PAIRED_STATION	B3_LOCAL_LEARNED_CARD
4	E232	f83r.3	F073	B3-S003	chey	b921a237be883a820352	dies	B3_ZONE_A_UPPER_PAIRED_STATION	B2_EXACT_CARD_TRANSFER
5	E233	f83r.3	F073	B3-S003	daiin	2f1c5e56e8f0ff459065	Mass	B3_ZONE_A_UPPER_PAIRED_STATION	B2_EXACT_CARD_TRANSFER
6	E234	f83r.3	F073	B3-S003	chey	b921a237be883a820352	dies	B3_ZONE_A_UPPER_PAIRED_STATION	B2_EXACT_CARD_TRANSFER
7	E235	f83r.3	F073	B3-S003	lchedy	de7321bface5628e35d6	hinausführen; Schluss	B3_ZONE_A_UPPER_PAIRED_STATION	B2_EXACT_CARD_TRANSFER
8	E236	f83r.3	F074	B3-S004	qokaiin	b5fcea1eaed06b2f2291	bemessen	B3_ZONE_A_UPPER_PAIRED_STATION	B2_EXACT_CARD_TRANSFER
9	E237	f83r.3	F074	B3-S004	qotal	90bcf0a9ec0ef56399e6	Folgestelle	B3_ZONE_A_UPPER_PAIRED_STATION	B3_LOCAL_LEARNED_CARD
10	E238	f83r.3	F074	B3-S004	dar	4d4559019a961b834aa1	dasselbe	B3_ZONE_A_UPPER_PAIRED_STATION	B2_EXACT_CARD_TRANSFER
11	E239	f83r.6	F075	B3-S005	schedy	259b2b3b0bf859882e2c	überführen; Schluss	B3_ZONE_A_UPPER_PAIRED_STATION	B2_EXACT_CARD_TRANSFER
12	E240	f83r.6	F076	B3-S006	chedchy	5e8441397e7c0faf042b	den laufenden Posten zuführen oder umsetzen	B3_ZONE_A_UPPER_PAIRED_STATION	B3_LOCAL_LEARNED_CARD
13	E241	f83r.6	F076	B3-S006	qokal	308e8ea2d5d190c498e8	an die Stelle setzen	B3_ZONE_A_UPPER_PAIRED_STATION	B2_EXACT_CARD_TRANSFER
14	E242	f83r.6	F076	B3-S006	olchedy	28ffbc88b97772a75f1e	weiterführen; Schluss	B3_ZONE_A_UPPER_PAIRED_STATION	B2_EXACT_CARD_TRANSFER
15	E243	f83r.6	F077	B3-S007	qokaiin	b5fcea1eaed06b2f2291	bemessen	B3_ZONE_A_UPPER_PAIRED_STATION	B2_EXACT_CARD_TRANSFER
16	E244	f83r.6	F077	B3-S007	chedy	6f7ff8287eddf4da9fdb	dies umsetzen	B3_ZONE_A_UPPER_PAIRED_STATION	B1_EXACT_CARD_TRANSFER
17	E245	f83r.6	F077	B3-S007	qokeedy	7d25241b0e56c836372a	länger ansetzen; Schluss	B3_ZONE_A_UPPER_PAIRED_STATION	B2_EXACT_CARD_TRANSFER
18	E246	f83r.6	F078	B3-S008	lchedy	de7321bface5628e35d6	hinausführen; Schluss	B3_ZONE_A_UPPER_PAIRED_STATION	B2_EXACT_CARD_TRANSFER
19	E247	f83r.6	F079	B3-S009	qoky	276a7c2d74d1143446f4	verwende dies	B3_ZONE_A_UPPER_PAIRED_STATION	B2_EXACT_CARD_TRANSFER
20	E248	f83r.8	F080	B3-S010	pchedal	ba540da978ea132f6da5	Einfüllstelle	B3_ZONE_A_UPPER_PAIRED_STATION	B3_LOCAL_LEARNED_CARD
21	E249	f83r.8	F080	B3-S010	otedy	c45ebac60774620561e2	kurzer Folgeschritt; Schluss	B3_ZONE_A_UPPER_PAIRED_STATION	B3_LOCAL_LEARNED_CARD
22	E250	f83r.8	F081	B3-S011	shecthedchy	348e81ba084c5acdb32b	aufstreichen	B3_ZONE_A_UPPER_PAIRED_STATION	B3_LOCAL_LEARNED_CARD
23	E251	f83r.8	F081	B3-S011	qoky	276a7c2d74d1143446f4	verwende dies	B3_ZONE_A_UPPER_PAIRED_STATION	B2_EXACT_CARD_TRANSFER
24	E252	f83r.8	F081	B3-S011	chedy	6f7ff8287eddf4da9fdb	dies umsetzen	B3_ZONE_A_UPPER_PAIRED_STATION	B1_EXACT_CARD_TRANSFER
25	E253	f83r.8	F081	B3-S011	chary	0bdc8b6db811b4e67a63	abkühlen	B3_ZONE_A_UPPER_PAIRED_STATION	B3_LOCAL_LEARNED_CARD
26	E254	f83r.11	F082	B3-S012	sor	7a4bb8136330ee4e6e56	Ansatz	B3_ZONE_A_UPPER_PAIRED_STATION	B3_LOCAL_LEARNED_CARD
27	E255	f83r.11	F082	B3-S012	shedy	bc4f1f5c006c74a4d26d	kurz absetzen; Schluss	B3_ZONE_A_UPPER_PAIRED_STATION	B2_EXACT_CARD_TRANSFER
28	E256	f83r.11	F083	B3-S013	qokaiin	b5fcea1eaed06b2f2291	bemessen	B3_ZONE_A_UPPER_PAIRED_STATION	B2_EXACT_CARD_TRANSFER
29	E257	f83r.11	F083	B3-S013	chkain	9da1b6ac2c929daea697	eine Portion	B3_ZONE_A_UPPER_PAIRED_STATION	B1_EXACT_CARD_TRANSFER
30	E258	f83r.11	F083	B3-S013	shcthey	6b89d6dd70635bc60fe0	dies kurz bereithalten	B3_ZONE_A_UPPER_PAIRED_STATION	B2_EXACT_CARD_TRANSFER
31	E259	f83r.11	F083	B3-S013	qokedy	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	B3_ZONE_A_UPPER_PAIRED_STATION	B1_EXACT_CARD_TRANSFER
32	E260	f83r.11	F084	B3-S014	okair	7d2404c835b10a2c06af	Wasser in Gang setzen	B3_ZONE_A_UPPER_PAIRED_STATION	B3_LOCAL_LEARNED_CARD
33	E261	f83r.11	F084	B3-S014	sheedy	03626ca94cb17800d767	länger absetzen; Schluss	B3_ZONE_A_UPPER_PAIRED_STATION	B3_LOCAL_LEARNED_CARD
34	E262	f83r.11	F085	B3-S015	lchedy	de7321bface5628e35d6	hinausführen; Schluss	B3_ZONE_A_UPPER_PAIRED_STATION	B2_EXACT_CARD_TRANSFER
35	E263	f83r.11	F086	B3-S016	lo	2b7fa918d1b2f5c656e3	unterer Ablauf	B3_ZONE_A_UPPER_PAIRED_STATION	B3_LOCAL_LEARNED_CARD
36	E264	f83r.14	F087	B3-S016	qokchedy	07913ef9b1fb773cd325	Ansatz umsetzen; Schluss	B3_ZONE_B_MIDDLE_STATION	B1_EXACT_CARD_TRANSFER
37	E265	f83r.14	F088	B3-S017	qokeedy	7d25241b0e56c836372a	länger ansetzen; Schluss	B3_ZONE_B_MIDDLE_STATION	B2_EXACT_CARD_TRANSFER
38	E266	f83r.14	F089	B3-S018	shedy	bc4f1f5c006c74a4d26d	kurz absetzen; Schluss	B3_ZONE_B_MIDDLE_STATION	B2_EXACT_CARD_TRANSFER
39	E267	f83r.14	F090	B3-S019	qokshedy	db167f8e9b53eefb58f8	zum Absetzen stellen; Schluss	B3_ZONE_B_MIDDLE_STATION	B3_LOCAL_LEARNED_CARD
40	E268	f83r.14	F091	B3-S020	dal	dd0ecaf5e27d81befffc	Stelle	B3_ZONE_B_MIDDLE_STATION	B2_EXACT_CARD_TRANSFER
41	E269	f83r.14	F091	B3-S020	lchedy	de7321bface5628e35d6	hinausführen; Schluss	B3_ZONE_B_MIDDLE_STATION	B2_EXACT_CARD_TRANSFER
42	E270	f83r.14	F092	B3-S021	qokaiin	b5fcea1eaed06b2f2291	bemessen	B3_ZONE_B_MIDDLE_STATION	B2_EXACT_CARD_TRANSFER
43	E271	f83r.14	F092	B3-S021	shcthy	e0b630cb1b5df5e7105b	bereit	B3_ZONE_B_MIDDLE_STATION	B3_LOCAL_LEARNED_CARD
44	E272	f83r.14	F092	B3-S021	dal	dd0ecaf5e27d81befffc	Stelle	B3_ZONE_B_MIDDLE_STATION	B2_EXACT_CARD_TRANSFER
45	E273	f83r.14	F092	B3-S021	sy	b921a237be883a820352	dies	B3_ZONE_B_MIDDLE_STATION	B2_EXACT_CARD_TRANSFER
46	E274	f83r.15	F093	B3-S021	saiin	2f1c5e56e8f0ff459065	Mass	B3_ZONE_B_MIDDLE_STATION	B2_EXACT_CARD_TRANSFER
47	E275	f83r.15	F093	B3-S021	shedal	abb23e5e6936b4147f76	Absetzstelle	B3_ZONE_B_MIDDLE_STATION	B3_LOCAL_LEARNED_CARD
48	E276	f83r.15	F093	B3-S021	shecthy	cb57b696b815fdef9cb7	temperiert	B3_ZONE_B_MIDDLE_STATION	B3_LOCAL_LEARNED_CARD
49	E277	f83r.15	F093	B3-S021	chey	b921a237be883a820352	dies	B3_ZONE_B_MIDDLE_STATION	B2_EXACT_CARD_TRANSFER
50	E278	f83r.15	F093	B3-S021	tal	dd0ecaf5e27d81befffc	Stelle	B3_ZONE_B_MIDDLE_STATION	B2_EXACT_CARD_TRANSFER
51	E279	f83r.15	F093	B3-S021	shcthy	e0b630cb1b5df5e7105b	bereit	B3_ZONE_B_MIDDLE_STATION	B3_LOCAL_LEARNED_CARD
52	E280	f83r.15	F093	B3-S021	dalchdy	2bc2ed2630dbdaaa6b59	lokal umsetzen; Schluss	B3_ZONE_B_MIDDLE_STATION	B3_LOCAL_LEARNED_CARD
53	E281	f83r.15	F094	B3-S022	qotchedy	4de12cf322dfb76ded1e	Folgeumsetzung; Schluss	B3_ZONE_B_MIDDLE_STATION	B3_LOCAL_LEARNED_CARD
54	E282	f83r.15	F095	B3-S023	lchedy	de7321bface5628e35d6	hinausführen; Schluss	B3_ZONE_B_MIDDLE_STATION	B2_EXACT_CARD_TRANSFER
55	E283	f83r.16	F096	B3-S024	tchedy	259b2b3b0bf859882e2c	überführen; Schluss	B3_ZONE_B_MIDDLE_STATION	B2_EXACT_CARD_TRANSFER
56	E284	f83r.16	F097	B3-S025	qokchdy	87411f84689b4f93a303	Ansatz umsetzen; Schluss	B3_ZONE_B_MIDDLE_STATION	B1_EXACT_CARD_TRANSFER
57	E285	f83r.16	F098	B3-S026	cheedar	342c3f0777337648f4b3	Beckenstation	B3_ZONE_B_MIDDLE_STATION	B3_LOCAL_LEARNED_CARD
58	E286	f83r.16	F098	B3-S026	chldaiin	d72f71baff01cd0a0406	Absetzstand	B3_ZONE_B_MIDDLE_STATION	B3_LOCAL_LEARNED_CARD
59	E287	f83r.16	F098	B3-S026	chedy	6f7ff8287eddf4da9fdb	dies umsetzen	B3_ZONE_B_MIDDLE_STATION	B1_EXACT_CARD_TRANSFER
60	E288	f83r.16	F098	B3-S026	qokain	1645e612504fcef59ced	eine Portion zugeben	B3_ZONE_B_MIDDLE_STATION	B2_EXACT_CARD_TRANSFER
61	E289	f83r.16	F098	B3-S026	checthy	e0b630cb1b5df5e7105b	bereit	B3_ZONE_B_MIDDLE_STATION	B3_LOCAL_LEARNED_CARD
62	E290	f83r.16	F098	B3-S026	chealror	d788d8d72d41b25a3c71	Klarpunkt	B3_ZONE_B_MIDDLE_STATION	B3_LOCAL_LEARNED_CARD
63	E291	f83r.20	F099	B3-S026	solkeedy	3b70942557b3a40e8030	länger auffangen; Schluss	B3_ZONE_C_LOWER_STATION	B1_EXACT_CARD_TRANSFER
64	E292	f83r.20	F100	B3-S027	qoteedy	ff178343c18e287ce3b7	nächsten Schritt länger halten; Schluss	B3_ZONE_C_LOWER_STATION	B2_EXACT_CARD_TRANSFER
65	E293	f83r.20	F101	B3-S028	qokeey	0275fbf14e07935b0a45	länger ansetzen	B3_ZONE_C_LOWER_STATION	B2_EXACT_CARD_TRANSFER
66	E294	f83r.20	F101	B3-S028	qokedy	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	B3_ZONE_C_LOWER_STATION	B1_EXACT_CARD_TRANSFER
67	E295	f83r.20	F102	B3-S029	sol	dcda95c81a5460feb191	fortsetzen	B3_ZONE_C_LOWER_STATION	B1_EXACT_CARD_TRANSFER
68	E296	f83r.20	F102	B3-S029	cheeety	9247e38d29c79a0d2fa5	erste Spülung	B3_ZONE_C_LOWER_STATION	B3_LOCAL_LEARNED_CARD
69	E297	f83r.20	F102	B3-S029	qokedy	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	B3_ZONE_C_LOWER_STATION	B1_EXACT_CARD_TRANSFER
70	E298	f83r.20	F103	B3-S030	qoky	276a7c2d74d1143446f4	verwende dies	B3_ZONE_C_LOWER_STATION	B2_EXACT_CARD_TRANSFER
71	E299	f83r.20	F103	B3-S030	saiin	2f1c5e56e8f0ff459065	Mass	B3_ZONE_C_LOWER_STATION	B2_EXACT_CARD_TRANSFER
72	E300	f83r.22	F104	B3-S030	schedair	b154ff779abe5f196c80	Wasser weiterführen	B3_ZONE_C_LOWER_STATION	B3_LOCAL_LEARNED_CARD
73	E301	f83r.22	F104	B3-S030	otchedy	4de12cf322dfb76ded1e	Folgeumsetzung; Schluss	B3_ZONE_C_LOWER_STATION	B3_LOCAL_LEARNED_CARD
74	E302	f83r.22	F105	B3-S031	qokeedy	7d25241b0e56c836372a	länger ansetzen; Schluss	B3_ZONE_C_LOWER_STATION	B2_EXACT_CARD_TRANSFER
75	E303	f83r.22	F106	B3-S032	chedain	d784b2abcaf1a3703de2	eine Portion umsetzen	B3_ZONE_C_LOWER_STATION	B3_LOCAL_LEARNED_CARD
76	E304	f83r.22	F106	B3-S032	chedy	6f7ff8287eddf4da9fdb	dies umsetzen	B3_ZONE_C_LOWER_STATION	B1_EXACT_CARD_TRANSFER
77	E305	f83r.22	F106	B3-S032	qotedaiin	1779decef17481ec2853	breites Gefäß	B3_ZONE_C_LOWER_STATION	B3_LOCAL_LEARNED_CARD
78	E306	f83r.22	F106	B3-S032	otaiin	54d0e228ca346110af05	nächstes Maß	B3_ZONE_C_LOWER_STATION	B2_EXACT_CARD_TRANSFER
79	E307	f83r.22	F106	B3-S032	otedy	c45ebac60774620561e2	kurzer Folgeschritt; Schluss	B3_ZONE_C_LOWER_STATION	B3_LOCAL_LEARNED_CARD
80	E308	f83r.22	F107	B3-S033	ldy	04a3877f0fc81b7597c9	abführen; Schluss	B3_ZONE_C_LOWER_STATION	B2_EXACT_CARD_TRANSFER
81	E309	f83r.24	F108	B3-S034	soiiin	2c82523794dcb7d2b343	Sollstand	B3_ZONE_C_LOWER_STATION	B1_EXACT_CARD_TRANSFER
82	E310	f83r.24	F108	B3-S034	checthy	e0b630cb1b5df5e7105b	bereit	B3_ZONE_C_LOWER_STATION	B3_LOCAL_LEARNED_CARD
83	E311	f83r.24	F108	B3-S034	chety	80ebbbbf238eee9f0aef	zerkleinern	B3_ZONE_C_LOWER_STATION	B3_LOCAL_LEARNED_CARD
84	E312	f83r.24	F108	B3-S034	otaiin	54d0e228ca346110af05	nächstes Maß	B3_ZONE_C_LOWER_STATION	B2_EXACT_CARD_TRANSFER
85	E313	f83r.24	F108	B3-S034	olsaly	7811a7daff25d476e28d	untere Stelle	B3_ZONE_C_LOWER_STATION	B3_LOCAL_LEARNED_CARD
86	E314	f83r.24	F108	B3-S034	shedy	bc4f1f5c006c74a4d26d	kurz absetzen; Schluss	B3_ZONE_C_LOWER_STATION	B2_EXACT_CARD_TRANSFER
