page	locus	visible_owner	namespace_id	group_count	functional_tags	astro_template	template_reading_de	prose_slot_crosswalk	continuous_default_reading_de
f67r2	f67r2.1	A1_RIGHT_SECTOR_SLOT_01	F67_RIGHT_WHEEL_NS	3	HOLD|LOCAL|SOURCE	ADDRESSED_ENTRY	Die Quell- oder Zieladresse des sichtbaren Platzes lesen.	SOURCE_ITEM_OR_TARGET	Position oder Bedingung halten; lokaler Namensrest yk/y.; Lokalschluessel s fuer A1_RIGHT_SECTOR_SLOT_01; Lokalschluessel aram fuer A1_RIGHT_SECTOR_SLOT_01
f67r2	f67r2.2	A1_RIGHT_SECTOR_SLOT_02	F67_RIGHT_WHEEL_NS	3	LOCAL|CONTINUE|GRADE|WHOLE	ROW_CONTINUATION	Den aktuellen Ring, das Band oder den Satz weiterführen.	LINK_SELECT	Lokalschluessel ykecho fuer A1_RIGHT_SECTOR_SLOT_02; Lokalschluessel ols fuer A1_RIGHT_SECTOR_SLOT_02; Ganzzeichen eesydy: lange oder volle Diagrammstufe; lokaler Namensrest sydy.
f67r2	f67r2.3	A1_RIGHT_SECTOR_SLOT_03	F67_RIGHT_WHEEL_NS	3	HOLD|LOCAL|SOURCE|ACTIVATE	ADDRESSED_ENTRY	Die Quell- oder Zieladresse des sichtbaren Platzes lesen.	SOURCE_ITEM_OR_TARGET	aktueller Auswahlwert.; Lokalschluessel shs fuer A1_RIGHT_SECTOR_SLOT_03; Quelladresse des OK-Postens
f67r2	f67r2.4	A1_RIGHT_SECTOR_SLOT_04	F67_RIGHT_WHEEL_NS	2	HOLD|LOCAL	ACTION_OR_PATH	Den Posten setzen, halten, übertragen oder entlang seiner Bahn führen.	OPERATION+MEDIUM_FLOW	Position oder Bedingung halten + Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest e/y.; Lokalschluessel sykos fuer A1_RIGHT_SECTOR_SLOT_04
f67r2	f67r2.5	A1_RIGHT_SECTOR_SLOT_05	F67_RIGHT_WHEEL_NS	2	WHOLE|ACTIVATE	ACTION_OR_PATH	Den Posten setzen, halten, übertragen oder entlang seiner Bahn führen.	OPERATION+MEDIUM_FLOW	Ganzzeichen ykeody: Klassenplatz fest eingetragen.; POSTEN_SETZEN
f67r2	f67r2.6	A1_RIGHT_SECTOR_SLOT_06	F67_RIGHT_WHEEL_NS	1	WHOLE	LOCAL_NAMED_ENTRY	Den lokalen Schlüssel des sichtbaren Besitzers lesen oder kopieren.	OWNER+SOURCE_ITEM	Ganzzeichen dchetay: fester Hauptphasenwert.
f67r2	f67r2.7	A1_RIGHT_SECTOR_SLOT_07	F67_RIGHT_WHEEL_NS	3	LOCAL	LOCAL_NAMED_ENTRY	Den lokalen Schlüssel des sichtbaren Besitzers lesen oder kopieren.	OWNER+SOURCE_ITEM	Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/y.; PLATZ_KURZ_BEARBEITEN; Lokalschluessel ykchys fuer A1_RIGHT_SECTOR_SLOT_07
f67r2	f67r2.8	A1_RIGHT_SECTOR_SLOT_08	F67_RIGHT_WHEEL_NS	1	SOURCE|TRANSFER	ADDRESSED_ENTRY	Die Quell- oder Zieladresse des sichtbaren Platzes lesen.	SOURCE_ITEM_OR_TARGET	Quelladresse des CHKCHD-Postens
f67r2	f67r2.9	A1_RIGHT_SECTOR_SLOT_09	F67_RIGHT_WHEEL_NS	2	SOURCE|TARGET	SOURCE_TO_TARGET	Von der bezeichneten Quelle zur bezeichneten Zielstelle lesen.	SOURCE_ITEM+TARGET	Quelladresse des YK-Postens; Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest yk/y.
f67r2	f67r2.10	A1_RIGHT_SECTOR_SLOT_10	F67_RIGHT_WHEEL_NS	3	HOLD|SOURCE|ACTIVATE	ADDRESSED_ENTRY	Die Quell- oder Zieladresse des sichtbaren Platzes lesen.	SOURCE_ITEM_OR_TARGET	Position oder Bedingung halten; lokaler Namensrest lk/y.; PLATZ_BEARBEITEN; Quelladresse des OK-Postens
f67r2	f67r2.11	A1_RIGHT_SECTOR_SLOT_11	F67_RIGHT_WHEEL_NS	3	WHOLE|LOCAL	LOCAL_NAMED_ENTRY	Den lokalen Schlüssel des sichtbaren Besitzers lesen oder kopieren.	OWNER+SOURCE_ITEM	Ganzzeichen chky: Grad oder Diagrammzustand justieren; lokaler Namensrest y.; Lokalschluessel chykchs fuer A1_RIGHT_SECTOR_SLOT_11; dies
f67r2	f67r2.12	A1_RIGHT_SECTOR_SLOT_12	F67_RIGHT_WHEEL_NS	2	GRADE|LOCAL	GRADED_OR_QUANTIFIED_VALUE	Teilwert, Sollwert, Grad oder freigegebenen Wert des Platzes lesen.	QUANTITY+STATE_GRADE	Lokalschluessel ykees fuer A1_RIGHT_SECTOR_SLOT_12; Lokalschluessel ykchos fuer A1_RIGHT_SECTOR_SLOT_12
f67r2	f67r2.13	A1_RIGHT_RING_BAND_01	F67_RIGHT_WHEEL_NS	4	CONTINUE|LOCAL|TARGET|WHOLE	ADDRESSED_ENTRY	Die Quell- oder Zieladresse des sichtbaren Platzes lesen.	SOURCE_ITEM_OR_TARGET	lokalen OPODCH-Posten im selben Lauf weiterfuehren; Lokalschluessel s fuer A1_RIGHT_RING_BAND_01; Portion oder Teilwert; Ganzzeichen aldy: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest dy.
f67r2	f67r2.14	A1_RIGHT_RING_BAND_02	F67_RIGHT_WHEEL_NS	3	GRADE|LOCAL	GRADED_OR_QUANTIFIED_VALUE	Teilwert, Sollwert, Grad oder freigegebenen Wert des Platzes lesen.	QUANTITY+STATE_GRADE	lange oder volle Diagrammstufe; lokaler Namensrest so/y.; Lokalschluessel doiin fuer A1_RIGHT_RING_BAND_02; fertig
f67r2	f67r2.15	A1_LEFT_LOCAL_FIELD_15	F67_LEFT_WHEEL_NS	1	CONTINUE|WHOLE	ROW_CONTINUATION	Den aktuellen Ring, das Band oder den Satz weiterführen.	LINK_SELECT	Ganzzeichen dolchsody: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest d/chsody.
f67r2	f67r2.16	A1_LEFT_LOCAL_FIELD_16	F67_LEFT_WHEEL_NS	4	LOCAL|ACTIVATE	ACTION_OR_PATH	Den Posten setzen, halten, übertragen oder entlang seiner Bahn führen.	OPERATION+MEDIUM_FLOW	Lokalschluessel odaeiin fuer A1_LEFT_LOCAL_FIELD_16; Lokalschluessel okoes fuer A1_LEFT_LOCAL_FIELD_16; kurz gebundene Rücknahmeportion; dies
f67r2	f67r2.17	A1_LEFT_LOCAL_FIELD_17	F67_LEFT_WHEEL_NS	3	CONDITION|LOCAL	CONDITION_ENTRY	Den Bedingungsansatz des sichtbaren Platzes setzen oder lesen.	LINK_SELECT+STATE_GRADE	das nächste; Lokalschluessel soraiir fuer A1_LEFT_LOCAL_FIELD_17; dies
f67r2	f67r2.18	A1_LEFT_LOCAL_FIELD_18	F67_LEFT_WHEEL_NS	3	VALUE	GRADED_OR_QUANTIFIED_VALUE	Teilwert, Sollwert, Grad oder freigegebenen Wert des Platzes lesen.	QUANTITY+STATE_GRADE	neuer Paarbezug.; Sollwert; dorthin
f67r2	f67r2.19	A1_LEFT_LOCAL_FIELD_19	F67_LEFT_WHEEL_NS	4	LOCAL|SOURCE	ADDRESSED_ENTRY	Die Quell- oder Zieladresse des sichtbaren Platzes lesen.	SOURCE_ITEM_OR_TARGET	Lokalschluessel ydchos fuer A1_LEFT_LOCAL_FIELD_19; Portion oder Teilwert; Quelladresse des ROOT-Postens; aktueller Aspektwert.
f67r2	f67r2.20	A1_LEFT_LOCAL_FIELD_20	F67_LEFT_WHEEL_NS	2	WHOLE|SOURCE|TARGET	SOURCE_TO_TARGET	Von der bezeichneten Quelle zur bezeichneten Zielstelle lesen.	SOURCE_ITEM+TARGET	Ganzzeichen chocfhy: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/cfhy.; von der Quelladresse zur Zieladresse
f67r2	f67r2.21	A1_LEFT_LOCAL_FIELD_21	F67_LEFT_WHEEL_NS	3	LOCAL|SOURCE	ADDRESSED_ENTRY	Die Quell- oder Zieladresse des sichtbaren Platzes lesen.	SOURCE_ITEM_OR_TARGET	Portion oder Teilwert; Lokalschluessel am fuer A1_LEFT_LOCAL_FIELD_21; Quelladresse des ROOT-Postens
f67r2	f67r2.22	A1_LEFT_LOCAL_FIELD_22	F67_LEFT_WHEEL_NS	1	LOCAL	LOCAL_NAMED_ENTRY	Den lokalen Schlüssel des sichtbaren Besitzers lesen oder kopieren.	OWNER+SOURCE_ITEM	dorthin einsetzen
f67r2	f67r2.23	A1_LEFT_LOCAL_FIELD_23	F67_LEFT_WHEEL_NS	2	SOURCE|TARGET	SOURCE_TO_TARGET	Von der bezeichneten Quelle zur bezeichneten Zielstelle lesen.	SOURCE_ITEM+TARGET	Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest op/chy.; Zielportion oder Ziel-Teilwert
f67r2	f67r2.24	A1_LEFT_LOCAL_FIELD_24	F67_LEFT_WHEEL_NS	3	SOURCE	ADDRESSED_ENTRY	Die Quell- oder Zieladresse des sichtbaren Platzes lesen.	SOURCE_ITEM_OR_TARGET	Quelladresse des SOD-Postens; Quelladresse des OF-Postens; Quelladresse des ROOT-Postens
f67r2	f67r2.25	A1_LEFT_LOCAL_FIELD_25	F67_LEFT_WHEEL_NS	1	LOCAL	LOCAL_NAMED_ENTRY	Den lokalen Schlüssel des sichtbaren Besitzers lesen oder kopieren.	OWNER+SOURCE_ITEM	Lokalschluessel ydam fuer A1_LEFT_LOCAL_FIELD_25
f67r2	f67r2.26	A1_LEFT_LOCAL_FIELD_26	F67_LEFT_WHEEL_NS	3	CONDITION|LOCAL	CONDITION_ENTRY	Den Bedingungsansatz des sichtbaren Platzes setzen oder lesen.	LINK_SELECT+STATE_GRADE	Bedingungsansatz des lokalen YTEO-Postens; Lokalschluessel yto fuer A1_LEFT_LOCAL_FIELD_26; Bedingungsansatz des lokalen YK-Postens
f67r2	f67r2.27	A1_LEFT_LOCAL_FIELD_27	F67_LEFT_WHEEL_NS	4	ACTIVATE|LOCAL|VALUE	GRADED_OR_QUANTIFIED_VALUE	Teilwert, Sollwert, Grad oder freigegebenen Wert des Platzes lesen.	QUANTITY+STATE_GRADE	Lokalschluessel okeo fuer A1_LEFT_LOCAL_FIELD_27; Lokalschluessel r fuer A1_LEFT_LOCAL_FIELD_27; Sollwert; Lokalschluessel am fuer A1_LEFT_LOCAL_FIELD_27
f67r2	f67r2.28	A1_LEFT_LOCAL_FIELD_28	F67_LEFT_WHEEL_NS	2	LOCAL	LOCAL_NAMED_ENTRY	Den lokalen Schlüssel des sichtbaren Besitzers lesen oder kopieren.	OWNER+SOURCE_ITEM	TEILWERT_ZUGEBEN; Lokalschluessel am fuer A1_LEFT_LOCAL_FIELD_28
f67r2	f67r2.29	A1_LEFT_LOCAL_FIELD_29	F67_LEFT_WHEEL_NS	2	WHOLE|VALUE	GRADED_OR_QUANTIFIED_VALUE	Teilwert, Sollwert, Grad oder freigegebenen Wert des Platzes lesen.	QUANTITY+STATE_GRADE	Ganzzeichen ytody: Platz fest eingetragen.; Sollwert
f67r2	f67r2.30	A1_LEFT_LOCAL_FIELD_30	F67_LEFT_WHEEL_NS	2	CONTINUE	ROW_CONTINUATION	Den aktuellen Ring, das Band oder den Satz weiterführen.	LINK_SELECT	lokalen OCH-Posten im selben Lauf weiterfuehren; im selben Lauf nochmals weiter
f67r2	f67r2.31	A1_LEFT_LOCAL_FIELD_31	F67_LEFT_WHEEL_NS	1	CONTINUE|WHOLE	ROW_CONTINUATION	Den aktuellen Ring, das Band oder den Satz weiterführen.	LINK_SELECT	Ganzzeichen opcholdy: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest opch/dy.
f67r2	f67r2.32	A1_LEFT_LOCAL_FIELD_32	F67_LEFT_WHEEL_NS	4	SOURCE|LOCAL|PATH|TARGET|VALUE	SOURCE_TO_TARGET	Von der bezeichneten Quelle zur bezeichneten Zielstelle lesen.	SOURCE_ITEM+TARGET	Quelladresse des DOS-Postens; Lokalschluessel odas fuer A1_LEFT_LOCAL_FIELD_32; Lauf oder Bahn; Ziel-Sollwert
f67r2	f67r2.33	A1_LEFT_LOCAL_FIELD_33	F67_LEFT_WHEEL_NS	3	ACTIVATE|SOURCE|TARGET	SOURCE_TO_TARGET	Von der bezeichneten Quelle zur bezeichneten Zielstelle lesen.	SOURCE_ITEM+TARGET	zweite oder alternative Portion einsetzen; Quelladresse des OE-Postens; Zieladresse des OD-Postens
f67r2	f67r2.34	A1_LEFT_LOCAL_FIELD_34	F67_LEFT_WHEEL_NS	2	SOURCE|CONTINUE	ADDRESSED_ENTRY	Die Quell- oder Zieladresse des sichtbaren Platzes lesen.	SOURCE_ITEM_OR_TARGET	Quelladresse des OF-Postens; mit der zweiten Einstellung weiter
f67r2	f67r2.35	A1_LEFT_LOCAL_FIELD_35	F67_LEFT_WHEEL_NS	3	CONTINUE|LOCAL|ACTIVATE	ROW_CONTINUATION	Den aktuellen Ring, das Band oder den Satz weiterführen.	LINK_SELECT	weiter; Lokalschluessel giin fuer A1_LEFT_LOCAL_FIELD_35; den Posten einsetzen und im selben Lauf weiter
f67r2	f67r2.36	A1_LEFT_LOCAL_FIELD_36	F67_LEFT_WHEEL_NS	3	CONDITION|VALUE	CONDITION_ENTRY	Den Bedingungsansatz des sichtbaren Platzes setzen oder lesen.	LINK_SELECT+STATE_GRADE	Bedingungsansatz des lokalen YT-Postens; Sollwert; Ansatz
f67r2	f67r2.37	A1_LEFT_LOCAL_FIELD_37	F67_LEFT_WHEEL_NS	1	VALUE	GRADED_OR_QUANTIFIED_VALUE	Teilwert, Sollwert, Grad oder freigegebenen Wert des Platzes lesen.	QUANTITY+STATE_GRADE	Sollwert des lokalen YTO-Postens
f67r2	f67r2.38	A1_LEFT_LOCAL_FIELD_38	F67_LEFT_WHEEL_NS	2	CONTINUE|NEXT|LOCAL	FOLLOWING_RELATION	Am Folgeposten dieselbe Reihe fortsetzen oder eine neue Bedingung ansetzen.	LINK_SELECT	Folgeposten im selben Lauf weiter; Lokalschluessel octhole fuer A1_LEFT_LOCAL_FIELD_38
f67r2	f67r2.39	A1_LEFT_LOCAL_FIELD_39	F67_LEFT_WHEEL_NS	3	VALUE|TRANSFER	GRADED_OR_QUANTIFIED_VALUE	Teilwert, Sollwert, Grad oder freigegebenen Wert des Platzes lesen.	QUANTITY+STATE_GRADE	Ansatz; Übertragungs-Sollwert; dies
f67r2	f67r2.40	A1_LEFT_LOCAL_FIELD_40	F67_LEFT_WHEEL_NS	3	LOCAL	LOCAL_NAMED_ENTRY	Den lokalen Schlüssel des sichtbaren Besitzers lesen oder kopieren.	OWNER+SOURCE_ITEM	Lokalschluessel yteos fuer A1_LEFT_LOCAL_FIELD_40; Lokalschluessel oiin fuer A1_LEFT_LOCAL_FIELD_40; Lokalschluessel og fuer A1_LEFT_LOCAL_FIELD_40
f67r2	f67r2.41	A1_LEFT_LOCAL_FIELD_41	F67_LEFT_WHEEL_NS	2	WHOLE	LOCAL_NAMED_ENTRY	Den lokalen Schlüssel des sichtbaren Besitzers lesen oder kopieren.	OWNER+SOURCE_ITEM	Vergleichswert dieses Platzes.; Ganzzeichen chekody: abgeleiteter Klassenwert.
f67r2	f67r2.42	A1_LEFT_LOCAL_FIELD_42	F67_LEFT_WHEEL_NS	3	LOCAL|PASSAGE	ACTION_OR_PATH	Den Posten setzen, halten, übertragen oder entlang seiner Bahn führen.	OPERATION+MEDIUM_FLOW	Lokalschluessel sosho fuer A1_LEFT_LOCAL_FIELD_42; Lokalschluessel chos fuer A1_LEFT_LOCAL_FIELD_42; durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.
f67r2	f67r2.43	A1_LEFT_LOCAL_FIELD_43	F67_LEFT_WHEEL_NS	4	VALUE|LOCAL	GRADED_OR_QUANTIFIED_VALUE	Teilwert, Sollwert, Grad oder freigegebenen Wert des Platzes lesen.	QUANTITY+STATE_GRADE	Sollwert; Sollwert; AUFNAHMEFELD_ODER_UMSCHLUSS; Lokalschluessel qsg fuer A1_LEFT_LOCAL_FIELD_43
f67r2	f67r2.44	A1_LEFT_LOCAL_FIELD_44	F67_LEFT_WHEEL_NS	3	WHOLE|HOLD|VALUE	GRADED_OR_QUANTIFIED_VALUE	Teilwert, Sollwert, Grad oder freigegebenen Wert des Platzes lesen.	QUANTITY+STATE_GRADE	Ganzzeichen ofydy: fester Grundlichtwert.; Ganzzeichen sheody: Position oder Bedingung halten; lokaler Namensrest eody.; Sollwert
