rank	strict_complete	page	locus	section	language	hand	token_count	known_tokens	context_licensed_tokens	ambiguous_tokens	reader_unstable_tokens	unknown_tokens	coverage_fraction	reader_exact_tokens	split_normalized_tokens	all_three_present	all_present_exact	zl3b_line	token_glosses_de	gloss_sources	scope_states	unknown_ordinals	unknown_surfaces	working_translation_de
1	0	f105v	f105v.13	S	B	3	8	8	0	0	3	0	1.000000	5	5	1	0	saiin opchedy qokchdy otar al kair okees lkchdal	Samen/Saatgut, Typ/Charge III | vollständig getrocknetes Pulverpräparat | heiß und trocken am Anfang des Grades, abgeschlossen | kalte Drogenfraktion I im Ansatz | Rohstoffklasse I | heiße Drogenfraktion II | Charge vollständig erhitzten Ansatzes | Holzdroge vollständig erhitzen und Rohdroge I abmessen	V13:SCOPED_CONCRETE_HEAD_FORM | GDT664:EXACT_WHOLE:opchedy | GDT647:FAMILY_MIGRATION | GDT654:NEW_EXACT_WHOLE | GDT655:NEW_EXACT_WHOLE | GDT662:EXACT_WHOLE:kair | GDT668:EXACT_WHOLE:okees | GDT669:EXACT_WHOLE:lkchdal	KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE	NONE	NONE	Samen/Saatgut, Typ/Charge III; vollständig getrocknetes Pulverpräparat; heiß und angetrocknet; kalte Drogenfraktion I im Ansatz; Rohstoff I; heiße Drogenfraktion II; Charge vollständig erhitzten Ansatzes; Holzdroge vollständig erhitzen und Rohdroge I abmessen
2	0	f108v	f108v.47	S	B	3	10	10	0	0	5	0	1.000000	5	5	1	0	ycheey qokeeey shedain qokeedy qokeey okeedal okeol lkeey lchedy lchedy	trockne hiervon bis zur Endstufe | stark erhitzt, Endstufe III | zwei Dosen bis zur Mittelstufe eingeweichter Droge | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades | Ansatz vollständig erhitzen und Rohdroge I abmessen | Grundansatz bis zur mittleren Heizstufe erwärmt | Drogenholz, heiß am Gradende | getrocknetes Drogenholz | getrocknetes Drogenholz	GDT665:EXACT_WHOLE:ycheey | GDT662:EXACT_WHOLE:qokeeey | GDT668:EXACT_WHOLE:shedain | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT669:EXACT_WHOLE:okeedal | GDT664:EXACT_WHOLE:okeol | GDT661:EXACT_WHOLE:lkeey | V13:SCOPED_CONCRETE_HEAD_FORM | V13:SCOPED_CONCRETE_HEAD_FORM	KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE	NONE	NONE	trockne hiervon bis zur Endstufe; erhitze bis Endstufe III; zwei Dosen bis zur Mittelstufe eingeweichter Droge; bis zur Heizendstufe gebracht; bis zur Heizendstufe; Ansatz vollständig erhitzen und Rohdroge I abmessen; Grundansatz bis zur mittleren Heizstufe erwärmt; Drogenholz, heiß am Gradende; getrocknetes Drogenholz; getrocknetes Drogenholz
3	0	f112v	f112v.35	S	B	3	6	6	0	0	2	0	1.000000	4	4	1	0	pched shedain qokaiin okees chedy checkhy	Pulver bis zur Mittelstufe trocknen und abschließen | zwei Dosen bis zur Mittelstufe eingeweichter Droge | heiß, Grad III | Charge vollständig erhitzten Ansatzes | trocken in der Mitte des Grades, abgeschlossen | trockenes Arzneikompositum am Gradanfang	GDT669:EXACT_WHOLE:pched | GDT668:EXACT_WHOLE:shedain | V13:TARGET_SURFACE_DEFAULT | GDT668:EXACT_WHOLE:okees | GDT647:FAMILY_MIGRATION | GDT651:STRONG_LEARNED_CKH_FAMILY	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	NONE	NONE	Pulver bis zur Mittelstufe trocknen und abschließen; zwei Dosen bis zur Mittelstufe eingeweichter Droge; heiß, Grad III; Charge vollständig erhitzten Ansatzes; bis zur mittleren Trockenstufe gebracht; trockenes Arzneikompositum am Gradanfang
4	0	f113r	f113r.36	S	B	3	3	3	0	0	1	0	1.000000	2	2	1	0	dcheey sheody shedain	eine Dosis vollständig trocknen und abschließen | angefeuchteter Ansatz, abgeschlossen | zwei Dosen bis zur Mittelstufe eingeweichter Droge	GDT669:EXACT_WHOLE:dcheey | GDT661:EXACT_WHOLE:sheody | GDT668:EXACT_WHOLE:shedain	KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	NONE	NONE	eine Dosis vollständig trocknen und abschließen; angefeuchteter Ansatz, abgeschlossen; zwei Dosen bis zur Mittelstufe eingeweichter Droge
5	0	f115r	f115r.5	S	B	@	11	11	1	0	2	0	1.000000	9	9	1	0	ycheedy chedar olkees sheed qodain qoteedy qokedy qokeed lchedar qotchedy ro	trockne hiervon vollständig und stelle es fertig | abgemessene Trockenfraktion I, Mittelstufe | Charge vollständig erhitzten Drogenstoffs | Einweichung vollständig abgeschlossen | Qualitätsgrad II | kalt am Ende des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | erhitze bis zur Endstufe und schließe ab | getrocknete Holzfraktion I | kalt und trocken in der Mitte des Grades, abgeschlossen | Wurzelansatz	GDT668:EXACT_WHOLE:ycheedy | GDT663:EXACT_WHOLE:chedar | GDT667:EXACT_WHOLE:olkees | GDT664:EXACT_WHOLE:sheed | GDT660:EXACT_WHOLE:qodain | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT664:EXACT_WHOLE:qokeed | GDT662:EXACT_WHOLE:lchedar | GDT647:FAMILY_MIGRATION | GDT669:EXACT_WHOLE:NONE	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED	NONE	NONE	trockne hiervon vollständig und stelle es fertig; abgemessene Trockenfraktion I, Mittelstufe; Charge vollständig erhitzten Drogenstoffs; Einweichung vollständig abgeschlossen; Stufe II; bis zur Kühlendstufe gebracht; bis zur mittleren Heizstufe gebracht; erhitze bis zur Endstufe und schließe ab; getrocknete Holzfraktion I; kalt und bis zur mittleren Trockenstufe gebracht; Wurzelansatz
6	0	f116r	f116r.34	S	B	3	12	12	1	0	5	0	1.000000	7	8	1	0	qokain ar raiin shek okain y r shey qolchey okaiin shckhy qokam	heiß, Grad II | Drogenfraktion I | Wurzel, Typ/Charge III | bis zur Mittelstufe einweichen und erhitzen | heiß im Zubereitungsrahmen, Grad II | Eintragsteil abgeschlossen | Wurzel | feucht in der Mitte des Grades | gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab | heiß, Grad III, im Ansatzrahmen | Arzneikompositum: feucht, Gradanfang | nimm ein Maß und erhitze es	V13:TARGET_SURFACE_DEFAULT | GDT654:NEW_EXACT_WHOLE | V13:SCOPED_CONCRETE_HEAD_FORM | GDT669:EXACT_WHOLE:shek | V13:QUALITY_DEGREE_SERIES | GDT659:Y_MEDIAL_LEFT_CLOSE | GDT661:R_BODY | GDT647:FAMILY_MIGRATION | GDT668:EXACT_WHOLE:qolchey | V13:TARGET_SURFACE_DEFAULT | GDT651:STRONG_LEARNED_CKH_FAMILY | GDT664:EXACT_WHOLE:qokam	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	NONE	NONE	heiß, Grad II; Drogenfraktion I; Wurzel, Typ/Charge III; bis zur Mittelstufe einweichen und erhitzen; heiß im Zubereitungsrahmen, Grad II; Wurzel; bis zur mittleren Einweichstufe; gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab; Ansatz auf Heizstufe III; Arzneikompositum: feucht, Gradanfang; nimm ein Maß und erhitze es
7	0	f11r	f11r.6	H	A	1	12	12	4	0	3	0	1.000000	9	9	1	0	odl d s y otol chaiin ykchor dair chody cthy s daiin	Holzdroge im Ansatz abmessen | Dosis | Samen-/Saatgutposten | Eintragsteil abgeschlossen | kaltes Zubereitungsgut | trocken, Grad III | erhitze hiervon den Pflanzenteil | abgemessene Fraktion II | Trockenansatz, abgeschlossen | CTH-Drogenmaterial | Samen-/Saatgutposten | Grad-/Maßwert III	GDT669:EXACT_WHOLE:NONE | GDT661:D_BODY | GDT660:S_MEDIAL | GDT659:Y_MEDIAL_LEFT_CLOSE | GDT648:STRICT_WHOLE_COMPLETION | V13:QUALITY_DEGREE_SERIES | GDT668:EXACT_WHOLE:ykchor | GDT649:STRONG_FAMILY_DEFAULT | GDT663:EXACT_WHOLE:chody | V13:TARGET_SURFACE_DEFAULT | GDT660:S_MEDIAL | V13:CONTEXTUAL_VALUE_SERIES	KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED	NONE	NONE	Holzdroge im Ansatz abmessen; Dosis; Samen-/Saatgutposten; kaltes Zubereitungsgut; trocken, Grad III; erhitze hiervon den Pflanzenteil; abgemessene Fraktion II; Trockenansatz, abgeschlossen; Krautdroge; Samen-/Saatgutposten; drei Maße
8	1	f16v	f16v.11	H	A	1	3	3	0	0	0	0	1.000000	3	3	1	1	okytaiin chkchy saiin	erhitzten Ansatz in Grundform auf Kältestufe III bringen | trocknen, erhitzen, erneut trocknen und abschließen | Samen/Saatgut, Typ/Charge III	GDT669:EXACT_WHOLE:okytaiin | GDT668:EXACT_WHOLE:chkchy | V13:SCOPED_CONCRETE_HEAD_FORM	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	erhitzten Ansatz in Grundform auf Kältestufe III bringen; trocknen, erhitzen, erneut trocknen und abschließen; Samen/Saatgut, Typ/Charge III
9	0	f17v	f17v.10	H	A	1	6	6	0	0	2	0	1.000000	4	4	1	0	oytor okeor okar okol daiir ar	eine Portion Ansatz in Grundform abkühlen | eine Portion Ansatz bis zur Mittelstufe erhitzen | heiße Drogenfraktion I im Ansatz | heißer Ansatzstoff | abgemessene Fraktion III | Drogenfraktion I	GDT669:EXACT_WHOLE:oytor | GDT668:EXACT_WHOLE:okeor | GDT654:NEW_EXACT_WHOLE | GDT665:EXACT_WHOLE:okol | GDT649:STRONG_FAMILY_DEFAULT | GDT654:NEW_EXACT_WHOLE	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE	NONE	NONE	eine Portion Ansatz in Grundform abkühlen; eine Portion Ansatz bis zur Mittelstufe erhitzen; heiße Drogenfraktion I im Ansatz; heißer Ansatzstoff; abgemessene Fraktion III; Drogenfraktion I
10	0	f17v	f17v.13	H	A	1	6	6	1	0	1	0	1.000000	5	5	1	0	ykeor chol chol cthol chkor sheol	erhitze hiervon eine Portion bis zur Mittelstufe | trocken; nominal trockenes Gut/Material | trocken; nominal trockenes Gut/Material | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | eine Portion heiß getrocknete Droge | feuchtes Material	GDT669:EXACT_WHOLE:ykeor | V13:DRY_OL_FORM | V13:DRY_OL_FORM | GDT644:ROUND_02 | GDT668:EXACT_WHOLE:chkor | V13:TARGET_SURFACE_DEFAULT	KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	erhitze hiervon eine Portion bis zur Mittelstufe; Trockengut; Trockengut; CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge; eine Portion heiß getrocknete Droge; feuchtes Material
