occurrence_id	page	locus	ordinal	surface	position	reader_exact	split_normalized	reader_merge_direction	reader_merge_surface	reader_merge_readers	reader_merge_known_surface	raw_line_set_candidates	reader_merge_decision	all_present_exact	zl3b_line	it2a_line	rf1b_line	claim_boundary
G669-T0001	f100v	f100v.18	8	sh	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NO_EXACT_LOCAL_READER_JOIN	0	tachso s ol cheo cheeor odaidy ckhod sh chod qokeol sal	tocheo sol cheo cheeor odaidy ckhod sh chod qokeol sal	tochso s ol cheo cheeor odaidy ckho sh chod qokeol sal	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G669-T0002	f102v2	f102v2.21	9	oeees	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ycheey s od eey okeeor cheol os oiin oeees okear chey keey saiin oteo	ycheey s odeeeey okeeor cheol or oiin oeees okear chey keey saiin oteos	ycheey s odeey okeeor cheol os oiin oeees okear chey keey s aiin oteo	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G669-T0003	f103r	f103r.2	2	shek	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	dain shek chdy daloky opchedy peshol chep ar otchy sal lkeey sar ain ok chedy	dain shek chcphhdy daloky opchedy peshol chep ar otchy sal lkeey sar ain ok chedy	dain shek chdy daloky opche y pcheol chep ar otchy sal lkeey sar ain okad che y	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G669-T0004	f103r	f103r.27	7	lkeol	MEDIAL	0	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	qokechy okeey qokeey lkeeody sheey qokeey lkeol tchey qokeey okeey qokaly	qokechy okeey qokeey lkeeody sheey qokeey lkeol tchey qokchy okeey qokaly	qokechy okeey qokeey lkeeo dy sheey qokeey l keol tchey qokeey keey qokaly	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G669-T0005	f103r	f103r.6	3	shek	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ocheey dain shek okeedy okey shedy qokealdy shcthy qotedy qoto ota san am	ocheey dain shek okeedy okey shedy qokealdy shcthy qotedy qot san am	ocheey dain shek okeedy okey shedy qokealdy shcthy qotedy qoto ota sein am	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G669-T0006	f103v	f103v.44	11	ro	EOS	1	1	NONE	NONE	NONE	0	NONE	NO_EXACT_LOCAL_READER_JOIN	0	qkain shey ar ar oky rain chckhy shedy qokeory lteedy ro	qkain shey ar ar oky rain chckhy shedy qokeory lteedy ro	qkain shey ar ar oky r ain chckhy shedy qokeory lteedy ro	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G669-T0007	f104r	f104r.1	7	shedaiin	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	pchdar chedy char qopchedy ocphedy qopchedy shedaiin oteeochey qopchedy sain	pchdar chedy char qopchedy ocphedy qopchedy shedaiin oteeo chey qopchedy sain	pchdar chedy char qopchedy ocphedy qopchedy she aiin oteeochey qopchedy sain	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G669-T0008	f104r	f104r.16	7	sh	MEDIAL	0	0	RIGHT	shtey	IT2a	0	RIGHT:shtey	ACCEPT_LOCAL_MINIMUM_ALIGNMENT	0	ocheoey qoctheody ykeeodey qoepchy opchey qoty sh tey yteedy shody	ocheoithey qoctheody ykeeodey qoepchy opchey qoty shtey yteedy shody	ocheoey qoctheody ykeeo dey qoepchy opchey qoty sh tey yteedy shody	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G669-T0009	f104r	f104r.23	5	okeedal	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ol sheockhey chol kechdy okeedal lkain chol keeody otchor aiir chol kar alol	ol sheo ckhey chol kechdy okeedal lkain chol keeody otchor aiir chol kar alol	ol sheockhey chol kechd okeedal lkain cholkeeo y otchor aiir chol kar alol	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G669-T0010	f104r	f104r.44	7	olkair	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	okcheochy cheey qoeedaiin qokeey ar cheol olkair qokaiin otaiin okam	okcheochy cheey qoeedaiin qokeey ar cheol olkair qokoiin otaiin okam	okcheochy cheey qoeedaiin qokeey ar cheol olkair qok iin otaiin okam	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
