page	locus	section	target_occurrences	target_ordinals	target_surfaces	rendering_classes	zl3b_line	v45_token_glosses_de	v46_token_glosses_de	v46_working_translation_de	v45_unknown_tokens	v46_unknown_tokens	v46_complete
f100v	f100v.18	P	1	8	sh	SH_ACTION	tachso s ol cheo cheeor odaidy ckhod sh chod qokeol sal	[tachso:?] | Samen-/Saatgutposten | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken angesetzte Zubereitung | eine Portion vollständig getrocknete Droge | [odaidy:?] | [ckhod:?] | [sh:?] | Trockenansatz abschließen | erhitze den Drogenstoff bis zur Mittelstufe | Saat-Rohstoff I	[tachso:?] | Samen-/Saatgutposten | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken angesetzte Zubereitung | eine Portion vollständig getrocknete Droge | [odaidy:?] | [ckhod:?] | einweichen | Trockenansatz abschließen | erhitze den Drogenstoff bis zur Mittelstufe | Saat-Rohstoff I	[tachso:?]; Samen-/Saatgutposten; Grundansatz; trocken angesetzte Zubereitung; eine Portion vollständig getrocknete Droge; [odaidy:?]; [ckhod:?]; einweichen; Trockenansatz abschließen; erhitze den Drogenstoff bis zur Mittelstufe; Saat-Rohstoff I	4	3	0
f102v2	f102v2.21	P	1	9	oeees	EXACT_WHOLE	ycheey s od eey okeeor cheol os oiin oeees okear chey keey saiin oteo	trockne hiervon bis zur Endstufe | Samen-/Saatgutposten | miss vom Ansatz ab | Endstufe abschließen | [okeeor:?] | trockener Drogenstoff | [os:?] | Zubereitungsform III | [oeees:?] | [okear:?] | trocken in der Mitte des Grades | heiß am Ende des Grades | Samen/Saatgut, Typ/Charge III | [oteo:?]	trockne hiervon bis zur Endstufe | Samen-/Saatgutposten | miss vom Ansatz ab | Endstufe abschließen | [okeeor:?] | trockener Drogenstoff | [os:?] | Zubereitungsform III | Ansatzcharge der letzten Stufe | [okear:?] | trocken in der Mitte des Grades | heiß am Ende des Grades | Samen/Saatgut, Typ/Charge III | [oteo:?]	trockne hiervon bis zur Endstufe; Samen-/Saatgutposten; Endstufe abschließen; [okeeor:?]; trockener Drogenstoff; [os:?]; Zubereitungsform III; Ansatzcharge der letzten Stufe; [okear:?]; bis zur mittleren Trockenstufe; bis zur Heizendstufe; Samen/Saatgut, Typ/Charge III; [oteo:?]	5	4	0
f103r	f103r.2	S	1	2	shek	SHEK_ACTION	dain shek chdy daloky opchedy peshol chep ar otchy sal lkeey sar ain ok chedy	Grad-/Maßwert II | [shek:?] | trocken am Anfang des Grades, abgeschlossen | [daloky:?] | vollständig getrocknetes Pulverpräparat | [peshol:?] | trockenes Pulver | Drogenfraktion I | kalt-trockener Ansatz am Anfang des Grades | Saat-Rohstoff I | Drogenholz, heiß am Gradende | Samenfraktion I | Menge-/Klassenwert II | [ok:?] | trocken in der Mitte des Grades, abgeschlossen	Grad-/Maßwert II | bis zur Mittelstufe einweichen und erhitzen | trocken am Anfang des Grades, abgeschlossen | [daloky:?] | vollständig getrocknetes Pulverpräparat | [peshol:?] | trockenes Pulver | Drogenfraktion I | kalt-trockener Ansatz am Anfang des Grades | Saat-Rohstoff I | Drogenholz, heiß am Gradende | Samenfraktion I | Menge-/Klassenwert II | [ok:?] | trocken in der Mitte des Grades, abgeschlossen	zwei Maße; bis zur Mittelstufe einweichen und erhitzen; angetrocknet; [daloky:?]; vollständig getrocknetes Pulverpräparat; [peshol:?]; trockenes Pulver; Drogenfraktion I; kalt-trockener Ansatz am Anfang des Grades; Saat-Rohstoff I; Drogenholz, heiß am Gradende; Samenfraktion I; zwei Teile; [ok:?]; bis zur mittleren Trockenstufe gebracht	4	3	0
f103r	f103r.27	S	1	7	lkeol	EXACT_WHOLE	qokechy okeey qokeey lkeeody sheey qokeey lkeol tchey qokeey okeey qokaly	[qokechy:?] | heißer Ansatz am Ende des Grades | heiß am Ende des Grades | [lkeeody:?] | feucht am Ende des Grades | heiß am Ende des Grades | [lkeol:?] | kalt und trocken in der Mitte des Grades | heiß am Ende des Grades | heißer Ansatz am Ende des Grades | erhitze Rohdroge I leicht und schließe ab	[qokechy:?] | heißer Ansatz am Ende des Grades | heiß am Ende des Grades | [lkeeody:?] | feucht am Ende des Grades | heiß am Ende des Grades | Holzdrogenstoff bis zur Mittelstufe erhitzen | kalt und trocken in der Mitte des Grades | heiß am Ende des Grades | heißer Ansatz am Ende des Grades | erhitze Rohdroge I leicht und schließe ab	[qokechy:?]; Ansatz auf Heizendstufe; bis zur Heizendstufe; [lkeeody:?]; vollständig eingeweicht; bis zur Heizendstufe; Holzdrogenstoff bis zur Mittelstufe erhitzen; kalt und bis zur mittleren Trockenstufe; bis zur Heizendstufe; Ansatz auf Heizendstufe; erhitze Rohdroge I leicht und schließe ab	3	2	0
f103r	f103r.6	S	1	3	shek	SHEK_ACTION	ocheey dain shek okeedy okey shedy qokealdy shcthy qotedy qoto ota san am	[ocheey:?] | Grad-/Maßwert II | [shek:?] | heißer Ansatz am Ende des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades | feucht in der Mitte des Grades, abgeschlossen | [qokealdy:?] | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | kalt in der Mitte des Grades, abgeschlossen | [qoto:?] | [ota:?] | ein Teil Saatgut | Maßeinheit I	[ocheey:?] | Grad-/Maßwert II | bis zur Mittelstufe einweichen und erhitzen | heißer Ansatz am Ende des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades | feucht in der Mitte des Grades, abgeschlossen | [qokealdy:?] | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | kalt in der Mitte des Grades, abgeschlossen | [qoto:?] | [ota:?] | ein Teil Saatgut | Maßeinheit I	[ocheey:?]; zwei Maße; bis zur Mittelstufe einweichen und erhitzen; Ansatz auf Heizendstufe abgeschlossen; Ansatz bis zur mittleren Heizstufe; bis zur mittleren Einweichstufe gebracht; [qokealdy:?]; feuchte Krautdroge; bis zur mittleren Kühlstufe gebracht; [qoto:?]; [ota:?]; ein Teil Saatgut; Maßeinheit I	5	4	0
f103v	f103v.44	S	1	11	ro	EXACT_WHOLE	qkain shey ar ar oky rain chckhy shedy qokeory lteedy ro	[qkain:?] | feucht in der Mitte des Grades | Drogenfraktion I | Drogenfraktion I | heißer Ansatz am Anfang des Grades | Wurzeldroge in Charge II | Arzneikompositum: trocken, Gradanfang | feucht in der Mitte des Grades, abgeschlossen | [qokeory:?] | [lteedy:?] | [ro:?]	[qkain:?] | feucht in der Mitte des Grades | Drogenfraktion I | Drogenfraktion I | heißer Ansatz am Anfang des Grades | Wurzeldroge in Charge II | Arzneikompositum: trocken, Gradanfang | feucht in der Mitte des Grades, abgeschlossen | [qokeory:?] | [lteedy:?] | Wurzelansatz	[qkain:?]; bis zur mittleren Einweichstufe; Drogenfraktion I; Drogenfraktion I; leicht erhitzter Ansatz; Wurzeldroge in Charge II; Arzneikompositum: trocken, Gradanfang; bis zur mittleren Einweichstufe gebracht; [qokeory:?]; [lteedy:?]; Wurzelansatz	4	3	0
f104r	f104r.1	S	1	7	shedaiin	EXACT_WHOLE	pchdar chedy char qopchedy ocphedy qopchedy shedaiin oteeochey qopchedy sain	[pchdar:?] | trocken in der Mitte des Grades, abgeschlossen | Trockenfraktion I | nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat | [ocphedy:?] | nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat | [shedaiin:?] | [oteeochey:?] | nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat | Saatgut, Typ/Charge II	[pchdar:?] | trocken in der Mitte des Grades, abgeschlossen | Trockenfraktion I | nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat | [ocphedy:?] | nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat | drei Dosen bis zur Mittelstufe eingeweichter Droge | [oteeochey:?] | nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat | Saatgut, Typ/Charge II	[pchdar:?]; bis zur mittleren Trockenstufe gebracht; Trockenfraktion I; nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat; [ocphedy:?]; nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat; drei Dosen bis zur Mittelstufe eingeweichter Droge; [oteeochey:?]; nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat; Saatgut, Typ/Charge II	4	3	0
f104r	f104r.16	S	1	7	sh	SH_READER_MERGE_RIGHT_NOVEL	ocheoey qoctheody ykeeodey qoepchy opchey qoty sh tey yteedy shody	[ocheoey:?] | [qoctheody:?] | [ykeeodey:?] | [qoepchy:?] | Trockenpulver-Ansatz, Form I | kalt am Anfang des Grades | [sh:?] | kalt in der Mitte des Grades | kühle hiervon vollständig ab und schließe | vollständig eingeweichter Ansatz	[ocheoey:?] | [qoctheody:?] | [ykeeodey:?] | [qoepchy:?] | Trockenpulver-Ansatz, Form I | kalt am Anfang des Grades | einweichen | kalt in der Mitte des Grades | kühle hiervon vollständig ab und schließe | vollständig eingeweichter Ansatz	[ocheoey:?]; [qoctheody:?]; [ykeeodey:?]; [qoepchy:?]; Trockenpulver-Ansatz, Form I; leicht gekühlt; einweichen; kühle hiervon vollständig ab und schließe; vollständig eingeweichter Ansatz	5	4	0
f104r	f104r.23	S	1	5	okeedal	EXACT_WHOLE	ol sheockhey chol kechdy okeedal lkain chol keeody otchor aiir chol kar alol	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht angesetztes Arzneikompositum in der Gradmitte | trocken; nominal trockenes Gut/Material | [kechdy:?] | [okeedal:?] | Holzdroge, heiß auf Stufe II | trocken; nominal trockenes Gut/Material | vollständig ausgekochter Ansatz | kalt-trockene Drogenportion im Ansatz | [aiir:?] | trocken; nominal trockenes Gut/Material | heiße Drogenfraktion I | Drogenstoff aus Rohdroge I	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht angesetztes Arzneikompositum in der Gradmitte | trocken; nominal trockenes Gut/Material | [kechdy:?] | Ansatz vollständig erhitzen und Rohdroge I abmessen | Holzdroge, heiß auf Stufe II | trocken; nominal trockenes Gut/Material | vollständig ausgekochter Ansatz | kalt-trockene Drogenportion im Ansatz | [aiir:?] | trocken; nominal trockenes Gut/Material | heiße Drogenfraktion I | Drogenstoff aus Rohdroge I	Grundansatz; feucht angesetztes Arzneikompositum in der Gradmitte; Trockengut; [kechdy:?]; Ansatz vollständig erhitzen und Rohdroge I abmessen; Holzdroge, heiß auf Stufe II; Trockengut; vollständig ausgekochter Ansatz; kalt-trockene Drogenportion im Ansatz; [aiir:?]; Trockengut; heiße Drogenfraktion I; Drogenstoff aus Rohdroge I	3	2	0
f104r	f104r.44	S	1	7	olkair	EXACT_WHOLE	okcheochy cheey qoeedaiin qokeey ar cheol olkair qokaiin otaiin okam	[okcheochy:?] | trocken am Ende des Grades | [qoeedaiin:?] | heiß am Ende des Grades | Drogenfraktion I | trockener Drogenstoff | [olkair:?] | heiß, Grad III | kalt im Zubereitungsrahmen, Grad III | ein Maß heißen Ansatzes	[okcheochy:?] | trocken am Ende des Grades | [qoeedaiin:?] | heiß am Ende des Grades | Drogenfraktion I | trockener Drogenstoff | zweite erhitzte Holzdrogenfraktion im Ansatz | heiß, Grad III | kalt im Zubereitungsrahmen, Grad III | ein Maß heißen Ansatzes	[okcheochy:?]; vollständig getrocknet; [qoeedaiin:?]; bis zur Heizendstufe; Drogenfraktion I; trockener Drogenstoff; zweite erhitzte Holzdrogenfraktion im Ansatz; heiß, Grad III; kalt im Zubereitungsrahmen, Grad III; ein Maß heißen Ansatzes	3	2	0
