rank	score	strict_eligible	page	locus	section	language	hand	token_count	known_tokens	context_licensed_tokens	ambiguous_tokens	reader_unstable_tokens	unknown_tokens	coverage_fraction	reader_exact_tokens	split_normalized_tokens	all_three_present	all_present_exact	zl3b_line	token_glosses_de	gloss_sources	scope_states	unknown_ordinals	unknown_surfaces	unknown_ordinal	unknown_surface	previous	following	proposed_default_de	proposal_basis	proposal_strength	proposed_complete_translation_de
1	11998700	0	f76r	f76r.8	T	B	2	13	12	0	0	6	1	0.923077	7	7	1	0	qoaiin ches okeedal qoked qokeey shedy chey lkeedy okey dar aiin chekain oldy	nimm drei Teile | trockenes Drogenmaterial, Mittelstufe | Ansatz vollständig erhitzen und Rohdroge I abmessen | bis zur Mittelstufe erhitzen und abschließen | heiß am Ende des Grades | feucht in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades | Drogenholz, heiß am Gradende, abgeschlossen | heißer Ansatz in der Mitte des Grades | abgemessene Fraktion I | Menge III | [chekain:?] | fertiger, abgeseihter Auszug	GDT666:EXACT_WHOLE:qoaiin | GDT661:EXACT_WHOLE:ches | GDT669:EXACT_WHOLE:okeedal | GDT666:EXACT_WHOLE:qoked | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT661:EXACT_WHOLE:lkeedy | GDT647:FAMILY_MIGRATION | GDT649:STRONG_FAMILY_DEFAULT | V13:TARGET_SURFACE_DEFAULT | OPEN | GDT662:EXACT_WHOLE:oldy	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE	12	chekain	12	chekain	aiin	oldy	[chekain:?]	NEWLY_EXPOSED_BY_GDT669_NO_NEW_CARD	OPEN	nimm drei Teile; trockenes Drogenmaterial, Mittelstufe; Ansatz vollständig erhitzen und Rohdroge I abmessen; bis zur Mittelstufe erhitzen und abschließen; bis zur Heizendstufe; bis zur mittleren Einweichstufe gebracht; bis zur mittleren Trockenstufe; Drogenholz, heiß am Gradende, abgeschlossen; Ansatz bis zur mittleren Heizstufe; abgemessene Fraktion I; drei Teile; [chekain:?]; fertiger Holzdrogenansatz
2	10998800	0	f111v	f111v.50	S	B	3	12	11	4	1	0	1	0.916667	12	12	1	1	shaiin qoiiin okain chey qokeeey okain chees ar ol loeees otain or	feucht, Grad III | [qoiiin:?] | heiß im Zubereitungsrahmen, Grad II | trocken in der Mitte des Grades | stark erhitzt, Endstufe III | heiß im Zubereitungsrahmen, Grad II | vollständig getrocknete Kräutermischung | Drogenfraktion I | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Charge Holzdrogenansatz der letzten Stufe | kalt im Zubereitungsrahmen, Grad II | Drogenportion	V13:QUALITY_DEGREE_SERIES | OPEN | V13:QUALITY_DEGREE_SERIES | GDT647:FAMILY_MIGRATION | GDT662:EXACT_WHOLE:qokeeey | V13:QUALITY_DEGREE_SERIES | GDT664:EXACT_WHOLE:chees | GDT654:NEW_EXACT_WHOLE | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT669:EXACT_WHOLE:loeees | V13:QUALITY_DEGREE_SERIES | GDT654:REVISE_AMBIGUOUS_TO_EXACT	KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | AMBIGUOUS_ACTIVE_RIVAL | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE	2	qoiiin	2	qoiiin	shaiin	okain	[qoiiin:?]	NEWLY_EXPOSED_BY_GDT669_NO_NEW_CARD	OPEN	feucht, Grad III; [qoiiin:?]; heiß im Zubereitungsrahmen, Grad II; bis zur mittleren Trockenstufe; erhitze bis Endstufe III; heiß im Zubereitungsrahmen, Grad II; vollständig getrocknete Kräutermischung; Drogenfraktion I; Grundansatz; Charge Holzdrogenansatz der letzten Stufe; kalt im Zubereitungsrahmen, Grad II; Drogenportion
3	10998800	0	f76v	f76v.22	B	B	2	12	11	0	0	4	1	0.916667	8	8	1	0	sol shey qotedy chey dytey teedy lchey qokedy chedy lal chedy lchedy	Samenmaterial/Saatgut | feucht in der Mitte des Grades | kalt in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades | [dytey:?] | kalt am Ende des Grades, abgeschlossen | Drogenholz, trocken gebunden, Form I | heiß in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | Holzrohstoff I | trocken in der Mitte des Grades, abgeschlossen | getrocknetes Drogenholz	V13:SCOPED_CONCRETE_HEAD_FORM | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | OPEN | GDT647:FAMILY_MIGRATION | V13:SCOPED_RESIDUAL_HEAD_FORM | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:SCOPED_RESIDUAL_HEAD_FORM | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE	5	dytey	5	dytey	chey	teedy	Grundform	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	Samenmaterial/Saatgut; bis zur mittleren Einweichstufe; bis zur mittleren Kühlstufe gebracht; bis zur mittleren Trockenstufe; Grundform; bis zur Kühlendstufe gebracht; Drogenholz, trocken gebunden, Form I; bis zur mittleren Heizstufe gebracht; bis zur mittleren Trockenstufe gebracht; Holzrohstoff I; bis zur mittleren Trockenstufe gebracht; getrocknetes Drogenholz
4	9998900	0	f103r	f103r.43	S	B	3	11	10	0	1	2	1	0.909091	9	9	1	0	tar cheal ol sheey qotal sheal qokal sheedy okeshedy shokey qokaiin	kalte Drogenfraktion I | Rohstoffklasse I, trocken in der Gradmitte | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht am Ende des Grades | Rohstoffklasse I, kalt am Gradanfang | Rohstoffklasse I, feucht in der Gradmitte | Rohstoffklasse I, heiß am Gradanfang | feucht am Ende des Grades, abgeschlossen | [okeshedy:?] | heiß-feuchter Ansatz in der Gradmitte | heiß, Grad III	GDT654:NEW_EXACT_WHOLE | GDT656:NEW_EXACT_WHOLE | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT647:FAMILY_MIGRATION | GDT656:NEW_EXACT_WHOLE | GDT656:NEW_EXACT_WHOLE | GDT656:REVISE_AL_QUALITY_MODEL | GDT647:FAMILY_MIGRATION | OPEN | GDT652:STRONG_COMPONENT_GRID | V13:TARGET_SURFACE_DEFAULT	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | AMBIGUOUS_ACTIVE_RIVAL | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	9	okeshedy	9	okeshedy	sheedy	shokey	heiß, Zubereitung/Ansatz, fertig aufbereitete Form	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	kalte Drogenfraktion I; Rohstoff I, trocken in der Gradmitte; Grundansatz; vollständig eingeweicht; Rohstoff I, kalt am Gradanfang; Rohstoff I bis zur mittleren Einweichstufe; Rohstoff I, heiß am Gradanfang; vollständig eingeweicht; heiß, Zubereitung/Ansatz, fertig aufbereitete Form; heiß-feuchter Ansatz in der Gradmitte; heiß, Grad III
5	9998900	0	f107r	f107r.51	S	B	3	11	10	2	1	2	1	0.909091	9	9	1	0	sar ain chol ol cheey otal otal ol otchy qoky otaily	Samenfraktion I | Menge-/Klassenwert II | trocken; nominal trockenes Gut/Material | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken am Ende des Grades | Rohstoffklasse I im Ansatz, kalt am Gradanfang | Rohstoffklasse I im Ansatz, kalt am Gradanfang | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | kalt-trockener Ansatz am Anfang des Grades | heiß am Anfang des Grades | [otaily:?]	V13:SCOPED_RESIDUAL_HEAD_FORM | V13:VALUE_MINIM_SERIES | V13:DRY_OL_FORM | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT647:FAMILY_MIGRATION | GDT656:REVISE_AL_QUALITY_MODEL | GDT656:REVISE_AL_QUALITY_MODEL | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | OPEN	KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | AMBIGUOUS_ACTIVE_RIVAL | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE	11	otaily	11	otaily	qoky	<EOS>	kalt, Zubereitung/Ansatz, Grundform	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	Samenfraktion I; zwei Teile; Trockengut; Grundansatz; vollständig getrocknet; Rohstoff I, leicht gekühlt im Ansatz; Rohstoff I, leicht gekühlt im Ansatz; Grundansatz; kalt-trockener Ansatz am Anfang des Grades; leicht erhitzt; kalt, Zubereitung/Ansatz, Grundform
6	9998900	0	f107r	f107r.9	S	B	3	11	10	3	0	3	1	0.909091	8	8	1	0	okaiin sheey tcheol kain okeey chedy okeedy chdykchedy chey kain an	heiß, Grad III, im Ansatzrahmen | feucht am Ende des Grades | kalt-trockener Drogenstoff | heiß, Grad II | heißer Ansatz am Ende des Grades | trocken in der Mitte des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen | [chdykchedy:?] | trocken in der Mitte des Grades | heiß, Grad II | Menge-/Klassenwert I	V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | GDT642:ROUND_03 | V13:QUALITY_DEGREE_SERIES | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | OPEN | GDT647:FAMILY_MIGRATION | V13:QUALITY_DEGREE_SERIES | V13:VALUE_MINIM_SERIES	READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED	8	chdykchedy	8	chdykchedy	okeedy	chey	trocken, fertig aufbereitete Form	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	Ansatz auf Heizstufe III; vollständig eingeweicht; kalt-trockener Drogenstoff; heiß, Grad II; Ansatz auf Heizendstufe; bis zur mittleren Trockenstufe gebracht; Ansatz auf Heizendstufe abgeschlossen; trocken, fertig aufbereitete Form; bis zur mittleren Trockenstufe; heiß, Grad II; Menge-/Klassenwert I
7	9998900	0	f108r	f108r.45	S	B	3	11	10	1	0	2	1	0.909091	9	9	1	0	dain sheckhy okeey keey lchedy okeey qokedy chedy dalkedy qokedy dal	Grad-/Maßwert II | feuchtes Arzneikompositum am Gradanfang | heißer Ansatz am Ende des Grades | heiß am Ende des Grades | getrocknetes Drogenholz | heißer Ansatz am Ende des Grades | heiß in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | [dalkedy:?] | heiß in der Mitte des Grades, abgeschlossen | abgemessene Rohstoffmenge I	V13:CONTEXTUAL_VALUE_SERIES | GDT651:REVISED_FOUR_SHELL_CKH_GRID | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | OPEN | GDT647:FAMILY_MIGRATION | GDT655:NEW_EXACT_WHOLE	KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	9	dalkedy	9	dalkedy	chedy	qokedy	Rohstoff, fertig aufbereitete Form	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	zwei Maße; feuchtes Arzneikompositum am Gradanfang; Ansatz auf Heizendstufe; bis zur Heizendstufe; getrocknetes Drogenholz; Ansatz auf Heizendstufe; bis zur mittleren Heizstufe gebracht; bis zur mittleren Trockenstufe gebracht; Rohstoff, fertig aufbereitete Form; bis zur mittleren Heizstufe gebracht; abgemessene Rohstoffmenge I
8	9998900	0	f108v	f108v.41	S	B	3	11	10	1	0	4	1	0.909091	7	7	1	0	dshedy tedy checkhey sheeky lsheedain shear olkedy chy kar tar otaiin	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab | kalt in der Mitte des Grades, abgeschlossen | trockenes Arzneikompositum in der Gradmitte | vollständig einweichen, erhitzen und abschließen | [lsheedain:?] | erste Fraktion bis zur Mittelstufe einweichen | erhitzte Drogenbasis, fertig | trocken am Anfang des Grades | heiße Drogenfraktion I | kalte Drogenfraktion I | kalt im Zubereitungsrahmen, Grad III	GDT665:EXACT_WHOLE:dshedy | GDT647:FAMILY_MIGRATION | GDT651:STRONG_LEARNED_CKH_FAMILY | GDT667:EXACT_WHOLE:sheeky | OPEN | GDT669:EXACT_WHOLE:shear | GDT662:EXACT_WHOLE:olkedy | GDT647:FAMILY_MIGRATION | GDT654:NEW_EXACT_WHOLE | GDT654:NEW_EXACT_WHOLE | V13:QUALITY_DEGREE_SERIES	READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED	5	lsheedain	5	lsheedain	sheeky	shear	[lsheedain:?]	NEWLY_EXPOSED_BY_GDT669_NO_NEW_CARD	OPEN	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab; bis zur mittleren Kühlstufe gebracht; trockenes Arzneikompositum in der Gradmitte; vollständig einweichen, erhitzen und abschließen; [lsheedain:?]; erste Fraktion bis zur Mittelstufe einweichen; erhitzter Holzdrogenansatz, fertig; angetrocknet; heiße Drogenfraktion I; kalte Drogenfraktion I; kalt im Zubereitungsrahmen, Grad III
9	9998900	0	f108v	f108v.52	S	B	3	11	10	0	0	4	1	0.909091	7	8	1	0	saiin cheol qokeedy qokeedy chedy qokeey cheal llchey daiin okeey qokeey	Samen/Saatgut, Typ/Charge III | trockener Drogenstoff | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | Rohstoffklasse I, trocken in der Gradmitte | [llchey:?] | Grad-/Maßwert III | heißer Ansatz am Ende des Grades | heiß am Ende des Grades	V13:SCOPED_CONCRETE_HEAD_FORM | GDT642:ROUND_01 | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT656:NEW_EXACT_WHOLE | OPEN | V13:CONTEXTUAL_VALUE_SERIES | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE	8	llchey	8	llchey	cheal	daiin	Drogenholz: Grundform	VISIBLE_HEAD_PLUS_FIELD_COMPOSITION	MEDIUM	Samen/Saatgut, Typ/Charge III; trockener Drogenstoff; bis zur Heizendstufe gebracht; bis zur Heizendstufe gebracht; bis zur mittleren Trockenstufe gebracht; bis zur Heizendstufe; Rohstoff I, trocken in der Gradmitte; Drogenholz: Grundform; drei Maße; Ansatz auf Heizendstufe; bis zur Heizendstufe
10	9998900	0	f78r	f78r.29	B	B	2	11	10	2	2	2	1	0.909091	8	9	1	0	ssheky ol kedy chckhy dain oty qokor oky dain chy ol	[ssheky:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß in der Mitte des Grades, abgeschlossen | Arzneikompositum: trocken, Gradanfang | Grad-/Maßwert II | kalter Ansatz am Anfang des Grades | heiße Drogenportion | heißer Ansatz am Anfang des Grades | Grad-/Maßwert II | trocken am Anfang des Grades | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	OPEN | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT647:FAMILY_MIGRATION | GDT651:REVISED_FOUR_SHELL_CKH_GRID | V13:CONTEXTUAL_VALUE_SERIES | GDT647:FAMILY_MIGRATION | GDT654:NEW_EXACT_WHOLE | GDT647:FAMILY_MIGRATION | V13:CONTEXTUAL_VALUE_SERIES | GDT647:FAMILY_MIGRATION | V13:QUALITY_STATE_MATERIAL_CARRIER	UNKNOWN_SURFACE | AMBIGUOUS_ACTIVE_RIVAL | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | AMBIGUOUS_ACTIVE_RIVAL	1	ssheky	1	ssheky	<BOS>	ol	Samendroge: feucht/eingeweicht, Grundform	VISIBLE_HEAD_PLUS_FIELD_COMPOSITION	MEDIUM	Samendroge: feucht/eingeweicht, Grundform; Grundansatz; bis zur mittleren Heizstufe gebracht; Arzneikompositum: trocken, Gradanfang; zwei Maße; kalter Ansatz am Anfang des Grades; heiße Drogenportion; leicht erhitzter Ansatz; zwei Maße; angetrocknet; Grundansatz
