card_id	rendering_class	surface	reader_merge_surface	occurrences	working_render_de	selection_rule	semantic_effect
G669-C001	ALCHDY_ACTION	alchdy	NONE	2	Rohdroge I trocknen und fertigstellen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G669-C002	KCHOKCHY_ACTION	kchokchy	NONE	1	erhitzen, trocknen, ansetzen, erneut erhitzen und trocknen, dann abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G669-C003	LABEL_SIGLUM	sary	NONE	1	[erste Saatgutfraktion abschließen-Zeichen]	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G669-C004	LABEL_SIGLUM	sh	NONE	2	[einweichen-Zeichen]	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G669-C005	SHEK_ACTION	shek	NONE	10	bis zur Mittelstufe einweichen und erhitzen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G669-C006	SHOKOL_ACTION	shokol	NONE	2	eingeweichten Drogenstoff im Ansatz erhitzen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G669-C007	SH_ACTION	sh	NONE	9	einweichen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G669-C008	SH_READER_MERGE_BOTH_NOVEL	sh	yshs	1	einweichen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G669-C009	SH_READER_MERGE_RIGHT_KNOWN	sh	shcthey	1	angefeuchtete Krautdroge, Form I	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G669-C010	SH_READER_MERGE_RIGHT_NOVEL	sh	shtey	1	einweichen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G669-C011	YKEOR_ACTION	ykeor	NONE	4	erhitze hiervon eine Portion bis zur Mittelstufe	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G669-C012	YTCHAS_ACTION	ytchas	NONE	1	kühle und trockne hiervon einen Teil der Charge	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
