pair_id	edition	page	pair_kind	raw_group	left_id	right_id	left_locus	right_locus	left_kind	right_kind	separator	block_id	intervening_labels_json	preceding_json	following_json
IT2a|f70v2.21|G035>>IT2a|f70v2.21|G036	IT2a	f70v2	WITHIN_RECORD	ar	IT2a|f70v2.21|G035	IT2a|f70v2.21|G036	f70v2.21	f70v2.21	C	C	DEFINITE_SPACE		[]	"[""ykeeos"", ""shey"", ""okear""]"	"[""alos""]"
ZL3b|f72r3.26|G019>>ZL3b|f72r3.26|G020	ZL3b	f72r3	WITHIN_RECORD	chedy	ZL3b|f72r3.26|G019	ZL3b|f72r3.26|G020	f72r3.26	f72r3.26	C	C	DEFINITE_SPACE		[]	"[""choty"", ""oteol"", ""sheshdy""]"	"[""dy"", ""shes"", ""eedy""]"
IT2a|f72r3.26|G020>>IT2a|f72r3.26|G021	IT2a	f72r3	WITHIN_RECORD	chedy	IT2a|f72r3.26|G020	IT2a|f72r3.26|G021	f72r3.26	f72r3.26	C	C	DEFINITE_SPACE		[]	"[""choty"", ""oteol"", ""sheshdy""]"	"[""dy"", ""shes"", ""eedy""]"
RF1b|f72r3.26|G017>>RF1b|f72r3.26|G018	RF1b	f72r3	WITHIN_RECORD	che@152;y	RF1b|f72r3.26|G017	RF1b|f72r3.26|G018	f72r3.26	f72r3.26	C	C	DEFINITE_SPACE		[]	"[""choty"", ""oteol"", ""shesh@152;y""]"	"[""dy"", ""shes"", ""eedy""]"
IT2a|f75r.5|G007>>IT2a|f75r.5|G008	IT2a	f75r	WITHIN_RECORD	ol	IT2a|f75r.5|G007	IT2a|f75r.5|G008	f75r.5	f75r.5	P	P	DEFINITE_SPACE		[]	"[""ckhey"", ""r"", ""ain""]"	"[""sheedy"", ""qokeey"", ""qoky""]"
RF1b|f75r.5|G006>>RF1b|f75r.5|G007	RF1b	f75r	WITHIN_RECORD	ol	RF1b|f75r.5|G006	RF1b|f75r.5|G007	f75r.5	f75r.5	P	P	DEFINITE_SPACE		[]	"[""ckhey"", ""r"", ""ain""]"	"[""sheedy"", ""qokeey"", ""qoky""]"
ZL3b|f75r.13|G003>>ZL3b|f75r.13|G004	ZL3b	f75r	WITHIN_RECORD	qokedy	ZL3b|f75r.13|G003	ZL3b|f75r.13|G004	f75r.13	f75r.13	P	P	DRAWING_INTERRUPTION		[]	"[""pchedy"", ""keedy""]"	"[""qokedy"", ""qokedy"", ""qokain""]"
ZL3b|f75r.13|G004>>ZL3b|f75r.13|G005	ZL3b	f75r	WITHIN_RECORD	qokedy	ZL3b|f75r.13|G004	ZL3b|f75r.13|G005	f75r.13	f75r.13	P	P	DEFINITE_SPACE		[]	"[""pchedy"", ""keedy"", ""qokedy""]"	"[""qokedy"", ""qokain"", ""olshedy""]"
ZL3b|f75r.13|G005>>ZL3b|f75r.13|G006	ZL3b	f75r	WITHIN_RECORD	qokedy	ZL3b|f75r.13|G005	ZL3b|f75r.13|G006	f75r.13	f75r.13	P	P	DEFINITE_SPACE		[]	"[""keedy"", ""qokedy"", ""qokedy""]"	"[""qokain"", ""olshedy""]"
IT2a|f75r.13|G003>>IT2a|f75r.13|G004	IT2a	f75r	WITHIN_RECORD	qokedy	IT2a|f75r.13|G003	IT2a|f75r.13|G004	f75r.13	f75r.13	P	P	DRAWING_INTERRUPTION		[]	"[""pchedy"", ""keedy""]"	"[""qokedy"", ""qokedy"", ""qokain""]"
IT2a|f75r.13|G004>>IT2a|f75r.13|G005	IT2a	f75r	WITHIN_RECORD	qokedy	IT2a|f75r.13|G004	IT2a|f75r.13|G005	f75r.13	f75r.13	P	P	DEFINITE_SPACE		[]	"[""pchedy"", ""keedy"", ""qokedy""]"	"[""qokedy"", ""qokain"", ""olshedy""]"
IT2a|f75r.13|G005>>IT2a|f75r.13|G006	IT2a	f75r	WITHIN_RECORD	qokedy	IT2a|f75r.13|G005	IT2a|f75r.13|G006	f75r.13	f75r.13	P	P	DEFINITE_SPACE		[]	"[""keedy"", ""qokedy"", ""qokedy""]"	"[""qokain"", ""olshedy""]"
RF1b|f75r.13|G003>>RF1b|f75r.13|G004	RF1b	f75r	WITHIN_RECORD	qokedy	RF1b|f75r.13|G003	RF1b|f75r.13|G004	f75r.13	f75r.13	P	P	DRAWING_INTERRUPTION		[]	"[""pchedy"", ""keedy""]"	"[""qokedy"", ""qoke@152;y"", ""qokain""]"
RF1b|f75r.13|G004>>RF1b|f75r.13|G005	RF1b	f75r	WITHIN_RECORD	qokedy	RF1b|f75r.13|G004	RF1b|f75r.13|G005	f75r.13	f75r.13	P	P	DEFINITE_SPACE		[]	"[""pchedy"", ""keedy"", ""qokedy""]"	"[""qoke@152;y"", ""qokain"", ""olshedy""]"
IT2a|f75r.34|G005>>IT2a|f75r.34|G006	IT2a	f75r	WITHIN_RECORD	otar	IT2a|f75r.34|G005	IT2a|f75r.34|G006	f75r.34	f75r.34	P	P	DEFINITE_SPACE		[]	"[""okal"", ""dar"", ""oty""]"	"[""ol"", ""kain"", ""olkedy""]"
ZL3b|f75r.35|G004>>ZL3b|f75r.35|G005	ZL3b	f75r	WITHIN_RECORD	dar	ZL3b|f75r.35|G004	ZL3b|f75r.35|G005	f75r.35	f75r.35	P	P	DEFINITE_SPACE		[]	"[""qokain"", ""sheety"", ""qokain""]"	"[""shedy"", ""qoka[in:r]"", ""oldy""]"
IT2a|f75r.35|G004>>IT2a|f75r.35|G005	IT2a	f75r	WITHIN_RECORD	dar	IT2a|f75r.35|G004	IT2a|f75r.35|G005	f75r.35	f75r.35	P	P	DEFINITE_SPACE		[]	"[""qokain"", ""sheety"", ""qokain""]"	"[""shedy"", ""qokar"", ""ol""]"
RF1b|f75r.35|G004>>RF1b|f75r.35|G005	RF1b	f75r	WITHIN_RECORD	dar	RF1b|f75r.35|G004	RF1b|f75r.35|G005	f75r.35	f75r.35	P	P	DEFINITE_SPACE		[]	"[""qokain"", ""sheety"", ""qokain""]"	"[""{ch'}edy"", ""qokain"", ""oldy""]"
IT2a|f75r.36|G007>>IT2a|f75r.36|G008	IT2a	f75r	WITHIN_RECORD	dar	IT2a|f75r.36|G007	IT2a|f75r.36|G008	f75r.36	f75r.36	P	P	DEFINITE_SPACE		[]	"[""qokey"", ""okar"", ""otar""]"	"[""dy""]"
RF1b|f75r.36|G007>>RF1b|f75r.36|G008	RF1b	f75r	WITHIN_RECORD	dar	RF1b|f75r.36|G007	RF1b|f75r.36|G008	f75r.36	f75r.36	P	P	UNCERTAIN_SMALL_SPACE		[]	"[""qokey"", ""okar"", ""otar""]"	"[""dy""]"
ZL3b|f75r.38|G001>>ZL3b|f75r.38|G002	ZL3b	f75r	WITHIN_RECORD	qokeedy	ZL3b|f75r.38|G001	ZL3b|f75r.38|G002	f75r.38	f75r.38	P	P	DEFINITE_SPACE		[]	[]	"[""qokedy"", ""qokedy"", ""qokeedy""]"
ZL3b|f75r.38|G003>>ZL3b|f75r.38|G004	ZL3b	f75r	WITHIN_RECORD	qokedy	ZL3b|f75r.38|G003	ZL3b|f75r.38|G004	f75r.38	f75r.38	P	P	DEFINITE_SPACE		[]	"[""qokeedy"", ""qokeedy""]"	"[""qokeedy"", ""ldy""]"
IT2a|f75r.38|G001>>IT2a|f75r.38|G002	IT2a	f75r	WITHIN_RECORD	qokeedy	IT2a|f75r.38|G001	IT2a|f75r.38|G002	f75r.38	f75r.38	P	P	DEFINITE_SPACE		[]	[]	"[""qokedy"", ""qokedy"", ""qokeedy""]"
IT2a|f75r.38|G003>>IT2a|f75r.38|G004	IT2a	f75r	WITHIN_RECORD	qokedy	IT2a|f75r.38|G003	IT2a|f75r.38|G004	f75r.38	f75r.38	P	P	DEFINITE_SPACE		[]	"[""qokeedy"", ""qokeedy""]"	"[""qokeedy"", ""ldy""]"
RF1b|f75r.38|G001>>RF1b|f75r.38|G002	RF1b	f75r	WITHIN_RECORD	qokee@152;y	RF1b|f75r.38|G001	RF1b|f75r.38|G002	f75r.38	f75r.38	P	P	DEFINITE_SPACE		[]	[]	"[""qokedy"", ""qokedy"", ""qokee@152;y""]"
RF1b|f75r.38|G003>>RF1b|f75r.38|G004	RF1b	f75r	WITHIN_RECORD	qokedy	RF1b|f75r.38|G003	RF1b|f75r.38|G004	f75r.38	f75r.38	P	P	DEFINITE_SPACE		[]	"[""qokee@152;y"", ""qokee@152;y""]"	"[""qokee@152;y"", ""ldy""]"
ZL3b|f75r.39|G002>>ZL3b|f75r.39|G003	ZL3b	f75r	WITHIN_RECORD	qokeedy	ZL3b|f75r.39|G002	ZL3b|f75r.39|G003	f75r.39	f75r.39	P	P	DEFINITE_SPACE		[]	"[""yshedy""]"	"[""olkeedy"", ""otey"", ""koldy""]"
RF1b|f75r.39|G002>>RF1b|f75r.39|G003	RF1b	f75r	WITHIN_RECORD	qokeedy	RF1b|f75r.39|G002	RF1b|f75r.39|G003	f75r.39	f75r.39	P	P	DEFINITE_SPACE		[]	"[""yshedy""]"	"[""olkeedy"", ""otey"", ""koldy""]"
