page	locus	edition	selection_reason	source_group_ids_json	source_groups_json	separators_json	literal_trial_json	exact_raiin_count	confidence
f66r	f66r.80	ZL3b	EXACT_CORE_RAIIN	"[""ZL3b|f66r.80|G001"", ""ZL3b|f66r.80|G002"", ""ZL3b|f66r.80|G003"", ""ZL3b|f66r.80|G004"", ""ZL3b|f66r.80|G005"", ""ZL3b|f66r.80|G006"", ""ZL3b|f66r.80|G007"", ""ZL3b|f66r.80|G008"", ""ZL3b|f66r.80|G009""]"	"[""daiin"", ""shey"", ""qoteoly"", ""raiin"", ""sheedy"", ""shcthy"", ""lkeol"", ""qokol"", ""dkar""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""viel?"", ""[shey]"", ""[qoteoly]"", ""steigt?"", ""wenn?"", ""[shcthy]"", ""[lkeol]"", ""[qokol]"", ""[dkar]""]"	1	C0_COMPLETION_MOTIVATED_NOT_LEXICAL_EVIDENCE
f66r	f66r.80	IT2a	EXACT_CORE_RAIIN	"[""IT2a|f66r.80|G001"", ""IT2a|f66r.80|G002"", ""IT2a|f66r.80|G003"", ""IT2a|f66r.80|G004"", ""IT2a|f66r.80|G005"", ""IT2a|f66r.80|G006"", ""IT2a|f66r.80|G007"", ""IT2a|f66r.80|G008"", ""IT2a|f66r.80|G009""]"	"[""daiin"", ""shey"", ""qoteoly"", ""raiin"", ""sheedy"", ""shcthy"", ""lkeol"", ""qokol"", ""dkar""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""viel?"", ""[shey]"", ""[qoteoly]"", ""steigt?"", ""wenn?"", ""[shcthy]"", ""[lkeol]"", ""[qokol]"", ""[dkar]""]"	1	C0_COMPLETION_MOTIVATED_NOT_LEXICAL_EVIDENCE
f66r	f66r.80	RF1b	EXACT_CORE_RAIIN	"[""RF1b|f66r.80|G001"", ""RF1b|f66r.80|G002"", ""RF1b|f66r.80|G003"", ""RF1b|f66r.80|G004"", ""RF1b|f66r.80|G005"", ""RF1b|f66r.80|G006"", ""RF1b|f66r.80|G007"", ""RF1b|f66r.80|G008"", ""RF1b|f66r.80|G009""]"	"[""daiin"", ""shey"", ""qoteoly"", ""raiin"", ""sheedy"", ""shcthy"", ""lkeol"", ""qokol"", ""dkar""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""viel?"", ""[shey]"", ""[qoteoly]"", ""steigt?"", ""wenn?"", ""[shcthy]"", ""[lkeol]"", ""[qokol]"", ""[dkar]""]"	1	C0_COMPLETION_MOTIVATED_NOT_LEXICAL_EVIDENCE
f76r	f76r.51	ZL3b	KNOWN_SAL_RAIIN_COMPARATOR	"[""ZL3b|f76r.51|G001"", ""ZL3b|f76r.51|G002"", ""ZL3b|f76r.51|G003"", ""ZL3b|f76r.51|G004"", ""ZL3b|f76r.51|G005"", ""ZL3b|f76r.51|G006"", ""ZL3b|f76r.51|G007"", ""ZL3b|f76r.51|G008"", ""ZL3b|f76r.51|G009"", ""ZL3b|f76r.51|G010"", ""ZL3b|f76r.51|G011""]"	"[""qkor"", ""shedy"", ""shey"", ""keedy"", ""sal"", ""raiin"", ""opchdy"", ""dar"", ""chedy"", ""qopchedy"", ""ro[r:s]ol""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[qkor]"", ""[shedy]"", ""[shey]"", ""[keedy]"", ""[sal]"", ""steigt?"", ""[opchdy]"", ""[dar]"", ""wird?"", ""[qopchedy]"", ""[ro[r:s]ol]""]"	1	C0_COMPLETION_MOTIVATED_NOT_LEXICAL_EVIDENCE
f76r	f76r.51	IT2a	KNOWN_SAL_RAIIN_COMPARATOR	"[""IT2a|f76r.51|G001"", ""IT2a|f76r.51|G002"", ""IT2a|f76r.51|G003"", ""IT2a|f76r.51|G004"", ""IT2a|f76r.51|G005"", ""IT2a|f76r.51|G006"", ""IT2a|f76r.51|G007"", ""IT2a|f76r.51|G008"", ""IT2a|f76r.51|G009"", ""IT2a|f76r.51|G010"", ""IT2a|f76r.51|G011""]"	"[""qkor"", ""shedy"", ""shey"", ""keedy"", ""sal"", ""raiin"", ""opchdy"", ""dar"", ""chedy"", ""qopchedy"", ""rorol""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[qkor]"", ""[shedy]"", ""[shey]"", ""[keedy]"", ""[sal]"", ""steigt?"", ""[opchdy]"", ""[dar]"", ""wird?"", ""[qopchedy]"", ""[rorol]""]"	1	C0_COMPLETION_MOTIVATED_NOT_LEXICAL_EVIDENCE
f76r	f76r.51	RF1b	KNOWN_SAL_RAIIN_COMPARATOR	"[""RF1b|f76r.51|G001"", ""RF1b|f76r.51|G002"", ""RF1b|f76r.51|G003"", ""RF1b|f76r.51|G004"", ""RF1b|f76r.51|G005"", ""RF1b|f76r.51|G006"", ""RF1b|f76r.51|G007"", ""RF1b|f76r.51|G008"", ""RF1b|f76r.51|G009"", ""RF1b|f76r.51|G010"", ""RF1b|f76r.51|G011""]"	"[""qkor"", ""shed@222;"", ""shey"", ""keedy"", ""sal"", ""raiin"", ""opchdy"", ""dar"", ""chedy"", ""qopched@222;"", ""@243;orol""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[qkor]"", ""[shed@222;]"", ""[shey]"", ""[keedy]"", ""[sal]"", ""steigt?"", ""[opchdy]"", ""[dar]"", ""wird?"", ""[qopched@222;]"", ""[@243;orol]""]"	1	C0_COMPLETION_MOTIVATED_NOT_LEXICAL_EVIDENCE
f77r	f77r.34	ZL3b	EXACT_CORE_RAIIN	"[""ZL3b|f77r.34|G001"", ""ZL3b|f77r.34|G002"", ""ZL3b|f77r.34|G003"", ""ZL3b|f77r.34|G004"", ""ZL3b|f77r.34|G005"", ""ZL3b|f77r.34|G006"", ""ZL3b|f77r.34|G007"", ""ZL3b|f77r.34|G008""]"	"[""qokaiin"", ""shedy"", ""chedy"", ""qolchedy"", ""qokaiin"", ""qokaiin"", ""checkhy"", ""raiin""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""Luft?"", ""[shedy]"", ""wird?"", ""[qolchedy]"", ""Luft?"", ""Luft?"", ""[checkhy]"", ""steigt?""]"	1	C0_COMPLETION_MOTIVATED_NOT_LEXICAL_EVIDENCE
f77r	f77r.34	IT2a	EXACT_CORE_RAIIN	"[""IT2a|f77r.34|G001"", ""IT2a|f77r.34|G002"", ""IT2a|f77r.34|G003"", ""IT2a|f77r.34|G004"", ""IT2a|f77r.34|G005"", ""IT2a|f77r.34|G006"", ""IT2a|f77r.34|G007"", ""IT2a|f77r.34|G008"", ""IT2a|f77r.34|G009""]"	"[""qokaiin"", ""shedy"", ""chedy"", ""qol"", ""chedy"", ""qokaiin"", ""qokaiin"", ""checkhy"", ""raiin""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""Luft?"", ""[shedy]"", ""wird?"", ""[qol]"", ""wird?"", ""Luft?"", ""Luft?"", ""[checkhy]"", ""steigt?""]"	1	C0_COMPLETION_MOTIVATED_NOT_LEXICAL_EVIDENCE
f77r	f77r.34	RF1b	EXACT_CORE_RAIIN	"[""RF1b|f77r.34|G001"", ""RF1b|f77r.34|G002"", ""RF1b|f77r.34|G003"", ""RF1b|f77r.34|G004"", ""RF1b|f77r.34|G005"", ""RF1b|f77r.34|G006"", ""RF1b|f77r.34|G007"", ""RF1b|f77r.34|G008""]"	"[""qokaiin"", ""shedy"", ""chedy"", ""qolche@152;y"", ""qokaiin"", ""qokaiin"", ""checkhy"", ""@206;aiin""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""Luft?"", ""[shedy]"", ""wird?"", ""[qolche@152;y]"", ""Luft?"", ""Luft?"", ""[checkhy]"", ""[@206;aiin]""]"	0	C0_COMPLETION_MOTIVATED_NOT_LEXICAL_EVIDENCE
f82r	f82r.24	ZL3b	KNOWN_SAL_RAIIN_COMPARATOR	"[""ZL3b|f82r.24|G001"", ""ZL3b|f82r.24|G002"", ""ZL3b|f82r.24|G003"", ""ZL3b|f82r.24|G004"", ""ZL3b|f82r.24|G005"", ""ZL3b|f82r.24|G006"", ""ZL3b|f82r.24|G007"", ""ZL3b|f82r.24|G008"", ""ZL3b|f82r.24|G009"", ""ZL3b|f82r.24|G010""]"	"[""qokeedy"", ""lcheedy"", ""qokeoy"", ""sal"", ""raiin"", ""qokeey"", ""lkeey"", ""qokeey"", ""raiin"", ""ydy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[qokeedy]"", ""[lcheedy]"", ""[qokeoy]"", ""[sal]"", ""steigt?"", ""[qokeey]"", ""[lkeey]"", ""[qokeey]"", ""steigt?"", ""[ydy]""]"	2	C0_COMPLETION_MOTIVATED_NOT_LEXICAL_EVIDENCE
