source_group_id	edition	locus	page	source_group_index	source_group_count	paragraph_start	paragraph_end	left_separator	right_separator	ivtff_group_raw	clean_ascii_fragments	clean_ascii_fragment_count	legacy_surface_positions_1based	legacy_mapping_status
ZL3b|f31r.12|G001	ZL3b	f31r.12	f31r	1	6	0	0	LINE_START	DEFINITE_SPACE	qoaiin	qoaiin	1	1	ONE_ASCII_FRAGMENT
ZL3b|f31r.12|G002	ZL3b	f31r.12	f31r	2	6	0	0	DEFINITE_SPACE	DEFINITE_SPACE	yches	yches	1	2	ONE_ASCII_FRAGMENT
ZL3b|f31r.12|G003	ZL3b	f31r.12	f31r	3	6	0	0	DEFINITE_SPACE	DEFINITE_SPACE	okedy	okedy	1	3	ONE_ASCII_FRAGMENT
ZL3b|f31r.12|G004	ZL3b	f31r.12	f31r	4	6	0	0	DEFINITE_SPACE	DEFINITE_SPACE	sheey	sheey	1	4	ONE_ASCII_FRAGMENT
ZL3b|f31r.12|G005	ZL3b	f31r.12	f31r	5	6	0	0	DEFINITE_SPACE	DEFINITE_SPACE	chedaiin	chedaiin	1	5	ONE_ASCII_FRAGMENT
ZL3b|f31r.12|G006	ZL3b	f31r.12	f31r	6	6	0	0	DEFINITE_SPACE	LINE_END	dar	dar	1	6	ONE_ASCII_FRAGMENT
ZL3b|f66r.80|G001	ZL3b	f66r.80	f66r	1	9	0	0	LINE_START	DEFINITE_SPACE	daiin	daiin	1	1	ONE_ASCII_FRAGMENT
ZL3b|f66r.80|G002	ZL3b	f66r.80	f66r	2	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	shey	shey	1	2	ONE_ASCII_FRAGMENT
ZL3b|f66r.80|G003	ZL3b	f66r.80	f66r	3	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qoteoly	qoteoly	1	3	ONE_ASCII_FRAGMENT
ZL3b|f66r.80|G004	ZL3b	f66r.80	f66r	4	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	raiin	raiin	1	4	ONE_ASCII_FRAGMENT
ZL3b|f66r.80|G005	ZL3b	f66r.80	f66r	5	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	sheedy	sheedy	1	5	ONE_ASCII_FRAGMENT
ZL3b|f66r.80|G006	ZL3b	f66r.80	f66r	6	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	shcthy	shcthy	1	6	ONE_ASCII_FRAGMENT
ZL3b|f66r.80|G007	ZL3b	f66r.80	f66r	7	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	lkeol	lkeol	1	7	ONE_ASCII_FRAGMENT
ZL3b|f66r.80|G008	ZL3b	f66r.80	f66r	8	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qokol	qokol	1	8	ONE_ASCII_FRAGMENT
ZL3b|f66r.80|G009	ZL3b	f66r.80	f66r	9	9	0	0	DEFINITE_SPACE	LINE_END	dkar	dkar	1	9	ONE_ASCII_FRAGMENT
ZL3b|f67r2.39|G001	ZL3b	f67r2.39	f67r2	1	3	0	0	LINE_START	DEFINITE_SPACE	sor	sor	1	1	ONE_ASCII_FRAGMENT
ZL3b|f67r2.39|G002	ZL3b	f67r2.39	f67r2	2	3	0	0	DEFINITE_SPACE	DEFINITE_SPACE	chedaiin	chedaiin	1	2	ONE_ASCII_FRAGMENT
ZL3b|f67r2.39|G003	ZL3b	f67r2.39	f67r2	3	3	0	0	DEFINITE_SPACE	LINE_END	dy	dy	1	3	ONE_ASCII_FRAGMENT
ZL3b|f70v2.21|G001	ZL3b	f70v2.21	f70v2	1	32	0	0	LINE_START	DEFINITE_SPACE	daii@197;amdy	daii amdy	2	1,2	MULTI_ASCII_FRAGMENT
