source_group_id	edition	locus	page	source_group_index	source_group_count	paragraph_start	paragraph_end	left_separator	right_separator	ivtff_group_raw	clean_ascii_fragments	clean_ascii_fragment_count	legacy_surface_positions_1based	legacy_mapping_status
ZL3b|f66r.80|G004	ZL3b	f66r.80	f66r	4	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	raiin	raiin	1	4	ONE_ASCII_FRAGMENT
ZL3b|f70v1.1|G005	ZL3b	f70v1.1	f70v1	5	38	0	0	DEFINITE_SPACE	DEFINITE_SPACE	raiin	raiin	1	5	ONE_ASCII_FRAGMENT
ZL3b|f76r.51|G006	ZL3b	f76r.51	f76r	6	11	1	0	DEFINITE_SPACE	DEFINITE_SPACE	raiin	raiin	1	6	ONE_ASCII_FRAGMENT
ZL3b|f77r.34|G008	ZL3b	f77r.34	f77r	8	8	0	0	DEFINITE_SPACE	LINE_END	raiin	raiin	1	8	ONE_ASCII_FRAGMENT
ZL3b|f77r.43|G008	ZL3b	f77r.43	f77r	8	8	0	0	DEFINITE_SPACE	LINE_END	raiin	raiin	1	8	ONE_ASCII_FRAGMENT
ZL3b|f77r.45|G010	ZL3b	f77r.45	f77r	10	11	0	0	DEFINITE_SPACE	DEFINITE_SPACE	raiin	raiin	1	10	ONE_ASCII_FRAGMENT
ZL3b|f82r.24|G005	ZL3b	f82r.24	f82r	5	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	raiin	raiin	1	5	ONE_ASCII_FRAGMENT
ZL3b|f82r.24|G009	ZL3b	f82r.24	f82r	9	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	raiin	raiin	1	9	ONE_ASCII_FRAGMENT
ZL3b|f82r.30|G002	ZL3b	f82r.30	f82r	2	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	raiin	raiin	1	2	ONE_ASCII_FRAGMENT
ZL3b|f95v1.9|G008	ZL3b	f95v1.9	f95v1	8	11	1	0	DEFINITE_SPACE	DEFINITE_SPACE	raiin	raiin	1	8	ONE_ASCII_FRAGMENT
IT2a|f66r.12|G001	IT2a	f66r.12	f66r	1	1	0	0	LINE_START	LINE_END	raiin	raiin	1	1	ONE_ASCII_FRAGMENT
IT2a|f66r.80|G004	IT2a	f66r.80	f66r	4	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	raiin	raiin	1	4	ONE_ASCII_FRAGMENT
IT2a|f70v1.1|G005	IT2a	f70v1.1	f70v1	5	37	0	0	DEFINITE_SPACE	DEFINITE_SPACE	raiin	raiin	1	5	ONE_ASCII_FRAGMENT
IT2a|f76r.51|G006	IT2a	f76r.51	f76r	6	11	1	0	DEFINITE_SPACE	DEFINITE_SPACE	raiin	raiin	1	6	ONE_ASCII_FRAGMENT
IT2a|f77r.34|G009	IT2a	f77r.34	f77r	9	9	0	0	DEFINITE_SPACE	LINE_END	raiin	raiin	1	9	ONE_ASCII_FRAGMENT
IT2a|f77r.42|G006	IT2a	f77r.42	f77r	6	7	0	0	DEFINITE_SPACE	DEFINITE_SPACE	raiin	raiin	1	6	ONE_ASCII_FRAGMENT
IT2a|f77r.43|G007	IT2a	f77r.43	f77r	7	7	0	0	DEFINITE_SPACE	LINE_END	raiin	raiin	1	7	ONE_ASCII_FRAGMENT
IT2a|f77r.45|G009	IT2a	f77r.45	f77r	9	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	raiin	raiin	1	9	ONE_ASCII_FRAGMENT
IT2a|f82r.24|G005	IT2a	f82r.24	f82r	5	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	raiin	raiin	1	5	ONE_ASCII_FRAGMENT
IT2a|f82r.24|G009	IT2a	f82r.24	f82r	9	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	raiin	raiin	1	9	ONE_ASCII_FRAGMENT
IT2a|f82r.30|G002	IT2a	f82r.30	f82r	2	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	raiin	raiin	1	2	ONE_ASCII_FRAGMENT
IT2a|f88r.8|G009	IT2a	f88r.8	f88r	9	11	0	0	DEFINITE_SPACE	DEFINITE_SPACE	raiin	raiin	1	9	ONE_ASCII_FRAGMENT
IT2a|f95v1.9|G007	IT2a	f95v1.9	f95v1	7	10	1	0	DEFINITE_SPACE	DEFINITE_SPACE	raiin	raiin	1	7	ONE_ASCII_FRAGMENT
RF1b|f66r.80|G004	RF1b	f66r.80	f66r	4	9	0	0	DEFINITE_SPACE	DEFINITE_SPACE	raiin	raiin	1	4	ONE_ASCII_FRAGMENT
RF1b|f76r.51|G006	RF1b	f76r.51	f76r	6	11	0	0	DEFINITE_SPACE	DEFINITE_SPACE	raiin	raiin	1	6	ONE_ASCII_FRAGMENT
RF1b|f77r.43|G007	RF1b	f77r.43	f77r	7	7	0	0	DEFINITE_SPACE	LINE_END	raiin	raiin	1	8	ONE_ASCII_FRAGMENT
RF1b|f82r.24|G005	RF1b	f82r.24	f82r	5	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	raiin	raiin	1	5	ONE_ASCII_FRAGMENT
RF1b|f82r.24|G009	RF1b	f82r.24	f82r	9	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	raiin	raiin	1	9	ONE_ASCII_FRAGMENT
