source_group_id	edition	locus	page	source_group_index	source_group_count	paragraph_start	paragraph_end	left_separator	right_separator	ivtff_group_raw	clean_ascii_fragments	clean_ascii_fragment_count	legacy_surface_positions_1based	legacy_mapping_status
ZL3b|f66r.12|G001	ZL3b	f66r.12	f66r	1	1	0	0	LINE_START	LINE_END	saiin	saiin	1	1	ONE_ASCII_FRAGMENT
ZL3b|f66r.70|G001	ZL3b	f66r.70	f66r	1	11	1	0	LINE_START	DEFINITE_SPACE	todeeey	todeeey	1	1	ONE_ASCII_FRAGMENT
ZL3b|f66r.70|G002	ZL3b	f66r.70	f66r	2	11	1	0	DEFINITE_SPACE	DEFINITE_SPACE	keody	keody	1	2	ONE_ASCII_FRAGMENT
ZL3b|f66r.70|G003	ZL3b	f66r.70	f66r	3	11	1	0	DEFINITE_SPACE	DEFINITE_SPACE	chdy	chdy	1	3	ONE_ASCII_FRAGMENT
ZL3b|f66r.70|G004	ZL3b	f66r.70	f66r	4	11	1	0	DEFINITE_SPACE	DEFINITE_SPACE	keody	keody	1	4	ONE_ASCII_FRAGMENT
ZL3b|f66r.70|G005	ZL3b	f66r.70	f66r	5	11	1	0	DEFINITE_SPACE	DEFINITE_SPACE	shedy	shedy	1	5	ONE_ASCII_FRAGMENT
ZL3b|f66r.70|G006	ZL3b	f66r.70	f66r	6	11	1	0	DEFINITE_SPACE	DEFINITE_SPACE	shekeefy	shekeefy	1	6	ONE_ASCII_FRAGMENT
ZL3b|f66r.70|G007	ZL3b	f66r.70	f66r	7	11	1	0	DEFINITE_SPACE	DEFINITE_SPACE	chdy	chdy	1	7	ONE_ASCII_FRAGMENT
ZL3b|f66r.70|G008	ZL3b	f66r.70	f66r	8	11	1	0	DEFINITE_SPACE	DEFINITE_SPACE	sheol	sheol	1	8	ONE_ASCII_FRAGMENT
ZL3b|f66r.70|G009	ZL3b	f66r.70	f66r	9	11	1	0	DEFINITE_SPACE	DEFINITE_SPACE	shol	shol	1	9	ONE_ASCII_FRAGMENT
ZL3b|f66r.70|G010	ZL3b	f66r.70	f66r	10	11	1	0	DEFINITE_SPACE	DEFINITE_SPACE	kedy	kedy	1	10	ONE_ASCII_FRAGMENT
ZL3b|f66r.70|G011	ZL3b	f66r.70	f66r	11	11	1	0	DEFINITE_SPACE	LINE_END	daly	daly	1	11	ONE_ASCII_FRAGMENT
ZL3b|f66r.71|G001	ZL3b	f66r.71	f66r	1	10	0	0	LINE_START	DEFINITE_SPACE	saiir	saiir	1	1	ONE_ASCII_FRAGMENT
ZL3b|f66r.71|G002	ZL3b	f66r.71	f66r	2	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	cheol	cheol	1	2	ONE_ASCII_FRAGMENT
ZL3b|f66r.71|G003	ZL3b	f66r.71	f66r	3	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	kal	kal	1	3	ONE_ASCII_FRAGMENT
ZL3b|f66r.71|G004	ZL3b	f66r.71	f66r	4	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	sheody	sheody	1	4	ONE_ASCII_FRAGMENT
ZL3b|f66r.71|G005	ZL3b	f66r.71	f66r	5	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	chcthedy	chcthedy	1	5	ONE_ASCII_FRAGMENT
ZL3b|f66r.71|G006	ZL3b	f66r.71	f66r	6	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	dal	dal	1	6	ONE_ASCII_FRAGMENT
ZL3b|f66r.71|G007	ZL3b	f66r.71	f66r	7	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	shol	shol	1	7	ONE_ASCII_FRAGMENT
ZL3b|f66r.71|G008	ZL3b	f66r.71	f66r	8	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qokeody	qokeody	1	8	ONE_ASCII_FRAGMENT
ZL3b|f66r.71|G009	ZL3b	f66r.71	f66r	9	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	chody	chody	1	9	ONE_ASCII_FRAGMENT
ZL3b|f66r.71|G010	ZL3b	f66r.71	f66r	10	10	0	0	DEFINITE_SPACE	LINE_END	kechody	kechody	1	10	ONE_ASCII_FRAGMENT
ZL3b|f66r.72|G001	ZL3b	f66r.72	f66r	1	10	0	0	LINE_START	DEFINITE_SPACE	sshedy	sshedy	1	1	ONE_ASCII_FRAGMENT
ZL3b|f66r.72|G002	ZL3b	f66r.72	f66r	2	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	oteedy	oteedy	1	2	ONE_ASCII_FRAGMENT
ZL3b|f66r.72|G003	ZL3b	f66r.72	f66r	3	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	ykeeody	ykeeody	1	3	ONE_ASCII_FRAGMENT
ZL3b|f66r.72|G004	ZL3b	f66r.72	f66r	4	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	sheocthy	sheocthy	1	4	ONE_ASCII_FRAGMENT
ZL3b|f66r.72|G005	ZL3b	f66r.72	f66r	5	10	0	0	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	ol	ol	1	5	ONE_ASCII_FRAGMENT
ZL3b|f66r.72|G006	ZL3b	f66r.72	f66r	6	10	0	0	UNCERTAIN_SMALL_SPACE	UNCERTAIN_SMALL_SPACE	ld	ld	1	6	ONE_ASCII_FRAGMENT
ZL3b|f66r.72|G007	ZL3b	f66r.72	f66r	7	10	0	0	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	lshedy	lshedy	1	7	ONE_ASCII_FRAGMENT
ZL3b|f66r.72|G008	ZL3b	f66r.72	f66r	8	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	chokeey	chokeey	1	8	ONE_ASCII_FRAGMENT
ZL3b|f66r.72|G009	ZL3b	f66r.72	f66r	9	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	chekey	chekey	1	9	ONE_ASCII_FRAGMENT
ZL3b|f66r.72|G010	ZL3b	f66r.72	f66r	10	10	0	0	DEFINITE_SPACE	LINE_END	chey	chey	1	10	ONE_ASCII_FRAGMENT
ZL3b|f66r.73|G001	ZL3b	f66r.73	f66r	1	10	0	0	LINE_START	DEFINITE_SPACE	ysheeod	ysheeod	1	1	ONE_ASCII_FRAGMENT
ZL3b|f66r.73|G002	ZL3b	f66r.73	f66r	2	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qoteeod	qoteeod	1	2	ONE_ASCII_FRAGMENT
ZL3b|f66r.73|G003	ZL3b	f66r.73	f66r	3	10	0	0	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	qotol	qotol	1	3	ONE_ASCII_FRAGMENT
ZL3b|f66r.73|G004	ZL3b	f66r.73	f66r	4	10	0	0	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	qoky	qoky	1	4	ONE_ASCII_FRAGMENT
ZL3b|f66r.73|G005	ZL3b	f66r.73	f66r	5	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	chckhedy	chckhedy	1	5	ONE_ASCII_FRAGMENT
ZL3b|f66r.73|G006	ZL3b	f66r.73	f66r	6	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	shey	shey	1	6	ONE_ASCII_FRAGMENT
