edition	model	body_sector	title_sector	body_loci	title_locus	title_raw	status	window_positions_1based
ZL3b	LITERAL	1	1	f67r2.13,f67r2.14,f67r2.15	f67r2.1	ykshy s aram	UNKNOWN	
ZL3b	LITERAL	1	2	f67r2.13,f67r2.14,f67r2.15	f67r2.2	ykecho ols eesydy	UNKNOWN	
ZL3b	LITERAL	1	3	f67r2.13,f67r2.14,f67r2.15	f67r2.3	[{c'}:@164;]ey shs okar	UNKNOWN	
ZL3b	LITERAL	1	4	f67r2.13,f67r2.14,f67r2.15	f67r2.4	shekchy sykos	UNKNOWN	
ZL3b	LITERAL	1	5	f67r2.13,f67r2.14,f67r2.15	f67r2.5	ykeody okchy	UNKNOWN	
ZL3b	LITERAL	1	6	f67r2.13,f67r2.14,f67r2.15	f67r2.6	dchetay	UNKNOWN	
ZL3b	LITERAL	1	7	f67r2.13,f67r2.14,f67r2.15	f67r2.7	ykchy kchey ykchys	UNKNOWN	
ZL3b	LITERAL	1	8	f67r2.13,f67r2.14,f67r2.15	f67r2.8	chkchdar	UNKNOWN	
ZL3b	LITERAL	1	9	f67r2.13,f67r2.14,f67r2.15	f67r2.9	ykar ykaly	UNKNOWN	
ZL3b	LITERAL	1	10	f67r2.13,f67r2.14,f67r2.15	f67r2.10	lkshy kchy okar	UNKNOWN	
ZL3b	LITERAL	1	11	f67r2.13,f67r2.14,f67r2.15	f67r2.11	chky chykchs chy	UNKNOWN	
ZL3b	LITERAL	1	12	f67r2.13,f67r2.14,f67r2.15	f67r2.12	ykees ykchos	UNKNOWN	
ZL3b	LITERAL	2	1	f67r2.16,f67r2.17,f67r2.18	f67r2.1	ykshy s aram	UNKNOWN	
ZL3b	LITERAL	2	2	f67r2.16,f67r2.17,f67r2.18	f67r2.2	ykecho ols eesydy	UNKNOWN	
ZL3b	LITERAL	2	3	f67r2.16,f67r2.17,f67r2.18	f67r2.3	[{c'}:@164;]ey shs okar	UNKNOWN	
ZL3b	LITERAL	2	4	f67r2.16,f67r2.17,f67r2.18	f67r2.4	shekchy sykos	UNKNOWN	
ZL3b	LITERAL	2	5	f67r2.16,f67r2.17,f67r2.18	f67r2.5	ykeody okchy	UNKNOWN	
ZL3b	LITERAL	2	6	f67r2.16,f67r2.17,f67r2.18	f67r2.6	dchetay	UNKNOWN	
ZL3b	LITERAL	2	7	f67r2.16,f67r2.17,f67r2.18	f67r2.7	ykchy kchey ykchys	UNKNOWN	
ZL3b	LITERAL	2	8	f67r2.16,f67r2.17,f67r2.18	f67r2.8	chkchdar	UNKNOWN	
ZL3b	LITERAL	2	9	f67r2.16,f67r2.17,f67r2.18	f67r2.9	ykar ykaly	UNKNOWN	
ZL3b	LITERAL	2	10	f67r2.16,f67r2.17,f67r2.18	f67r2.10	lkshy kchy okar	UNKNOWN	
ZL3b	LITERAL	2	11	f67r2.16,f67r2.17,f67r2.18	f67r2.11	chky chykchs chy	UNKNOWN	
ZL3b	LITERAL	2	12	f67r2.16,f67r2.17,f67r2.18	f67r2.12	ykees ykchos	UNKNOWN	
ZL3b	LITERAL	3	1	f67r2.19,f67r2.20,f67r2.21,f67r2.22	f67r2.1	ykshy s aram	UNKNOWN	
ZL3b	LITERAL	3	2	f67r2.19,f67r2.20,f67r2.21,f67r2.22	f67r2.2	ykecho ols eesydy	UNKNOWN	
ZL3b	LITERAL	3	3	f67r2.19,f67r2.20,f67r2.21,f67r2.22	f67r2.3	[{c'}:@164;]ey shs okar	UNKNOWN	
ZL3b	LITERAL	3	4	f67r2.19,f67r2.20,f67r2.21,f67r2.22	f67r2.4	shekchy sykos	UNKNOWN	
ZL3b	LITERAL	3	5	f67r2.19,f67r2.20,f67r2.21,f67r2.22	f67r2.5	ykeody okchy	UNKNOWN	
ZL3b	LITERAL	3	6	f67r2.19,f67r2.20,f67r2.21,f67r2.22	f67r2.6	dchetay	UNKNOWN	
