exercise_id	day	target	master_prompt_de	required_outputs	attempts	success_rule_de
D1E1	1	OWNER	Zeige, sprich und schreibe OWNER; erkläre danach den Besitzer und die Merktafel.	VISIBLE_FORM|SPOKEN_VALUE|OWNER|MEMORY_STATE|CORRECTION	3	drei fehlerfreie Wiederholungen; bei Fehler sofort kurze Regel aufsagen
D1E2	1	FIELD	Zeige, sprich und schreibe FIELD; erkläre danach den Besitzer und die Merktafel.	VISIBLE_FORM|SPOKEN_VALUE|OWNER|MEMORY_STATE|CORRECTION	3	drei fehlerfreie Wiederholungen; bei Fehler sofort kurze Regel aufsagen
D1E3	1	LINE_CARRY	Zeige, sprich und schreibe LINE_CARRY; erkläre danach den Besitzer und die Merktafel.	VISIBLE_FORM|SPOKEN_VALUE|OWNER|MEMORY_STATE|CORRECTION	3	drei fehlerfreie Wiederholungen; bei Fehler sofort kurze Regel aufsagen
D1E4	1	RECORD_RESET	Zeige, sprich und schreibe RECORD_RESET; erkläre danach den Besitzer und die Merktafel.	VISIBLE_FORM|SPOKEN_VALUE|OWNER|MEMORY_STATE|CORRECTION	3	drei fehlerfreie Wiederholungen; bei Fehler sofort kurze Regel aufsagen
D2E1	2	AIIN_AIN_IIN	Zeige, sprich und schreibe AIIN_AIN_IIN; erkläre danach den Besitzer und die Merktafel.	VISIBLE_FORM|SPOKEN_VALUE|OWNER|MEMORY_STATE|CORRECTION	3	drei fehlerfreie Wiederholungen; bei Fehler sofort kurze Regel aufsagen
D2E2	2	AL_AR_AIR	Zeige, sprich und schreibe AL_AR_AIR; erkläre danach den Besitzer und die Merktafel.	VISIBLE_FORM|SPOKEN_VALUE|OWNER|MEMORY_STATE|CORRECTION	3	drei fehlerfreie Wiederholungen; bei Fehler sofort kurze Regel aufsagen
D2E3	2	OK_OL_OT	Zeige, sprich und schreibe OK_OL_OT; erkläre danach den Besitzer und die Merktafel.	VISIBLE_FORM|SPOKEN_VALUE|OWNER|MEMORY_STATE|CORRECTION	3	drei fehlerfreie Wiederholungen; bei Fehler sofort kurze Regel aufsagen
D2E4	2	Y_CLOSE	Zeige, sprich und schreibe Y_CLOSE; erkläre danach den Besitzer und die Merktafel.	VISIBLE_FORM|SPOKEN_VALUE|OWNER|MEMORY_STATE|CORRECTION	3	drei fehlerfreie Wiederholungen; bei Fehler sofort kurze Regel aufsagen
D3E1	3	CHD_CTH	Zeige, sprich und schreibe CHD_CTH; erkläre danach den Besitzer und die Merktafel.	VISIBLE_FORM|SPOKEN_VALUE|OWNER|MEMORY_STATE|CORRECTION	3	drei fehlerfreie Wiederholungen; bei Fehler sofort kurze Regel aufsagen
D3E2	3	CKH_CKHE	Zeige, sprich und schreibe CKH_CKHE; erkläre danach den Besitzer und die Merktafel.	VISIBLE_FORM|SPOKEN_VALUE|OWNER|MEMORY_STATE|CORRECTION	3	drei fehlerfreie Wiederholungen; bei Fehler sofort kurze Regel aufsagen
D3E3	3	CHK_SHED	Zeige, sprich und schreibe CHK_SHED; erkläre danach den Besitzer und die Merktafel.	VISIBLE_FORM|SPOKEN_VALUE|OWNER|MEMORY_STATE|CORRECTION	3	drei fehlerfreie Wiederholungen; bei Fehler sofort kurze Regel aufsagen
D3E4	3	E_EE_EEE	Zeige, sprich und schreibe E_EE_EEE; erkläre danach den Besitzer und die Merktafel.	VISIBLE_FORM|SPOKEN_VALUE|OWNER|MEMORY_STATE|CORRECTION	3	drei fehlerfreie Wiederholungen; bei Fehler sofort kurze Regel aufsagen
D4E1	4	N01_N05	Zeige, sprich und schreibe N01_N05; erkläre danach den Besitzer und die Merktafel.	VISIBLE_FORM|SPOKEN_VALUE|OWNER|MEMORY_STATE|CORRECTION	3	drei fehlerfreie Wiederholungen; bei Fehler sofort kurze Regel aufsagen
D4E2	4	N06_N10	Zeige, sprich und schreibe N06_N10; erkläre danach den Besitzer und die Merktafel.	VISIBLE_FORM|SPOKEN_VALUE|OWNER|MEMORY_STATE|CORRECTION	3	drei fehlerfreie Wiederholungen; bei Fehler sofort kurze Regel aufsagen
D4E3	4	DL_TALAM	Zeige, sprich und schreibe DL_TALAM; erkläre danach den Besitzer und die Merktafel.	VISIBLE_FORM|SPOKEN_VALUE|OWNER|MEMORY_STATE|CORRECTION	3	drei fehlerfreie Wiederholungen; bei Fehler sofort kurze Regel aufsagen
D4E4	4	DAIN_ODY_OS	Zeige, sprich und schreibe DAIN_ODY_OS; erkläre danach den Besitzer und die Merktafel.	VISIBLE_FORM|SPOKEN_VALUE|OWNER|MEMORY_STATE|CORRECTION	3	drei fehlerfreie Wiederholungen; bei Fehler sofort kurze Regel aufsagen
D5E1	5	FOUR_SLOT_SLATE	Zeige, sprich und schreibe FOUR_SLOT_SLATE; erkläre danach den Besitzer und die Merktafel.	VISIBLE_FORM|SPOKEN_VALUE|OWNER|MEMORY_STATE|CORRECTION	3	drei fehlerfreie Wiederholungen; bei Fehler sofort kurze Regel aufsagen
