fold	surface	truth_recipe	truth_generated	gdt528_rank	gdt529_rank	gdt528_top1	gdt529_top1	truth_square_feature	top1_square_feature	truth_square_trace	top1_square_trace
0	aiiny	AIIN+Y	YES	1	1	AIIN+Y	AIIN+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	ain	AIN	YES	1	1	AIN	AIN	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	air	AIR	YES	1	1	AIR	AIR	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	alchdy	AL+CHD+DY	YES	2	2	AL+CHD+Y	AL+CHD+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	aldy	AL+D_ADDR+Y	YES	3	3	AL+DY	AL+DY	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	alkain	AL+K+AIN	YES	1	1	AL+K+AIN	AL+K+AIN	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	alo	AL+O	YES	1	1	AL+O	AL+O	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	alsy	AL+S+Y	YES	1	1	AL+S+Y	AL+S+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	aroly	AR+OL+Y	YES	1	1	AR+OL+Y	AR+OL+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	ase	A_ADDR+S+E	YES	1	1	A_ADDR+S+E	A_ADDR+S+E	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	ashyteed	A_ADDR+SH+Y+T+EE+D_ADDR	YES	1	1	A_ADDR+SH+Y+T+EE+D_ADDR	A_ADDR+SH+Y+T+EE+D_ADDR	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	atchor	A_ADDR+T+CH+OR	YES	1	1	A_ADDR+T+CH+OR	A_ADDR+T+CH+OR	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	cfholdy	CH+LOCAL_CHAR_F+OL+DY	YES	1	1	CH+LOCAL_CHAR_F+OL+DY	CH+LOCAL_CHAR_F+OL+DY	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	cfhy	CH+LOCAL_CHAR_F+Y	YES	1	1	CH+LOCAL_CHAR_F+Y	CH+LOCAL_CHAR_F+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chal	CH+AL	YES	1	1	CH+AL	CH+AL	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chals	CH+AL+S	YES	1	1	CH+AL+S	CH+AL+S	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chas	CH+A_ADDR+S	YES	1	1	CH+A_ADDR+S	CH+A_ADDR+S	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chchky	CH+K+Y	YES	1	1	CH+K+Y	CH+K+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chchs	CH+CH+S	YES	1	1	CH+CH+S	CH+CH+S	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chckheed	CH+CH+K+E+Y	YES	10	10	CH+K+EE+D_ADDR	CH+K+EE+D_ADDR	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chcthykedy	CH+CH+T+Y+K+E+DY	YES	1	1	CH+CH+T+Y+K+E+DY	CH+CH+T+Y+K+E+DY	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chdy	CHD+Y	YES	1	1	CHD+Y	CHD+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	cheal	AL	YES	2	2	CH+E+AL	CH+E+AL	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	cheamy	CH+AM_ADDR	NO	0	0	CH+E+AM_ADDR+Y	NONE	NONE	NONE	NONE	NONE
0	checkhy	CH+E+CH+K+Y	YES	1	1	CH+E+CH+K+Y	CH+E+CH+K+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chedar	CHD+AR	YES	1	1	CHD+AR	CHD+AR	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chedchy	CHD+Y	YES	2	2	CHD+CH+Y	CHD+CH+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chedol	CHD+OL	YES	1	1	CHD+OL	CHD+OL	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chedyqokam	CHD+Y+OK+AM_ADDR	YES	1	1	CHD+Y+OK+AM_ADDR	CHD+Y+OK+AM_ADDR	0.000000000	0.000000000	NO_EXACT_M_LESS_BASE	NO_EXACT_M_LESS_BASE
0	cheedy	CH+EE+D_ADDR+Y	YES	2	2	CH+EE+DY	CH+EE+DY	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	cheeky	CH+K+EE+Y	NO	0	0	CH+K+EE+K+Y	NONE	NONE	NONE	NONE	NONE
0	cheeteey	CH+EE+T+EE+Y	YES	1	1	CH+EE+T+EE+Y	CH+EE+T+EE+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	cheety	CH+EE+T+Y	YES	1	1	CH+EE+T+Y	CH+EE+T+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chekackhy	CH+E+CH+K+Y	NO	0	0	CH+K+A_ADDR+CH+K+Y	NONE	NONE	NONE	NONE	NONE
0	chekair	CH+K+AIR	YES	1	1	CH+K+AIR	CH+K+AIR	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chekal	CH+K+AL	YES	1	1	CH+K+AL	CH+K+AL	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chekam	CH+K+AM_ADDR	YES	1	1	CH+K+AM_ADDR	CH+K+AM_ADDR	0.000000000	0.000000000	NO_EXACT_M_LESS_BASE	NO_EXACT_M_LESS_BASE
0	chekol	CH+K+OL	YES	1	1	CH+K+OL	CH+K+OL	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	cheocphey	CH+CH+P+E+Y	NO	0	0	CH+E+O+CH+P+E+Y	NONE	NONE	NONE	NONE	NONE
0	cheodal	CH+E+O+AL	YES	2	2	CH+E+O+D_ADDR+AL	CH+E+O+D_ADDR+AL	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	cheokal	CH+E+O+K+AL	YES	1	1	CH+E+O+K+AL	CH+E+O+K+AL	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	cheoky	CH+E+O+K+Y	YES	1	1	CH+E+O+K+Y	CH+E+O+K+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	ches	CH+E+S	YES	1	1	CH+E+S	CH+E+S	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chkaiin	CH+K+AIIN	YES	1	1	CH+K+AIIN	CH+K+AIIN	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chkar	CH+K+AR	YES	1	1	CH+K+AR	CH+K+AR	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chkchykoly	CH+K+CH+Y+K+OL+Y	YES	1	1	CH+K+CH+Y+K+OL+Y	CH+K+CH+Y+K+OL+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chkorol	CH+K+OR	NO	0	0	CH+K+OR+OL	NONE	NONE	NONE	NONE	NONE
0	chky	CH+K+Y	YES	1	1	CH+K+Y	CH+K+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chl	CH+L	YES	1	1	CH+L	CH+L	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	cho	HO	YES	2	2	CH+O	CH+O	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chocfhy	CH+O+CH+LOCAL_CHAR_F+Y	YES	1	1	CH+O+CH+LOCAL_CHAR_F+Y	CH+O+CH+LOCAL_CHAR_F+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	choctheeey	CH+O+CH+T+EEE+Y	YES	1	1	CH+O+CH+T+EEE+Y	CH+O+CH+T+EEE+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chocthey	CH+O+CH+T+E+Y	YES	1	1	CH+O+CH+T+E+Y	CH+O+CH+T+E+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chodaly	HO+AL+Y	YES	7	7	CH+O+D_ADDR+AL+Y	CH+O+D_ADDR+AL+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	choer	CH+O+E+R	YES	1	1	CH+O+E+R	CH+O+E+R	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chokaiin	OK+AIIN	YES	1	1	OK+AIIN	OK+AIIN	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chokaly	OK+AL+Y	YES	1	1	OK+AL+Y	OK+AL+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chokcheo	OK+CH+E+O	YES	1	1	OK+CH+E+O	OK+CH+E+O	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chokchey	OK+CH+E+Y	YES	1	1	OK+CH+E+Y	OK+CH+E+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chokchy	OK+CH+Y	YES	1	1	OK+CH+Y	OK+CH+Y	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chom	HO+M_LOCAL	YES	4	4	CH+O+AM_ADDR	CH+O+AM_ADDR	0.000000000	0.000000000	NO_EXACT_M_LESS_BASE	NO_EXACT_M_LESS_BASE
0	chop	CH+O+P	YES	1	1	CH+O+P	CH+O+P	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chorcholsal	CH+OR+OL+S+AL	YES	1	1	CH+OR+OL+S+AL	CH+OR+OL+S+AL	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
0	chotal	OT+AL	YES	3	3	CH+OT+AL	CH+OT+AL	0.000000000	0.000000000	NO_TERMINAL_M	NO_TERMINAL_M
