surface	truth_recipe	model_stage	null_feature_mode	null_feature_weight	truth_rank	top1_recipe	truth_null_feature	top1_null_feature	truth_score	top1_score
qef	E+LOCAL_CHAR_F	GDT522_BASE	BASE	0.0	2	CARRIER_Q+E+LOCAL_CHAR_F	0.000000000	0.000000000	6.743827256	4.222664372
qef	E+LOCAL_CHAR_F	ODDS_W025	DOMINANT_ODDS	0.25	2	CARRIER_Q+E+LOCAL_CHAR_F	2.019000835	0.000000000	6.239077047	4.222664372
qef	E+LOCAL_CHAR_F	ODDS_W050	DOMINANT_ODDS	0.5	2	CARRIER_Q+E+LOCAL_CHAR_F	2.019000835	0.000000000	5.734326838	4.222664372
qef	E+LOCAL_CHAR_F	ODDS_W075	DOMINANT_ODDS	0.75	2	CARRIER_Q+E+LOCAL_CHAR_F	2.019000835	0.000000000	5.229576629	4.222664372
qef	E+LOCAL_CHAR_F	ODDS_W100	DOMINANT_ODDS	1.0	2	CARRIER_Q+E+LOCAL_CHAR_F	2.019000835	0.000000000	4.724826420	4.222664372
qef	E+LOCAL_CHAR_F	ODDS_W125	DOMINANT_ODDS	1.25	1	E+LOCAL_CHAR_F	2.019000835	2.019000835	4.220076212	4.220076212
qef	E+LOCAL_CHAR_F	EDIT_W025	DOMINANT_EDIT	0.25	2	CARRIER_Q+E+LOCAL_CHAR_F	0.974025974	0.000000000	6.500320762	4.222664372
qef	E+LOCAL_CHAR_F	EDIT_W010	DOMINANT_EDIT	0.1	2	CARRIER_Q+E+LOCAL_CHAR_F	0.974025974	0.000000000	6.646424658	4.222664372
qef	E+LOCAL_CHAR_F	EDIT_W015	DOMINANT_EDIT	0.15	2	CARRIER_Q+E+LOCAL_CHAR_F	0.974025974	0.000000000	6.597723360	4.222664372
qef	E+LOCAL_CHAR_F	EDIT_W020	DOMINANT_EDIT	0.2	2	CARRIER_Q+E+LOCAL_CHAR_F	0.974025974	0.000000000	6.549022061	4.222664372
qef	E+LOCAL_CHAR_F	EDIT_W030	DOMINANT_EDIT	0.3	2	CARRIER_Q+E+LOCAL_CHAR_F	0.974025974	0.000000000	6.451619464	4.222664372
qef	E+LOCAL_CHAR_F	EDIT_W035	DOMINANT_EDIT	0.35	2	CARRIER_Q+E+LOCAL_CHAR_F	0.974025974	0.000000000	6.402918165	4.222664372
qef	E+LOCAL_CHAR_F	EDIT_W040	DOMINANT_EDIT	0.4	2	CARRIER_Q+E+LOCAL_CHAR_F	0.974025974	0.000000000	6.354216866	4.222664372
qef	E+LOCAL_CHAR_F	EDIT_W050	DOMINANT_EDIT	0.5	2	CARRIER_Q+E+LOCAL_CHAR_F	0.974025974	0.000000000	6.256814269	4.222664372
