order	event_id	locus	field_id	statement_id	surface	joint_tuple_id	small_value_de	owner_zone	lexicon_source
1	E167	f82r.2	F045	B2-S001	dchedy	259b2b3b0bf859882e2c	überführen; Schluss	B2_ZONE_A_UPPER_STATIONS	B1_EXACT_CARD_TRANSFER
2	E168	f82r.2	F046	B2-S002	qolchedy	28ffbc88b97772a75f1e	weiterführen; Schluss	B2_ZONE_A_UPPER_STATIONS	B1_EXACT_CARD_TRANSFER
3	E169	f82r.2	F047	B2-S003	qokain	1645e612504fcef59ced	eine Portion zugeben	B2_ZONE_A_UPPER_STATIONS	B1_EXACT_CARD_TRANSFER
4	E170	f82r.2	F047	B2-S003	dy	b921a237be883a820352	dies	B2_ZONE_A_UPPER_STATIONS	B1_EXACT_CARD_TRANSFER
5	E171	f82r.2	F047	B2-S003	qokeedy	7d25241b0e56c836372a	länger ansetzen; Schluss	B2_ZONE_A_UPPER_STATIONS	B2_LOCAL_LEARNED_CARD
6	E172	f82r.2	F048	B2-S004	qokal	308e8ea2d5d190c498e8	an die Stelle setzen	B2_ZONE_A_UPPER_STATIONS	B1_EXACT_CARD_TRANSFER
7	E173	f82r.2	F048	B2-S004	lcheckhy	f329f2051370174e9a38	dies zum Durchlass führen	B2_ZONE_A_UPPER_STATIONS	B2_PREDICTED_DIRECTIONAL_COMPOSITION
8	E174	f82r.2	F048	B2-S004	lched	ba8142680851f24c9ff2	hinausführen	B2_ZONE_A_UPPER_STATIONS	B2_PREDICTED_DIRECTIONAL_COMPOSITION
9	E175	f82r.3	F049	B2-S004	qokeey	0275fbf14e07935b0a45	länger ansetzen	B2_ZONE_A_UPPER_STATIONS	B1_EXACT_CARD_TRANSFER
10	E176	f82r.3	F049	B2-S004	lcheckhedy	c1db6b0a28d5cbb5d3d2	hinaus seihen; Schluss	B2_ZONE_A_UPPER_STATIONS	B2_PREDICTED_DIRECTIONAL_COMPOSITION
11	E177	f82r.3	F050	B2-S005	qokaly	4a7a6326ac95a8809302	dies an die Stelle setzen	B2_ZONE_A_UPPER_STATIONS	B2_PREDICTED_DIRECTIONAL_COMPOSITION
