exact_card_id	registered_surfaces	component_recipe	tenth_edition_reading_de	events	card_tier	learning_mode	core33_touch	fully_core33	remainder_components
PROC001	dchey	CH+E+Y	ENTNEHMEN · KURZ · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC002	cthoor	CTH+O+OR	BEREITEN · ARBEITSGANG · ANSATZ	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC003	char|dar|sar	AR	QUELLE	5	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC004	chety|chty	T+Y	BEARBEITEN · POSTEN	2	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC005	os	OS	DAZU	1	MEMORIZED_WHOLE_CONNECTOR	MEMORIZE_WHOLE_CARD	NO	NO	OS
PROC006	chair	CH+AIR	ENTNEHMEN · WASSER	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC007	otytchol	OT+Y+T+CH+OL	DANACH · POSTEN · BEARBEITEN · ENTNEHMEN · WEITER	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC008	choky|oky|qoky	OK+Y	ANSETZEN · POSTEN	10	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC011	chokchy|okchy|qokchy	OK+Y	ANSETZEN · POSTEN	3	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC009	aiin|chaiin|daiin|saiin|taiin	AIIN	SOLLMASS	20	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC010	etyd	E+T+Y	KURZ · BEARBEITEN · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC012	qotchol	OT+CH+OL	DANACH · ENTNEHMEN · WEITER	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC013	cheol|chol|ol|qol|sol|tol	OL	WEITER	19	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC115	ls	OL	WEITER	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC014	checthy|cthy|shcthy	CTH+Y	BEREITEN · POSTEN	7	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC015	ycheor	Y+CH+E+OR	POSTEN · ENTNEHMEN · KURZ · ANSATZ	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC016	chor|or|shor|sor	OR	ANSATZ	7	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC017	cthaiin	CTH+AIIN	BEREITEN · SOLLMASS	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC018	qoctholy	O+CTH+OL+Y	ARBEITSGANG · BEREITEN · WEITER · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC019	chey|chy|dy|shy|sy|y	Y	POSTEN	18	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC020	otchor|qotchor	OT+CH+OR	DANACH · ENTNEHMEN · ANSATZ	2	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC021	otol	OT+OL	DANACH · WEITER	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC022	cholor|olor	OL+OR	WEITER · ANSATZ	2	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC023	oykchor	O+Y+K+OR	ARBEITSGANG · POSTEN · ZUGEBEN · ANSATZ	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC024	kaiiin	K+IIN	ZUGEBEN · STUFE	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC025	chodaiin	CH+O+AIIN	ENTNEHMEN · ARBEITSGANG · SOLLMASS	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC026	tshol	T+SH+OL	BEARBEITEN · HALTEN · WEITER	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC027	schoal	SH+O+AL	HALTEN · ARBEITSGANG · ZIELSTELLE	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC028	cfhy	CFH+Y	AUSPRESSEN · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC029	shfydaiin	SH+Y+AIIN	HALTEN · POSTEN · SOLLMASS	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC030	cphy	P+Y	EINBRINGEN · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC031	cheey|shey	SH+EE+Y	HALTEN · LANG · POSTEN	4	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC157	sheey	SH+EE+Y	HALTEN · LANG · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC032	tchody	T+CH+O+DY	BEARBEITEN · ENTNEHMEN · ARBEITSGANG · SCHLUSS	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC033	shoyty	SH+O+Y+T+Y	HALTEN · ARBEITSGANG · POSTEN · BEARBEITEN · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC034	dchol|schol	RESUME_CARD	DAVON	2	MEMORIZED_WHOLE_ANAPHOR	MEMORIZE_WHOLE_CARD	NO	NO	RESUME_CARD
PROC035	kchy	K+Y	ZUGEBEN · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC036	qotchy	OT+Y	DANACH · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC065	otchey	OT+Y	DANACH · POSTEN	2	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC037	okchol	OK+OL	ANSETZEN · WEITER	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC160	qokol	OK+OL	ANSETZEN · WEITER	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC038	okaiin|qokaiin	OK+AIIN	ANSETZEN · SOLLMASS	9	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC039	ykain	Y+K+AIN	POSTEN · ZUGEBEN · PORTION	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC040	ykan	Y+K+AN	POSTEN · ZUGEBEN · NACHGABE	1	BOUND_RECIPE	MEMORIZE_BOUND_FRAME	YES	NO	AN
PROC041	ody	O+DY	ARBEITSGANG · SCHLUSS	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC042	chdy|chedy	CHD+Y	UMSETZEN · POSTEN	11	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC133	chedchy	CHD+Y	UMSETZEN · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC043	talam	TALAM	BEISEITESTELLEN	1	MEMORIZED_WHOLE_OPERATION	MEMORIZE_WHOLE_CARD	NO	NO	TALAM
PROC044	ykaiin	Y+K+AIIN	POSTEN · ZUGEBEN · SOLLMASS	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC045	cheoar	CH+E+O+AR	ENTNEHMEN · KURZ · ARBEITSGANG · QUELLE	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC046	cheeky	CHK+EE+Y	WAERMEN · LANG · POSTEN	2	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC107	chkeey	CHK+EE+Y	WAERMEN · LANG · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC047	oldy	OL+DY	WEITER · SCHLUSS	2	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC048	okal|qokal	OK+AL	ANSETZEN · ZIELSTELLE	6	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC049	oltchy	OL+T+Y	WEITER · BEARBEITEN · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC050	orain	OR+AIN	ANSATZ · PORTION	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC051	chochor	HO+CH+OR	ZUTAT · ENTNEHMEN · ANSATZ	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC052	cho|sho	HO	ZUTAT	4	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC053	chodaly	HO+AL+Y	ZUTAT · ZIELSTELLE · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC054	kchol	K+OL	ZUGEBEN · WEITER	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC055	al|chal|cheal|dal|sal|tal	AL	ZIELSTELLE	10	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC056	choy	HO+Y	ZUTAT · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC057	cheeckhody	CH+EE+CKH+O+DY	ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLUSS	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC058	sh	SH	HALTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC059	kchey	K+E+Y	ZUGEBEN · KURZ · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC060	qokokchy	OK+OK+Y	ANSETZEN · ANSETZEN · POSTEN	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC061	chokcheo	OK+CH+E+O	ANSETZEN · ENTNEHMEN · KURZ · ARBEITSGANG	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC062	kchal	K+AL	ZUGEBEN · ZIELSTELLE	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC063	kchoar	K+HO+AR	ZUGEBEN · ZUTAT · QUELLE	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
PROC064	sotodan	OT+O+AIN	DANACH · ARBEITSGANG · PORTION	1	FULLY_CORE33_RECIPE	COMPOSE_COMPONENTS	YES	YES	NONE
