event_id	page	record	statement_id	hand	exact_copy_identity	surface	semantic_recipe_identity	component_recipe	workshop_reading_de	recipe_has_two_card_realizations	spoken_readback_rule	copy_rule	variant_mechanism	surface_memory	spoken_reading_preserved
E013	f10r	H1	H1-S002	HAND_1	PROC013	chol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E027	f10r	H2	H2-S002	HAND_1	PROC013	chol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E029	f10r	H2	H2-S002	HAND_1	PROC013	chol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E044	f11r	H3	H3-S001	HAND_1	PROC031	shey	RCP142	SH+EE+Y	HALTEN · LANG · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_GRADE_WRAPPER	COPY_WHOLE_VARIANT	YES
E066	f55v	H4	H4-S003	HAND_2	PROC046	cheeky	RCP025	CHK+EE+Y	WAERMEN · LANG · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_GRADE_ORDER	COPY_WHOLE_VARIANT	YES
E106	f81v	B1	B1-S002	HAND_2	PROC013	ol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E110	f81v	B1	B1-S002	HAND_2	PROC013	ol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E114	f81v	B1	B1-S002	HAND_2	PROC013	ol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E121	f81v	B1	B1-S003	HAND_2	PROC013	qol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E124	f81v	B1	B1-S004	HAND_2	PROC013	ol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E133	f81v	B1	B1-S008	HAND_2	PROC013	ol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E135	f81v	B1	B1-S008	HAND_2	PROC013	ol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E148	f81v	B1	B1-S014	HAND_2	PROC013	qol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E154	f81v	B1	B1-S016	HAND_2	PROC013	qol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E183	f82r	B2	B2-S005	HAND_2	PROC107	chkeey	RCP025	CHK+EE+Y	WAERMEN · LANG · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_GRADE_ORDER	COPY_WHOLE_VARIANT	YES
E196	f82r	B2	B2-S010	HAND_2	PROC115	ls	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E197	f82r	B2	B2-S010	HAND_2	PROC031	cheey	RCP142	SH+EE+Y	HALTEN · LANG · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_GRADE_WRAPPER	COPY_WHOLE_VARIANT	YES
E203	f82r	B2	B2-S012	HAND_2	PROC031	cheey	RCP142	SH+EE+Y	HALTEN · LANG · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_GRADE_WRAPPER	COPY_WHOLE_VARIANT	YES
E295	f83r	B3	B3-S029	HAND_2	PROC013	sol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E324	f83r	B4	B4-S003	HAND_2	PROC013	tol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E333	f83r	B4	B4-S008	HAND_2	PROC046	cheeky	RCP025	CHK+EE+Y	WAERMEN · LANG · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_GRADE_ORDER	COPY_WHOLE_VARIANT	YES
E334	f83r	B4	B4-S008	HAND_2	PROC157	sheey	RCP142	SH+EE+Y	HALTEN · LANG · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_GRADE_WRAPPER	COPY_WHOLE_VARIANT	YES
E343	f83r	B4	B4-S011	HAND_2	PROC013	sol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E353	f83r	B4	B4-S015	HAND_2	PROC031	shey	RCP142	SH+EE+Y	HALTEN · LANG · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_GRADE_WRAPPER	COPY_WHOLE_VARIANT	YES
E366	f83r	B5	B5-S003	HAND_2	PROC013	cheol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E370	f83r	B5	B5-S003	HAND_2	PROC013	sol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E376	f83r	B6	B6-S001	HAND_2	PROC013	ol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E378	f83r	B6	B6-S001	HAND_2	PROC013	ol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
