event_id	page	record	statement_id	hand	exact_copy_identity	surface	semantic_recipe_identity	component_recipe	workshop_reading_de	recipe_has_two_card_realizations	spoken_readback_rule	copy_rule	variant_mechanism	surface_memory	spoken_reading_preserved
E008	f10r	H1	H1-S001	HAND_1	PROC008	oky	RCP095	OK+Y	ANSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP2_Y_CHY_EXPANSION	DERIVE_WITH_MODEL_CUE	YES
E011	f10r	H1	H1-S002	HAND_1	PROC011	qokchy	RCP095	OK+Y	ANSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP2_Y_CHY_EXPANSION	DERIVE_WITH_MODEL_CUE	YES
E013	f10r	H1	H1-S002	HAND_1	PROC013	chol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E027	f10r	H2	H2-S002	HAND_1	PROC013	chol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E029	f10r	H2	H2-S002	HAND_1	PROC013	chol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E044	f11r	H3	H3-S001	HAND_1	PROC031	shey	RCP142	SH+EE+Y	HALTEN · LANG · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_GRADE_WRAPPER	COPY_WHOLE_VARIANT	YES
E052	f11r	H3	H3-S004	HAND_1	PROC036	qotchy	RCP121	OT+Y	DANACH · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP3_ENTRY_SIDE_TEMPLATE	DERIVE_WITH_MODEL_CUE	YES
E053	f11r	H3	H3-S004	HAND_1	PROC037	okchol	RCP093	OK+OL	ANSETZEN · WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP3_ENTRY_SIDE_TEMPLATE	DERIVE_WITH_MODEL_CUE	YES
E062	f55v	H4	H4-S002	HAND_2	PROC042	chedy	RCP022	CHD+Y	UMSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP2_Y_CHY_EXPANSION	DERIVE_WITH_MODEL_CUE	YES
E066	f55v	H4	H4-S003	HAND_2	PROC046	cheeky	RCP025	CHK+EE+Y	WAERMEN · LANG · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_GRADE_ORDER	COPY_WHOLE_VARIANT	YES
E081	f56r	H5	H5-S001	HAND_1	PROC008	choky	RCP095	OK+Y	ANSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP2_Y_CHY_EXPANSION	DERIVE_WITH_MODEL_CUE	YES
E085	f56r	H5	H5-S002	HAND_1	PROC008	choky	RCP095	OK+Y	ANSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP2_Y_CHY_EXPANSION	DERIVE_WITH_MODEL_CUE	YES
E091	f56r	H5	H5-S004	HAND_1	PROC011	okchy	RCP095	OK+Y	ANSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP2_Y_CHY_EXPANSION	DERIVE_WITH_MODEL_CUE	YES
E095	f56r	H5	H5-S005	HAND_1	PROC011	chokchy	RCP095	OK+Y	ANSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP2_Y_CHY_EXPANSION	DERIVE_WITH_MODEL_CUE	YES
E098	f56r	H5	H5-S006	HAND_1	PROC065	otchey	RCP121	OT+Y	DANACH · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP3_ENTRY_SIDE_TEMPLATE	DERIVE_WITH_MODEL_CUE	YES
E106	f81v	B1	B1-S002	HAND_2	PROC013	ol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E110	f81v	B1	B1-S002	HAND_2	PROC013	ol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E114	f81v	B1	B1-S002	HAND_2	PROC013	ol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E120	f81v	B1	B1-S002	HAND_2	PROC076	schedy	RCP021	CHD+DY	UMSETZEN · SCHLUSS	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP1_CHED_CHD_CONTRACTION	DERIVE_WITH_MODEL_CUE	YES
E121	f81v	B1	B1-S003	HAND_2	PROC013	qol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E123	f81v	B1	B1-S004	HAND_2	PROC042	chedy	RCP022	CHD+Y	UMSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP2_Y_CHY_EXPANSION	DERIVE_WITH_MODEL_CUE	YES
E124	f81v	B1	B1-S004	HAND_2	PROC013	ol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E131	f81v	B1	B1-S007	HAND_2	PROC082	qokchdy	RCP084	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP1_CHED_CHD_CONTRACTION	DERIVE_WITH_MODEL_CUE	YES
E133	f81v	B1	B1-S008	HAND_2	PROC013	ol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E135	f81v	B1	B1-S008	HAND_2	PROC013	ol	RCP097	OL	WEITER	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	MODEL_ONLY_WHOLE_VARIANT	COPY_WHOLE_VARIANT	YES
E140	f81v	B1	B1-S011	HAND_2	PROC008	qoky	RCP095	OK+Y	ANSETZEN · DIES	YES	READ_RECIPE_IDENTITY	COPY_EXACT_CARD_IDENTITY	OP2_Y_CHY_EXPANSION	DERIVE_WITH_MODEL_CUE	YES
