joint_tuple_id	surface_family	semantic_input_de	component_formula	primary_macro	encoder_mode	paradigm_rule_id	canonical_copy_form	surface_choice_de	occurrences	dossiers
00d8ebe3c68294eeac39	chdal	dort umsetzen	CHD_TRANSFER+AL_TO	M06	COMPOSE_FROM_COMPONENTS	NONE	chdal	feste registrierte Form	1	D3_STORED_APPLICATION_THREE_WHEELS
0275fbf14e07935b0a45	okeey|qokeey	länger ansetzen	OK_SET+GRADE_2+Y_OPEN	M07	PARADIGM_RULE	P15	okeey	Position/Hand wählt nur eine bereits registrierte Familienform	7	D1_ROOT_BATH_RIGHT_WHEEL;D2_CLEAR_EXTRACT_STAR_ATLAS;D3_STORED_APPLICATION_THREE_WHEELS;D4_FRESH_PLANT_LEFT_WHEEL
03626ca94cb17800d767	sheedy	länger absetzen; Schluss	SHED_SETTLE+GRADE_2+DY_CLOSE	M07	PARADIGM_RULE	P26	sheedy	feste registrierte Form	1	D4_FRESH_PLANT_LEFT_WHEEL
04a3877f0fc81b7597c9	ldy	abziehen; Ende	L_OUT+CLOSE_EXACT	M06	COMPOSE_FROM_COMPONENTS	NONE	ldy	feste registrierte Form	2	D2_CLEAR_EXTRACT_STAR_ATLAS;D4_FRESH_PLANT_LEFT_WHEEL
07913ef9b1fb773cd325	okchedy|qokchedy	umsetzen; Schluss	OK+CHED_TRANSFER+CLOSE	M06	COMPOSE_FROM_COMPONENTS	NONE	okchedy	Position/Hand wählt nur eine bereits registrierte Familienform	2	D1_ROOT_BATH_RIGHT_WHEEL;D4_FRESH_PLANT_LEFT_WHEEL
087a47b5423438cd6b6a	chokcheo	Auszug zugeben	CH_RENDERER+OK_ADD+CHEO_EXTRACT	M03	COMPOSE_FROM_COMPONENTS	NONE	chokcheo	feste registrierte Form	1	D4_FRESH_PLANT_LEFT_WHEEL
08bd5ca0c2ad137a056d	okey|qokey	kurz ansetzen	OK_SET+GRADE_1+Y_OPEN	M07	PARADIGM_RULE	P14	okey	Position/Hand wählt nur eine bereits registrierte Familienform	2	D1_ROOT_BATH_RIGHT_WHEEL;D2_CLEAR_EXTRACT_STAR_ATLAS
0ab57b7166de99db3a55	lchy	abziehen	LCH_WITHDRAW+Y_ITEM	M06	COMPOSE_FROM_COMPONENTS	NONE	lchy	feste registrierte Form	1	D2_CLEAR_EXTRACT_STAR_ATLAS
0bdc8b6db811b4e67a63	chary	daraus	AR_FROM+Y_CURRENT	M05	COMPOSE_FROM_COMPONENTS	NONE	chary	feste registrierte Form	1	D4_FRESH_PLANT_LEFT_WHEEL
0ec6a45e2950e8e7061d	chodaly	Zutat dorthin	HO_INGREDIENT+AL_TO+Y_ITEM	M01	COMPOSE_FROM_COMPONENTS	NONE	chodaly	feste registrierte Form	1	D4_FRESH_PLANT_LEFT_WHEEL
0f15effeca7ab10bb026	lchedar	von dort abführen	L_OUT+CHED_TRANSFER+AR_FROM	M06	COMPOSE_FROM_COMPONENTS	NONE	lchedar	feste registrierte Form	1	D2_CLEAR_EXTRACT_STAR_ATLAS
0f18de177ed7c878bf95	dl	Zusatz	DL_BATH_ADDITIVE_WHOLE_CARD	M03	COPY_WHOLE_CARD	NONE	dl	feste registrierte Form	2	D1_ROOT_BATH_RIGHT_WHEEL
10488b911aae52b3b334	otchor|qotchor	Folgeansatz	OT_FOLLOW+OR_BATCH	M03	COMPOSE_FROM_COMPONENTS	NONE	otchor	Position/Hand wählt nur eine bereits registrierte Familienform	2	D1_ROOT_BATH_RIGHT_WHEEL;D4_FRESH_PLANT_LEFT_WHEEL
12efe866f335461823a6	chair	Wasserzulauf	CH_INLET+AIR_WATER	M06	COMPOSE_FROM_COMPONENTS	NONE	chair	feste registrierte Form	1	D1_ROOT_BATH_RIGHT_WHEEL
1322bc176443fc2a8a86	qokokchy	erneut ansetzen	OK_SET+OK_REPEAT+Y_CURRENT	M07	COMPOSE_FROM_COMPONENTS	NONE	qokokchy	feste registrierte Form	1	D4_FRESH_PLANT_LEFT_WHEEL
1496a731803a9f48d2e1	rol	weiterfuehren	R_FRAME+OL_CONTINUE	M02	COMPOSE_FROM_COMPONENTS	NONE	rol	feste registrierte Form	1	D1_ROOT_BATH_RIGHT_WHEEL
1645e612504fcef59ced	okain|qokain	eine Portion zugeben	OK+AIN_PORTION	M04	PARADIGM_RULE	P12	okain	Position/Hand wählt nur eine bereits registrierte Familienform	7	D1_ROOT_BATH_RIGHT_WHEEL;D2_CLEAR_EXTRACT_STAR_ATLAS;D3_STORED_APPLICATION_THREE_WHEELS;D4_FRESH_PLANT_LEFT_WHEEL
