event_id	dossier_id	record_unit_id	statement_id	page	locus	semantic_input_de	primary_macro	component_formula	encoder_mode	paradigm_rule_id	selected_exact_tuple_id	selected_surface	renderer_choice	local_close
E001	D1_ROOT_BATH_RIGHT_WHEEL	H1	H1-S001	f10r	f10r.2	Wurzel	M01	MEMORIZED_WHOLE_CARD	COPY_WHOLE_CARD	NONE	65f320e75510b2f38182	dchey	FIXED_SURFACE	NO_EVENT_CLOSE
E002	D1_ROOT_BATH_RIGHT_WHEEL	H1	H1-S001	f10r	f10r.2	Ansatz bereit	M08	CTH_READY+OR_BATCH	COMPOSE_FROM_COMPONENTS	NONE	dedc383b600397a301ee	cthoor	FIXED_SURFACE	NO_EVENT_CLOSE
E003	D1_ROOT_BATH_RIGHT_WHEEL	H1	H1-S001	f10r	f10r.2	daraus	M05	AR_FROM	PARADIGM_RULE	P07	4d4559019a961b834aa1	char	REGISTERED_LOCAL_ALLOGRAPH	NO_EVENT_CLOSE
E004	D1_ROOT_BATH_RIGHT_WHEEL	H1	H1-S001	f10r	f10r.2	Teil abtrennen	M04	CH_PARTITION+TY_PART	COMPOSE_FROM_COMPONENTS	NONE	80ebbbbf238eee9f0aef	chty	REGISTERED_LOCAL_ALLOGRAPH	NO_EVENT_CLOSE
E005	D1_ROOT_BATH_RIGHT_WHEEL	H1	H1-S001	f10r	f10r.2	Gefaess	M05	MEMORIZED_VESSEL_CARD	COPY_WHOLE_CARD	NONE	df1098831679a8ad1b39	os	FIXED_SURFACE	NO_EVENT_CLOSE
E006	D1_ROOT_BATH_RIGHT_WHEEL	H1	H1-S001	f10r	f10r.2	Wasserzulauf	M06	CH_INLET+AIR_WATER	COMPOSE_FROM_COMPONENTS	NONE	12efe866f335461823a6	chair	FIXED_SURFACE	NO_EVENT_CLOSE
E007	D1_ROOT_BATH_RIGHT_WHEEL	H1	H1-S001	f10r	f10r.2	naechsten Teilposten weiterfuehren	M04	OT_FOLLOW+TY_PART+OL_CONTINUE	COMPOSE_FROM_COMPONENTS	NONE	62ff059766b21c7de083	otytchol	FIXED_SURFACE	NO_EVENT_CLOSE
E008	D1_ROOT_BATH_RIGHT_WHEEL	H1	H1-S001	f10r	f10r.2	Posten ansetzen	M07	OK_SET+Y_OPEN	PARADIGM_RULE	P10	276a7c2d74d1143446f4	oky	REGISTERED_LOCAL_ALLOGRAPH	NO_EVENT_CLOSE
E009	D1_ROOT_BATH_RIGHT_WHEEL	H1	H1-S001	f10r	f10r.2	Sollmaß	M04	AIIN_TARGET_MEASURE	PARADIGM_RULE	P03	2f1c5e56e8f0ff459065	daiin	REGISTERED_LOCAL_ALLOGRAPH	NO_EVENT_CLOSE
E010	D1_ROOT_BATH_RIGHT_WHEEL	H1	H1-S001	f10r	f10r.2	kleiner Restteil	M04	E_SHORT+TY_PART+D_LOCAL	COMPOSE_FROM_COMPONENTS	NONE	a6939862e33ece5a0483	etyd	FIXED_SURFACE	NO_EVENT_CLOSE
E011	D1_ROOT_BATH_RIGHT_WHEEL	H1	H1-S002	f10r	f10r.5	Posten ansetzen	M07	OK_SET+CH_WRAPPER+Y_OPEN	COMPOSE_FROM_COMPONENTS	NONE	9ad66e67803a12e745de	qokchy	REGISTERED_LOCAL_ALLOGRAPH	NO_EVENT_CLOSE
E012	D1_ROOT_BATH_RIGHT_WHEEL	H1	H1-S002	f10r	f10r.5	danach weiterfuehren	M02	OT_FOLLOW+OL_CONTINUE	COMPOSE_FROM_COMPONENTS	NONE	e8a6105b5c3a6220b440	qotchol	FIXED_SURFACE	NO_EVENT_CLOSE
E013	D1_ROOT_BATH_RIGHT_WHEEL	H1	H1-S002	f10r	f10r.5	fortsetzen	M02	OL_CONTINUE	PARADIGM_RULE	P02	dcda95c81a5460feb191	chol	REGISTERED_LOCAL_ALLOGRAPH	NO_EVENT_CLOSE
E014	D1_ROOT_BATH_RIGHT_WHEEL	H1	H1-S002	f10r	f10r.5	bereit	M08	CTH_READY+Y_CURRENT	PARADIGM_RULE	P36	e0b630cb1b5df5e7105b	cthy	REGISTERED_LOCAL_ALLOGRAPH	NO_EVENT_CLOSE
E015	D1_ROOT_BATH_RIGHT_WHEEL	H2	H2-S001	f10r	f10r.6	Auszugsansatz	M03	Y_ITEM+CHEO_EXTRACT+OR_BATCH	COMPOSE_FROM_COMPONENTS	NONE	7249edc4df3419c26999	ycheor	FIXED_SURFACE	NO_EVENT_CLOSE
E016	D1_ROOT_BATH_RIGHT_WHEEL	H2	H2-S001	f10r	f10r.6	bereit	M08	CTH_READY+Y_CURRENT	PARADIGM_RULE	P36	e0b630cb1b5df5e7105b	cthy	REGISTERED_LOCAL_ALLOGRAPH	NO_EVENT_CLOSE
