rule_id	semantic_prompt_de	component_formula	exact_surface_family	canonical_copy_form	closure	observed_card_occurrences	exact_tuple_id	surface_selection_rule	status
P01	laufenden Posten nennen	Y	chey|chy|dy|shy|sy|y	y	OPEN	18	b921a237be883a820352	choose registered local allograph	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P02	denselben Arbeitsgang fortsetzen	OL	cheol|chol|ol|qol|sol|tol	ol	OPEN	19	dcda95c81a5460feb191	choose registered local allograph	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P03	Sollmaß nennen	AIIN	aiin|chaiin|daiin|saiin|taiin	daiin	OPEN	20	2f1c5e56e8f0ff459065	choose registered local allograph	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P04	eine Portion nennen	AIN	chkain|kain	kain	OPEN	3	9da1b6ac2c929daea697	choose registered local allograph	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P05	Sollstufe nennen	IIN	oiiin|soiiin	oiiin	OPEN	2	2c82523794dcb7d2b343	choose registered local allograph	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P06	Zieladresse nennen	AL	al|chal|cheal|dal|sal|tal	dal	OPEN	10	dd0ecaf5e27d81befffc	choose registered local allograph	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P07	Quelladresse nennen	AR	char|dar|sar	char	OPEN	5	4d4559019a961b834aa1	choose registered local allograph	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P08	Ansatz nennen	OR	chor|or|shor|sor	chor	OPEN	7	7a4bb8136330ee4e6e56	choose registered local allograph	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P09	Zutat nennen	HO	cho|sho	cho	OPEN	4	2cc054357a929df85f64	choose registered local allograph	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P10	laufenden Posten ansetzen	OK+Y	choky|oky|qoky	qoky	OPEN	10	276a7c2d74d1143446f4	q only after a committed cell; otherwise registered bare form	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P11	auf Sollmaß einstellen	OK+AIIN	okaiin|qokaiin	qokaiin	OPEN	9	b5fcea1eaed06b2f2291	q only after a committed cell	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P12	eine Portion zugeben	OK+AIN	okain|qokain	qokain	OPEN	7	1645e612504fcef59ced	q only after a committed cell	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P13	am Ziel ansetzen	OK+AL	okal|qokal	qokal	OPEN	6	308e8ea2d5d190c498e8	q only after a committed cell	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P14	kurz ansetzen und offen lassen	OK+E+Y	okey|qokey	okey	OPEN	2	08bd5ca0c2ad137a056d	choose registered local allograph	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P15	länger ansetzen und offen lassen	OK+EE+Y	okeey|qokeey	qokeey	OPEN	7	0275fbf14e07935b0a45	choose registered local allograph	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P16	kurz ansetzen und schließen	OK+E+DY	qokedy	qokedy	CLOSE	8	7db18b2f0fb7ed0fcfd3	fixed learned close card	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P17	länger ansetzen und schließen	OK+EE+DY	qokeedy	qokeedy	CLOSE	10	7d25241b0e56c836372a	fixed learned close card	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P18	vollständig ansetzen und schließen	OK+EEE+DY	qokeeedy	qokeeedy	CLOSE	1	d25110e0d8488927278f	fixed learned close card	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P19	laufenden Posten umsetzen	CHED+Y	chdy|chedy	chedy	OPEN	11	6f7ff8287eddf4da9fdb	choose registered local allograph	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P20	umsetzen und schließen	CHED+DY	dchedy|schedy|tchedy	dchedy	CLOSE	4	259b2b3b0bf859882e2c	choose registered local allograph	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P21	abführen und schließen	L+CHED+DY	lchedy	lchedy	CLOSE	8	de7321bface5628e35d6	fixed learned close card	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P22	einführen und schließen	P+CHED+DY	pchedy	pchedy	CLOSE	1	65df3cd9e59060042d47	fixed learned close card	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P23	fortsetzend umsetzen und schließen	OL+CHED+DY	olchedy|qolchedy	olchedy	CLOSE	3	28ffbc88b97772a75f1e	choose registered local allograph	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P24	als Folgeschritt umsetzen und schließen	OT+CHED+DY	otchedy|qotchedy	otchedy	CLOSE	2	4de12cf322dfb76ded1e	choose registered local allograph	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P25	kurz absetzen und schließen	SHED+E+DY	cheedy|shedy|tedy	shedy	CLOSE	12	bc4f1f5c006c74a4d26d	choose registered local allograph	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P26	länger absetzen und schließen	SHED+EE+DY	sheedy	sheedy	CLOSE	1	03626ca94cb17800d767	fixed learned close card	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P27	kurz wärmen und offen lassen	CHK+E+Y	cheky	cheky	OPEN	3	d904bf7b044dd3922781	fixed learned card	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P28	länger wärmen und offen lassen	CHK+EE+Y	cheeky	cheeky	OPEN	2	2c1a5fd92b9e3c762242	fixed learned card	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P29	länger wärmen und schließen	CHK+EE+DY	chkeedy	chkeedy	CLOSE	1	a84fbe3ad380df345b97	fixed learned close card	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P30	durchleiten und offen lassen	CKH+Y	chckhy|shckhy	chckhy	OPEN	4	2cc8bb3c2af19607888f	choose registered local allograph	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P31	seihen und schließen	CKHE+DY	shckhedy	shckhedy	CLOSE	3	d68bc8de3bcee09db23c	fixed learned close card	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P32	waschen und schließen	LSH+DY	lshedy	lshedy	CLOSE	2	2e7e89e0bd12b999c280	fixed learned close card	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P33	kurz sammeln und offen lassen	SOLK+E+Y	solkey	solkey	OPEN	1	42cdc187d5b9ffc60063	fixed learned card	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P34	länger sammeln und offen lassen	SOLK+EE+Y	solkeey	solkeey	OPEN	1	1bfd786e6b8b63734a59	fixed learned card	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P35	länger sammeln und schließen	SOLK+EE+DY	olkeedy|solkeedy	olkeedy	CLOSE	3	3b70942557b3a40e8030	choose registered local allograph	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P36	bereit halten	CTH+Y	checthy|cthy|shcthy	cthy	OPEN	7	e0b630cb1b5df5e7105b	choose registered local allograph	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
P37	Klarlauf nennen	SHEY	cheey|shey	cheey	OPEN	4	b5df9126607030b95175	choose registered local allograph	OBSERVED_PARADIGM__GENERATE_ONLY_REGISTERED_CARD
