target_edge_id	source_target_occurrence_id	page	physical_folio	locus	section	language	hand	register_id	predecessor_ordinal	right_ordinal	predecessor_surface	right_surface	predecessor_reader_exact	right_reader_exact	medial_predecessor	general_target_eligible	right_target_frequency	recurrent_25_member	selection_rule	written_line_eva	score_eligible	component_export_credit
G776-T0001	G769-T0002	f100v	f100	f100v.21	P	A	1	P|A|1	3	4	ol	choy	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	soral okor ol choy ly araroy okar cheeeal cheokeol orey	0	0
G776-T0002	G769-T0004	f102v1	f102	f102v1.10	P	A	1	P|A|1	2	3	ol	ydaiin	1	1	1	1	2	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	kochor ol ydaiin choraiin sheey ykeey kor shey qokey dy	0	0
G776-T0003	G769-T0003	f102v1	f102	f102v1.8	P	A	1	P|A|1	2	3	ol	chey	1	1	1	1	5	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dairn ol chey ctheol qokeor os aiin cheor qokey choky	0	0
G776-T0004	G769-T0006	f102v2	f102	f102v2.20	P	A	1	P|A|1	9	10	ol	sheeoy	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qokeor cho keeol okeeey qokeody chockhey qokeey dol ol sheeoy tody cheoc	0	0
G776-T0005	G769-T0009	f102v2	f102	f102v2.32	P	A	1	P|A|1	10	11	ol	daiin	1	1	1	1	4	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dar cheor shoar okeol shoy s ar oky cheeor ol daiin sy	0	0
G776-T0006	G769-T0012	f103r	f103	f103r.28	S	B	3	S|B|3	9	10	ol	cheey	1	1	1	1	5	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	deshedy qokeeey dalkain okaiin chedy qokeey otain ain ol cheey lkeedy	0	0
G776-T0007	G769-T0019	f103v	f103	f103v.17	S	B	3	S|B|3	8	9	ol	char	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	qokeedy chedy qoteey oteedy lkedy shedy qokal ol char otal opchedy	0	0
G776-T0008	G769-T0021	f103v	f103	f103v.34	S	B	3	S|B|3	3	4	ol	chey	1	1	1	1	5	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	daiin sheey ol chey qok shey qokaiin checkhy otedy lshey lchdy	0	0
G776-T0009	G769-T0022	f103v	f103	f103v.37	S	B	3	S|B|3	3	4	ol	shey	1	1	1	1	2	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	olshey qokain ol shey qokeshe lsheok shdy qcphey chetydar	0	0
G776-T0010	G769-T0023	f103v	f103	f103v.38	S	B	3	S|B|3	4	5	ol	chey	1	1	1	1	5	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	oteey l chees ol chey chey chol keechy	0	0
G776-T0011	G769-T0024	f103v	f103	f103v.40	S	B	3	S|B|3	5	6	ol	keey	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	yteey sheal shey qoain ol keey qokaiin shckhy lchedy rain	0	0
G776-T0012	G769-T0026	f103v	f103	f103v.45	S	B	3	S|B|3	2	3	ol	cheey	1	1	1	1	5	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	okey ol cheey lcheey lkain shckhy sheckhy or ain otar oly	0	0
G776-T0013	G769-T0017	f103v	f103	f103v.9	S	B	3	S|B|3	10	11	ol	lkar	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	pchal shal shorchdy okeor okaiin shedy pchedy qotchedy qotar ol lkar	0	0
G776-T0014	G769-T0031	f104r	f104	f104r.14	S	B	3	S|B|3	9	10	ol	oeeal	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	daiin choaiin qokechy qotal cheolor saiin olkeechey otal ol oeeal	0	0
G776-T0015	G769-T0034	f104v	f104	f104v.1	S	B	3	S|B|3	6	7	ol	ear	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	pchdoiin opcheedy orar oltcheey opchedy ol ear aiir aly cheodaiin cheekain dam	0	0
G776-T0016	G769-T0039	f104v	f104	f104v.25	S	B	3	S|B|3	10	11	ol	aiin	1	1	1	1	8	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dsheey qoykeey lchedy qokedaiin ar chcthy daiin cheey sair ol aiin chedy	0	0
G776-T0017	G769-T0035	f104v	f104	f104v.3	S	B	3	S|B|3	11	12	ol	dl	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	shod chedy qotaiin odaiin okeol ockhey chol qokeedy qotair oeedaiin ol dl	0	0
G776-T0018	G769-T0036	f104v	f104	f104v.9	S	B	3	S|B|3	7	8	ol	chedaiin	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ycheo lcheod otaiin qokeedy qokaiin cheor ol chedaiin qotar chedy qoty dal	0	0
G776-T0019	G769-T0041	f105r	f105	f105r.15	S	B	3	S|B|3	2	3	ol	r	1	1	1	1	3	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	lksheey ol r aiin okeedy olkeeody lkaiin okeeol oteeol shod daiin aral	0	0
G776-T0020	G769-T0047	f105r	f105	f105r.36	S	B	3	S|B|3	4	5	ol	chedy	1	1	1	1	7	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	dyteey otedaiin otar ol chedy ted qotar oteodar otam ytedy otaiin	0	0
G776-T0021	G769-T0050	f105v	f105	f105v.11	S	B	3	S|B|3	3	4	ol	okaiin	1	1	1	1	4	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	roees aiiin ol okaiin os aiin chckhodu qoteedy ckhddl aiir ypar kaiidy	0	0
G776-T0022	G769-T0049	f105v	f105	f105v.7	S	B	3	S|B|3	4	5	ol	olkaiin	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ycheeo lkaiin otair ol olkaiin okairody lchedr	0	0
G776-T0023	G769-T0056	f106r	f106	f106r.28	S	B	3	S|B|3	2	3	ol	lcho	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	okaiin ol lcho rcheo raiin qokaiin chey chokaiin chear ar ol raralchl	0	0
G776-T0024	G769-T0057	f106r	f106	f106r.39	S	B	3	S|B|3	3	4	ol	aiin	1	1	1	1	8	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ycheool cheeey ol aiin cheody laiiin chekol cheey okchar aiin aloal	0	0
G776-T0025	G769-T0060	f106v	f106	f106v.33	S	B	3	S|B|3	5	6	ol	aiin	1	1	1	1	8	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	choaiin ody qotar chey ol aiin chey dychy	0	0
G776-T0026	G769-T0061	f106v	f106	f106v.46	S	B	3	S|B|3	7	8	ol	oky	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	ytar okain cheokaiin chedy okeeey chkaiin ol oky raiin cheoar chos	0	0
G776-T0027	G769-T0063	f107r	f107	f107r.19	S	B	3	S|B|3	2	3	ol	rar	1	1	1	1	1	0	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	oaiin ol rar sheey ylar aiin cholal dy cheeody okeeey cheodaiin aldy	0	0
G776-T0028	G769-T0069	f107v	f107	f107v.2	S	B	3	S|B|3	3	4	ol	daiin	1	1	1	1	4	1	NOVEL_305_AND_EXACT_RIGHT_AND_ORDINAL_GT_1_AND_NOT_LINE_FINAL	daiin dckhy ol daiin chkal qokedy otal chedy oteos aiin otar alkain ol	0	0
