coverage_level	body	register_id	predecessor_ordinal	target_stratum_edges	h3_edges	h4_edges	shared_all_three	strict_cell_count_in_stratum	allocated_target_mass	score_eligible	component_export_credit
REGISTER_ORDINAL_STRATUM	ALL	B|B|2	2	17	1	18	1	1	17	0	0
REGISTER_ORDINAL_STRATUM	ALL	B|B|2	3	11	3	14	1	0	11	0	0
REGISTER_ORDINAL_STRATUM	ALL	B|B|2	4	12	2	6	1	1	12	0	0
REGISTER_ORDINAL_STRATUM	ALL	B|B|2	5	13	2	8	1	0	13	0	0
REGISTER_ORDINAL_STRATUM	ALL	B|B|2	6	10	5	7	1	1	10	0	0
REGISTER_ORDINAL_STRATUM	ALL	B|B|2	7	6	2	9	1	1	6	0	0
REGISTER_ORDINAL_STRATUM	ALL	B|B|2	8	4	2	4	1	1	4	0	0
REGISTER_ORDINAL_STRATUM	ALL	B|B|2	9	3	2	3	1	0	3	0	0
REGISTER_ORDINAL_STRATUM	ALL	B|B|2	10	3	2	3	1	0	3	0	0
REGISTER_ORDINAL_STRATUM	ALL	B|B|2	11	1	0	1	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	C|B|2	4	1	0	0	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	H|A|1	2	3	0	0	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	H|A|1	3	7	2	4	1	0	7	0	0
REGISTER_ORDINAL_STRATUM	ALL	H|A|1	4	3	0	1	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	H|A|1	5	2	1	0	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	H|A|1	6	1	1	2	1	0	1	0	0
REGISTER_ORDINAL_STRATUM	ALL	H|A|1	8	2	0	2	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	H|A|1	9	2	0	0	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	H|B|2	2	1	0	1	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	H|B|2	4	1	0	0	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	H|B|2	5	3	0	1	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	H|B|2	9	1	0	0	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	H|B|2	10	1	0	0	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	H|B|3	3	1	0	0	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	H|B|3	4	1	0	0	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	H|B|3	6	2	0	0	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	H|B|5	2	1	0	0	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	P|A|1	2	3	0	0	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	P|A|1	3	2	0	0	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	P|A|1	6	1	0	1	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	P|A|1	7	1	0	0	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	P|A|1	9	1	0	0	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	P|A|1	10	1	0	0	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	S|A|3	3	1	0	0	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	S|B|3	2	10	5	21	1	0	10	0	0
REGISTER_ORDINAL_STRATUM	ALL	S|B|3	3	6	7	36	1	1	6	0	0
REGISTER_ORDINAL_STRATUM	ALL	S|B|3	4	5	10	27	1	4	5	0	0
REGISTER_ORDINAL_STRATUM	ALL	S|B|3	5	5	8	29	1	1	5	0	0
REGISTER_ORDINAL_STRATUM	ALL	S|B|3	6	3	5	21	1	1	3	0	0
REGISTER_ORDINAL_STRATUM	ALL	S|B|3	7	2	8	21	1	0	2	0	0
REGISTER_ORDINAL_STRATUM	ALL	S|B|3	8	3	5	17	1	0	3	0	0
REGISTER_ORDINAL_STRATUM	ALL	S|B|3	9	5	10	18	1	1	5	0	0
REGISTER_ORDINAL_STRATUM	ALL	S|B|3	10	2	5	11	1	0	2	0	0
REGISTER_ORDINAL_STRATUM	ALL	S|B|3	11	3	1	9	1	0	3	0	0
REGISTER_ORDINAL_STRATUM	ALL	S|B|3	12	1	1	3	1	0	1	0	0
REGISTER_ORDINAL_STRATUM	ALL	S|B|@	11	1	0	1	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	T|B|2	2	1	0	4	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	T|B|2	4	3	0	3	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	T|B|2	5	1	0	3	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	T|B|2	7	1	0	1	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	T|B|2	8	1	0	4	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	T|B|2	10	1	0	2	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	T|B|2	11	3	0	1	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	T|B|5	2	1	0	0	0	0	0	0	0
REGISTER_ORDINAL_STRATUM	ALL	T|B|5	4	1	1	1	1	0	1	0	0
REGISTER_ORDINAL_STRATUM	ALL	T|B|5	5	1	0	2	0	0	0	0	0
STRICT_SHARED_BODY_CELL	aiin	B|B|2	8	4	1	1	1	1	4.000000000	0	0
STRICT_SHARED_BODY_CELL	aiin	S|B|3	6	3	2	1	1	1	3.000000000	0	0
STRICT_SHARED_BODY_CELL	ain	S|B|3	4	5	1	1	1	4	1.250000000	0	0
STRICT_SHARED_BODY_CELL	al	S|B|3	5	5	1	1	1	1	5.000000000	0	0
STRICT_SHARED_BODY_CELL	chedy	B|B|2	6	10	1	2	1	1	10.000000000	0	0
STRICT_SHARED_BODY_CELL	chedy	B|B|2	7	6	2	2	1	1	6.000000000	0	0
STRICT_SHARED_BODY_CELL	chedy	S|B|3	9	5	1	2	1	1	5.000000000	0	0
