passage_patch_id	page	physical_folio	locus	section	language	hand	new_target_occurrences	new_consuming_spans	new_chain_links	contextual_ol_units_in_line	new_units_de	written_line_eva	practical_patch_de	patch_legend	default_is_translation	confirmed_plaintext	component_export_credit
G776-P001	f102v1	f102	f102v1.10	P	A	1	1	1	0	1	ol ydaiin → Bezugswert: Stufe III	kochor ol ydaiin choraiin sheey ykeey kor shey qokey dy	kochor ⟦Bezugswert: Stufe III⟧ choraiin sheey ykeey kor shey qokey dy	double brackets are replaceable contextual whole/span readings; unbracketed EVA remains unresolved	0	0	0
G776-P002	f103v	f103	f103v.37	S	B	3	1	1	0	1	ol shey → Zustand: feuchte Form I	olshey qokain ol shey qokeshe lsheok shdy qcphey chetydar	olshey qokain ⟦Zustand: feuchte Form I⟧ qokeshe lsheok shdy qcphey chetydar	double brackets are replaceable contextual whole/span readings; unbracketed EVA remains unresolved	0	0	0
G776-P003	f105r	f105	f105r.15	S	B	3	1	1	0	1	ol r → Spätbezug: folgendes Wertfeld	lksheey ol r aiin okeedy olkeeody lkaiin okeeol oteeol shod daiin aral	lksheey ⟦Spätbezug: folgendes Wertfeld⟧ aiin okeedy olkeeody lkaiin okeeol oteeol shod daiin aral	double brackets are replaceable contextual whole/span readings; unbracketed EVA remains unresolved	0	0	0
G776-P004	f108v	f108	f108v.24	S	B	3	1	1	0	1	ol r → Spätbezug: folgendes Wertfeld	daiin chekeek checkhy ol r ain odar sheey daiin tchar okeedaiin oram	daiin chekeek checkhy ⟦Spätbezug: folgendes Wertfeld⟧ ain odar sheey daiin tchar okeedaiin oram	double brackets are replaceable contextual whole/span readings; unbracketed EVA remains unresolved	0	0	0
G776-P005	f17v	f17	f17v.8	H	A	1	1	1	0	1	ol dy → [FELDENDE]	qokeey kchar ol dy choldaiin sy	qokeey kchar ⟦[FELDENDE]⟧ choldaiin sy	double brackets are replaceable contextual whole/span readings; unbracketed EVA remains unresolved	0	0	0
G776-P006	f18r	f18	f18r.10	H	A	1	1	1	0	1	ol ydaiin → Bezugswert: Stufe III	dar shor qokchol ol ydaiin	dar shor qokchol ⟦Bezugswert: Stufe III⟧	double brackets are replaceable contextual whole/span readings; unbracketed EVA remains unresolved	0	0	0
G776-P007	f23r	f23	f23r.5	H	A	1	1	0	1	1	ol ol → Unterfeld: weiterer Ansatz	ychor qokchol ytym chol dair chol ar ol ol dol dain	ychor qokchol ytym chol dair chol ar ⟦Unterfeld: weiterer Ansatz⟧ ⟦Ansatz-/Zubereitungsposten⟧ dol dain	double brackets are replaceable contextual whole/span readings; unbracketed EVA remains unresolved	0	0	0
G776-P008	f24r	f24	f24r.13	H	A	1	1	1	0	1	ol s → Unterposten: folgendes Feld	oees ol s chey chcth s ar	oees ⟦Unterposten: folgendes Feld⟧ chey chcth s ar	double brackets are replaceable contextual whole/span readings; unbracketed EVA remains unresolved	0	0	0
G776-P009	f33r	f33	f33r.5	H	B	2	1	1	0	1	ol kor → Portion: heiß	pair or aiin otaiin ol kor aiin okal otal chdal shekal qokar otam	pair or aiin otaiin ⟦Portion: heiß⟧ aiin okal otal chdal shekal qokar otam	double brackets are replaceable contextual whole/span readings; unbracketed EVA remains unresolved	0	0	0
G776-P010	f39v	f39	f39v.5	H	B	2	1	1	0	1	ol kor → Portion: heiß	ytedykor or sheky kain otar or aiin okaiin ckhol ol kor oto r ofchy	ytedykor or sheky kain otar or aiin okaiin ckhol ⟦Portion: heiß⟧ oto r ofchy	double brackets are replaceable contextual whole/span readings; unbracketed EVA remains unresolved	0	0	0
G776-P011	f77v	f77	f77v.23	B	B	2	1	1	0	1	ol qoky → Wärmezustand: heiß, Anfangsform	qokal chees ol shedy doraiin ol qoky ches ol dal	qokal chees ⟦Ansatz-/Zubereitungsposten⟧ shedy doraiin ⟦Wärmezustand: heiß, Anfangsform⟧ ches ol dal	double brackets are replaceable contextual whole/span readings; unbracketed EVA remains unresolved	0	0	0
G776-P012	f78v	f78	f78v.28	B	B	2	1	1	0	1	ol oteedy → Zubereitungszustand: kalt, Endform	olkain shey qokey okar ol oteedy chcthy los aiin d	olkain shey qokey okar ⟦Zubereitungszustand: kalt, Endform⟧ chcthy los aiin d	double brackets are replaceable contextual whole/span readings; unbracketed EVA remains unresolved	0	0	0
G776-P013	f79r	f79	f79r.37	B	B	2	1	0	1	2	ol ol → Unterfeld: weiterer Ansatz	lcheol ol ol sheey olsheey sholkeey okchey dain	lcheol ⟦Unterfeld: weiterer Ansatz⟧ ⟦Zustand: feuchte Form II⟧ olsheey sholkeey okchey dain	double brackets are replaceable contextual whole/span readings; unbracketed EVA remains unresolved	0	0	0
G776-P014	f79r	f79	f79r.41	B	B	2	1	0	1	2	ol ol → Unterfeld: weiterer Ansatz	qokain shedy qotain oteedy chkain ol ol chedy oly	qokain shedy qotain oteedy chkain ⟦Unterfeld: weiterer Ansatz⟧ ⟦Zustand: getrocknetes Ergebnis, Form I⟧ oly	double brackets are replaceable contextual whole/span readings; unbracketed EVA remains unresolved	0	0	0
G776-P015	f79v	f79	f79v.32	B	B	2	1	0	1	2	ol ol → Unterfeld: weiterer Ansatz	olkeey ol or ocheey ol ol o keeedy checkhy aror	olkeey ⟦Portionsträger⟧ ocheey ⟦Unterfeld: weiterer Ansatz⟧ ⟦Ansatz-/Zubereitungsposten⟧ o keeedy checkhy aror	double brackets are replaceable contextual whole/span readings; unbracketed EVA remains unresolved	0	0	0
G776-P016	f79v	f79	f79v.35	B	B	2	1	1	0	1	ol oteedy → Zubereitungszustand: kalt, Endform	qor cheey kain chl ol otol dain otain ol oteedy qokan	qor cheey kain chl ⟦Ansatz-/Zubereitungsposten⟧ otol dain otain ⟦Zubereitungszustand: kalt, Endform⟧ qokan	double brackets are replaceable contextual whole/span readings; unbracketed EVA remains unresolved	0	0	0
G776-P017	f79v	f79	f79v.36	B	B	2	1	1	0	1	ol shey → Zustand: feuchte Form I	ysheey ol shey oltshsey sheepshey	ysheey ⟦Zustand: feuchte Form I⟧ oltshsey sheepshey	double brackets are replaceable contextual whole/span readings; unbracketed EVA remains unresolved	0	0	0
G776-P018	f80r	f80	f80r.51	B	B	2	1	1	0	1	ol s → Unterposten: folgendes Feld	talkl ol s al cheoly daiin otaly otain chey lkain olom	talkl ⟦Unterposten: folgendes Feld⟧ al cheoly daiin otaly otain chey lkain olom	double brackets are replaceable contextual whole/span readings; unbracketed EVA remains unresolved	0	0	0
G776-P019	f80r	f80	f80r.52	B	B	2	1	1	0	1	ol olor → Zutatenportion	sol tl shey qoklcheey lkaiin ol olor aiin y daiin cheol kain	sol tl shey qoklcheey lkaiin ⟦Zutatenportion⟧ aiin y daiin cheol kain	double brackets are replaceable contextual whole/span readings; unbracketed EVA remains unresolved	0	0	0
G776-P020	f80v	f80	f80v.13	B	B	2	1	1	0	1	ol olor → Zutatenportion	lor ar ol olor chey koldy	lor ar ⟦Zutatenportion⟧ chey koldy	double brackets are replaceable contextual whole/span readings; unbracketed EVA remains unresolved	0	0	0
G776-P021	f81r	f81	f81r.4	B	B	2	1	0	1	1	ol ol → Unterfeld: weiterer Ansatz	dchedy qokain ol ol chcthy ykeedy al	dchedy qokain ⟦Unterfeld: weiterer Ansatz⟧ ⟦Ansatz-/Zubereitungsposten⟧ chcthy ykeedy al	double brackets are replaceable contextual whole/span readings; unbracketed EVA remains unresolved	0	0	0
